VIV_SEL,HOGAR,ND_TIPO,BPCOD,R_SEL,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_6,BP1_7,BP1_8,BP1_20,BP1_23,BP1_31,BP1_35_1,BP1_35_2,BP1_35_3,BP1_35_4,BP1_35_5,BP1_35_6,BP1_35_7,BP1_35_8,BP1_35_9,BP1_35_10,BP1_35_11,BP1_35_99,BP1_36,BP1_37,BP1_38,FAC_DEL,DOM,EST,UPM
4,1,1,3,3,3,11,20,4,2,1,1,2,2,6,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1500,0,846,3,106,4389
7,1,1,2,1,5,11,17,4,1,2,1,1,2,8,2,0,0,0,0,0,0,0,1,0,0,0,0,1,7000,0,846,3,106,4389
16,1,1,4,1,1,11,17,2,1,2,2,1,2,7,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1800,0,846,3,106,4389
6,1,1,3,3,5,11,7,1,2,2,1,1,2,7,2,0,0,0,0,0,0,0,0,0,0,1,0,1,3000,0,1384,3,105,4390
10,1,1,7,7,1,11,23,2,3,2,1,1,2,7,2,0,0,0,1,0,0,0,0,1,0,0,0,1,3000,0,5568,3,105,4392
12,1,1,10,2,10,11,23,4,1,2,2,2,2,7,1,0,0,0,0,0,0,0,1,0,0,0,0,2,9999999,0,1856,3,105,4392
12,1,2,10,2,11,11,23,3,1,2,2,1,2,8,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1856,3,105,4392
19,1,1,2,2,8,11,23,2,2,2,1,1,2,3,2,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,928,3,105,4392
19,1,1,3,2,5,11,23,1,2,2,1,1,2,7,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,928,3,105,4392
19,1,1,12,2,3,11,23,1,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1856,3,105,4392
19,1,2,12,2,1,11,23,1,2,2,2,1,2,7,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1856,3,105,4392
19,2,1,2,1,11,11,23,3,1,2,1,1,2,7,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1000,0,928,3,105,4392
2,1,1,3,1,3,11,31,3,2,2,1,1,2,5,2,1,0,0,1,0,0,0,1,0,0,0,0,1,1000,0,1039,3,106,4393
2,1,2,3,1,10,11,31,2,2,2,1,1,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0,5,8569,381,1039,3,106,4393
9,1,1,4,2,10,11,31,2,1,2,1,1,1,4,2,1,0,1,0,0,0,0,1,0,0,0,0,1,35000,200,2078,3,106,4393
12,1,1,2,3,2,11,31,4,1,2,1,1,2,3,2,1,1,0,0,0,0,0,0,0,0,0,0,1,600,0,1039,3,106,4393
19,1,1,2,1,9,11,31,3,1,2,1,1,2,6,2,0,0,1,1,0,0,0,0,0,0,0,0,1,800,0,1039,3,106,4393
9,1,1,3,1,2,11,1,2,2,2,1,1,2,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,10000,0,1032,3,106,4394
19,1,1,4,3,6,11,1,3,1,2,1,1,2,1,2,0,0,1,1,0,0,0,0,0,0,0,0,1,1100,0,5160,3,106,4394
14,1,1,8,1,11,11,42,3,2,1,1,1,2,5,2,1,1,0,0,0,0,0,0,0,0,0,0,3,9,9,1983,3,105,4395
6,1,1,3,3,12,11,3,2,2,2,1,1,2,9,2,0,0,1,1,0,0,0,0,0,0,0,0,1,4000,30000,919,3,105,4396
14,1,1,2,6,11,11,3,3,1,2,1,1,2,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,800,0,919,3,105,4396
14,1,2,2,6,8,11,3,3,1,2,1,1,2,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,300,0,919,3,105,4396
14,1,3,2,6,1,11,3,3,1,2,1,1,2,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,600,0,919,3,105,4396
19,1,1,2,2,2,11,3,2,1,2,1,1,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,3000,0,919,3,105,4396
15,1,1,8,4,4,11,2,1,2,1,1,2,2,9,2,1,0,1,1,0,0,0,0,0,0,0,0,5,8569,381,2784,3,106,4397
5,1,1,4,4,12,9,999,2,1,2,2,2,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1000,0,4815,3,105,4398
9,1,1,3,1,12,11,46,3,2,2,1,1,2,7,2,0,0,0,0,0,0,0,1,0,0,0,0,1,500,0,963,3,105,4398
1,1,1,6,1,11,11,20,9,9,2,1,1,2,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,9999999,0,63,3,107,4400
10,1,1,2,1,6,11,20,3,1,2,1,1,2,6,2,0,1,1,1,0,0,0,0,0,0,0,0,3,3000,0,63,3,107,4400
10,1,1,9,1,3,11,20,1,3,2,1,1,1,4,2,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,126,3,107,4400
12,1,1,2,3,6,11,20,1,1,2,1,1,1,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,9,0,63,3,107,4400
1,1,1,8,1,4,11,43,3,2,1,1,1,2,5,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,204,3,107,4402
2,1,1,2,2,5,11,20,2,1,2,1,1,2,5,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1800,450,68,3,107,4402
5,1,1,10,3,5,11,40,2,3,2,1,1,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,35000,340,3,107,4402
5,1,2,10,3,2,11,34,2,2,2,2,1,1,4,2,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1000,340,3,107,4402
6,1,1,6,2,6,22,14,2,4,2,1,1,2,7,2,0,0,0,1,0,0,0,0,0,0,0,0,1,5000,0,136,3,107,4402
8,1,1,1,2,10,22,14,3,1,2,1,1,1,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,150000,0,68,3,107,4402
16,1,1,6,3,2,11,32,2,4,2,1,1,2,9,1,0,0,1,1,0,0,0,0,0,0,0,0,1,5000,0,340,3,107,4402
7,1,1,2,1,12,11,35,3,1,2,1,1,2,6,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1000,0,632,3,105,4403
7,1,1,10,1,4,11,35,2,1,2,2,1,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1264,3,105,4403
7,1,2,2,1,12,11,35,3,1,2,1,1,2,5,2,0,0,0,0,0,0,0,1,0,0,0,0,1,500,0,632,3,105,4403
7,1,2,10,1,8,11,35,3,1,2,1,1,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1264,3,105,4403
8,1,1,3,2,12,11,35,3,2,1,1,2,2,7,2,0,0,1,1,0,0,0,0,0,0,0,0,1,300,0,632,3,105,4403
11,1,1,3,2,1,11,35,4,2,2,1,1,2,7,2,0,0,0,1,0,0,0,1,0,0,0,0,1,8000,0,632,3,105,4403
17,1,1,6,1,9,11,35,2,5,2,1,1,2,4,1,0,0,1,1,0,0,0,0,0,0,0,0,1,2000,0,1264,3,105,4403
14,1,1,3,1,12,11,7,3,2,2,1,1,1,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1,10000,0,945,3,105,4404
1,1,1,9,2,10,11,33,2,1,2,1,1,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,3,0,0,3270,3,105,4405
9,1,1,2,3,6,11,33,1,1,2,1,1,2,7,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1000,0,1090,3,105,4405
11,1,1,4,5,2,22,14,1,1,2,1,1,2,4,1,1,1,0,0,0,0,0,1,1,0,0,0,1,9999999,0,4360,3,105,4405
2,1,1,2,4,2,11,12,2,1,2,1,1,2,3,2,1,1,0,0,1,0,0,0,0,0,0,0,1,500,0,1180,3,105,4406
17,1,1,4,2,9,11,12,1,5,2,1,1,2,99,2,0,0,0,0,0,0,0,0,0,0,0,1,5,8569,381,2360,3,105,4406
6,1,1,1,2,12,11,5,3,1,2,1,1,1,4,2,0,0,1,1,0,0,0,0,0,0,0,0,1,45000,0,1086,3,106,4407
1,1,1,2,1,4,11,27,3,1,2,1,1,2,4,1,1,0,0,1,0,0,0,0,0,0,0,0,1,10000,0,1470,3,106,4408
8,1,1,9,2,12,11,27,1,5,2,2,1,1,4,2,0,1,1,1,0,0,0,0,0,0,0,0,3,0,0,2940,3,106,4408
8,1,2,9,2,4,11,27,1,1,2,2,1,2,6,2,0,1,1,1,1,1,0,0,0,0,0,0,3,0,0,2940,3,106,4408
12,1,1,6,1,12,11,27,9,4,2,1,1,2,4,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1500,0,2940,3,106,4408
14,1,1,4,2,6,11,27,3,1,2,2,2,2,6,2,0,0,1,0,0,0,0,1,0,0,0,0,1,3500,0,2940,3,106,4408
17,1,1,3,2,11,11,27,3,2,2,1,1,2,7,2,0,0,0,0,0,0,0,1,0,0,0,0,1,9999999,0,1470,3,106,4408
19,1,1,4,1,9,10,5,2,1,2,2,1,2,3,2,0,0,0,0,0,0,0,1,0,0,0,0,1,200,0,1470,3,106,4408
20,1,1,2,1,5,11,27,4,1,2,1,1,2,6,1,0,0,0,1,0,0,0,1,0,0,0,0,1,800,0,1470,3,106,4408
4,1,1,2,1,12,11,2,2,1,2,1,1,1,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1000,0,1145,3,106,4409
4,1,1,4,1,3,11,20,4,9,2,1,2,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1,4000,1000,2290,3,106,4409
15,1,1,8,2,10,11,28,2,2,1,1,1,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0,5,8569,381,3435,3,106,4409
15,1,2,8,2,11,11,28,2,2,1,1,1,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0,5,8569,381,3435,3,106,4409
16,1,1,9,1,5,11,28,2,1,2,1,1,1,4,2,0,1,1,0,0,1,0,0,0,0,0,0,3,0,0,2290,3,106,4409
16,1,2,9,1,5,11,28,3,1,2,1,1,1,4,2,0,1,1,0,0,1,0,0,1,0,0,0,3,0,0,2290,3,106,4409
17,1,1,10,1,10,11,28,2,1,2,1,1,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,3435,3,106,4409
17,1,2,10,1,11,11,28,2,1,2,2,1,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,3435,3,106,4409
17,1,3,10,1,11,11,28,2,1,2,1,1,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,5,8569,381,3435,3,106,4409
17,1,4,10,1,12,11,28,2,1,2,2,1,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,5,8569,381,3435,3,106,4409
17,1,5,10,1,12,11,28,3,1,2,2,1,1,4,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,3435,3,106,4409
20,1,1,8,1,7,11,28,2,2,1,2,1,2,3,2,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1145,3,106,4409
10,1,1,4,2,6,11,33,2,1,2,2,1,2,6,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,300,2266,3,105,4410
1,1,1,4,1,12,11,37,1,1,2,1,1,2,7,2,0,0,0,0,0,0,0,0,0,0,1,0,1,300,0,1848,3,105,4411
2,1,1,8,1,10,12,1,2,2,2,1,1,2,3,2,0,1,1,0,0,0,0,0,0,0,0,0,5,8569,381,310,1,109,4414
2,1,2,8,1,9,12,1,1,2,2,1,1,2,3,2,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,310,1,109,4414
4,1,1,1,4,3,12,1,4,1,2,1,1,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,110000,0,155,1,109,4414
5,1,1,9,2,8,12,1,2,1,2,1,1,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,310,1,109,4414
5,1,1,10,2,2,12,1,3,1,2,1,1,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,310,1,109,4414
5,1,1,14,1,10,12,1,2,1,1,1,1,2,9,2,0,0,1,0,0,0,0,0,0,0,0,0,1,500,0,326,1,110,4415
2,1,1,4,1,6,12,1,2,1,2,1,1,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,3,300,0,316,1,110,4416
3,1,1,3,2,2,12,1,4,2,2,1,1,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1,3000,0,137,1,110,4417
4,1,1,2,1,7,12,1,4,1,2,1,1,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1000,0,137,1,110,4417
3,1,1,4,3,10,12,1,1,6,2,2,1,2,7,2,1,0,0,0,0,1,1,0,0,0,0,0,3,5000,0,396,1,110,4419
2,1,1,4,1,11,12,1,2,6,2,2,1,2,4,2,0,0,0,0,0,0,0,0,0,1,0,0,1,500,0,507,1,109,4420
3,2,1,2,2,10,12,1,3,1,2,1,1,2,5,2,0,0,0,1,0,0,0,0,0,0,0,0,1,3000,0,143,1,109,4421
3,1,1,3,1,7,12,1,4,2,2,1,1,2,4,2,0,0,0,1,0,0,0,1,1,0,0,0,1,200,0,192,1,109,4422
5,1,1,4,5,11,12,1,3,1,2,1,1,2,6,2,0,0,0,0,0,0,0,1,1,0,0,0,3,3600,0,960,1,109,4422
2,1,1,2,1,3,12,1,4,1,2,1,1,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1,12000,0,181,1,110,4426
2,1,1,8,1,11,12,1,4,2,1,2,1,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,50000,181,1,110,4426
2,1,2,8,1,11,12,1,4,2,1,2,2,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,181,1,110,4426
2,1,3,8,1,11,12,1,4,2,1,2,2,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,181,1,110,4426
1,1,1,4,4,3,12,1,3,1,2,1,1,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1500,0,2672,1,108,4427
3,1,1,3,3,9,12,1,2,2,2,1,1,2,6,2,0,0,0,1,0,0,0,0,0,0,0,0,1,6500,0,159,1,109,4428
5,1,1,1,1,2,17,7,9,2,2,1,1,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,125000,0,159,1,109,4428
5,1,2,1,1,6,15,35,9,2,2,1,1,1,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,125000,0,159,1,109,4428
1,1,1,2,1,3,12,1,4,1,2,1,1,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,500,0,125,1,109,4429
5,1,1,4,2,6,12,1,1,6,2,1,1,2,6,2,0,0,1,1,0,0,0,0,0,0,0,0,3,3000,300,375,1,109,4429
5,1,2,4,2,11,12,1,1,5,2,2,1,2,8,2,0,0,0,1,0,0,0,0,0,0,0,0,1,500,100,375,1,109,4429
3,1,1,4,1,12,12,1,3,1,2,1,1,2,1,2,0,0,1,1,0,0,0,0,0,0,0,0,1,3000,0,300,1,109,4430
2,2,1,3,1,1,12,1,9,2,2,1,1,2,6,2,0,0,0,0,0,0,0,0,0,1,0,0,1,300,0,160,1,109,4431
2,2,2,3,1,4,12,1,4,2,1,1,2,2,6,2,0,0,0,0,0,0,0,0,1,0,0,0,1,400,0,160,1,109,4431
2,3,1,2,1,1,12,1,3,1,2,1,1,2,6,2,0,0,1,0,0,0,0,0,0,0,0,0,1,4200,0,160,1,109,4431
2,3,1,3,1,9,12,1,4,2,2,1,1,1,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,3000,0,160,1,109,4431
3,1,1,14,2,6,12,1,3,2,1,1,1,2,9,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,13000,320,1,109,4431
3,1,2,14,2,9,12,1,3,2,1,1,1,2,9,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1200,320,1,109,4431
3,1,3,14,2,11,12,1,3,2,1,1,1,2,9,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,180,320,1,109,4431
3,1,4,14,2,8,12,1,3,2,1,1,1,2,9,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0,260,320,1,109,4431
3,1,5,14,2,12,12,1,3,2,1,1,1,2,9,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,320,1,109,4431
5,1,1,8,2,5,12,1,2,2,1,2,2,2,4,2,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,320,1,109,4431
4,1,1,2,1,9,12,1,3,1,2,1,1,2,3,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1900,0,195,1,109,4432
4,1,1,4,1,10,12,1,3,1,2,2,1,2,4,2,0,0,0,0,0,0,0,0,0,0,1,0,1,200,0,390,1,109,4432
4,1,1,9,1,8,12,1,2,1,2,1,1,2,9,2,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,390,1,109,4432
4,1,2,2,1,3,12,1,2,1,2,1,1,2,4,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1800,0,195,1,109,4432
4,1,2,4,1,8,12,1,3,1,2,2,1,2,4,2,0,0,0,0,0,0,0,0,0,0,1,0,1,2000,0,390,1,109,4432
4,1,3,2,1,1,12,1,2,1,2,1,1,2,4,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1800,0,195,1,109,4432
1,1,1,1,2,4,12,1,3,1,2,1,1,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,45000,9999999,173,1,109,4434
1,1,1,8,2,1,12,1,3,1,2,1,1,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,3500,9999999,346,1,109,4434
1,1,1,10,2,3,12,1,3,2,2,1,1,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,3,0,9999999,346,1,109,4434
1,1,2,1,2,4,12,1,3,1,1,1,1,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,42000,9999999,173,1,109,4434
1,1,2,8,2,1,12,1,3,1,2,1,1,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,3500,9999999,346,1,109,4434
1,1,3,8,2,1,12,1,3,1,2,1,1,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,3500,9999999,346,1,109,4434
1,1,4,8,2,2,12,1,3,1,2,1,1,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,3000,9999999,346,1,109,4434
1,1,5,8,2,2,12,1,3,1,2,1,1,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,3500,9999999,346,1,109,4434
3,1,1,4,1,9,12,1,3,6,2,1,1,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,3,50,0,173,1,109,4434
1,1,1,4,2,11,12,1,2,1,2,2,1,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1,600,0,368,1,109,4436
1,1,1,1,2,3,12,1,4,1,1,1,1,1,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1,200000,2000,150,1,109,4439
4,1,1,1,2,6,12,1,3,1,2,1,1,1,4,1,0,1,1,1,1,1,1,1,1,0,0,0,1,45000,3000,150,1,109,4439
1,1,1,1,2,6,12,1,4,1,2,1,1,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,35000,0,120,1,109,4440
1,1,1,12,2,9,12,1,1,3,2,2,1,2,9,1,0,0,0,0,0,0,0,1,0,0,0,0,4,36000,0,240,1,109,4440
1,1,2,12,2,3,12,1,1,3,2,2,1,2,5,2,0,0,0,1,0,0,0,0,0,0,0,0,5,8569,381,240,1,109,4440
4,1,1,10,1,9,12,1,1,2,2,1,1,1,4,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,120,1,109,4440
3,1,1,2,3,2,12,1,3,1,2,1,1,2,5,2,0,0,0,1,0,0,0,0,0,0,0,0,1,3000,0,216,1,109,4442
1,1,1,4,1,7,12,1,2,1,2,2,1,2,6,2,0,0,1,0,0,1,0,0,0,0,0,0,1,500,0,414,1,109,4443
2,1,1,4,1,9,12,1,1,1,2,2,1,2,6,2,0,0,0,0,0,0,0,0,0,1,0,0,3,1500,0,276,1,109,4443
2,1,2,4,1,9,12,1,2,1,2,2,1,2,6,2,0,0,0,0,0,0,0,1,0,0,0,0,1,2000,0,276,1,109,4443
3,1,1,8,1,8,12,1,2,2,1,1,1,2,1,2,1,0,1,1,0,1,0,0,0,0,0,0,3,0,0,414,1,109,4443
1,1,1,3,2,2,12,1,4,2,1,1,2,1,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,20000,0,157,1,110,4444
2,1,1,1,4,9,12,1,2,1,2,1,1,2,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,200000,0,165,1,110,4446
2,1,1,2,4,8,12,1,4,1,2,1,1,2,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,3000,0,165,1,110,4446
3,1,1,8,2,10,12,1,2,2,1,1,2,2,7,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,330,1,110,4446
1,1,1,4,1,5,12,1,2,1,2,1,1,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,20000,0,360,1,109,4447
2,1,1,8,1,8,12,1,3,2,1,1,2,2,3,2,0,0,1,1,0,0,0,0,0,0,0,0,5,8569,381,519,1,110,4448
2,1,1,3,1,12,12,1,3,2,2,1,1,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1,3800,0,183,1,109,4449
1,1,1,9,1,9,12,1,2,1,2,2,1,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,5,8569,381,472,1,109,4451
3,1,1,4,3,3,12,1,1,1,2,1,1,2,6,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1200,450,708,1,109,4451
2,1,1,8,2,1,12,1,1,2,1,1,2,2,6,2,0,0,0,0,0,0,0,0,0,1,0,0,5,8569,381,360,1,109,4452
3,1,1,6,1,9,12,1,2,4,2,1,1,2,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,9000,0,360,1,109,4452
1,1,1,8,2,9,12,1,1,2,1,1,2,2,5,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,540,1,109,4453
1,1,2,8,2,10,12,1,2,2,1,1,2,2,6,2,1,0,1,0,0,1,0,0,0,0,0,0,3,0,0,540,1,109,4453
3,1,1,8,4,3,12,1,1,2,1,1,2,2,6,2,1,0,1,0,0,0,0,0,1,0,0,0,3,0,0,720,1,109,4453
4,1,1,3,1,1,12,1,2,2,2,1,1,1,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,30000,0,196,1,109,4454
4,1,1,1,3,9,12,1,4,1,2,1,1,1,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1,60000,0,163,1,109,4455
4,1,1,9,3,12,12,1,3,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,326,1,109,4455
4,2,1,3,1,9,12,1,9,2,2,1,1,2,9,2,0,0,0,0,0,0,0,1,0,0,0,0,1,400,0,163,1,109,4455
4,2,1,8,1,9,21,41,2,2,1,1,2,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,326,1,109,4455
1,1,1,4,1,7,12,1,1,1,2,2,1,2,4,2,1,0,0,0,0,0,0,0,1,0,0,0,1,100,0,270,1,109,4457
2,1,1,7,2,7,12,1,1,1,2,1,1,2,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,200,0,434,1,109,4458
3,1,1,1,1,1,12,1,2,1,1,2,1,1,4,2,1,1,0,1,0,1,1,0,0,0,0,0,3,0,0,217,1,109,4458
3,1,1,2,1,1,12,1,4,1,2,1,1,2,6,2,0,0,0,1,0,1,0,0,0,0,0,0,1,1000,0,217,1,109,4458
1,1,1,4,1,11,12,1,2,1,2,2,1,2,6,2,0,0,1,1,0,0,0,0,0,0,0,0,1,300,0,566,1,108,4459
1,1,1,8,1,4,12,1,1,2,1,2,1,2,4,2,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,566,1,108,4459
1,1,2,8,1,9,12,1,1,2,1,2,1,2,6,2,0,0,1,0,0,0,0,0,0,0,0,0,5,8569,381,566,1,108,4459
3,1,1,3,4,1,12,1,2,2,2,1,1,2,6,2,0,0,1,0,0,0,0,0,0,0,0,0,3,10000,0,192,1,109,4461
4,1,1,1,2,6,12,1,3,1,1,2,1,1,4,2,0,0,1,1,1,0,0,0,0,0,0,0,3,40000,0,192,1,109,4461
4,1,1,4,2,10,12,1,3,1,2,1,1,2,4,2,0,0,1,1,1,0,0,0,0,0,0,0,3,4000,0,576,1,109,4461
1,1,1,8,1,9,12,1,2,2,1,2,1,2,6,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0,7000,183,1,109,4462
1,1,2,8,1,10,12,1,1,2,1,1,1,2,6,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,183,1,109,4462
4,1,1,4,2,12,12,1,3,6,2,1,1,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1800,0,366,1,109,4462
4,1,2,4,2,12,12,1,2,3,2,1,1,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1,500,0,366,1,109,4462
4,1,3,4,2,12,12,2,2,3,2,1,1,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1,300,0,366,1,109,4462
4,1,4,4,2,9,12,1,3,3,2,1,1,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1,600,0,366,1,109,4462
4,1,5,4,2,9,12,1,2,3,2,1,1,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1,300,0,366,1,109,4462
1,1,1,3,1,8,12,1,4,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,0,0,0,3,10000,0,177,1,110,4464
4,1,1,8,1,10,12,1,2,2,1,2,2,2,3,2,0,0,0,0,0,1,0,0,0,0,0,0,5,8569,381,354,1,110,4464
1,1,1,2,3,5,12,1,3,1,2,1,1,2,5,2,0,0,1,1,0,0,0,0,0,0,0,0,3,5000,0,155,1,110,4465
3,1,1,5,1,11,12,1,2,4,2,1,1,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1,700,0,266,1,109,4466
3,1,2,5,1,3,12,1,2,4,2,1,1,2,6,2,0,0,1,0,0,0,0,0,0,0,0,0,1,250,0,266,1,109,4466
1,1,1,2,1,9,12,1,4,1,2,1,1,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,3,150,0,137,1,109,4467
5,1,1,4,2,11,12,1,2,1,2,2,2,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1000,0,768,1,109,4468
5,1,2,4,2,9,12,1,2,6,2,2,2,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1300,0,768,1,109,4468
2,1,1,3,2,9,12,1,1,2,2,1,1,2,6,2,0,0,0,0,0,0,0,0,0,1,0,0,1,2000,0,146,1,109,4471
4,1,1,2,2,5,12,1,3,1,2,1,1,2,3,2,0,0,0,0,0,0,0,0,0,1,0,0,1,2000,0,136,1,109,4472
3,1,1,9,1,6,12,1,1,3,2,2,1,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,100,0,238,1,109,4473
1,1,1,6,2,7,12,1,3,9,2,1,1,2,4,2,0,0,0,1,0,0,0,0,0,0,0,0,5,8569,381,531,1,109,4474
1,1,1,7,2,3,12,1,3,2,2,1,1,2,5,2,0,0,0,1,0,0,0,0,0,0,0,0,1,500,0,531,1,109,4474
1,1,1,8,2,5,12,1,2,3,1,2,1,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,531,1,109,4474
1,1,2,6,2,11,12,1,2,9,2,1,1,2,5,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1000,0,531,1,109,4474
1,1,2,7,2,6,12,1,3,2,2,1,1,2,5,2,0,0,0,1,0,0,0,0,0,0,0,0,1,800,0,531,1,109,4474
1,1,2,8,2,12,12,1,1,3,1,2,1,2,5,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,531,1,109,4474
