VIV_SEL,HOGAR,ND_TIPO,BPCOD,R_SEL,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_6,BP1_7,BP1_8,BP1_20,BP1_23,BP1_31,BP1_35_1,BP1_35_2,BP1_35_3,BP1_35_4,BP1_35_5,BP1_35_6,BP1_35_7,BP1_35_8,BP1_35_9,BP1_35_10,BP1_35_11,BP1_35_99,BP1_36,BP1_37,BP1_38,FAC_DEL,DOM,EST,UPM,CLUSTERS
4,1,1,2,1,12,15,70,2,1,2,1,1,2,5,2,0,0,0,0,0,0,0,0,1,0,0,0,1,2500,0,925,1,143,5946,1
4,1,1,4,1,8,15,70,1,6,2,1,1,2,6,2,1,0,0,0,0,0,0,0,0,0,0,0,1,4000,0,1850,1,143,5946,1
4,1,1,8,1,12,15,70,1,2,1,1,1,2,5,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1850,1,143,5946,1
4,1,2,4,1,7,15,70,2,6,2,1,1,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1000,0,1850,1,143,5946,1
3,1,1,3,4,9,15,31,4,2,2,1,1,2,7,2,0,0,0,0,0,0,0,0,1,0,0,0,1,4900,0,1855,1,143,5948,1
2,1,1,1,8,1,15,33,3,2,2,1,1,2,4,2,0,0,0,0,0,0,0,0,0,1,0,0,1,50000,0,1540,1,143,5949,1
2,1,1,2,8,1,15,33,3,1,2,1,1,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,2000,0,1540,1,143,5949,1
3,1,1,1,2,11,15,33,2,1,1,2,1,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,1,10000,0,1540,1,143,5949,1
5,1,1,1,3,2,15,33,3,1,1,1,1,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,70000,0,1540,1,143,5949,1
1,1,1,9,2,6,15,12,2,1,2,1,1,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,3498,1,143,5950,1
1,1,1,10,2,6,15,12,3,2,2,1,1,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,3498,1,143,5950,1
1,1,2,10,2,6,15,12,2,2,2,1,1,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,3498,1,143,5950,1
1,1,3,10,2,6,15,12,2,2,2,1,1,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,3498,1,143,5950,1
5,1,1,3,1,6,15,12,1,2,2,1,1,2,4,1,0,0,1,1,0,0,0,0,0,0,0,0,1,50000,0,1749,1,143,5950,1
4,1,1,4,2,6,15,121,1,6,2,1,1,2,6,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,4346,1,143,5951,1
1,1,1,4,1,9,15,33,3,5,2,2,1,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,3,800,0,3370,1,143,5952,1
1,1,2,4,1,4,15,33,3,6,2,2,1,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,3,120,0,3370,1,143,5952,1
4,1,1,4,2,11,15,31,3,6,2,1,1,2,6,2,0,0,0,0,0,0,0,0,1,0,0,0,3,50,0,3370,1,143,5952,1
4,1,2,4,2,8,15,39,1,6,2,2,2,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,3,40,0,3370,1,143,5952,1
1,1,1,1,1,3,15,33,4,1,2,1,1,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,15000,0,1488,1,143,5953,1
2,1,1,4,1,11,15,33,3,1,2,1,1,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1800,0,1488,1,143,5953,1
5,1,1,4,1,9,15,33,3,6,2,2,2,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,5000,0,2976,1,143,5953,1
2,1,1,4,4,11,15,58,3,6,2,2,1,2,8,2,0,0,1,0,0,0,0,0,0,0,0,0,1,550,0,9408,1,143,5955,1
3,1,1,1,3,2,15,57,3,1,2,1,1,2,4,1,1,1,1,1,1,1,0,1,1,0,0,0,1,300000,0,1771,1,144,5956,0
3,1,1,4,3,10,15,12,3,4,2,1,2,1,4,1,1,1,1,1,1,0,0,0,0,0,0,0,1,5000,0,5313,1,144,5956,1
3,1,2,1,3,1,15,33,2,1,2,1,1,2,4,1,1,1,1,1,1,0,0,0,0,0,0,0,1,180000,0,1771,1,144,5956,1
4,1,1,6,1,12,15,12,3,1,2,1,1,2,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,70000,0,3542,1,144,5956,1
1,1,1,2,4,10,9,17,2,1,2,1,1,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1500,0,977,1,148,5957,1
1,1,1,12,4,10,9,16,2,1,2,2,1,2,6,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,3908,1,148,5957,1
1,1,2,2,4,9,9,17,2,1,2,1,1,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1500,0,977,1,148,5957,1
1,1,2,12,4,5,9,16,2,1,2,2,1,2,6,2,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,3908,1,148,5957,1
3,1,1,2,2,11,15,9,2,1,2,1,1,2,6,2,0,0,0,0,0,0,0,0,0,1,0,0,1,3000,0,977,1,148,5957,1
3,1,1,8,2,7,15,9,1,2,2,1,1,2,6,2,0,0,0,0,0,0,0,0,1,1,0,0,3,0,10000,1954,1,148,5957,1
3,1,2,2,2,7,13,48,2,4,2,1,1,2,6,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1000,0,977,1,148,5957,1
3,1,3,2,2,5,13,48,2,1,2,1,1,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1000,0,977,1,148,5957,1
2,1,1,1,3,7,9,16,2,1,2,1,1,1,4,2,0,1,0,1,0,0,0,0,0,0,0,0,1,65000,0,1818,1,144,5958,1
2,1,1,7,3,11,15,58,1,8,2,1,1,2,9,1,0,1,1,1,0,0,0,1,0,0,0,0,1,5000,0,5454,1,144,5958,1
5,1,1,4,1,12,9,5,3,1,2,2,1,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1,200,0,3636,1,144,5958,1
5,1,2,4,1,3,15,58,1,6,2,2,1,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1,3000,0,3636,1,144,5958,1
1,1,1,4,1,12,15,33,3,4,2,1,1,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1500,0,2542,1,143,5960,1
4,1,1,2,2,6,15,33,3,1,2,1,1,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1000,0,1271,1,143,5960,1
1,1,1,4,2,5,15,33,3,6,2,1,1,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,100,0,3070,1,143,5961,1
3,1,1,4,2,6,15,33,2,1,2,2,1,2,5,2,0,0,0,0,0,0,0,1,0,0,0,0,1,600,0,3070,1,143,5961,1
1,1,1,4,3,2,15,57,3,6,2,2,2,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1000,0,5116,1,143,5962,1
2,1,1,4,3,1,15,57,3,6,2,2,1,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1300,0,5116,1,143,5962,1
3,1,1,4,1,1,15,57,2,6,2,2,2,2,4,2,0,0,0,0,0,0,0,1,0,0,0,0,1,700,0,5116,1,143,5962,1
1,1,1,2,3,6,15,58,2,1,2,1,1,2,5,2,0,0,0,0,0,0,0,0,0,1,0,0,1,6000,0,928,1,143,5963,1
1,1,1,4,3,4,15,70,2,1,2,1,1,2,5,2,1,0,0,0,0,0,0,0,0,0,0,0,1,18000,0,2784,1,143,5963,1
1,1,2,4,3,1,15,70,2,1,2,1,1,2,5,2,1,0,0,0,0,0,0,0,0,0,0,0,1,5000,0,2784,1,143,5963,1
1,1,3,4,3,2,15,70,1,1,2,1,1,1,4,2,0,0,0,0,0,0,0,1,0,0,0,0,1,5000,0,2784,1,143,5963,1
2,2,1,1,2,4,15,70,1,2,2,1,1,1,4,2,1,1,0,1,0,0,0,1,1,0,0,0,1,10000,0,928,1,143,5963,1
4,1,1,4,5,9,15,70,3,1,2,2,1,2,5,2,1,0,0,0,0,0,0,0,0,0,0,0,1,300,0,4640,1,143,5963,1
5,1,1,4,1,6,15,70,2,1,2,2,1,2,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1000,0,928,1,143,5963,1
2,1,1,4,1,12,15,122,1,6,2,2,1,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1,100,0,5118,1,143,5964,1
2,1,1,7,1,9,15,25,1,8,2,1,1,2,6,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1000,0,5118,1,143,5964,1
2,1,1,8,1,5,15,122,2,2,1,1,1,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,5118,1,143,5964,1
2,1,2,4,1,9,15,122,1,6,2,2,1,2,6,2,0,0,0,1,0,0,0,0,0,0,0,0,1,70,0,5118,1,143,5964,1
4,1,1,1,2,1,15,122,2,1,2,1,1,2,9,2,0,0,0,0,0,0,0,0,1,0,0,0,3,50,0,1706,1,143,5964,1
2,1,1,5,2,9,15,20,2,3,1,1,1,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,20000,0,4413,1,144,5965,1
2,1,1,4,1,1,15,33,3,6,2,2,1,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,200,0,4197,1,143,5966,1
3,1,1,4,2,12,15,2,2,6,2,2,1,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1000,0,4460,1,147,5967,1
1,1,1,1,9,10,15,57,3,2,1,1,1,1,4,2,0,0,0,0,0,0,0,1,0,0,0,0,1,170000,0,1735,1,143,5969,1
3,1,1,2,1,4,15,104,3,2,2,1,1,2,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,5000,0,1735,1,143,5969,1
3,1,1,7,1,2,15,104,3,2,2,1,1,2,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,8000,0,5205,1,143,5969,1
5,1,1,4,1,8,15,57,3,1,2,2,1,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1800,6000,5205,1,143,5969,1
2,1,1,4,2,6,15,104,2,6,2,1,1,2,5,2,0,0,0,0,0,0,0,0,0,1,0,0,1,250,0,6364,1,152,5970,1
4,1,1,7,2,8,15,60,2,2,2,1,1,2,7,2,0,0,0,1,0,0,0,0,0,0,0,0,1,7000,0,9546,1,152,5970,1
1,1,1,4,1,2,15,33,3,3,2,2,1,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,7000,500,2920,1,143,5971,1
3,1,1,4,3,1,15,33,2,6,2,1,2,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,500,0,5840,1,143,5971,1
3,1,1,12,3,6,9,5,1,6,2,2,2,2,7,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5840,1,143,5971,1
4,1,1,1,2,12,15,33,4,1,2,1,1,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,30000,0,1460,1,143,5971,1
1,1,1,2,1,11,15,58,4,1,2,1,1,2,5,2,0,0,1,0,0,0,0,0,0,0,0,0,1,2000,0,1692,1,143,5972,1
1,1,1,3,1,12,15,58,4,2,2,1,1,2,4,2,0,0,1,1,0,0,0,0,0,0,0,0,1,300,0,1692,1,143,5972,1
1,1,2,2,1,3,15,58,4,1,2,1,1,2,5,2,0,0,1,1,0,0,0,0,0,0,0,0,1,1000,0,1692,1,143,5972,1
1,1,2,3,1,2,15,58,4,2,2,1,1,2,5,2,0,0,1,1,0,0,0,0,0,0,0,0,1,1000,0,1692,1,143,5972,1
4,1,1,4,3,8,15,58,3,1,2,1,1,2,8,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1000,0,5076,1,143,5972,1
4,1,2,4,3,3,9,28,1,6,2,2,1,2,9,2,0,0,1,1,0,0,0,0,0,0,0,0,1,100,0,5076,1,143,5972,1
1,1,1,10,2,6,15,12,2,1,2,1,1,1,4,2,0,0,0,0,0,0,0,1,0,0,0,0,3,10000,20000,5133,1,143,5973,1
3,1,1,3,1,9,15,12,9,2,2,1,1,2,6,2,0,1,1,1,0,0,1,1,1,0,0,0,1,3000,0,1711,1,143,5973,1
3,1,1,4,1,12,15,57,2,6,2,2,1,2,6,2,0,0,1,1,0,0,0,0,0,0,0,0,1,2000,0,2053,1,143,5973,1
3,1,2,3,1,8,15,12,9,2,2,1,1,2,6,2,0,0,1,1,0,0,0,0,0,0,0,0,1,3000,0,1711,1,143,5973,1
3,1,2,4,1,12,15,104,3,6,2,2,1,2,8,2,0,0,1,1,0,0,0,0,0,0,0,0,1,1000,0,2053,1,143,5973,1
3,1,3,4,1,6,15,12,2,1,2,2,1,2,8,2,0,0,1,1,0,0,0,0,0,0,0,0,1,2000,0,2053,1,143,5973,1
3,1,4,4,1,5,15,57,3,1,2,1,1,2,8,2,0,0,1,1,0,0,0,0,0,0,0,0,1,1200,0,2053,1,143,5973,1
3,1,5,4,1,2,15,16,1,6,2,2,1,2,8,2,0,0,1,1,0,0,0,0,0,0,0,0,1,200,0,2053,1,143,5973,1
4,1,1,4,4,10,15,12,2,6,2,2,1,2,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4000,0,8555,1,143,5973,1
4,1,2,4,4,9,15,12,3,1,2,1,1,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0,1,100,0,8555,1,143,5973,1
4,1,3,4,4,4,15,12,1,3,2,1,2,1,4,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,8555,1,143,5973,1
4,1,4,4,4,1,15,12,2,3,2,1,2,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,150000,0,8555,1,143,5973,1
5,1,1,3,5,10,15,12,3,2,1,1,1,2,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1000,500,1711,1,143,5973,1
5,1,2,3,5,9,15,12,2,2,2,1,1,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,6000,0,1711,1,143,5973,1
5,1,3,3,5,8,15,12,2,2,2,1,1,2,8,1,0,0,1,0,0,0,0,0,0,0,0,0,1,10000,0,1711,1,143,5973,1
1,1,1,3,1,8,15,33,2,2,2,1,1,2,9,2,0,0,0,0,0,0,0,0,0,0,1,0,1,20000,0,1623,1,143,5974,1
4,1,1,2,1,12,15,33,4,2,2,1,1,2,9,2,0,0,0,0,0,0,0,0,0,0,0,1,3,2000,0,1623,1,143,5974,1
5,1,1,4,5,12,15,33,2,6,2,2,1,2,4,2,0,0,0,0,0,0,0,0,0,1,0,0,1,2300,0,11361,1,143,5974,1
5,1,2,4,5,11,15,33,1,6,2,2,1,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,2000,0,11361,1,143,5974,1
5,1,3,4,5,6,15,33,1,6,2,2,1,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,5000,0,11361,1,143,5974,1
5,1,4,4,5,3,15,33,1,6,2,2,1,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,3500,0,11361,1,143,5974,1
5,1,5,4,5,1,15,33,1,6,2,1,1,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,2500,0,11361,1,143,5974,1
1,1,1,4,1,12,15,70,3,6,2,2,1,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1,2100,0,3082,1,143,5975,1
1,1,2,4,1,8,15,58,3,1,2,2,1,2,6,2,0,0,1,1,0,0,0,0,0,0,0,0,1,550,0,3082,1,143,5975,1
1,1,3,4,1,8,15,58,2,1,2,2,1,2,6,2,0,0,1,0,0,0,0,0,0,0,0,0,1,20,0,3082,1,143,5975,1
1,1,4,4,1,6,15,31,3,6,2,1,1,2,6,2,0,0,1,0,0,0,0,0,0,0,0,0,1,200,0,3082,1,143,5975,1
1,1,5,4,1,3,15,58,3,1,2,2,1,2,8,2,0,0,1,0,0,0,0,0,0,0,0,0,1,100,0,3082,1,143,5975,1
2,1,1,4,2,7,15,33,2,1,2,1,1,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,4000,0,2934,1,143,5977,1
3,1,1,5,1,4,15,57,3,3,1,1,1,1,4,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1500,0,3018,1,143,5978,1
4,1,1,4,2,12,15,20,2,6,2,2,1,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1800,0,3178,1,143,5979,1
4,1,1,12,2,1,15,33,1,1,2,1,1,2,3,2,0,0,0,0,0,1,0,0,0,0,0,0,5,8569,381,3178,1,143,5979,1
5,1,1,8,2,9,15,31,1,2,1,2,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,5658,1,143,5980,1
2,1,1,4,2,12,15,58,2,1,2,2,1,1,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,4000,0,2816,1,143,5981,1
4,1,1,2,3,1,9,15,2,1,2,1,1,2,4,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1200,0,1408,1,143,5981,1
4,1,1,4,3,12,15,33,3,1,2,1,1,2,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1500,0,5632,1,143,5981,1
4,1,1,9,3,1,9,5,2,1,2,1,1,2,5,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,5632,1,143,5981,1
4,1,2,2,3,8,15,33,3,1,1,1,1,1,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,4000,0,1408,1,143,5981,1
4,1,2,4,3,6,15,33,1,1,2,1,1,2,6,2,0,0,0,1,0,0,1,0,0,0,0,0,1,500,0,5632,1,143,5981,1
4,1,3,4,3,3,15,33,3,1,2,1,1,2,4,2,0,0,0,1,0,0,0,1,0,0,0,0,1,4000,0,5632,1,143,5981,1
5,1,1,4,1,8,15,58,3,6,2,2,1,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1,150,0,2816,1,143,5981,1
1,1,1,4,1,8,15,104,1,6,2,1,1,2,4,2,0,0,0,0,0,1,0,0,1,0,0,0,1,1500,0,2760,1,143,5982,1
2,1,1,4,1,4,9,5,2,6,2,1,1,2,6,2,0,0,0,0,0,0,0,0,1,0,0,0,1,10000,0,4140,1,143,5982,1
4,1,1,2,2,6,15,104,2,1,2,1,1,2,5,2,0,0,0,1,0,0,0,1,1,0,0,0,1,2000,0,1380,1,143,5982,1
4,1,1,4,2,5,15,104,2,1,2,2,1,2,5,2,0,0,1,1,0,0,0,0,0,0,0,0,1,200,0,4140,1,143,5982,1
4,1,2,2,2,2,9,5,3,1,2,1,1,2,5,2,0,0,0,1,0,0,0,1,1,0,0,0,1,2600,0,1380,1,143,5982,1
2,1,1,7,1,5,15,20,2,4,2,1,1,2,7,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1000,0,3646,1,143,5983,1
3,1,1,4,2,6,9,25,3,6,2,2,1,2,5,2,1,0,0,0,0,0,0,0,0,0,0,0,3,250,0,3646,1,143,5983,1
4,1,1,4,2,1,15,33,2,6,2,2,2,2,4,2,0,0,0,0,0,0,0,0,0,1,0,0,3,500,0,3646,1,143,5983,1
5,1,1,4,1,11,15,24,3,6,2,2,1,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,50,500,1780,1,147,5984,1
2,1,1,4,1,4,15,33,1,6,2,2,1,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,3,70,0,3162,1,143,5985,1
4,1,1,4,1,11,15,33,4,1,2,2,1,2,6,2,0,0,0,0,0,0,0,0,1,0,0,0,3,500,0,3162,1,143,5985,1
4,1,2,4,1,5,15,33,4,6,2,2,1,2,7,2,0,0,0,0,0,0,0,0,1,0,0,0,3,900,0,3162,1,143,5985,1
4,1,3,4,1,1,15,33,4,1,2,2,1,2,6,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1500,0,3162,1,143,5985,1
1,1,1,4,2,12,15,57,2,1,2,2,1,2,4,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1000,0,6392,1,143,5986,1
1,1,1,2,1,9,15,58,2,1,2,1,1,2,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,800,0,1455,1,143,5987,1
3,1,1,4,4,12,15,58,1,1,2,2,1,2,1,2,0,0,1,1,0,0,0,0,0,0,0,0,1,10000,2000,5820,1,143,5987,1
3,1,2,4,4,9,15,58,2,1,2,2,1,2,1,2,0,0,1,1,0,0,0,0,0,0,0,0,1,3000,1500,5820,1,143,5987,1
3,1,3,4,4,5,15,58,3,6,2,2,1,2,6,2,0,0,1,1,1,0,0,0,0,0,0,0,1,6000,0,5820,1,143,5987,1
4,1,1,4,1,11,15,58,3,6,2,2,1,2,6,2,0,0,1,1,0,0,0,0,0,0,0,0,1,600,0,2910,1,143,5987,1
5,1,1,2,1,11,15,104,3,1,2,1,1,2,5,2,0,0,0,0,0,0,0,1,1,0,0,0,1,3000,0,1363,1,143,5988,1
5,1,1,4,1,12,15,104,3,6,2,1,1,2,5,2,0,0,1,0,0,1,1,1,1,0,0,0,1,200,0,6815,1,143,5988,1
5,1,2,4,1,11,15,104,3,9,2,2,1,2,5,2,0,0,1,0,0,1,0,1,1,0,0,0,1,150,0,6815,1,143,5988,1
3,1,1,4,1,6,15,33,3,6,2,1,2,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1,500,0,5430,1,143,5989,1
5,1,1,4,2,6,15,33,1,6,2,1,1,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2000,0,3620,1,143,5989,1
5,1,2,4,2,6,15,33,2,1,2,1,1,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,500,0,3620,1,143,5989,1
3,1,1,8,3,11,15,58,2,2,1,1,1,2,8,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,4689,1,143,5990,1
3,1,1,9,3,10,15,58,2,1,2,1,1,2,7,2,0,0,1,0,0,0,0,0,0,0,0,0,5,8569,381,4689,1,143,5990,1
3,1,1,12,3,12,15,58,2,1,2,1,1,2,4,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,4689,1,143,5990,1
3,1,2,12,3,12,15,58,3,1,2,1,1,2,4,2,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,4689,1,143,5990,1
1,1,1,4,1,6,15,58,1,6,2,2,1,2,7,2,0,0,0,1,0,0,0,0,0,0,0,0,1,250,0,2055,1,143,5992,1
5,1,1,4,1,8,15,58,2,1,2,2,1,2,7,2,0,0,1,0,0,0,0,0,0,0,0,0,1,300,0,4110,1,143,5992,1
5,1,2,4,1,11,15,58,2,6,2,2,1,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1,500,0,4110,1,143,5992,1
1,1,1,1,2,3,15,104,4,1,2,1,1,2,7,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2000,0,1916,1,143,5993,1
1,1,1,2,2,9,9,5,2,1,1,2,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1916,1,143,5993,1
1,1,1,4,2,6,9,5,9,6,2,2,2,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1000,0,7664,1,143,5993,1
1,1,1,12,2,3,9,5,2,6,2,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7664,1,143,5993,1
3,1,1,3,1,3,15,104,4,2,1,1,2,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,3,5000,0,1916,1,143,5993,1
1,1,1,8,1,9,15,33,1,1,1,1,1,2,4,2,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,4744,1,143,5996,1
2,1,1,4,5,11,15,109,3,1,2,1,1,2,3,2,0,0,0,0,0,0,0,0,1,0,0,0,1,200,0,14232,1,143,5996,1
2,1,2,4,5,6,15,20,3,1,2,2,1,2,3,2,0,0,0,0,0,0,0,0,1,0,0,0,1,300,0,14232,1,143,5996,1
1,1,1,3,1,12,15,60,4,2,2,1,1,2,4,2,0,1,0,0,0,0,0,0,1,0,0,0,1,3000,0,2503,1,143,5997,1
2,1,1,4,1,4,15,33,2,6,2,1,1,2,6,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,5006,1,143,5997,1
4,1,1,2,2,2,15,33,4,1,2,1,1,2,5,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2000,0,1522,1,144,5998,1
5,1,1,4,1,12,9,25,3,6,2,2,2,2,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,500,0,1522,1,144,5998,1
2,1,1,2,2,9,15,31,3,1,2,1,1,2,9,1,0,0,0,0,0,0,0,0,0,1,0,0,1,700,0,1737,1,143,5999,1
2,1,1,4,2,10,15,31,2,1,2,2,1,2,9,1,0,0,0,0,0,0,0,0,1,0,0,0,3,100,500,5211,1,143,5999,1
2,1,2,2,2,5,15,31,4,1,2,1,1,2,9,1,0,0,0,0,0,0,0,0,0,1,0,0,1,500,0,1737,1,143,5999,1
2,1,2,4,2,7,15,70,1,6,2,1,1,1,4,2,0,0,0,0,0,0,0,0,0,1,0,0,3,2000,1000,5211,1,143,5999,1
2,1,3,2,2,2,15,31,4,1,2,1,1,2,9,1,0,0,0,0,0,0,0,0,0,1,0,0,1,300,0,1737,1,143,5999,1
3,1,1,4,4,8,15,31,3,1,2,2,1,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2000,0,6948,1,143,5999,1
3,1,1,8,4,12,15,31,1,1,1,1,1,2,3,2,0,1,0,0,0,0,0,0,1,0,0,0,5,8569,381,6948,1,143,5999,1
5,1,1,3,2,9,15,31,4,2,1,1,2,2,6,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1300,0,1737,1,143,5999,1
1,1,1,4,4,9,15,33,3,1,2,2,1,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,500,0,6688,1,143,6000,1
2,1,1,4,1,12,15,33,3,1,2,1,1,2,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,2500,0,1672,1,143,6000,1
3,1,1,4,1,1,15,33,4,1,2,2,1,2,7,2,1,0,0,0,0,0,0,0,0,0,0,0,1,3000,0,5016,1,143,6000,1
1,1,1,4,2,1,15,57,3,6,2,2,2,2,5,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1000,0,4182,1,143,6001,1
3,1,1,1,2,7,15,70,4,2,2,1,1,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,70000,0,528,1,144,6002,1
1,1,1,4,1,12,15,122,3,6,2,2,1,2,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1000,0,4132,1,143,6003,1
2,1,1,3,1,5,15,122,4,2,1,2,1,2,5,2,0,0,1,0,0,0,0,0,0,0,0,0,1,2200,0,2066,1,143,6003,1
2,1,1,4,1,12,15,122,4,1,2,2,1,2,5,2,0,0,1,0,0,0,0,0,0,0,0,0,1,15,0,4132,1,143,6003,1
2,1,2,4,1,11,15,122,4,1,2,2,1,2,5,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1000,200,4132,1,143,6003,1
3,1,1,1,1,9,15,122,3,5,2,1,1,1,4,2,0,0,0,1,0,0,0,0,0,0,0,0,3,30000,0,2066,1,143,6003,1
3,1,1,3,1,8,15,122,4,2,1,2,2,2,5,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1000,0,2066,1,143,6003,1
5,1,1,4,2,1,15,104,2,3,2,1,2,2,4,2,0,0,0,0,0,0,0,1,0,0,0,0,1,800,0,4689,1,143,6005,1
3,1,1,3,1,11,15,70,4,2,2,1,1,2,5,2,0,0,0,0,0,0,0,0,1,0,0,0,1,3000,0,1013,1,143,6006,1
3,1,1,8,1,11,15,70,2,2,1,1,1,2,6,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2026,1,143,6006,1
4,1,1,2,2,7,15,70,1,1,2,1,1,2,6,2,0,0,0,0,0,0,0,0,1,0,0,0,1,2000,0,1013,1,143,6006,1
