VIV_SEL,HOGAR,ND_TIPO,TD_TIPO,BPCOD,R_SEL,AREAM_OCU,RESUL_H,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_6,BP1_20,BP1_23,BP1_30,BP1_33,BP1_36_01,BP1_36_02,BP1_36_03,BP1_36_04,BP1_36_05,BP1_36_06,BP1_36_07,BP1_36_08,BP1_36_09,BP1_36_10,BP1_36_11,BP1_36_99,DOMINIO,ESTRATO,EST_DIS,UPM_DIS
3,1,1,1,5,1,29,1,3,17,11,1,6,1,2,4,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,3,289,6133
4,1,1,2,9,1,29,1,2,17,11,2,2,1,2,6,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,294,6297
1,1,2,2,3,2,29,1,3,17,11,1,2,9,2,4,2,5,0,0,0,1,0,0,0,0,1,0,0,0,1,3,289,6185
3,1,1,1,10,2,29,1,11,17,11,2,5,1,2,3,2,5,0,0,0,0,0,0,0,0,1,0,0,0,1,2,288,6168
5,1,1,1,3,1,29,1,11,17,11,1,2,9,2,6,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2,294,6297
4,1,1,1,2,1,29,1,6,17,11,4,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,288,6173
2,1,1,1,2,3,29,1,11,17,11,4,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,288,6126
1,1,1,1,11,1,29,1,11,17,11,3,1,1,1,99,1,2,1,1,1,1,1,1,1,1,1,0,0,0,1,2,288,6175
3,1,1,1,3,1,29,1,10,17,11,4,2,9,2,4,2,5,1,0,1,1,1,1,1,1,1,0,0,0,1,2,288,6172
3,1,2,2,5,2,29,1,4,17,11,2,1,1,2,4,2,5,0,0,0,0,0,0,0,0,0,0,0,1,1,3,289,6155
2,1,3,5,4,1,29,1,6,17,11,1,2,2,2,99,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,289,6136
2,1,1,1,3,2,29,1,7,17,11,4,2,9,2,4,2,5,0,0,0,0,0,0,0,1,1,0,0,0,1,2,288,6174
1,1,1,1,9,2,29,1,5,17,11,1,2,1,1,99,2,3,1,0,0,1,0,1,0,0,1,0,0,0,1,3,289,6140
3,1,1,1,3,2,29,1,3,17,11,4,2,9,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,288,6174
5,1,1,1,5,2,29,1,11,17,11,3,3,1,1,99,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4,290,6130
3,1,1,1,5,1,29,1,5,17,11,1,1,1,2,4,2,5,0,0,0,0,0,0,0,0,1,0,0,0,1,2,288,6167
3,1,1,1,2,1,29,1,1,17,11,4,1,2,2,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,295,6292
3,1,2,2,3,2,29,1,3,17,11,3,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,288,6168
4,1,1,1,3,1,29,1,11,17,11,4,2,9,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,288,6174
3,1,1,1,3,1,29,1,1,17,11,4,1,9,2,4,2,9,9,9,9,9,9,9,9,9,9,9,9,9,1,3,289,6134
4,1,1,1,9,1,29,1,11,17,11,2,2,1,2,99,2,3,0,0,1,1,0,1,1,0,1,0,0,0,1,3,289,6134
3,1,1,1,3,3,29,1,3,17,11,4,2,9,2,3,2,1,1,0,0,1,0,0,0,1,1,0,0,0,1,2,288,6176
4,1,1,1,12,1,29,1,2,17,11,3,1,1,2,1,2,3,1,1,1,1,1,1,1,1,1,0,0,0,1,2,288,6173
1,1,1,2,3,2,29,1,2,17,11,3,2,9,2,5,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,289,6185
4,1,1,1,11,2,29,1,11,17,11,2,1,1,2,8,2,2,1,1,0,0,0,0,0,1,1,0,0,0,1,2,288,6333
2,1,1,1,2,1,29,1,3,17,11,4,1,2,2,7,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,2,294,6295
4,1,1,1,3,1,29,1,4,17,11,4,2,9,2,4,2,1,0,0,0,1,0,0,0,0,1,0,0,0,1,2,288,6157
3,1,2,4,9,2,29,1,8,17,11,3,2,1,2,1,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,3,289,6148
4,1,3,3,3,1,29,1,6,17,11,4,1,9,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,295,6292
2,1,2,2,3,1,29,1,11,17,11,3,2,9,2,6,2,1,0,0,0,1,0,0,0,1,1,0,0,0,1,3,295,6293
3,1,1,1,10,2,29,1,7,17,11,3,2,1,2,1,2,3,1,1,1,1,1,1,1,1,1,0,0,0,1,3,289,6148
1,1,1,1,5,3,29,1,1,17,11,1,3,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,290,6098
1,1,1,1,1,3,29,1,10,17,11,1,1,2,1,99,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,294,6298
3,1,3,3,5,1,29,1,4,17,11,3,4,1,2,6,2,5,1,1,1,1,1,1,1,1,1,0,0,0,1,3,289,6137
4,1,2,3,3,1,29,1,5,17,11,4,1,9,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,295,6292
3,1,1,1,3,4,29,1,11,17,11,4,2,9,2,7,2,5,0,0,0,0,0,0,0,0,1,0,0,0,1,2,288,6139
2,1,1,1,2,2,29,1,10,17,11,4,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,288,6174
2,1,1,1,9,1,29,1,6,17,11,1,2,1,2,6,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,3,289,6185
2,1,1,2,3,1,29,1,8,17,11,3,2,9,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,295,6293
5,1,1,1,3,2,29,1,2,17,11,1,2,9,2,4,2,1,0,0,0,0,1,0,0,1,0,0,0,0,1,2,294,6295
1,1,1,3,3,3,29,1,11,17,11,3,2,9,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,289,6161
5,1,2,2,3,1,29,1,6,17,11,4,2,9,2,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,289,6133
2,1,1,1,5,2,29,1,8,17,11,3,1,1,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,289,6170
2,1,1,1,8,2,29,1,10,17,11,1,8,9,2,5,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,289,6158
3,1,3,4,3,5,29,1,5,17,11,3,2,9,2,4,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,3,289,6154
5,1,1,1,9,1,29,1,1,17,11,3,2,1,2,6,2,3,1,0,0,0,0,1,0,0,1,0,0,0,1,2,294,6288
1,1,1,1,3,1,29,1,4,17,11,4,2,9,2,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,289,6181
2,1,1,1,3,1,29,1,4,17,11,4,2,9,2,4,2,5,1,1,1,1,1,1,1,1,1,0,0,0,1,2,288,6176
4,1,2,5,3,1,29,1,11,17,11,3,2,9,1,99,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,288,6123
4,1,1,1,9,2,29,1,5,17,11,2,1,1,1,99,2,3,1,1,1,1,0,0,0,0,0,0,0,0,1,2,288,6186
4,1,4,5,3,1,29,1,12,17,11,2,2,9,1,99,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,288,6123
1,1,1,1,10,1,29,1,10,17,11,2,1,1,2,3,2,3,1,1,1,1,1,0,0,0,0,0,0,0,1,3,289,6114
3,1,1,1,5,1,29,1,7,17,11,3,6,1,2,6,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,3,289,6031
1,2,1,1,5,1,29,1,11,17,11,3,1,1,1,99,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,2,288,6124
3,1,1,1,2,1,29,1,2,17,11,1,1,1,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,288,6085
1,1,1,2,9,1,29,1,5,17,11,2,2,1,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,295,6292
1,1,2,2,9,1,29,1,5,17,11,2,2,1,2,4,2,5,0,0,0,0,0,0,0,0,0,0,1,0,1,3,295,6292
3,1,1,1,3,3,29,1,8,17,11,4,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,289,6142
4,1,4,5,4,1,29,1,12,17,11,2,2,2,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,288,6123
3,1,1,1,4,1,29,1,10,17,11,9,2,2,1,99,2,1,0,1,1,1,0,0,0,1,1,0,0,0,1,3,289,6134
5,1,2,2,7,1,29,1,2,17,11,3,4,9,2,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,289,6133
3,1,2,3,5,1,29,1,8,17,11,2,1,1,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,289,6137
1,1,1,1,5,2,29,1,3,17,11,3,1,1,2,3,2,1,1,0,1,1,0,0,1,1,1,0,0,0,1,3,289,6135
3,1,1,2,5,2,29,1,12,17,11,2,1,1,2,4,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,3,289,6155
3,1,1,1,7,2,29,1,5,17,11,2,4,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,289,6148
3,1,1,1,2,1,29,1,9,17,11,3,1,2,2,4,2,3,0,0,0,0,0,0,0,0,0,1,0,0,1,2,288,6180
3,1,4,4,9,2,29,1,12,17,11,3,2,1,2,1,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,3,289,6148
5,1,1,1,5,4,29,1,10,17,11,3,1,1,2,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,289,6170
2,1,1,1,9,1,29,1,5,17,11,1,2,1,2,6,1,3,0,0,0,0,0,1,0,1,1,0,0,0,1,3,289,6182
4,1,1,1,1,1,29,1,1,17,11,3,1,2,1,99,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,288,6084
16,1,1,1,5,1,29,1,5,17,11,2,6,1,2,9,2,1,1,1,1,1,1,1,1,0,1,0,0,0,2,2,206,4422
3,1,1,1,11,1,29,1,11,17,11,3,2,1,1,99,2,2,0,0,0,0,1,1,1,0,1,0,0,0,1,2,288,6149
1,1,1,1,9,1,29,1,6,17,11,2,2,1,2,9,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,3,289,6154
3,1,1,1,5,1,29,1,11,17,11,1,6,1,2,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,288,6085
1,1,3,3,3,3,29,1,1,17,11,4,2,9,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,289,6161
2,1,1,1,1,6,29,1,8,17,11,4,1,1,1,99,2,1,0,0,0,0,0,0,0,1,0,1,0,0,1,2,294,6298
4,1,1,1,5,2,29,1,2,17,11,3,1,1,2,4,2,1,1,1,0,0,0,1,1,0,1,0,0,0,1,2,288,6132
1,1,1,1,10,2,29,1,11,17,11,2,3,1,1,99,2,3,0,1,0,1,0,1,1,0,1,0,0,0,1,2,288,6027
5,1,1,1,2,1,29,1,5,17,11,3,3,2,2,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,289,6055
1,1,1,1,2,3,29,1,4,17,11,4,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,288,6160
1,1,2,3,3,3,29,1,6,17,11,3,2,9,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,289,6161
4,1,1,1,2,1,29,1,3,17,11,4,1,2,2,4,2,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,294,6291
5,1,1,1,2,2,29,1,1,17,11,4,1,2,2,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,288,6144
4,2,2,2,6,2,29,1,11,17,11,2,1,1,2,4,2,3,0,0,0,1,0,0,0,0,1,0,0,0,1,2,288,6132
2,1,1,1,5,1,29,1,7,17,11,2,6,1,1,99,2,1,1,1,1,1,0,0,0,0,0,0,0,0,2,2,300,6262
1,1,1,1,2,3,29,1,1,17,11,1,1,1,2,8,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,290,6098
3,1,1,1,13,3,29,1,12,17,11,2,4,1,2,4,2,2,1,1,1,1,0,1,1,0,1,0,0,0,1,3,289,6142
1,1,1,1,3,3,29,1,12,17,11,4,2,9,2,6,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,294,6298
3,1,3,4,9,2,29,1,8,17,11,1,1,1,2,3,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,3,289,6148
4,1,1,1,3,2,29,1,6,17,11,4,2,9,2,6,2,1,1,1,1,0,1,0,0,0,1,0,0,0,1,2,288,6147
3,1,2,2,9,2,29,1,6,17,11,2,2,1,2,7,2,3,0,0,1,1,0,0,0,0,1,0,0,0,1,2,288,6132
1,1,1,1,5,1,29,1,6,17,11,2,1,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,295,6292
5,1,1,2,5,1,29,1,6,17,11,1,6,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,289,6158
4,2,1,2,6,2,29,1,6,17,11,2,1,1,2,4,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,288,6132
3,1,1,1,4,2,29,1,9,17,11,1,2,1,2,4,2,3,0,0,0,1,0,0,0,0,0,0,0,0,1,3,289,6181
2,1,1,1,9,2,29,1,12,17,11,2,2,1,2,4,2,5,0,0,1,0,0,0,0,0,1,0,0,0,1,3,289,6170
3,1,1,4,9,2,29,1,7,17,11,3,2,1,2,1,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,3,289,6148
2,1,1,1,5,3,29,1,2,17,11,1,1,1,2,8,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,288,6171
5,1,1,2,3,1,29,1,9,17,11,4,2,9,2,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,289,6133
4,1,1,1,4,2,29,1,11,17,11,3,2,2,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,288,6333
4,1,1,1,5,2,29,1,4,17,11,1,1,1,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,288,6333
3,1,1,3,5,1,29,1,11,17,11,2,1,1,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,289,6137
1,1,1,2,2,3,29,1,6,17,11,1,4,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,294,6298
4,1,2,2,9,1,29,1,6,17,11,2,2,1,2,4,2,5,0,0,0,0,0,0,0,1,1,0,0,0,1,2,294,6297
3,1,1,2,3,2,29,1,5,17,11,2,2,9,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,289,6181
4,1,3,3,3,1,29,1,1,17,11,4,2,9,2,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,288,6169
4,1,1,1,1,6,29,1,7,17,11,2,1,2,1,99,2,1,1,1,1,1,0,0,1,1,1,0,0,0,1,2,291,6200
3,1,2,2,3,2,29,1,1,17,11,2,2,9,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,289,6181
5,1,1,1,3,1,29,1,9,17,11,3,2,9,2,5,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,289,6181
20,1,1,1,5,3,29,1,6,17,11,3,6,1,2,6,2,1,0,0,1,0,0,0,0,1,0,0,0,0,2,2,302,6309
4,1,1,1,9,2,29,1,11,17,11,1,3,1,2,7,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,288,6333
3,1,1,1,4,3,29,1,5,17,11,1,2,2,2,6,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,289,6182
3,1,1,1,5,3,29,1,3,17,11,3,1,1,2,9,2,3,0,0,0,0,0,0,0,0,1,0,0,0,1,3,289,6151
5,1,1,1,3,4,29,1,5,17,11,4,2,9,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,289,6170
4,1,1,3,3,1,29,1,5,17,11,4,1,9,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,295,6292
1,1,1,2,5,1,29,1,11,17,11,2,6,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,291,6202
5,1,2,2,9,1,29,1,2,17,11,1,1,2,2,6,2,3,0,0,0,0,0,0,0,0,0,0,1,0,1,3,289,6179
3,1,2,2,3,3,29,1,2,17,11,1,1,9,2,4,2,5,0,0,0,0,0,0,0,0,1,0,0,0,1,3,289,6158
1,1,1,1,6,2,29,1,6,17,11,1,1,2,1,99,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,294,6291
2,1,1,1,9,2,29,1,3,17,11,2,2,1,2,5,2,5,1,1,0,1,0,0,0,1,0,0,0,0,1,3,289,6158
5,1,2,2,5,2,29,1,9,17,11,1,6,1,2,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,288,6168
1,1,1,1,2,1,29,1,1,17,11,4,1,2,2,4,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,2,288,6145
4,1,1,5,3,1,29,1,11,17,11,2,2,9,1,99,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,288,6123
4,1,1,1,3,4,29,1,2,17,11,3,1,9,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,288,6144
3,1,1,1,2,2,29,1,9,17,11,4,1,2,2,99,2,1,1,1,1,1,0,1,0,1,1,0,0,0,1,2,291,6198
5,1,2,2,2,1,29,1,11,17,11,2,1,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,289,6181
3,1,1,2,9,2,29,1,11,17,11,2,2,2,2,7,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,288,6132
1,1,2,2,2,3,29,1,11,17,11,1,4,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,294,6298
1,1,1,1,9,1,29,1,6,17,11,2,2,1,2,6,1,3,1,1,1,1,0,0,0,1,1,0,0,0,1,3,289,6184
5,1,1,2,9,1,29,1,11,17,11,1,2,2,2,6,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,3,289,6179
1,1,1,1,4,2,29,1,2,17,11,4,2,1,2,9,1,3,1,1,1,1,1,1,1,1,1,0,0,0,1,2,288,6147
2,1,1,1,3,1,29,1,11,17,11,4,2,9,2,7,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,288,6169
4,1,1,1,11,4,29,1,3,17,11,1,1,1,1,99,2,3,1,1,1,1,1,1,1,1,1,0,0,0,1,2,288,6144
4,1,2,3,3,1,29,1,9,17,11,4,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,288,6169
3,1,1,1,5,1,29,1,5,17,11,1,1,1,2,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,288,6146
3,1,1,1,10,1,29,1,1,17,11,2,1,2,2,4,2,3,1,0,0,1,0,0,0,0,0,0,0,0,1,3,289,6338
5,1,1,1,3,4,29,1,6,17,11,4,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,288,6092
2,1,1,1,5,1,29,1,7,17,11,1,6,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,291,6202
4,1,1,1,2,4,29,1,6,17,11,3,4,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,288,6144
5,1,1,1,9,1,29,1,12,17,11,2,3,1,2,6,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,3,289,6055
2,1,1,1,9,1,29,1,3,17,11,1,2,1,2,4,2,3,0,0,0,0,0,0,1,0,1,0,0,0,1,3,289,6159
1,1,1,1,3,3,29,1,2,17,11,2,2,9,2,1,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,288,6160
5,1,1,2,7,1,29,1,7,17,11,2,4,9,2,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,289,6133
4,1,1,1,7,2,29,1,5,17,11,3,1,9,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,288,6333
1,1,1,1,2,1,29,1,3,17,11,2,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,295,6292
1,1,1,1,5,1,29,1,3,17,11,3,3,1,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,288,6143
5,1,2,2,5,1,29,1,12,17,11,2,6,1,2,4,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1,3,289,6158
4,1,1,1,1,1,29,1,3,17,11,2,1,2,1,99,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,289,6181
5,1,1,1,3,1,29,1,6,17,11,4,1,9,2,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,294,6298
3,4,1,2,5,1,29,1,6,17,11,3,1,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,289,6078
4,1,1,1,10,2,29,1,11,17,11,3,1,1,2,7,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,288,6333
4,1,1,1,9,1,29,1,2,17,11,2,2,1,2,2,2,5,0,0,0,0,0,0,0,0,0,0,1,0,1,2,294,6289
4,1,1,3,3,1,29,1,10,17,11,9,2,9,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,288,6169
3,1,1,2,3,3,29,1,1,17,11,1,1,9,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,289,6158
2,1,1,1,9,2,29,1,3,17,11,1,2,1,2,6,2,3,0,0,1,1,0,0,0,0,1,0,0,0,1,2,294,6291
3,1,1,1,2,2,29,1,11,17,11,1,1,2,2,7,2,1,0,1,0,0,1,0,0,0,1,0,0,0,1,2,288,6145
1,1,1,1,3,2,29,1,1,17,11,4,1,9,2,4,2,1,1,0,0,0,0,0,0,0,1,0,0,0,1,2,294,6290
2,1,1,1,1,1,99,1,2,17,12,1,4,2,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,299,6323
2,1,1,1,4,1,99,1,11,17,12,1,2,2,2,7,2,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,302,6325
4,1,1,1,3,2,99,1,9,17,12,4,2,9,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,300,6222
4,1,1,1,2,2,99,1,5,17,12,2,2,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,300,6222
4,1,1,1,4,2,99,1,6,17,12,3,2,2,2,7,2,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,300,6222
5,1,1,1,7,1,99,1,1,17,12,2,1,9,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,304,6305
12,1,1,1,5,1,99,1,5,17,12,1,6,1,2,8,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,300,6251
5,1,1,1,9,3,99,1,9,17,12,1,2,1,2,9,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,2,300,6222
6,1,1,1,9,1,99,1,6,17,12,2,2,1,2,7,2,5,0,0,0,0,0,0,0,0,1,0,0,0,2,2,300,6222
8,1,1,1,13,4,99,1,2,17,12,2,1,1,2,3,2,2,0,0,0,0,0,1,0,0,0,0,0,0,2,2,300,6222
11,1,1,1,10,2,99,1,7,17,12,3,1,2,2,6,2,5,0,0,0,1,0,0,0,1,1,0,0,0,2,2,300,6222
11,1,1,1,9,2,99,1,11,17,12,2,2,1,1,99,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,2,300,6222
14,1,4,4,5,3,99,1,11,17,12,2,1,1,2,6,2,1,0,0,0,0,0,0,0,1,1,0,0,0,2,2,300,6222
14,1,3,4,5,3,99,1,9,17,12,3,1,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,300,6222
14,1,2,4,5,3,99,1,5,17,12,1,1,1,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,300,6222
14,1,1,4,5,3,99,1,2,17,12,1,1,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,300,6222
20,1,1,1,10,2,99,1,11,17,12,2,2,1,2,9,2,3,1,0,0,0,0,0,0,1,1,0,0,0,2,2,300,6222
5,1,1,1,11,3,99,1,10,17,12,2,2,1,1,99,2,2,0,0,0,0,0,0,0,0,0,1,0,0,2,2,300,6222
7,1,1,1,9,1,99,1,3,17,12,3,2,1,2,4,2,5,0,0,0,0,0,0,0,0,1,1,0,0,2,2,300,6222
6,1,1,1,2,1,99,1,12,17,12,2,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,300,6222
6,1,1,1,9,2,99,1,7,17,13,1,2,1,2,7,2,3,1,0,1,0,0,0,0,0,1,0,0,0,3,2,306,6354
16,1,2,2,9,1,99,1,11,17,13,2,2,2,2,4,2,2,0,0,0,0,0,0,0,0,1,0,0,0,3,2,306,6354
16,1,1,2,9,1,99,1,2,17,13,2,2,1,2,4,2,2,9,9,9,9,9,9,9,9,9,9,9,9,3,2,306,6354
21,1,1,1,3,1,99,1,1,17,13,3,2,9,2,4,2,1,0,0,1,1,0,0,0,1,0,0,0,0,3,2,306,6354
22,1,1,1,9,2,99,1,8,17,13,3,2,1,2,7,2,5,0,0,0,0,0,0,0,0,0,0,1,0,3,2,306,6354
23,1,1,1,9,1,99,1,11,17,13,2,3,1,2,4,2,5,1,0,0,1,0,0,0,0,1,0,0,0,3,2,306,6354
24,1,1,1,4,1,99,1,10,17,13,2,2,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,3,2,306,6354
24,1,1,1,9,1,99,1,12,17,13,2,2,1,2,4,2,5,1,0,0,0,0,0,0,1,1,0,0,0,3,2,306,6354
11,1,2,2,9,1,99,1,11,17,13,2,3,1,2,7,2,3,1,0,0,0,0,0,0,0,1,0,0,0,2,2,302,6299
12,1,1,1,10,2,99,1,99,17,13,1,2,1,2,8,2,3,0,0,0,0,0,0,0,0,1,0,0,0,2,2,302,6299
14,1,1,1,9,2,99,1,6,17,13,1,2,1,2,7,2,3,0,0,1,1,0,0,0,0,1,0,0,0,2,2,302,6299
19,1,1,1,8,1,99,1,4,17,13,3,2,9,2,4,2,1,0,1,0,1,0,0,0,0,0,0,0,0,2,2,302,6299
6,1,1,1,9,1,99,1,10,17,13,2,1,1,2,3,2,5,0,0,0,0,0,0,0,0,0,0,1,0,2,2,302,6299
11,1,1,2,9,1,99,1,6,17,13,2,2,1,2,3,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,2,302,6299
5,1,1,1,9,2,99,1,6,17,14,3,2,1,2,9,2,5,0,0,0,0,0,0,0,0,0,1,0,0,2,2,304,6300
11,1,1,1,9,2,99,1,12,17,14,2,2,1,2,3,2,5,0,0,0,0,0,0,0,0,1,0,0,0,2,2,304,6300
13,1,2,2,3,1,99,1,4,17,14,4,2,9,2,3,2,5,0,0,0,0,0,0,1,1,0,0,0,0,2,2,304,6300
13,1,1,2,3,1,99,1,8,17,14,4,2,9,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,2,304,6300
14,1,1,1,4,1,99,1,11,17,14,3,2,2,2,9,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,2,304,6300
14,1,2,2,11,1,99,1,1,17,14,3,1,1,2,4,2,2,0,1,0,1,0,0,0,0,0,0,0,0,2,2,304,6300
17,1,1,1,3,2,99,1,12,17,14,3,1,9,2,1,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,2,304,6300
17,1,1,1,9,2,99,1,12,17,14,1,3,1,2,2,2,3,0,0,0,0,0,0,0,0,1,0,0,0,2,2,304,6300
