VIV_SEL,HOGAR,ND_TIPO,TD_TIPO,BPCOD,R_SEL,RESUL_H,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_6,BP1_20,BP1_23,BP1_30,BP1_33,BP1_34,BP1_35,BP1_36_01,BP1_36_02,BP1_36_03,BP1_36_04,BP1_36_05,BP1_36_06,BP1_36_07,BP1_36_08,BP1_36_09,BP1_36_10,BP1_36_11,BP1_36_99,FAC_DEL,DOM,EST,UPM,EST_SOC
18,1,1,5,9,1,1,12,18,17,3,1,1,2,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,3,137,7381,1
18,1,2,4,5,1,1,12,18,17,3,1,1,2,7,2,1,600,0,0,0,0,0,0,0,0,0,0,0,0,0,396,3,137,7381,1
18,1,2,5,9,1,1,12,18,17,3,1,1,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,3,137,7381,1
18,1,3,4,5,1,1,12,18,17,3,1,1,2,5,2,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,396,3,137,7381,1
18,1,3,5,9,1,1,9,18,17,1,1,1,2,9,1,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,396,3,137,7381,1
18,1,4,4,5,1,1,2,18,17,3,1,1,2,7,2,1,800,0,0,0,0,0,0,0,0,0,0,0,0,0,396,3,137,7381,1
18,1,4,5,9,1,1,7,18,17,3,1,1,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,3,137,7381,1
18,1,5,5,9,1,1,5,18,17,3,1,1,2,3,2,5,5754,258,1,1,1,1,0,1,1,0,1,0,0,0,396,3,137,7381,1
2,1,1,1,6,3,1,7,18,1,3,1,1,2,6,2,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,468,3,137,7382,1
2,1,1,1,11,3,1,6,18,1,2,1,1,2,6,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,468,3,137,7382,1
1,1,1,1,11,2,1,8,18,16,2,1,1,1,4,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,334,3,138,7383,2
5,1,1,1,10,3,1,12,18,16,2,1,1,2,1,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,501,3,138,7383,2
11,1,1,1,10,2,1,6,18,16,1,2,1,2,3,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,501,3,138,7383,2
18,1,1,1,9,2,1,7,18,16,1,2,1,2,1,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,501,3,138,7383,2
7,1,1,1,4,2,1,2,18,12,1,2,2,2,4,2,1,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,141,3,137,7384,1
14,1,1,1,4,1,1,10,18,12,4,2,1,2,6,2,1,5600,0,0,0,0,0,0,1,0,1,0,0,0,0,141,3,137,7384,1
3,1,1,1,1,2,1,6,19,6,4,1,2,1,4,1,1,50000,0,0,1,0,0,0,0,0,0,0,0,0,0,467,1,149,7386,3
1,1,1,2,3,1,1,6,19,8,3,2,1,2,3,2,1,300,0,0,0,0,0,0,0,0,0,0,0,0,0,483,1,148,7387,2
1,1,2,2,3,1,1,6,19,8,4,2,1,2,3,2,1,600,0,0,0,0,0,0,0,0,0,1,0,0,0,483,1,148,7387,2
1,2,1,2,4,1,1,2,19,8,4,2,2,2,4,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,483,1,148,7387,2
1,2,2,2,4,1,1,2,19,8,4,2,2,2,4,2,1,600,0,0,0,0,0,0,0,0,0,1,0,0,0,483,1,148,7387,2
3,1,1,1,15,1,1,2,19,26,4,2,1,2,3,2,5,5754,258,0,0,0,1,0,0,0,0,0,0,0,0,1647,1,148,7388,2
2,1,1,1,9,2,1,2,19,26,2,2,1,2,6,2,3,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1096,1,149,7389,3
2,1,1,2,5,2,1,8,19,26,3,3,1,2,6,2,1,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,1096,1,149,7389,3
2,1,2,2,5,2,1,5,19,26,3,1,1,2,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1096,1,149,7389,3
3,1,1,1,4,1,1,3,5,18,3,2,1,2,6,2,3,0,0,1,1,1,1,1,1,1,1,1,0,0,0,548,1,149,7389,3
4,1,1,1,2,1,1,2,19,26,4,2,2,2,3,2,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,548,1,149,7389,3
4,1,1,1,3,1,1,2,19,26,4,2,1,2,4,2,1,500,0,0,0,0,1,0,0,0,1,0,0,0,0,548,1,149,7389,3
5,1,1,1,3,2,1,99,19,26,4,2,1,2,3,2,3,500,0,0,0,0,0,0,0,0,0,0,0,0,0,548,1,149,7389,3
5,1,1,1,4,2,1,99,19,26,4,2,2,2,4,2,1,10000,0,0,0,0,1,0,1,0,1,0,0,0,0,548,1,149,7389,3
1,1,1,1,2,1,1,6,19,39,1,1,2,2,1,2,1,4000,0,0,0,0,0,0,0,0,0,1,0,0,0,385,1,149,7391,3
3,1,1,1,8,2,1,9,19,46,2,4,1,2,4,2,1,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,770,1,149,7391,3
1,1,1,1,9,1,1,11,19,39,2,2,1,2,3,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1692,1,149,7392,3
2,1,1,1,2,1,1,1,19,39,4,2,1,2,5,2,1,1300,0,1,1,1,1,1,1,1,1,1,0,0,0,564,1,149,7392,3
1,1,1,1,2,2,1,8,19,39,9,4,2,2,4,2,1,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,407,1,149,7393,3
1,1,1,1,4,2,1,5,19,46,4,2,1,1,4,2,1,3000,0,0,1,0,0,0,0,0,0,0,0,0,0,407,1,149,7393,3
2,1,1,1,4,1,1,6,19,46,2,2,2,2,3,2,1,4000,0,0,0,1,1,0,1,0,1,1,0,0,0,407,1,149,7393,3
3,1,1,1,2,3,1,99,19,46,4,2,2,2,3,2,5,5754,258,0,0,1,0,0,0,0,0,1,0,0,0,407,1,149,7393,3
3,1,1,1,2,1,1,6,19,6,2,4,2,2,8,2,1,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,694,1,150,7399,4
5,1,1,2,9,1,1,4,19,46,2,2,1,2,4,2,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,694,1,150,7399,4
5,1,2,2,9,1,1,4,19,46,2,2,1,2,8,2,5,5754,258,0,1,1,0,0,1,1,1,1,0,0,0,694,1,150,7399,4
2,1,1,2,2,3,1,8,19,8,4,1,2,2,4,2,1,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,399,1,148,7400,2
2,1,2,2,2,3,1,1,19,8,4,1,2,2,4,2,1,4000,0,0,0,1,1,0,1,0,1,1,0,0,0,399,1,148,7400,2
1,1,1,1,1,1,1,5,19,26,1,1,2,1,4,2,1,55000,0,0,0,0,0,0,0,0,0,0,0,0,0,541,1,149,7401,3
1,1,1,1,2,1,1,5,19,26,4,1,2,2,4,2,1,5000,0,0,1,1,0,0,0,0,0,0,0,0,0,541,1,149,7401,3
3,1,1,2,2,2,1,8,19,39,3,1,2,2,6,2,1,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,541,1,149,7401,3
3,1,2,2,2,2,1,4,19,39,2,9,1,2,4,2,1,9999999,0,0,0,0,0,0,0,0,0,0,0,1,0,541,1,149,7401,3
4,1,1,1,2,2,1,6,19,26,9,1,2,2,3,2,1,300,0,0,0,0,0,0,0,0,0,0,0,1,0,541,1,149,7401,3
3,1,1,1,2,1,1,8,19,26,3,1,2,2,3,2,1,200,0,0,0,1,0,0,0,0,0,0,0,0,0,310,1,149,7402,3
1,1,1,1,1,4,1,2,19,39,1,1,1,1,4,2,3,15000,1000,0,0,0,0,0,0,0,0,0,0,0,0,340,1,148,7403,2
1,1,1,1,5,4,1,1,19,39,1,1,1,1,4,2,3,1500,1200,0,0,0,0,0,0,0,0,0,0,0,0,1360,1,148,7403,2
1,1,1,1,8,4,1,2,19,39,3,1,1,1,4,2,3,20000,1300,0,0,0,0,0,0,0,0,0,0,0,0,1360,1,148,7403,2
1,1,1,5,10,4,1,2,19,39,2,2,1,1,4,2,3,18000,2000,0,0,0,0,0,0,0,0,0,0,0,0,1360,1,148,7403,2
1,1,2,5,10,4,1,2,19,39,2,2,1,2,1,2,3,20000,2500,0,0,0,0,0,0,0,0,0,0,0,0,1360,1,148,7403,2
1,1,3,5,10,4,1,2,19,39,2,2,1,2,1,2,3,15000,3000,0,0,0,0,0,0,0,0,0,0,0,0,1360,1,148,7403,2
1,1,4,5,10,4,1,2,19,39,4,2,1,2,1,2,3,15000,2000,0,0,0,0,0,0,0,0,0,0,0,0,1360,1,148,7403,2
1,1,5,5,10,4,1,2,19,39,1,2,1,2,1,2,3,15000,1000,0,0,1,1,0,1,0,0,0,0,0,0,1360,1,148,7403,2
2,2,1,1,10,1,1,2,19,39,1,1,1,2,4,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,340,1,148,7403,2
3,1,1,1,3,1,1,3,19,39,1,2,1,2,4,2,1,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,340,1,148,7403,2
3,1,1,1,7,1,1,2,19,39,1,4,1,2,4,2,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,680,1,148,7403,2
3,1,1,1,9,1,1,6,19,39,3,2,1,2,4,2,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,680,1,148,7403,2
3,1,1,1,10,1,1,6,19,39,3,2,1,2,4,2,5,5754,258,0,0,0,1,0,0,0,0,0,0,0,0,680,1,148,7403,2
5,1,1,1,7,2,1,9,19,39,2,4,1,2,9,2,1,40000,0,1,0,1,1,0,0,0,0,1,0,0,0,680,1,148,7403,2
2,1,1,1,3,1,1,4,19,39,4,1,1,2,4,2,5,5754,258,0,1,1,0,0,0,0,0,0,0,0,0,546,1,150,7404,4
5,2,1,1,7,3,1,3,19,39,1,4,1,2,3,2,1,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,1638,1,150,7404,4
5,2,1,1,10,3,1,5,19,39,2,2,1,2,9,2,3,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1638,1,150,7404,4
2,1,1,1,3,1,1,6,19,39,4,2,1,2,9,2,5,5754,258,0,0,0,0,0,0,0,1,0,0,0,0,562,1,148,7405,2
5,1,1,1,5,2,1,2,19,39,1,1,1,2,1,2,1,1500,0,0,0,0,1,0,1,1,1,0,0,0,0,1124,1,148,7405,2
5,1,1,1,3,1,1,1,19,46,3,2,1,2,4,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,482,1,148,7406,2
5,1,1,1,9,1,1,6,19,46,2,2,1,2,1,2,5,5754,258,0,0,0,0,0,1,0,0,0,0,0,0,1446,1,148,7406,2
2,1,1,1,2,3,1,11,19,26,2,5,2,2,4,2,1,700,0,0,1,1,1,0,1,1,1,1,0,0,0,399,1,148,7407,2
4,1,1,1,2,2,1,11,19,26,2,4,2,2,4,2,1,1000,0,0,1,1,1,0,0,0,1,0,0,0,0,399,1,148,7407,2
5,1,1,2,5,1,1,8,19,26,1,1,1,2,6,2,1,10200,0,0,0,0,0,0,0,0,0,0,0,0,0,399,1,148,7407,2
5,1,2,2,5,1,1,11,19,26,1,1,1,2,5,2,1,1200,0,0,1,1,1,0,1,1,1,0,0,0,0,399,1,148,7407,2
1,1,1,1,9,2,1,6,19,6,2,2,1,2,4,2,5,5754,258,0,1,0,0,0,0,0,0,0,0,0,0,1014,1,149,7408,3
4,1,1,1,8,1,1,6,19,39,2,2,1,2,4,2,1,2500,0,0,0,0,0,0,0,0,1,0,0,0,0,1197,1,150,7410,4
3,1,1,3,9,2,1,5,19,46,2,2,1,2,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980,1,150,7411,4
3,1,2,3,9,2,1,6,19,46,3,2,1,2,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980,1,150,7411,4
3,1,3,3,9,2,1,6,19,46,2,2,1,2,6,2,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,980,1,150,7411,4
4,1,1,1,15,5,1,7,15,999,1,1,1,2,5,2,3,3500,0,0,0,0,0,0,0,0,1,1,0,0,0,2450,1,150,7411,4
2,1,1,1,3,6,1,4,19,48,4,1,1,2,6,2,1,150,0,0,0,1,0,0,0,0,0,1,0,0,0,473,1,149,7412,3
2,1,1,3,2,6,1,11,19,48,4,1,2,2,4,2,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,473,1,149,7412,3
2,1,2,3,2,6,1,8,19,48,4,1,2,2,6,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,473,1,149,7412,3
2,1,3,3,2,6,1,5,19,48,4,1,2,2,6,2,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,473,1,149,7412,3
3,1,1,1,3,1,1,3,19,48,4,2,1,2,6,2,1,1500,0,0,0,1,1,0,0,0,1,1,0,0,0,473,1,149,7412,3
5,1,1,1,2,1,1,12,19,48,4,1,2,2,6,2,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,473,1,149,7412,3
5,1,1,1,6,1,1,3,19,39,2,1,2,2,6,2,1,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,1,149,7412,3
5,1,1,5,9,1,1,10,19,48,3,2,1,2,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,1,149,7412,3
5,1,2,5,9,1,1,9,19,48,2,2,2,2,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,1,149,7412,3
5,1,3,5,9,1,1,8,19,48,2,2,1,2,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,1,149,7412,3
5,1,4,5,9,1,1,7,19,48,3,2,1,2,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,1,149,7412,3
5,1,5,5,9,1,1,7,19,48,2,2,1,2,6,2,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1419,1,149,7412,3
5,1,1,1,5,4,1,9,19,39,1,6,1,2,4,2,1,1500,0,0,0,0,0,0,0,0,1,1,0,0,0,2000,1,148,7414,2
5,1,1,2,2,4,1,3,19,26,3,1,2,2,6,2,1,800,0,0,0,0,0,0,0,0,0,0,0,0,0,500,1,148,7414,2
5,1,2,2,2,4,1,7,19,26,1,2,1,2,6,2,1,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,500,1,148,7414,2
1,1,1,1,5,1,1,1,19,39,3,1,1,1,4,2,1,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,840,1,150,7415,4
1,1,1,1,7,1,1,11,19,39,3,4,1,2,4,2,5,5754,258,1,1,1,1,1,0,0,0,0,0,0,0,840,1,150,7415,4
1,1,1,5,2,1,1,2,19,39,4,1,2,2,4,2,1,350,0,0,0,0,0,0,0,0,0,0,0,0,0,588,1,150,7415,4
1,1,2,5,2,1,1,3,19,39,4,1,2,2,4,2,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,588,1,150,7415,4
1,1,3,5,2,1,1,7,19,39,4,1,2,2,4,2,1,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,588,1,150,7415,4
1,1,4,5,2,1,1,10,19,39,4,1,2,2,4,2,1,600,0,0,0,0,0,0,0,0,0,0,0,0,0,588,1,150,7415,4
1,1,5,5,2,1,1,12,19,39,4,1,2,1,4,2,1,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,588,1,150,7415,4
3,1,1,2,5,2,1,10,19,39,2,1,1,2,4,2,1,300,1000,0,0,0,0,0,0,0,0,0,0,0,0,1260,1,150,7415,4
3,1,2,2,5,2,1,4,19,39,1,1,1,2,4,2,1,135,0,1,0,0,0,0,0,0,1,1,0,0,0,1260,1,150,7415,4
1,1,1,1,9,2,1,11,19,39,2,3,1,2,7,1,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,1048,1,148,7416,2
1,1,1,1,10,2,1,10,19,39,3,3,1,2,7,2,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1048,1,148,7416,2
1,1,1,2,5,2,1,8,19,39,1,1,1,2,7,2,1,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,1048,1,148,7416,2
1,1,2,2,5,2,1,9,19,39,1,1,1,2,7,2,1,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,1048,1,148,7416,2
3,1,1,2,4,1,1,4,19,39,3,2,1,2,6,2,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,524,1,148,7416,2
3,1,1,2,5,1,1,5,19,39,4,1,1,2,4,2,1,800,0,0,0,0,0,0,0,0,0,0,0,0,0,1048,1,148,7416,2
3,1,2,2,4,1,1,12,19,39,4,2,1,2,4,2,1,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,524,1,148,7416,2
3,1,2,2,5,1,1,9,19,39,4,1,1,2,4,2,1,300,0,1,1,0,0,0,0,0,1,0,0,0,0,1048,1,148,7416,2
5,1,1,1,2,1,1,4,19,39,4,1,2,1,4,2,1,3000,500,0,0,0,0,0,0,0,0,0,0,0,0,524,1,148,7416,2
5,1,1,2,9,1,1,9,19,39,2,2,1,2,4,2,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,1048,1,148,7416,2
5,1,2,2,9,1,1,12,19,39,1,2,1,2,5,2,5,5754,258,1,0,0,1,0,0,0,0,1,0,0,0,1048,1,148,7416,2
5,1,1,1,7,1,1,8,19,23,9,4,1,2,4,2,1,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,481,1,148,7417,2
5,1,1,1,9,1,1,1,19,39,3,4,1,2,4,2,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,481,1,148,7417,2
5,1,1,1,10,1,1,2,19,39,4,2,1,2,3,2,4,12000,0,0,0,0,1,0,0,0,0,0,0,0,0,481,1,148,7417,2
5,1,1,2,4,1,1,9,19,23,2,2,2,2,6,2,1,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,481,1,148,7417,2
5,1,1,3,5,1,1,2,19,39,2,1,1,2,4,2,1,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,481,1,148,7417,2
5,1,2,2,4,1,1,9,19,23,2,2,2,2,4,2,1,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,481,1,148,7417,2
5,1,2,3,5,1,1,5,19,39,1,1,1,2,4,2,1,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,481,1,148,7417,2
5,1,3,3,5,1,1,6,19,39,2,1,1,2,4,2,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,481,1,148,7417,2
1,1,1,1,3,3,1,10,19,39,2,2,1,2,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,1,148,7418,2
1,1,1,1,4,3,1,11,19,39,9,2,2,2,7,2,1,200,0,1,1,0,1,0,0,0,0,0,0,0,0,425,1,148,7418,2
5,1,1,2,4,3,1,3,19,39,9,2,2,2,8,2,1,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,425,1,148,7418,2
5,1,1,5,2,3,1,10,19,39,9,1,2,2,8,2,1,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,680,1,148,7418,2
5,1,2,2,4,3,1,6,19,39,9,2,2,2,8,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,425,1,148,7418,2
5,1,2,5,2,3,1,8,19,39,4,1,2,2,8,2,1,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,680,1,148,7418,2
5,1,3,5,2,3,1,8,19,39,4,1,2,2,8,2,1,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,680,1,148,7418,2
5,1,4,5,2,3,1,6,19,39,4,1,2,2,8,2,1,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,680,1,148,7418,2
5,1,5,5,2,3,1,4,19,39,4,1,2,2,8,2,1,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,680,1,148,7418,2
2,1,1,1,2,3,1,6,19,39,3,2,2,2,4,2,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,535,1,150,7419,4
2,1,1,1,8,3,1,5,19,39,1,5,1,2,4,2,1,4500,0,1,0,1,0,0,0,0,0,0,0,0,0,2140,1,150,7419,4
1,1,1,1,8,2,1,12,19,39,2,2,1,1,4,2,1,20000,0,0,1,1,1,0,1,1,1,1,0,0,0,836,1,149,7420,3
1,1,1,1,2,2,1,9,19,48,4,1,2,2,6,2,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,465,1,148,7421,2
1,1,1,1,4,2,1,4,19,48,4,2,2,2,6,2,1,1000,0,0,0,0,1,0,0,0,0,0,0,0,0,465,1,148,7421,2
4,1,1,1,4,2,1,8,19,48,4,2,2,2,3,2,1,800,0,0,0,0,0,0,0,0,0,1,0,0,0,465,1,148,7421,2
2,1,1,1,10,1,1,8,19,46,2,3,1,2,3,2,3,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1900,1,149,7422,3
4,1,1,1,2,1,1,5,19,46,2,4,2,2,4,2,1,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,475,1,149,7422,3
4,1,1,1,4,1,1,6,19,26,2,2,2,1,4,2,1,30000,0,0,0,0,1,0,0,0,0,1,0,0,0,564,1,150,7424,4
4,1,1,1,3,1,1,7,19,26,3,1,1,2,9,2,1,500,0,0,0,1,1,0,0,0,1,0,0,0,0,330,1,148,7425,2
1,1,1,1,2,2,1,2,24,28,4,2,2,2,4,2,1,3000,0,1,0,1,0,0,0,0,0,0,0,0,0,590,1,149,7428,3
5,1,1,1,3,2,1,9,19,46,2,2,1,1,4,2,3,200,0,0,0,1,1,0,0,0,0,0,0,0,0,590,1,149,7428,3
4,1,1,1,11,3,1,3,19,46,3,2,1,2,3,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1344,1,148,7429,2
5,1,1,1,5,1,1,5,19,46,2,1,1,2,8,2,1,2500,0,0,0,0,0,0,0,0,0,1,0,0,0,1344,1,148,7429,2
2,1,1,1,2,2,1,5,19,6,3,4,1,2,9,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,1,0,526,1,148,7430,2
5,1,1,1,9,1,1,10,19,39,1,3,1,1,4,2,2,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,535,1,148,7431,2
5,1,1,1,10,1,1,10,19,39,3,8,1,1,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535,1,148,7431,2
5,1,1,1,12,1,1,11,19,18,2,3,1,1,4,1,3,30000,12000,0,0,1,1,0,1,0,0,1,0,0,0,535,1,148,7431,2
5,1,1,2,4,1,1,10,19,39,3,2,1,1,4,2,3,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,535,1,148,7431,2
5,1,1,2,7,1,1,9,9,7,2,4,1,1,4,2,1,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,535,1,148,7431,2
5,1,2,2,4,1,1,2,19,39,2,2,1,2,9,2,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,535,1,148,7431,2
5,1,2,2,7,1,1,8,9,7,2,8,1,1,4,2,1,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,535,1,148,7431,2
5,1,1,1,9,6,1,12,19,26,2,1,1,2,7,2,5,5754,258,1,1,1,1,1,1,1,1,1,0,0,0,2700,1,149,7432,3
3,1,1,1,1,1,1,7,19,39,2,1,1,1,4,2,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,603,1,150,7433,4
3,1,1,1,7,1,1,2,19,26,2,9,1,2,9,2,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,1206,1,150,7433,4
3,1,1,1,10,1,1,5,19,26,2,2,1,2,3,2,5,5754,258,0,0,0,1,0,0,0,0,1,0,0,0,1206,1,150,7433,4
4,1,1,1,12,1,1,9,19,23,1,3,1,2,8,2,1,5000000,0,0,0,0,0,0,0,0,0,1,0,0,0,1206,1,150,7433,4
5,1,1,1,4,2,1,8,19,26,1,2,2,2,4,2,1,9999999,0,0,1,0,0,0,0,0,0,0,0,0,0,603,1,150,7433,4
1,1,1,1,4,1,1,10,19,39,3,2,2,2,6,2,1,20000,0,0,0,0,0,0,0,0,1,1,0,0,0,545,1,150,7435,4
1,2,1,1,5,1,1,12,19,39,2,6,1,2,4,2,1,5000,0,1,0,1,0,0,0,0,1,0,0,0,0,497,1,150,7437,4
2,1,1,1,3,2,1,6,19,39,3,1,1,2,4,2,1,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,497,1,150,7437,4
2,1,1,1,9,2,1,2,19,39,2,3,1,2,4,2,5,5754,258,0,0,0,1,0,0,0,0,0,0,0,0,1491,1,150,7437,4
4,1,1,1,7,2,1,9,19,39,1,3,1,2,3,2,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,994,1,150,7437,4
1,1,1,1,10,5,1,8,19,46,1,2,1,2,1,2,1,70000,0,0,1,0,0,0,0,0,1,0,0,0,0,3222,1,149,7438,3
2,1,1,2,9,2,1,8,19,46,2,2,1,2,3,2,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,1074,1,149,7438,3
2,1,2,2,9,2,1,4,19,46,1,2,1,2,1,2,3,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1074,1,149,7438,3
4,1,1,1,4,1,1,3,19,46,4,2,1,1,4,1,1,4000,0,1,0,0,1,0,0,0,0,1,0,0,0,537,1,149,7438,3
4,1,1,2,3,1,1,12,19,46,3,2,1,2,7,2,1,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,537,1,149,7438,3
4,1,2,2,3,1,1,1,19,46,3,2,1,2,7,2,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,537,1,149,7438,3
1,1,1,1,4,4,1,99,19,26,1,2,2,2,4,2,1,20000,0,0,0,1,1,0,0,0,0,0,0,0,0,419,1,148,7440,2
5,1,1,1,5,1,1,2,19,31,3,1,1,2,4,1,1,600,0,0,0,0,0,0,0,0,0,0,0,0,0,838,1,148,7440,2
5,1,1,1,11,1,1,11,19,26,3,1,1,2,4,2,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,838,1,148,7440,2
3,1,1,1,2,3,1,6,19,26,4,1,2,2,4,2,1,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,467,1,148,7441,2
3,1,1,1,9,3,1,3,19,26,2,2,1,2,9,2,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1868,1,148,7441,2
1,1,1,1,2,4,1,3,19,26,2,5,1,2,4,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,542,1,149,7442,3
2,1,1,1,5,1,1,5,19,39,3,1,1,2,4,2,1,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,1078,1,149,7443,3
3,1,1,1,8,2,1,8,5,27,2,4,1,2,9,2,1,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,2156,1,149,7443,3
3,1,1,1,9,2,1,6,19,39,2,2,1,2,3,2,5,5754,258,0,0,0,1,0,1,1,0,1,0,0,0,2156,1,149,7443,3
1,1,1,3,2,1,1,1,19,39,4,2,1,2,4,2,1,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,423,1,148,7444,2
1,1,2,3,2,1,1,2,19,39,4,2,2,2,9,2,1,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,423,1,148,7444,2
1,1,3,3,2,1,1,3,19,39,4,2,2,2,7,2,1,400,0,0,0,0,0,0,0,1,1,0,0,0,0,423,1,148,7444,2
2,1,1,1,2,9,1,5,19,39,3,2,2,2,6,2,1,3000,0,0,0,1,1,0,0,0,0,0,0,0,0,423,1,148,7444,2
4,1,1,1,5,2,1,10,19,39,3,5,1,2,4,2,1,500,0,0,0,0,1,0,1,0,0,0,0,0,0,1269,1,148,7444,2
