VIV_SEL,HOGAR,R_SEL,BPCOD,ND_TIPO,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_6,BP1_7,BP1_8,BP1_20,BP1_21,BP1_28,BP1_33,EST,UPM,CIUDAD,DOM,FAC_DEL
16,1,1,3,1,2,4,9,4,2,1,1,2,2,4,2,1,82,1060,24,2,239
17,1,1,7,1,7,4,9,2,4,2,2,1,1,4,2,1,82,1060,24,2,479
11,1,3,2,1,11,4,2,1,1,2,1,1,2,4,2,1,82,1061,24,2,194
15,1,1,8,1,3,4,5,2,2,1,1,2,2,4,1,3,82,1061,24,2,572
15,1,1,8,2,7,4,5,3,2,1,1,2,2,4,2,3,82,1061,24,2,572
15,1,1,8,3,12,4,5,3,2,1,1,2,2,4,2,3,82,1061,24,2,572
19,1,1,8,1,9,4,5,1,2,1,2,1,2,4,2,5,82,1061,24,2,374
14,1,1,7,1,10,4,1,2,2,2,1,2,2,3,2,5,82,1062,24,2,290
14,1,1,8,1,10,4,1,3,2,1,2,1,2,3,2,5,82,1062,24,2,290
15,1,2,12,1,11,4,1,1,8,2,2,1,1,4,2,5,82,1062,24,2,583
8,1,1,3,1,2,4,3,3,2,2,1,1,2,5,2,1,6,1063,24,2,142
8,1,1,3,2,5,4,3,2,2,2,1,1,2,5,2,3,6,1063,24,2,142
13,1,2,9,1,1,4,3,3,1,2,2,1,2,8,2,3,6,1063,24,2,278
14,1,1,2,1,11,4,3,1,4,2,1,1,2,3,2,1,6,1063,24,2,142
16,1,1,9,1,7,4,3,1,1,2,1,1,1,4,1,3,6,1063,24,2,280
20,1,1,3,1,10,4,3,2,2,2,1,1,1,4,2,1,6,1063,24,2,142
20,1,1,3,2,12,4,3,3,2,2,1,1,1,4,2,1,6,1063,24,2,142
5,1,4,8,1,5,4,4,1,2,1,1,1,2,7,2,3,82,1064,24,2,898
5,1,4,8,2,8,4,4,2,2,1,1,1,2,4,2,3,82,1064,24,2,898
7,1,2,5,1,5,4,4,3,1,2,1,1,2,7,2,1,82,1064,24,2,593
13,1,2,7,1,9,4,4,2,2,2,1,1,2,7,2,1,82,1064,24,2,370
13,1,2,7,2,12,4,4,1,1,2,2,1,2,4,2,1,82,1064,24,2,370
20,1,1,3,1,7,4,4,3,2,1,2,2,2,4,2,1,82,1064,24,2,210
1,1,1,3,1,3,4,4,2,2,2,1,1,2,3,1,1,170,1065,24,2,48
10,1,1,3,1,2,4,4,4,2,1,1,2,1,4,2,1,170,1065,24,2,48
18,1,3,4,1,5,4,2,2,1,2,1,2,2,7,2,1,170,1065,24,2,154
1,1,2,12,1,2,4,9,2,1,2,2,1,2,3,2,3,82,1066,24,2,394
20,1,1,2,1,2,4,2,4,1,2,1,1,2,5,2,1,82,1066,24,2,199
3,1,1,2,1,11,4,9,3,2,2,1,1,2,6,2,1,6,1068,24,2,194
4,1,1,2,1,9,4,9,1,2,2,1,1,2,7,2,1,6,1068,24,2,194
4,1,1,8,1,6,4,3,2,3,1,1,1,2,6,2,5,234,1069,24,1,954
4,1,1,8,2,7,4,3,1,3,1,1,1,2,8,2,5,234,1069,24,1,954
1,1,1,3,1,12,4,3,4,2,1,1,2,2,4,2,1,83,1070,24,1,190
4,1,1,3,1,2,4,3,3,2,2,1,1,2,4,2,1,83,1070,24,1,190
1,1,1,10,1,10,4,3,3,1,2,1,1,1,4,2,2,234,1072,24,1,215
2,1,1,9,1,9,4,3,2,1,2,1,1,2,9,2,1,234,1072,24,1,431
2,1,1,9,2,12,4,3,2,1,2,1,1,2,9,2,1,234,1072,24,1,431
3,2,1,3,1,7,27,8,2,2,2,1,1,2,8,1,1,234,1072,24,1,215
3,2,1,4,1,2,4,3,1,1,2,2,1,2,7,2,3,234,1072,24,1,459
3,2,1,3,2,2,4,3,1,2,2,1,1,2,7,2,3,234,1072,24,1,215
4,1,2,3,1,11,4,3,1,2,2,1,1,2,7,2,1,234,1072,24,1,215
5,1,1,8,1,7,4,3,2,2,1,1,1,2,9,2,3,234,1072,24,1,453
2,3,1,8,1,8,4,3,2,2,1,1,1,2,4,2,3,171,1073,24,1,349
2,3,1,8,2,11,4,3,3,2,1,1,1,2,4,2,3,171,1073,24,1,349
3,1,4,8,1,8,4,3,3,2,1,1,1,2,4,2,5,171,1073,24,1,806
2,1,1,5,1,6,4,3,1,2,1,2,2,2,7,2,1,83,1075,24,1,469
4,1,1,8,1,9,4,3,2,2,1,1,1,1,4,2,3,83,1075,24,1,936
3,1,1,4,1,10,4,3,2,4,2,2,1,2,4,2,1,171,1077,24,1,194
3,1,1,4,2,5,4,3,1,6,2,2,2,1,4,1,1,171,1077,24,1,194
4,1,3,6,1,8,4,3,4,4,2,1,1,1,4,1,1,171,1078,24,1,1159
5,1,1,2,1,5,4,3,4,2,2,1,1,2,4,2,1,171,1078,24,1,367
5,1,1,4,1,10,4,3,2,5,2,2,1,2,4,2,1,171,1078,24,1,345
5,1,1,2,2,6,4,3,4,2,2,1,1,2,5,2,1,171,1078,24,1,367
5,1,1,2,3,7,4,3,4,2,2,1,1,2,4,2,1,171,1078,24,1,367
5,1,1,2,4,8,4,3,4,2,2,1,1,2,4,2,1,171,1078,24,1,367
2,1,5,5,1,4,4,3,2,3,2,1,1,1,4,2,1,83,1080,24,1,1046
3,1,1,12,1,4,4,3,2,4,2,2,1,2,4,2,3,83,1082,24,1,485
3,1,1,12,2,12,4,3,3,2,2,2,1,2,4,2,3,83,1082,24,1,485
4,1,2,2,1,3,4,3,1,1,2,1,1,2,4,2,1,83,1083,24,1,194
2,1,3,2,1,10,4,3,4,2,2,1,1,2,4,2,1,171,1084,24,1,233
3,1,2,3,1,6,4,3,2,2,2,1,1,2,4,2,1,171,1084,24,1,233
5,1,1,2,1,12,4,3,4,2,2,1,1,2,4,2,1,171,1084,24,1,233
2,1,2,4,1,8,4,3,2,1,2,1,1,2,4,1,1,171,1085,24,1,1163
4,1,3,2,1,6,4,3,3,2,2,1,1,2,5,2,1,171,1085,24,1,220
4,1,3,2,2,11,4,3,3,2,2,1,1,2,5,2,1,171,1085,24,1,220
5,2,1,8,1,8,4,3,1,3,1,1,1,2,8,2,5,171,1085,24,1,474
5,1,2,2,1,2,27,14,9,3,2,1,1,2,4,2,1,234,1087,24,1,226
5,1,2,4,1,12,27,4,3,4,2,2,1,2,4,2,3,234,1087,24,1,482
5,1,2,6,1,12,27,4,9,3,2,1,1,2,4,2,1,234,1087,24,1,482
1,1,1,4,1,6,4,3,2,1,2,2,1,2,4,2,1,83,1088,24,1,430
4,1,1,5,1,2,4,3,2,3,1,2,1,1,4,2,1,83,1088,24,1,1007
4,1,1,5,2,4,4,2,2,3,1,1,1,1,4,2,1,83,1088,24,1,1007
5,1,1,1,1,7,4,3,3,8,2,1,1,1,4,2,1,83,1088,24,1,201
5,1,1,5,1,11,4,3,2,4,2,1,1,1,4,2,1,83,1088,24,1,206
1,1,1,3,1,12,30,39,4,2,2,1,1,1,4,2,1,171,1089,24,1,178
1,1,1,12,1,12,4,3,2,1,2,2,1,2,4,2,5,171,1089,24,1,157
5,1,2,2,1,3,4,3,3,4,2,1,1,2,3,1,1,171,1089,24,1,178
5,1,2,3,1,1,4,3,1,2,1,2,2,2,3,2,1,171,1089,24,1,178
5,1,2,2,2,9,4,3,2,2,2,1,1,1,4,1,1,171,1089,24,1,178
5,1,2,3,2,11,4,3,3,2,1,2,2,2,4,2,1,171,1089,24,1,178
5,1,2,3,3,12,4,3,1,2,1,1,2,2,4,2,1,171,1089,24,1,178
5,1,2,3,1,2,4,3,1,2,2,1,1,2,3,2,1,83,1090,24,1,196
5,1,2,3,2,12,4,3,1,2,2,1,1,2,3,2,1,83,1090,24,1,196
1,1,2,3,1,2,4,3,4,2,2,1,1,2,4,2,1,171,1091,24,1,309
1,1,1,8,1,12,4,3,1,2,1,2,1,2,3,2,5,171,1093,24,1,1001
2,1,1,4,1,5,4,3,1,1,2,2,1,1,4,2,1,171,1093,24,1,172
5,1,1,2,1,8,4,3,2,1,2,1,1,2,4,2,1,234,1094,24,1,432
5,1,1,8,1,12,4,3,1,2,1,1,1,2,6,2,3,234,1094,24,1,1574
5,1,1,9,1,9,4,3,3,2,2,2,1,2,6,2,3,234,1094,24,1,1574
2,1,1,4,1,2,4,3,1,1,2,2,1,2,4,2,1,83,1095,24,1,300
2,1,1,9,1,1,4,3,2,2,2,2,1,2,4,2,3,83,1095,24,1,300
2,1,1,9,2,3,4,3,2,2,2,2,1,2,4,2,3,83,1095,24,1,300
2,1,1,3,1,2,4,2,1,2,2,1,1,2,4,2,1,171,1096,24,1,153
4,1,2,8,1,4,4,3,1,2,1,1,1,2,6,1,3,171,1096,24,1,290
2,1,3,4,1,3,4,3,4,1,2,2,1,2,6,2,1,171,1097,24,1,676
5,1,1,8,1,12,4,9,2,1,1,1,1,2,1,2,1,171,1097,24,1,439
2,1,1,3,1,11,4,3,4,2,1,1,2,2,4,2,1,83,1098,24,1,210
4,1,1,3,1,4,4,3,1,2,2,1,1,2,4,2,1,83,1098,24,1,210
4,1,1,4,1,11,4,3,2,1,2,2,1,2,6,2,1,83,1098,24,1,411
4,1,1,8,1,11,4,3,3,2,1,1,2,2,1,2,3,83,1098,24,1,411
4,1,1,3,2,8,4,3,2,2,2,1,1,2,4,2,1,83,1098,24,1,210
2,1,2,10,1,12,4,3,3,1,2,1,1,2,99,2,2,171,1099,24,1,451
4,1,1,2,1,6,4,3,1,3,2,1,1,2,4,2,1,171,1101,24,1,208
4,1,1,6,1,5,4,3,1,3,2,1,1,1,4,2,1,171,1101,24,1,758
4,1,1,8,1,4,4,3,1,2,1,1,1,2,4,2,5,171,1101,24,1,758
4,1,1,2,2,8,4,3,1,3,2,1,1,2,4,2,1,171,1101,24,1,208
4,1,1,2,3,12,4,3,1,3,2,1,1,2,4,2,1,171,1101,24,1,208
3,1,1,2,1,2,4,3,4,2,1,1,2,2,4,2,1,234,1102,24,1,326
3,1,1,8,1,11,4,3,1,2,1,1,1,2,9,1,5,234,1102,24,1,1009
1,1,1,8,1,6,4,3,2,2,1,2,1,2,1,2,5,83,1103,24,1,603
1,1,1,8,2,9,4,3,3,2,1,2,1,2,1,2,5,83,1103,24,1,603
1,1,1,8,3,9,4,3,3,2,1,2,1,2,1,2,5,83,1103,24,1,603
1,1,1,8,4,8,4,3,3,2,1,2,1,2,1,2,5,83,1103,24,1,603
1,1,1,8,5,8,4,3,3,2,1,2,1,2,1,2,5,83,1103,24,1,603
1,1,1,2,1,5,15,33,3,4,2,1,1,1,4,2,3,171,1104,24,1,230
13,1,1,14,1,11,4,3,2,2,2,1,1,2,99,2,1,7,1105,24,3,330
14,1,1,9,1,7,4,7,2,1,2,2,1,2,3,2,5,7,1107,24,3,131
20,1,2,5,1,11,4,7,3,2,1,1,2,2,4,2,1,7,1107,24,3,257
22,1,2,12,1,11,4,7,4,2,2,1,1,1,4,2,3,7,1107,24,3,372
3,1,1,5,1,8,4,11,9,2,2,1,1,1,4,2,1,7,1108,24,3,383
14,1,1,8,1,3,4,11,2,2,1,1,2,2,9,2,5,7,1108,24,3,133
17,1,2,7,1,6,4,11,1,2,2,2,1,2,3,2,1,7,1108,24,3,257
8,1,1,10,1,4,4,11,3,2,2,1,1,2,3,2,2,7,1114,24,3,116
5,1,1,7,1,3,4,2,9,3,2,2,1,2,7,2,1,7,1115,24,3,299
16,1,2,3,1,7,4,11,3,2,1,2,1,2,7,2,1,7,1116,24,3,107
6,1,1,3,1,3,4,3,1,2,2,1,1,2,7,1,1,7,1117,24,3,142
20,1,2,3,1,6,4,3,2,2,2,1,1,1,4,2,1,7,1117,24,3,142
20,1,2,3,2,6,4,3,4,2,2,1,1,1,4,2,1,7,1117,24,3,142
4,1,1,14,1,10,4,10,2,1,1,2,1,2,1,1,1,7,1118,24,3,268
6,1,1,3,1,10,4,10,3,2,2,1,1,2,4,2,1,7,1118,24,3,146
1,1,2,3,1,5,4,4,3,2,2,1,1,1,4,2,1,7,1119,24,3,145
4,1,1,4,1,11,4,2,1,1,2,1,2,2,7,2,1,7,1119,24,3,287
14,1,1,7,1,2,4,4,2,2,2,1,1,2,4,2,1,7,1119,24,3,285
1,1,2,9,1,6,4,6,2,1,2,1,1,1,4,2,2,7,1120,24,3,263
11,1,2,3,1,11,4,6,3,2,1,1,2,2,7,2,1,7,1120,24,3,139
20,1,2,5,1,7,4,6,9,2,2,1,1,2,7,2,1,7,1120,24,3,523
21,1,1,2,1,4,4,2,3,8,2,1,1,2,4,2,1,7,1120,24,3,139
14,1,1,3,1,12,4,2,4,2,2,1,1,2,6,2,1,7,1121,24,3,150
9,1,2,3,1,3,4,5,3,2,1,1,2,1,4,1,1,7,1122,24,3,137
14,1,4,7,1,8,4,5,2,2,2,2,1,2,6,2,1,7,1122,24,3,731
17,1,1,7,1,8,4,5,1,2,2,1,1,2,7,2,1,7,1122,24,3,288
18,1,2,7,1,12,4,2,2,4,2,1,1,2,4,1,1,7,1122,24,3,268
20,1,1,10,1,4,4,5,3,1,2,1,1,1,4,2,2,7,1122,24,3,269
21,1,1,7,1,11,4,5,2,2,2,1,1,2,4,2,1,7,1122,24,3,270
21,1,1,9,1,8,4,5,2,2,2,2,1,2,4,1,5,7,1122,24,3,270
7,1,4,9,2,6,4,3,3,2,2,9,9,2,1,2,3,7,1123,24,3,276
10,1,3,8,1,9,4,2,2,1,1,1,1,2,3,2,5,7,1124,24,3,350
21,1,3,4,1,1,4,3,4,1,2,2,1,2,9,1,3,7,1124,24,3,353
11,1,2,8,1,11,4,4,2,2,1,1,1,2,9,2,5,7,1125,24,3,301
2,1,3,9,1,8,5,30,2,2,2,1,2,2,1,2,3,86,1128,24,1,1785
4,1,1,2,1,12,5,30,3,2,2,1,1,2,1,2,1,86,1128,24,1,361
3,1,3,8,1,1,5,30,3,2,1,1,1,1,4,2,3,173,1129,24,1,1329
1,1,1,3,1,10,5,30,1,2,2,1,1,1,4,2,1,236,1130,24,1,414
1,1,1,6,1,5,5,30,9,8,2,1,1,2,9,2,5,236,1130,24,1,779
2,1,2,3,1,7,5,30,2,2,2,1,1,1,4,2,1,236,1130,24,1,414
2,1,2,6,1,2,5,30,9,8,2,1,1,2,7,1,1,236,1130,24,1,811
4,1,2,2,1,11,5,30,3,1,2,1,1,1,4,2,5,236,1130,24,1,414
6,1,2,2,1,8,5,30,3,1,2,1,1,2,6,2,1,236,1130,24,1,414
1,1,4,8,1,6,5,30,2,2,1,1,2,2,5,2,5,86,1131,24,1,1742
2,1,1,2,1,9,5,30,2,2,2,1,1,2,7,2,1,86,1131,24,1,404
4,1,1,8,1,9,5,30,2,2,2,1,1,2,6,2,5,86,1131,24,1,1191
4,1,1,8,2,6,5,30,2,2,2,1,1,2,6,2,5,86,1131,24,1,1191
5,1,1,2,1,7,5,30,4,2,2,1,1,2,4,2,1,86,1131,24,1,404
2,1,1,1,1,6,5,30,2,1,2,1,1,1,4,2,1,236,1132,24,1,421
2,1,1,8,1,3,5,30,2,2,2,1,1,2,1,2,1,236,1132,24,1,825
5,1,1,3,1,7,5,30,1,2,2,1,1,1,4,2,1,236,1132,24,1,421
6,1,1,2,1,4,5,30,4,1,2,1,1,1,4,2,1,173,1133,24,1,358
6,1,1,5,1,5,5,30,4,2,2,1,1,2,3,2,1,173,1133,24,1,734
6,1,1,7,1,12,5,30,3,2,2,2,1,2,3,2,1,173,1133,24,1,734
1,1,1,8,1,4,5,30,3,1,1,1,1,2,99,2,3,173,1135,24,1,943
1,1,1,12,1,9,5,30,1,1,2,2,1,2,4,2,3,173,1135,24,1,943
8,1,1,1,1,2,5,30,4,1,2,1,1,1,4,2,1,173,1135,24,1,321
8,1,1,2,1,1,5,30,4,1,2,1,1,2,4,2,1,173,1135,24,1,321
8,1,1,12,1,3,5,30,3,1,2,1,1,1,4,2,5,173,1135,24,1,780
2,1,1,2,1,9,5,30,3,1,2,1,1,2,4,2,1,173,1136,24,1,416
3,1,1,2,1,9,5,30,4,1,2,1,1,2,4,2,1,173,1137,24,1,354
3,1,1,2,2,2,5,30,3,4,2,1,1,1,4,2,1,173,1137,24,1,354
1,1,1,2,1,11,5,30,4,1,2,1,1,2,4,2,1,86,1138,24,1,480
1,1,1,2,1,5,5,30,3,1,2,1,1,2,4,2,1,86,1139,24,1,451
2,1,6,1,1,4,10,7,2,1,2,1,1,1,4,2,1,86,1139,24,1,451
1,1,1,2,1,11,5,30,4,1,2,1,1,2,5,2,1,86,1140,24,1,323
1,1,1,10,1,10,5,30,4,1,2,2,1,2,8,2,2,86,1140,24,1,662
2,1,1,4,1,6,5,30,2,6,2,2,2,2,4,2,1,86,1140,24,1,295
4,1,4,2,1,3,5,30,4,2,2,1,1,2,8,2,1,86,1141,24,1,638
2,1,1,2,1,5,5,30,4,1,1,1,1,2,6,2,1,236,1142,24,1,339
2,1,1,3,1,1,5,30,2,2,2,1,1,2,6,2,1,236,1142,24,1,339
2,1,1,8,1,6,5,30,2,2,1,1,1,2,6,1,3,236,1142,24,1,622
5,1,1,14,1,12,5,30,1,2,1,1,1,2,4,2,3,236,1142,24,1,953
3,1,1,3,1,9,5,30,9,2,2,1,1,2,7,2,1,86,1144,24,1,404
3,1,1,3,2,10,5,30,9,2,2,1,1,2,7,2,1,86,1144,24,1,404
3,1,1,3,3,11,5,30,9,2,2,1,1,2,7,2,1,86,1144,24,1,404
3,1,1,3,4,12,5,30,9,2,2,1,1,2,7,2,1,86,1144,24,1,404
5,1,1,2,1,11,5,30,2,1,2,1,1,2,4,2,1,86,1144,24,1,404
5,1,1,6,1,5,5,30,2,4,2,1,1,2,5,1,1,86,1144,24,1,864
5,1,1,9,1,8,10,7,2,7,2,1,1,2,6,2,5,86,1144,24,1,864
5,1,1,2,2,11,5,30,2,1,2,1,1,2,5,2,1,86,1144,24,1,404
4,1,2,5,1,4,5,30,2,3,1,1,2,2,4,2,1,86,1145,24,1,1199
4,1,2,8,1,1,5,30,3,1,1,1,1,2,6,2,1,86,1145,24,1,1199
6,1,2,3,1,6,5,30,1,2,2,1,1,1,4,2,1,86,1147,24,1,356
6,1,2,8,1,6,5,30,2,1,1,2,2,2,4,2,1,86,1147,24,1,1351
6,1,2,9,1,12,5,30,2,1,2,2,2,2,4,2,5,86,1147,24,1,1351
6,1,2,10,1,11,5,30,1,1,2,2,1,2,4,2,1,86,1147,24,1,1351
3,1,1,2,1,12,5,30,3,1,2,1,1,2,4,2,1,86,1148,24,1,444
6,1,4,2,1,11,5,30,4,1,2,1,1,1,4,2,1,86,1148,24,1,444
2,1,1,8,1,6,5,30,2,2,1,2,2,2,7,2,3,173,1150,24,1,1202
2,1,1,9,1,8,5,30,1,2,2,2,2,2,4,2,5,173,1150,24,1,1202
2,1,1,8,2,8,5,30,1,1,1,2,2,2,7,2,5,173,1150,24,1,1202
2,1,1,9,2,8,5,30,1,2,2,2,2,2,6,2,5,173,1150,24,1,1202
9,1,2,2,1,12,5,30,3,1,2,1,1,1,4,2,1,173,1150,24,1,437
9,1,2,4,1,2,5,30,1,1,2,1,1,1,4,2,2,173,1150,24,1,864
9,1,2,2,2,7,5,30,1,3,2,1,1,2,4,2,3,173,1150,24,1,437
9,1,2,2,3,2,5,30,3,1,1,1,1,1,4,2,2,173,1150,24,1,437
4,1,1,5,1,10,5,30,1,2,1,1,2,2,8,2,3,173,1151,24,1,642
4,1,1,9,1,11,5,30,3,1,2,1,1,2,3,2,3,173,1151,24,1,6163
4,1,1,9,2,11,5,30,3,1,2,2,1,2,8,2,3,173,1151,24,1,6163
4,1,1,9,3,11,5,30,3,1,2,2,1,2,8,2,3,173,1151,24,1,6163
4,1,1,9,4,5,5,30,3,1,2,2,1,2,8,2,3,173,1151,24,1,6163
4,1,1,9,5,5,5,30,3,1,2,2,1,2,8,2,3,173,1151,24,1,6163
1,1,4,2,1,8,5,30,4,4,2,1,1,2,5,2,1,173,1152,24,1,418
1,1,4,2,2,11,5,30,4,2,2,1,1,2,4,2,1,173,1152,24,1,418
4,1,1,1,1,3,5,30,2,2,2,1,1,1,4,2,3,173,1152,24,1,418
4,1,1,2,1,1,5,30,4,4,1,2,1,2,7,2,1,173,1152,24,1,418
4,1,1,2,2,5,5,30,4,7,1,2,1,2,5,2,1,173,1152,24,1,418
4,1,1,2,3,10,5,30,1,4,1,1,1,2,5,2,1,173,1152,24,1,418
5,1,1,2,1,7,5,30,3,2,2,1,1,2,6,2,1,173,1152,24,1,418
5,1,1,2,2,7,5,30,4,2,2,1,1,2,1,2,1,173,1152,24,1,418
5,1,1,2,3,8,5,30,9,2,2,1,1,2,1,2,3,173,1152,24,1,418
5,1,1,2,4,8,5,30,3,2,2,1,1,2,6,2,3,173,1152,24,1,418
1,1,1,5,1,12,5,30,1,8,2,1,1,2,9,2,1,86,1153,24,1,705
2,1,1,5,1,9,5,30,3,1,2,1,1,2,4,2,1,86,1153,24,1,658
6,1,1,3,1,10,5,30,3,2,1,2,2,2,4,2,1,236,1154,24,1,354
8,1,2,2,1,9,5,30,2,2,2,1,1,1,4,2,3,236,1154,24,1,354
8,1,2,3,1,11,5,30,2,2,1,1,1,1,4,2,3,236,1154,24,1,354
8,1,2,3,2,10,5,30,2,2,1,1,1,1,4,2,3,236,1154,24,1,354
10,1,2,4,1,5,5,30,2,1,2,1,1,2,4,2,1,236,1154,24,1,671
2,1,1,2,1,8,5,30,3,4,2,1,1,2,4,2,1,86,1155,24,1,332
2,1,5,3,1,12,5,30,2,2,2,1,1,1,4,2,1,236,1158,24,1,315
1,1,1,8,1,6,5,30,1,2,2,1,1,2,7,2,5,86,1159,24,1,1122
3,1,2,4,1,12,19,39,3,4,2,1,1,2,9,2,1,86,1159,24,1,742
3,1,2,2,1,2,5,30,4,2,2,1,1,2,8,2,1,173,1160,24,1,369
3,1,2,2,1,7,5,30,4,2,2,1,1,2,6,2,1,86,1161,24,1,346
3,1,2,8,1,2,5,30,2,2,1,1,2,2,6,2,5,86,1161,24,1,1119
3,1,2,8,2,2,5,30,3,2,1,1,2,2,6,2,5,86,1161,24,1,1119
1,1,1,8,1,4,5,30,2,3,1,2,2,1,4,2,3,173,1162,24,1,999
5,1,1,4,1,8,5,30,1,4,2,1,1,2,4,2,2,173,1163,24,1,721
7,1,2,1,1,8,5,30,4,1,2,1,1,1,4,2,1,173,1163,24,1,368
4,1,1,2,1,4,5,30,2,2,2,1,1,2,7,2,1,86,1164,24,1,638
4,1,1,8,1,1,5,30,2,2,2,1,1,2,7,2,5,86,1164,24,1,1256
4,1,1,2,2,10,5,30,4,2,2,1,1,2,7,2,1,86,1164,24,1,638
5,1,1,2,1,5,5,30,3,2,2,1,1,2,4,2,1,86,1164,24,1,638
5,1,1,8,1,6,5,30,1,2,1,1,2,2,4,2,5,86,1164,24,1,1308
5,1,1,2,2,11,5,30,3,2,2,1,1,2,4,2,1,86,1164,24,1,638
4,1,2,2,1,5,5,30,2,2,2,1,1,2,3,2,5,173,1165,24,1,499
3,1,1,2,1,8,5,30,1,1,2,1,1,2,5,2,1,236,1166,24,1,355
5,1,1,3,1,12,5,30,4,2,1,1,1,1,4,2,1,236,1166,24,1,355
3,1,1,14,1,9,5,30,9,2,1,2,1,2,9,2,1,173,1167,24,1,562
2,1,3,3,1,8,5,30,2,2,2,1,1,1,4,2,1,173,1168,24,1,426
2,1,3,4,1,3,5,30,3,1,2,2,1,2,4,2,1,173,1168,24,1,1837
2,1,3,3,2,12,5,30,9,2,2,1,1,1,4,2,1,173,1168,24,1,426
2,1,2,8,1,12,5,30,1,2,1,1,2,2,6,2,3,86,1169,24,1,612
2,1,2,2,1,2,5,30,4,1,2,1,1,2,5,2,1,86,1170,24,1,386
2,1,2,2,2,7,5,30,4,1,2,1,1,2,5,2,1,86,1170,24,1,386
2,1,1,1,1,8,5,30,4,1,2,1,1,1,4,2,1,86,1171,24,1,297
2,1,1,3,1,1,5,30,2,2,2,1,1,2,8,2,1,86,1171,24,1,297
5,1,2,2,1,2,5,30,3,1,2,1,1,2,4,2,1,86,1171,24,1,297
4,1,2,7,1,12,5,27,9,4,2,2,2,2,5,1,1,86,1172,24,1,1176
4,1,1,3,1,2,5,30,3,2,2,1,1,2,4,2,1,236,1174,24,1,341
4,1,1,9,1,9,5,30,3,2,2,1,1,1,4,2,3,236,1174,24,1,668
4,1,1,10,1,9,5,30,3,2,2,1,1,2,8,2,3,236,1174,24,1,668
4,1,1,9,2,10,5,30,3,2,2,1,1,2,8,2,4,236,1174,24,1,668
6,1,1,2,1,9,5,30,4,2,1,2,2,2,4,2,1,86,1175,24,1,412
6,1,1,3,1,12,5,30,4,2,2,1,1,2,6,2,1,86,1175,24,1,412
1,1,1,2,1,10,5,30,2,4,2,1,1,2,7,2,3,86,1177,24,1,430
2,1,4,1,1,3,5,30,4,1,2,1,1,1,4,1,1,86,1177,24,1,430
1,1,1,1,1,6,5,30,4,2,1,2,2,2,1,2,1,173,1178,24,1,324
1,1,1,8,1,11,5,30,2,2,2,1,1,2,1,2,1,173,1178,24,1,995
2,1,1,2,1,1,5,30,4,2,1,1,2,2,7,2,1,173,1178,24,1,324
5,1,1,2,1,1,5,30,3,1,2,1,1,2,8,2,1,236,1179,24,1,339
5,1,1,3,1,9,5,30,4,2,1,1,2,2,8,2,1,236,1179,24,1,339
5,1,1,6,1,12,5,30,9,9,2,1,1,2,8,1,1,236,1179,24,1,1666
5,1,1,2,2,5,5,30,3,1,2,1,1,2,8,2,1,236,1179,24,1,339
1,1,4,2,1,8,5,30,3,1,2,1,1,2,4,2,1,86,1180,24,1,427
1,1,4,2,2,7,5,30,2,4,2,1,1,2,4,2,1,86,1180,24,1,427
4,1,1,2,1,6,5,30,4,2,2,1,1,2,7,2,1,86,1180,24,1,427
4,1,1,9,1,11,5,30,1,2,2,1,1,1,4,2,3,86,1180,24,1,913
4,1,1,2,2,5,5,30,4,2,2,1,1,2,7,2,1,86,1180,24,1,427
5,1,2,2,1,6,5,30,2,5,2,1,1,2,9,2,3,86,1180,24,1,427
5,1,2,2,2,3,5,30,3,1,2,1,1,2,3,2,3,86,1180,24,1,427
3,1,2,8,1,11,5,30,2,2,1,2,2,2,2,2,3,86,1181,24,1,1405
5,1,1,2,1,9,5,30,1,4,2,1,1,2,4,2,1,86,1183,24,1,348
2,1,1,2,1,6,5,30,1,1,2,1,1,2,4,2,1,173,1184,24,1,323
2,1,1,2,2,2,5,30,4,1,2,1,1,2,4,2,1,173,1184,24,1,323
4,1,1,11,1,7,5,30,4,2,2,1,2,2,1,2,2,173,1184,24,1,993
9,1,2,8,1,11,5,30,3,1,1,1,1,2,1,2,3,173,1184,24,1,958
2,1,2,8,1,1,5,30,3,2,1,1,1,2,6,2,3,86,1185,24,1,933
3,1,1,14,1,7,5,30,3,1,2,1,1,2,4,2,1,86,1185,24,1,333
9,1,1,3,1,12,5,30,4,2,1,1,1,2,1,2,1,86,1185,24,1,325
9,1,1,10,1,6,5,30,3,1,2,2,1,2,1,2,2,86,1185,24,1,1043
10,1,1,8,1,12,5,30,3,1,1,1,1,2,6,2,1,86,1185,24,1,320
1,1,2,1,1,6,5,30,2,3,2,1,1,1,4,2,1,86,1186,24,1,520
4,1,2,6,1,11,19,39,9,8,2,1,1,2,99,1,1,86,1186,24,1,1468
5,1,1,3,1,3,5,30,4,2,1,1,2,2,4,1,1,86,1186,24,1,520
5,1,1,8,1,5,5,30,3,2,1,1,2,2,7,2,5,86,1186,24,1,533
7,1,2,2,1,6,5,30,2,1,2,1,1,2,5,2,1,86,1186,24,1,520
7,1,2,6,1,6,5,30,2,1,2,1,1,2,9,1,1,86,1186,24,1,1028
7,1,2,14,1,10,5,30,2,3,1,1,2,2,1,2,5,86,1186,24,1,1028
9,1,2,3,1,1,5,30,9,2,2,1,1,2,4,2,1,86,1186,24,1,520
