VIV_SEL,HOGAR,ND_TIPO,TD_TIPO,BPCOD,R_SEL,RESUL_H,SEXO,EDAD,AREAM_OCU,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_6,BP1_20,BP1_23,BP1_30,BP1_33,BP1_36_01,BP1_36_02,BP1_36_03,BP1_36_04,BP1_36_05,BP1_36_06,BP1_36_07,BP1_36_08,BP1_36_09,BP1_36_10,BP1_36_11,BP1_36_99,DOMINIO,ESTRATO,EST_DIS,UPM_DIS
4,1,1,1,9,1,1,1,27,99,9,7,89,2,8,2,2,4,2,3,1,1,1,1,0,1,0,0,1,0,0,0,1,2,105,2516
2,1,1,1,4,2,1,2,34,99,11,7,89,3,2,2,2,7,1,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,113,2647
3,1,1,1,8,3,1,2,21,99,5,7,89,3,2,9,2,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,113,2647
2,1,1,1,5,2,1,2,37,99,10,7,89,2,1,1,2,3,2,3,0,1,0,0,0,0,0,0,0,0,0,0,2,1,122,2649
2,1,1,1,6,3,1,2,31,99,2,7,89,2,3,2,2,5,1,1,0,0,0,1,0,0,0,1,1,0,0,0,3,1,124,2673
8,1,1,1,2,4,1,2,20,99,11,7,89,4,1,2,2,8,2,1,0,0,0,1,0,0,0,1,1,0,0,0,3,1,124,2673
13,1,1,1,6,1,1,1,64,99,4,7,89,3,2,2,2,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,3,1,124,2673
14,1,1,1,10,2,1,2,33,99,9,7,89,1,1,1,2,1,2,3,9,9,9,9,9,9,9,9,9,9,9,9,3,1,124,2673
14,1,1,1,11,2,1,2,33,99,9,7,89,2,5,1,2,1,2,2,1,0,0,1,0,0,0,1,1,0,0,0,3,1,124,2673
20,1,1,1,11,2,1,1,41,99,10,7,89,3,5,1,2,6,2,2,0,0,0,1,0,1,1,0,1,0,0,0,3,1,124,2673
13,1,1,1,4,1,1,1,47,99,10,7,89,4,2,2,2,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,3,1,124,2735
13,1,1,1,5,1,1,1,47,99,11,7,89,3,1,1,2,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,124,2735
4,1,1,1,2,4,1,2,33,99,3,7,89,3,5,2,2,4,2,1,0,0,1,1,0,0,0,0,0,0,0,0,3,1,124,2741
19,1,1,1,5,2,1,2,29,99,7,7,89,2,1,1,2,6,2,1,1,1,1,1,0,1,1,1,1,0,0,0,3,2,125,2742
4,1,1,1,5,2,1,2,24,99,6,7,89,1,1,1,2,4,2,5,0,0,0,0,0,0,0,0,1,0,0,0,1,2,394,9474
1,1,1,1,8,1,1,1,57,99,11,7,92,1,4,9,2,7,2,1,0,0,1,1,0,0,0,1,0,0,0,0,3,1,124,2736
7,1,1,1,10,2,1,2,37,99,4,7,92,1,2,1,2,7,2,5,0,0,1,1,0,0,0,0,1,0,0,0,3,1,124,2736
16,1,2,2,10,1,1,1,40,99,6,7,92,3,1,1,2,4,2,5,0,0,1,0,0,1,0,0,1,0,0,0,3,1,124,2736
16,1,1,2,10,1,1,1,40,99,8,7,92,3,1,1,2,8,2,5,9,9,9,9,9,9,9,9,9,9,9,9,3,1,124,2736
6,1,1,1,6,2,1,2,26,99,12,7,93,4,2,2,2,6,2,1,1,0,0,0,0,0,0,1,0,0,0,0,3,1,124,2674
11,1,1,1,6,2,1,2,54,99,5,7,93,4,2,2,2,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,3,1,124,2674
4,1,1,1,4,1,1,1,40,99,3,7,93,1,2,2,2,7,2,1,0,0,0,0,0,0,0,1,1,0,0,0,3,1,124,2737
14,1,1,1,6,2,1,2,28,99,7,7,93,2,8,2,2,7,2,1,1,0,1,1,0,1,1,1,1,0,0,0,3,1,124,2737
15,1,1,1,4,3,1,2,19,99,4,7,93,3,2,1,2,7,2,1,0,0,0,0,0,0,0,1,1,0,0,0,3,1,124,2737
18,1,1,2,6,1,1,1,53,99,8,7,96,3,8,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,3,1,124,2675
18,1,2,2,6,1,1,1,53,99,3,7,96,3,8,2,2,4,2,1,0,0,0,0,0,0,1,1,1,0,0,0,3,1,124,2675
3,1,1,1,6,1,1,2,67,99,99,7,96,9,2,2,2,3,2,1,0,0,0,1,0,0,0,1,0,0,0,0,3,1,124,2675
10,1,1,1,6,1,1,1,36,99,2,7,96,3,2,2,2,7,2,1,0,0,0,0,0,0,0,1,0,0,0,0,3,1,124,2675
14,1,1,1,4,1,1,1,59,99,6,7,96,3,2,2,2,7,2,1,0,0,0,1,0,0,0,1,1,0,0,0,3,1,124,2675
16,1,1,1,6,4,1,2,19,99,1,7,96,2,8,2,2,9,2,1,0,0,0,0,0,0,0,1,1,0,0,0,3,1,124,2675
20,1,1,1,6,2,1,2,33,99,10,7,96,2,8,2,2,7,2,1,0,0,1,0,0,0,0,1,0,0,0,0,3,1,124,2675
15,1,1,1,10,1,1,1,23,99,7,7,96,2,1,1,2,3,2,5,0,0,0,0,0,0,0,0,1,0,0,0,3,1,124,2739
21,1,1,1,4,1,1,1,34,99,2,7,96,3,2,2,1,99,2,1,0,0,0,0,0,0,0,1,1,0,0,0,3,1,124,2739
15,1,1,1,9,1,1,1,48,99,5,7,96,2,2,1,2,4,2,3,0,0,0,1,0,0,0,1,0,0,0,0,3,1,124,2740
15,1,1,1,6,1,1,1,48,99,12,7,96,3,2,2,2,5,1,1,9,9,9,9,9,9,9,9,9,9,9,9,3,1,124,2740
17,1,1,1,10,2,1,2,45,99,12,7,96,3,1,1,2,5,2,3,1,0,1,0,0,1,0,0,0,0,0,0,3,1,124,2740
18,1,1,1,6,1,1,1,35,99,5,7,96,1,8,1,2,9,2,1,0,1,1,1,0,0,0,1,1,0,0,0,3,1,124,2740
3,1,1,1,5,3,1,2,26,99,2,7,97,3,1,1,2,7,2,1,1,1,1,1,0,1,1,1,1,0,0,0,1,3,106,2494
8,1,1,1,5,1,1,1,35,99,1,7,97,2,7,1,2,4,2,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,119,2612
10,1,1,1,9,2,1,2,36,99,12,7,97,2,8,1,2,9,2,5,1,1,1,1,1,1,1,1,1,0,0,0,2,2,119,2612
10,1,1,1,8,2,1,2,36,99,11,7,97,3,4,9,2,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,119,2612
10,1,1,1,9,2,1,2,60,99,7,7,97,1,2,1,2,3,2,5,0,0,0,1,0,0,0,0,0,0,0,0,3,1,124,2676
17,1,1,1,4,2,1,2,19,99,12,7,97,4,2,2,2,5,2,1,1,0,0,0,0,0,0,1,0,0,0,0,3,1,124,2676
20,1,1,1,9,2,1,2,22,99,9,7,97,2,2,1,2,6,2,5,0,0,0,0,1,0,0,0,0,0,0,0,3,1,124,2676
1,1,1,1,4,1,1,2,31,99,5,7,99,3,2,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,1,120,2648
1,1,1,1,6,1,1,2,31,99,5,7,99,3,1,1,2,6,2,1,0,0,0,0,0,1,1,1,1,0,0,0,2,1,120,2648
8,1,1,1,4,2,1,2,21,99,8,7,99,3,2,2,1,99,1,1,1,1,1,1,1,1,1,1,1,0,0,0,2,1,120,2648
1,1,1,1,6,1,1,2,40,19,9,7,101,4,2,2,2,4,2,3,1,1,0,1,0,1,1,1,1,0,0,0,1,2,105,2487
1,1,1,1,3,2,1,2,34,19,9,7,101,3,2,9,2,5,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2551
3,1,1,1,11,1,1,2,21,19,2,7,101,3,2,1,1,99,2,3,0,0,1,0,0,1,0,0,1,0,0,0,1,2,105,2554
12,1,1,1,7,5,1,2,60,19,9,7,101,1,4,9,2,4,1,5,0,0,0,1,0,0,0,1,0,0,0,0,2,2,123,2641
2,1,1,1,10,4,1,2,23,19,1,7,101,2,3,1,1,99,2,5,0,0,0,1,0,0,0,0,0,0,0,0,1,2,105,2490
3,1,3,3,4,1,1,1,39,19,12,7,101,3,2,1,2,5,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2507
9,1,1,1,8,1,1,1,26,19,3,7,101,2,4,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,3,1,124,2688
5,1,1,1,7,2,1,2,33,19,4,7,101,2,4,9,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2539
5,2,1,1,5,1,1,2,20,19,6,7,101,1,1,1,2,9,2,1,1,0,0,1,0,0,0,1,0,0,0,0,1,3,106,2496
4,1,1,1,8,2,1,2,72,19,4,7,101,2,2,9,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2658
1,1,1,2,5,2,1,2,28,19,6,7,101,2,1,1,2,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,519,11889
3,1,3,4,4,1,1,1,24,19,5,7,101,4,2,1,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2504
3,1,4,4,4,1,1,1,24,19,2,7,101,4,2,1,2,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2504
5,1,1,1,2,1,1,2,37,19,11,7,101,1,5,2,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,106,2527
4,1,1,1,4,1,1,2,40,19,2,7,101,1,2,2,2,9,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2545
4,1,1,1,11,3,1,1,23,19,7,7,101,4,4,1,2,3,2,5,1,0,1,1,0,1,1,1,0,0,0,0,1,4,107,2537
1,1,1,2,2,3,1,1,29,19,2,7,101,2,1,2,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,1,118,2616
3,1,1,1,3,3,1,2,35,19,99,7,101,3,1,9,2,8,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,107,2511
5,1,1,1,9,2,1,2,34,19,10,7,101,2,2,1,1,99,2,3,1,1,1,1,1,1,1,1,0,0,0,0,1,3,106,2540
2,1,1,1,9,1,1,1,43,19,1,7,101,2,2,1,2,4,2,3,1,1,0,0,0,1,0,0,1,0,0,0,1,2,105,2513
2,2,1,1,5,1,1,1,28,19,8,7,101,1,1,1,2,6,2,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,104,2570
5,1,1,1,4,2,1,2,34,19,3,7,101,2,2,2,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,106,2540
3,1,1,1,9,3,1,2,35,19,99,7,101,2,1,1,2,8,2,5,1,1,1,1,0,1,1,1,1,0,0,0,1,4,107,2511
5,1,1,1,4,2,1,2,48,19,5,7,101,3,2,2,2,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,105,2503
3,1,1,1,10,1,1,2,21,19,2,7,101,3,2,1,1,99,1,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2554
4,1,1,1,4,1,1,2,60,19,4,7,101,1,2,2,2,9,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,3,106,2497
1,1,1,2,4,1,1,1,41,19,11,7,101,2,2,1,2,8,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,106,2525
14,1,1,1,8,2,1,2,21,19,2,7,101,2,2,9,2,3,2,1,1,0,0,1,0,0,0,0,1,0,0,0,3,1,124,2668
3,1,2,3,5,2,1,1,20,19,8,7,101,3,1,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,106,2497
5,1,1,1,6,1,1,2,26,19,99,7,101,4,1,2,1,99,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4,116,2442
18,1,1,1,8,2,1,2,26,19,2,7,101,2,1,9,2,4,2,1,1,0,0,1,0,0,0,1,1,0,0,0,3,1,124,2668
1,1,1,1,6,2,1,2,34,19,11,7,101,2,2,1,2,5,2,1,1,1,1,1,0,1,1,1,1,0,0,0,1,2,105,2551
5,1,1,1,11,1,1,1,45,19,3,7,101,4,3,1,2,6,1,2,0,0,1,0,1,1,1,0,1,0,0,0,1,2,105,2542
3,1,1,1,3,1,1,1,30,19,12,7,101,4,2,9,2,4,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,105,2486
1,1,1,1,6,3,1,2,24,19,6,7,101,2,3,1,2,99,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2519
4,1,1,1,2,2,1,1,23,19,11,7,101,2,1,2,2,7,2,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,124,2679
5,1,1,1,3,1,1,2,37,19,12,7,101,3,1,9,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,106,2527
4,1,1,1,5,1,1,1,49,19,7,7,101,2,1,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2519
4,1,1,1,8,1,1,2,28,19,3,7,101,1,2,9,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,107,2563
1,1,1,1,4,1,1,2,40,19,11,7,101,3,2,2,2,5,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2487
12,1,1,1,2,3,1,1,47,19,2,7,101,3,1,2,2,6,2,1,0,0,0,0,0,0,0,1,1,0,0,0,2,2,121,2638
4,1,1,1,7,1,1,1,49,19,8,7,101,1,4,9,2,6,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,3,106,2540
5,1,1,1,5,1,1,1,30,19,3,7,101,2,1,1,2,4,2,1,1,0,0,0,0,0,0,0,1,0,0,0,1,2,105,2579
3,1,3,3,5,2,1,1,20,19,12,7,101,3,1,1,2,4,2,1,0,1,1,0,0,0,1,1,0,0,0,0,1,3,106,2497
1,1,1,1,4,2,1,2,70,19,10,7,101,4,2,2,2,9,2,3,0,0,1,1,0,0,0,0,0,0,0,0,1,3,106,2540
5,1,1,1,5,1,1,2,36,19,11,7,101,2,1,1,2,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,105,2492
3,3,1,1,5,1,1,1,40,19,4,7,101,4,3,1,2,5,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2514
3,1,1,1,9,1,1,2,29,19,6,7,101,1,8,1,2,9,2,3,0,0,1,0,0,1,0,0,0,0,0,0,1,2,105,2544
4,1,1,1,9,1,1,2,40,19,7,7,101,1,2,1,2,7,2,3,1,1,1,1,1,1,1,1,1,0,0,0,1,2,105,2545
3,1,1,1,4,1,1,2,21,19,11,7,101,3,2,1,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2554
5,1,1,1,4,1,1,1,30,19,10,7,101,4,2,1,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2579
5,1,1,2,3,2,1,2,53,19,99,7,101,1,1,9,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,106,2498
1,1,1,1,8,1,1,1,32,19,3,7,101,2,4,9,2,6,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,105,2571
4,1,1,1,6,1,1,1,32,19,2,7,101,3,2,2,2,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,105,2552
3,1,1,1,7,1,1,1,41,19,1,7,101,2,4,9,2,7,2,1,0,1,1,1,0,1,1,1,0,0,0,0,1,3,106,2510
1,1,1,1,4,2,1,2,37,19,11,7,101,1,2,2,2,8,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,106,2524
4,1,1,1,3,2,1,2,52,19,2,7,101,4,2,9,2,3,2,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,104,2566
5,1,1,1,4,1,1,2,54,19,6,7,101,4,2,1,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,112,2472
4,1,5,5,2,1,1,2,28,19,1,7,101,4,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,107,2563
2,1,1,1,3,1,1,2,81,19,99,7,101,9,1,9,2,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,105,2488
1,1,1,2,2,2,1,2,40,19,10,7,101,4,2,2,2,8,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2550
1,1,2,2,4,1,1,1,41,19,5,7,101,2,2,2,2,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3,106,2525
3,1,1,1,3,4,1,2,23,19,3,7,101,4,2,9,2,5,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1,2,105,2565
3,1,1,1,9,2,1,2,42,19,7,7,101,1,2,2,2,1,2,3,0,1,1,1,0,0,0,0,1,0,0,0,1,2,105,2521
12,1,1,1,11,2,1,1,27,19,6,7,101,3,1,1,2,7,2,5,1,1,1,1,0,0,0,1,0,0,0,0,2,1,120,2640
4,1,1,1,9,1,1,1,49,19,10,7,101,2,2,1,2,7,2,5,1,0,0,0,0,0,0,1,1,0,0,0,1,2,105,2519
3,1,1,3,4,1,1,1,39,19,3,7,101,4,2,1,2,7,1,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2507
3,1,1,1,13,2,1,2,27,19,11,7,101,2,3,1,2,1,2,3,1,0,1,1,0,1,1,0,1,0,0,0,1,2,105,2519
5,1,1,2,6,4,1,2,65,19,99,7,101,1,1,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2488
2,1,1,1,11,1,1,2,22,19,4,7,101,2,5,1,1,99,1,2,0,0,0,0,0,0,1,1,0,0,0,0,1,2,105,2542
3,1,1,1,3,1,1,1,24,19,6,7,101,3,2,9,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2504
3,1,1,1,11,1,1,1,24,19,4,7,101,2,1,1,2,3,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,2,105,2504
2,1,1,1,3,1,1,1,61,19,8,7,101,3,2,9,2,4,2,3,0,1,1,0,0,0,0,1,1,0,0,0,1,3,106,2499
4,1,1,1,9,2,1,2,72,19,9,7,101,4,2,1,2,3,2,5,0,0,0,0,0,0,0,1,0,0,0,0,1,2,105,2658
1,1,1,2,5,3,1,2,19,19,4,7,101,2,1,1,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,108,2602
11,1,1,1,5,2,1,2,32,19,5,7,101,2,1,1,2,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,2,2,123,2627
2,1,1,1,2,1,1,2,50,19,10,7,101,3,1,2,2,6,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,105,2544
1,1,2,2,10,1,1,1,41,19,11,7,101,1,3,1,2,4,2,3,1,0,1,1,0,1,1,0,1,0,0,0,1,2,105,2533
1,1,1,1,8,1,1,1,47,19,4,7,101,2,8,9,2,8,2,1,0,1,0,1,0,0,0,0,1,0,0,0,1,2,105,2576
2,1,1,1,4,1,1,1,48,19,10,7,101,4,2,1,2,6,2,3,1,1,1,1,1,1,1,1,1,0,0,0,1,3,106,2657
1,1,1,1,2,1,1,1,42,19,2,7,101,3,5,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2528
5,1,2,2,3,2,1,2,53,19,99,7,101,1,1,9,2,8,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,106,2498
1,1,1,2,10,1,1,1,41,19,7,7,101,1,3,1,2,4,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2533
5,1,1,1,4,1,1,1,32,19,4,7,101,1,2,2,2,6,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,104,2568
5,1,1,1,4,1,1,2,37,19,8,7,101,2,2,2,2,4,2,5,1,1,1,1,1,1,1,0,1,0,0,0,1,3,106,2527
1,1,1,1,9,1,1,2,43,19,5,7,101,2,8,2,2,7,2,3,0,0,0,1,0,1,0,1,1,0,0,0,1,2,105,2517
3,1,1,3,5,2,1,1,20,19,6,7,101,3,1,1,2,4,2,2,9,9,9,9,9,9,9,9,9,9,9,9,1,3,106,2497
3,1,1,1,7,1,1,2,29,19,2,7,101,3,8,9,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2544
1,1,1,1,5,1,1,1,51,19,5,7,101,2,1,1,1,99,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,108,2600
1,1,1,1,3,1,1,1,42,19,5,7,101,2,4,9,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2528
5,1,1,1,5,3,1,1,18,19,4,7,101,3,1,1,1,99,2,1,0,1,1,0,0,0,0,0,0,0,0,0,1,2,394,9623
2,1,1,1,10,1,1,2,22,19,7,7,101,3,1,1,2,4,2,2,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2542
3,1,1,1,5,1,1,1,54,19,12,7,101,3,5,1,2,4,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,2,105,2550
3,1,1,1,4,1,1,2,36,19,11,7,101,3,2,1,2,3,1,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2487
4,2,1,2,5,2,1,1,40,19,12,7,101,1,1,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,115,2438
2,1,1,1,2,1,1,1,48,19,5,7,101,2,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,106,2657
2,1,2,2,2,4,1,2,27,19,8,7,101,2,1,2,2,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4,107,2512
1,1,1,1,2,1,1,1,37,19,12,7,101,4,1,2,2,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,116,2427
2,1,1,2,2,1,1,1,61,19,11,7,101,3,1,1,1,99,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,3,106,2499
2,1,2,2,2,1,1,1,61,19,10,7,101,3,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,106,2499
1,1,1,1,3,1,1,2,76,19,12,7,101,4,2,9,2,3,2,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,105,2546
2,1,2,2,5,1,1,2,22,19,5,7,101,2,1,1,2,1,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2542
1,1,1,1,3,1,1,1,35,19,3,7,101,3,2,9,2,6,2,5,1,1,1,1,1,0,0,1,1,0,0,0,1,2,105,2518
2,2,1,1,2,1,1,1,21,19,5,7,101,2,5,2,2,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,106,2657
4,1,4,5,2,1,1,2,28,19,1,7,101,1,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,107,2563
2,1,1,1,3,1,1,1,48,19,5,7,101,2,1,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,106,2657
10,1,1,1,7,3,1,1,23,19,11,7,101,2,4,9,2,4,2,5,0,0,0,0,0,0,0,1,0,0,0,0,2,1,122,2642
2,1,1,1,10,1,1,2,66,19,7,7,101,1,2,1,1,99,1,3,1,1,0,0,0,1,0,1,1,0,0,0,3,1,124,2668
5,1,1,1,5,1,1,2,51,19,7,7,101,2,5,1,1,99,2,1,0,1,1,1,1,1,0,0,0,0,0,0,1,4,107,2561
5,1,1,1,4,1,1,2,31,19,3,7,101,4,2,1,2,6,2,5,1,1,1,1,1,1,1,1,1,0,0,0,1,2,105,2529
20,1,1,1,9,3,1,2,39,19,12,7,101,1,5,1,2,5,2,5,1,0,0,0,0,0,0,0,0,0,0,0,2,2,119,2606
5,1,1,1,3,1,1,2,31,19,1,7,101,3,2,9,2,6,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2529
2,1,1,1,5,2,1,2,32,19,5,7,101,1,1,1,2,7,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,104,2566
6,1,1,1,6,2,1,2,34,19,4,7,101,1,5,2,2,9,2,3,0,0,0,0,0,1,0,0,0,0,0,0,2,2,117,2593
2,1,1,1,5,3,1,2,23,19,11,7,101,3,5,1,2,7,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2,105,2560
1,1,2,2,2,2,1,2,40,19,4,7,101,4,1,2,2,8,2,5,0,1,1,1,0,0,0,1,0,0,0,0,1,2,105,2550
2,1,1,1,3,1,1,2,50,19,6,7,101,9,1,9,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2544
3,3,1,1,10,1,1,1,40,19,12,7,101,4,1,1,2,5,2,3,0,0,0,0,0,0,0,0,1,0,0,0,1,2,105,2514
1,1,1,1,1,1,1,1,47,19,4,7,101,4,2,2,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2576
4,1,3,5,2,1,1,2,28,19,5,7,101,2,1,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,107,2563
3,1,2,2,7,1,1,2,36,19,12,7,101,1,2,9,2,3,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,2,105,2487
5,1,1,1,7,3,1,2,40,19,6,7,101,3,8,9,2,3,2,1,0,0,1,0,0,0,0,1,1,0,0,0,1,3,106,2657
3,1,2,3,4,1,1,1,39,19,4,7,101,3,2,1,2,4,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2507
13,1,1,1,5,2,1,2,34,19,6,7,101,2,5,1,2,4,2,1,0,0,0,1,1,0,0,0,0,0,0,0,2,2,121,2632
3,1,1,1,9,2,1,2,33,19,11,7,101,1,8,2,2,7,2,5,0,0,0,1,0,0,0,1,1,0,0,0,1,2,105,2560
3,1,1,1,4,2,1,2,32,19,12,7,101,1,2,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2579
4,1,1,1,5,3,1,1,19,19,10,7,101,1,1,1,2,9,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,3,106,2505
4,1,1,1,3,1,1,2,28,19,8,7,101,3,2,9,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,107,2563
1,1,1,2,7,1,1,1,40,19,3,7,101,2,4,9,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,106,2510
5,1,1,1,5,3,1,2,21,19,10,7,101,2,1,1,2,9,2,5,0,0,0,0,0,0,0,0,1,0,0,0,1,3,116,2417
2,1,1,1,4,2,1,1,20,19,11,7,101,4,2,2,2,7,2,5,1,1,1,1,0,1,1,1,1,0,0,0,1,2,105,2520
15,1,1,1,6,2,1,1,37,19,4,7,101,2,5,2,2,5,2,1,1,0,0,1,0,0,0,0,1,0,0,0,2,2,119,2617
1,1,2,2,5,3,1,2,19,19,11,7,101,2,1,1,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,108,2602
5,1,1,1,7,1,1,2,38,19,4,7,101,2,5,9,2,99,2,1,0,0,1,1,0,0,0,1,1,0,0,0,1,2,105,2528
3,1,1,2,5,1,1,1,39,19,8,7,101,3,1,1,2,4,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2507
4,1,2,2,5,4,1,1,25,19,11,7,101,3,5,1,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2558
4,1,1,1,5,4,1,1,19,19,5,7,101,2,1,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,106,2574
3,1,1,1,3,2,1,2,56,19,3,7,101,9,2,9,2,9,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,106,2505
2,1,2,2,4,1,1,2,22,19,6,7,101,2,2,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2542
5,1,1,1,9,3,1,2,31,19,6,7,101,2,2,1,2,7,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3,106,2535
5,1,1,1,3,2,1,2,43,19,4,7,101,4,2,9,2,3,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,3,106,2494
