VIV_SEL,HOGAR,ND_TIPO,TD_TIPO,BPCOD,R_SEL,RESUL_H,SEXO,EDAD,AREAM_OCU,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_6,BP1_20,BP1_23,BP1_30,BP1_33,BP1_36_01,BP1_36_02,BP1_36_03,BP1_36_04,BP1_36_05,BP1_36_06,BP1_36_07,BP1_36_08,BP1_36_09,BP1_36_10,BP1_36_11,BP1_36_99,DOMINIO,ESTRATO,EST_DIS,CVE_ENT,CVE_MUN,CLUSTERS
10,1,1,1,5,3,1,2,20,29,1,17,7,2,1,1,2,4,1,3,0,0,0,0,0,1,0,1,0,0,0,0,3,2,309,17,7,0
3,1,1,2,10,5,1,1,20,29,10,17,7,3,1,1,2,3,2,2,9,9,9,9,9,9,9,9,9,9,9,9,1,2,291,17,7,0
2,1,1,1,5,1,1,1,34,29,10,17,7,3,6,1,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,292,17,11,0
8,1,2,3,5,3,1,1,38,29,4,17,7,1,3,1,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,307,17,9,0
5,1,2,2,9,1,1,1,64,29,6,17,7,4,2,1,2,4,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,3,292,17,7,0
3,1,1,1,10,1,1,1,27,29,3,17,7,3,1,1,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,292,17,7,0
4,1,1,1,2,2,1,2,22,29,3,17,7,2,8,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,298,17,7,0
3,1,2,2,2,1,1,1,65,29,2,17,7,1,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,292,17,7,0
3,1,1,1,13,1,1,2,29,29,7,17,7,1,1,1,2,3,2,3,0,1,0,0,0,0,0,1,1,0,0,0,1,2,291,17,7,0
15,1,1,1,13,2,1,2,25,29,6,17,7,2,6,1,2,7,2,3,0,1,1,1,0,0,0,0,0,0,0,0,3,1,308,17,9,0
4,1,1,1,5,1,1,2,80,29,9,17,7,3,1,1,2,6,2,2,9,9,9,9,9,9,9,9,9,9,9,9,1,3,292,17,7,0
2,1,1,1,11,2,1,1,52,29,10,17,7,2,1,1,2,6,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,4,293,17,7,0
5,1,1,1,3,1,1,1,31,29,6,17,7,9,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,292,17,7,0
1,1,1,1,10,1,1,1,70,29,12,17,7,1,2,1,2,4,2,3,1,1,1,1,1,1,1,1,1,0,0,0,1,3,292,17,7,0
2,2,1,2,5,1,1,2,29,29,1,17,7,3,1,1,2,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,292,17,7,0
5,1,1,1,2,2,1,2,55,29,3,17,7,4,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,292,17,7,0
5,1,2,2,7,2,1,2,34,29,9,17,7,9,4,9,2,9,2,5,0,0,1,0,0,1,0,1,1,0,0,0,1,2,291,17,7,0
5,1,1,1,10,1,1,2,57,29,12,17,7,3,1,1,2,4,2,5,0,0,0,0,0,0,0,0,1,0,0,0,1,3,292,17,7,0
3,1,1,1,4,3,1,2,20,29,5,17,7,1,2,2,2,9,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,2,291,17,7,0
1,1,3,3,9,3,1,2,38,29,11,17,7,1,2,1,2,4,2,3,0,1,1,1,1,1,1,0,1,0,1,0,1,3,292,17,7,0
5,1,1,2,5,4,1,1,36,29,3,17,7,2,1,1,2,8,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,302,17,30,0
4,1,1,1,3,1,1,2,30,29,9,17,7,4,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,292,17,7,0
5,1,1,3,5,1,1,1,27,29,12,17,7,3,6,1,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,297,17,28,0
3,1,1,2,5,3,1,1,21,29,12,17,7,3,1,1,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,292,17,7,0
8,1,1,1,5,2,1,2,27,29,5,17,7,1,6,1,1,99,2,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,303,17,17,0
2,1,4,4,5,2,1,1,26,29,12,17,7,3,6,1,2,5,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,292,17,7,0
2,1,2,4,5,2,1,1,26,29,4,17,7,3,6,1,2,5,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,292,17,7,0
4,1,1,1,2,2,1,2,28,29,12,17,7,1,1,2,2,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,292,17,7,0
3,1,2,2,9,2,1,2,35,29,2,17,7,2,7,1,2,5,2,3,0,0,0,1,0,0,0,0,1,0,0,0,1,3,292,17,11,0
1,1,1,2,2,1,1,1,70,29,11,17,7,3,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,292,17,7,0
4,1,1,1,9,1,1,2,40,29,4,17,7,2,2,1,2,9,2,5,0,0,1,0,0,0,0,0,0,0,0,0,1,3,292,17,7,0
1,1,1,3,9,3,1,2,38,29,3,17,7,1,2,1,2,4,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,3,292,17,7,0
3,1,1,2,5,2,1,2,48,29,12,17,7,1,1,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,298,17,7,0
18,1,2,2,5,2,1,1,27,29,3,17,7,3,6,1,2,5,2,1,0,0,0,1,1,0,0,0,0,0,0,0,2,1,304,17,15,0
5,1,1,1,2,1,1,2,57,29,12,17,7,4,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,292,17,7,0
3,1,1,1,5,1,1,1,73,29,12,17,7,2,1,1,2,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,293,17,7,0
5,1,1,1,8,1,1,1,42,29,9,17,7,1,3,9,1,99,2,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,291,17,7,0
5,1,1,1,8,1,1,1,45,29,2,17,7,1,4,9,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,291,17,7,0
5,1,1,1,4,1,1,2,74,29,5,17,7,1,2,2,2,6,2,1,1,1,1,1,0,1,1,1,1,0,0,0,1,3,292,17,7,0
3,1,1,1,11,5,1,1,20,29,10,17,7,3,1,1,2,3,2,2,0,0,1,1,0,0,0,1,0,0,0,0,1,2,291,17,7,0
4,1,3,3,9,1,1,1,30,29,1,17,7,2,1,1,2,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,291,17,7,0
4,1,1,1,1,1,1,1,64,29,5,17,7,1,1,1,1,99,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,3,292,17,7,0
3,1,1,1,10,1,1,1,42,29,5,17,7,2,1,1,2,6,2,5,1,0,0,0,0,0,0,0,0,0,0,0,1,2,297,17,28,0
2,1,2,2,2,2,1,1,43,29,1,17,7,4,1,2,2,4,2,1,0,0,0,0,1,0,0,0,1,0,0,0,1,3,292,17,7,0
4,1,1,1,5,2,1,2,29,29,6,17,7,2,1,1,2,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,297,17,8,0
3,1,1,1,2,2,1,2,46,29,11,17,7,2,5,2,2,8,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,3,292,17,7,0
1,1,1,1,3,1,1,1,58,29,5,17,7,4,2,9,2,4,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,3,292,17,7,0
11,1,2,2,9,1,1,1,30,29,10,17,7,2,6,1,2,6,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,2,307,17,12,0
13,1,1,1,8,1,1,1,27,29,1,17,7,1,4,9,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,3,2,309,17,7,0
4,1,1,1,5,5,1,2,19,29,9,17,7,1,1,1,2,8,2,1,0,0,1,1,1,1,0,1,0,0,0,0,1,3,292,17,7,0
5,1,1,1,3,1,1,2,72,29,1,17,7,4,2,9,2,3,2,5,0,0,1,0,0,0,0,1,1,0,0,0,1,2,291,17,7,0
1,1,1,1,1,2,1,2,33,29,7,17,7,2,1,2,1,99,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,304,17,4,0
5,1,2,2,2,3,1,1,36,29,7,17,7,3,1,2,2,6,2,1,1,0,1,1,0,0,0,0,0,0,0,0,1,3,292,17,11,0
3,1,1,1,5,1,1,1,68,29,1,17,7,1,4,1,2,4,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,2,291,17,7,0
5,1,1,1,2,2,1,2,38,29,1,17,7,2,1,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,396,23,5,0
4,1,1,1,3,3,1,1,20,29,1,17,7,3,2,9,2,7,2,5,1,0,0,0,0,0,0,1,0,0,0,0,1,2,291,17,7,0
3,1,1,1,9,1,1,1,46,29,1,17,7,2,6,1,2,4,2,5,1,0,0,0,0,0,0,0,0,0,0,0,1,2,291,17,7,0
4,1,4,5,5,2,1,2,30,29,2,17,7,1,1,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,303,17,12,0
3,1,1,1,6,3,1,2,21,29,11,17,7,2,3,1,2,9,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3,292,17,7,0
1,1,1,1,9,2,1,2,28,29,10,17,7,2,2,2,2,6,2,3,1,1,1,1,1,1,1,1,1,0,0,0,1,2,291,17,7,0
4,1,1,1,2,1,1,1,36,29,7,17,7,4,1,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,292,17,7,0
5,1,1,1,7,1,1,1,64,29,12,17,7,1,1,9,2,4,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,3,292,17,7,0
4,1,1,1,3,3,1,1,25,29,11,17,7,4,2,9,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,291,17,7,0
3,1,2,2,7,1,1,2,60,29,11,17,7,3,4,9,2,7,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,292,17,7,0
1,1,1,1,3,1,1,2,42,29,2,17,7,3,1,9,2,3,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,3,292,17,7,0
1,1,1,1,9,1,1,1,25,29,2,17,7,3,2,1,2,3,2,5,0,0,0,0,0,0,0,0,0,0,0,1,1,2,294,17,18,0
5,1,1,1,2,1,1,1,64,29,4,17,7,1,1,1,1,99,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,3,292,17,7,0
5,1,1,1,7,1,1,1,31,29,2,17,7,2,4,9,2,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,292,17,7,0
5,1,2,4,3,3,1,1,21,29,10,17,7,9,5,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,299,17,7,0
5,1,3,3,2,3,1,1,21,29,4,17,7,2,1,2,2,5,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,299,17,7,0
4,1,1,3,2,1,1,1,32,29,7,17,7,4,1,2,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,203,12,35,1
2,1,3,4,5,2,1,1,26,29,9,17,7,3,6,1,2,5,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,292,17,7,0
5,1,1,2,10,4,1,1,36,29,3,17,7,2,6,1,2,8,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,302,17,30,0
4,1,1,1,8,2,1,2,22,29,7,17,7,2,4,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,298,17,7,0
4,1,2,2,9,1,1,1,36,29,7,17,7,2,3,1,2,3,2,5,0,0,1,1,0,1,0,1,1,0,0,0,1,3,292,17,7,0
4,1,1,1,11,2,1,1,30,29,8,17,7,3,4,1,2,6,2,2,1,0,1,0,0,0,1,1,1,0,0,0,1,4,150,9,3,1
5,1,1,1,8,3,1,2,30,29,3,17,7,2,4,9,2,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,2,2,303,17,31,0
3,1,1,1,6,1,1,2,78,29,5,17,7,4,2,2,2,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,291,17,7,0
1,1,1,1,5,2,1,1,22,29,10,17,7,2,6,1,2,6,2,1,1,0,1,1,0,0,0,1,1,0,0,0,1,3,292,17,7,0
2,1,1,1,2,1,1,2,64,29,2,17,7,4,8,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,293,17,7,0
2,2,1,1,6,1,1,1,45,29,11,17,7,2,4,2,2,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,292,17,7,0
1,1,2,2,9,2,1,1,24,29,2,17,7,1,2,1,2,4,2,5,0,0,1,0,1,0,0,0,0,0,0,0,1,3,298,17,7,0
4,1,1,3,5,1,1,1,32,29,9,17,7,3,5,1,2,7,2,2,9,9,9,9,9,9,9,9,9,9,9,9,1,2,203,12,35,1
5,1,1,1,3,2,1,2,44,29,99,17,7,4,2,9,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,291,17,7,0
12,1,1,1,5,5,1,2,20,29,10,17,7,3,6,1,2,7,2,1,1,1,1,1,0,0,0,0,1,0,0,0,2,2,303,17,12,0
3,1,1,1,2,2,1,2,35,29,6,17,7,1,1,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,292,17,11,0
2,1,1,1,5,1,1,1,44,29,4,17,7,2,6,1,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,298,17,7,0
5,1,1,1,5,1,1,1,36,29,11,17,7,3,6,1,2,4,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,3,292,17,7,0
1,1,2,2,4,2,1,2,58,29,6,17,7,4,2,2,2,6,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,292,17,7,0
4,1,1,1,3,1,1,2,45,29,2,17,7,3,2,9,2,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,292,17,7,0
5,1,1,1,10,3,1,1,21,29,10,17,7,1,1,1,1,99,2,3,0,1,1,1,0,1,1,0,1,0,0,0,1,4,299,17,7,0
2,1,1,1,8,1,1,2,64,29,4,17,7,9,9,9,2,7,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,4,293,17,7,0
5,1,1,1,2,4,1,2,25,29,7,17,7,1,1,2,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,291,17,7,0
2,1,1,1,9,1,1,2,64,29,8,17,7,2,2,1,2,7,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,4,293,17,7,0
2,1,1,1,9,2,1,1,26,29,2,17,7,1,2,1,2,5,2,5,1,0,0,0,0,0,0,0,0,0,0,0,1,3,292,17,7,0
5,1,1,1,9,1,1,2,76,29,99,17,7,9,2,1,2,6,2,5,1,1,1,1,1,1,1,1,1,0,0,0,1,4,293,17,7,0
4,1,3,3,5,1,1,1,32,29,2,17,7,1,6,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,203,12,35,1
5,1,1,1,3,1,1,1,52,29,8,17,7,3,2,9,2,6,2,1,1,1,1,1,0,1,1,1,0,0,0,0,1,3,292,17,7,0
3,1,1,1,5,1,1,1,64,29,1,17,7,2,6,1,2,7,2,5,1,1,1,1,1,1,1,1,1,0,0,0,1,4,293,17,7,0
5,1,1,1,9,1,1,1,46,29,8,17,7,1,2,1,2,4,2,1,1,1,1,1,0,1,1,1,1,0,0,0,1,3,292,17,7,0
2,1,1,1,3,1,1,1,74,29,3,17,7,3,2,9,2,4,2,5,0,0,0,0,0,0,0,0,0,1,0,0,1,2,291,17,7,0
2,1,1,2,5,2,1,2,32,29,12,17,7,1,5,1,2,4,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,291,17,7,0
1,1,2,2,3,1,1,1,62,29,11,17,7,4,2,9,2,4,2,1,0,0,1,1,1,0,0,1,0,0,0,0,1,2,291,17,7,0
20,1,1,1,9,1,1,2,53,29,4,17,7,1,3,1,2,9,2,3,1,0,0,0,0,1,0,0,0,0,0,0,3,1,308,17,9,0
5,1,1,1,7,1,1,1,47,29,1,17,7,1,4,9,2,9,2,5,0,0,0,0,0,0,0,1,0,0,0,0,1,2,291,17,7,0
4,1,1,2,5,4,1,2,44,29,11,17,7,3,6,1,2,4,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,294,17,18,0
1,1,1,1,5,2,1,1,21,29,7,17,7,2,1,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,291,17,7,0
1,1,1,1,11,2,1,1,21,29,12,17,7,2,1,1,2,99,2,5,0,0,0,0,0,0,0,1,0,0,0,0,1,2,291,17,7,0
1,1,1,1,10,2,1,1,21,29,11,17,7,3,1,1,2,99,1,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,291,17,7,0
4,1,1,1,9,1,1,1,74,29,5,17,7,1,2,1,2,3,2,5,1,1,1,1,0,0,0,0,0,0,0,0,1,2,291,17,7,0
5,1,4,5,10,1,1,1,29,29,12,17,7,1,1,1,2,5,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,291,17,7,0
1,1,1,2,4,2,1,2,66,29,3,17,7,2,2,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,292,17,7,0
4,1,1,1,2,1,1,1,39,29,9,17,7,3,4,2,2,4,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,2,291,17,7,0
4,1,1,3,2,2,1,2,35,29,4,17,7,3,1,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,292,17,7,0
1,1,2,2,2,1,1,1,51,29,12,17,7,4,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,292,17,7,0
5,1,1,1,2,1,1,1,52,29,3,17,7,2,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,292,17,7,0
5,1,1,1,3,1,1,1,66,29,6,17,7,3,2,9,2,6,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,4,293,17,7,0
3,1,1,1,9,1,1,1,64,29,11,17,7,1,2,1,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,4,293,17,7,0
3,1,1,1,4,2,1,2,48,29,5,17,7,1,2,1,2,9,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,291,17,7,0
2,1,1,1,5,2,1,2,43,29,9,17,7,3,6,1,2,6,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,294,17,18,0
3,1,1,1,2,4,1,2,23,29,3,17,7,3,1,2,2,4,2,1,1,1,1,1,1,0,0,0,1,0,0,0,1,2,294,17,18,0
3,1,2,2,4,3,1,1,21,29,8,17,7,1,2,2,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,292,17,7,0
3,1,1,2,9,2,1,2,32,29,4,17,7,3,2,1,2,9,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,292,17,7,0
4,1,1,1,9,4,1,2,44,29,12,17,7,1,3,1,2,7,2,5,0,1,1,1,1,1,1,1,0,0,0,0,1,2,294,17,18,0
4,1,1,1,9,1,1,1,64,29,9,17,7,3,2,1,2,6,2,3,0,0,0,0,0,0,0,0,1,0,0,0,1,3,292,17,7,0
3,1,1,1,5,2,1,2,22,29,12,17,7,1,6,1,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,291,17,7,0
4,1,2,5,5,1,1,1,30,29,6,17,7,3,1,1,2,4,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,291,17,7,0
4,1,1,1,5,2,1,1,26,29,6,17,7,3,6,1,2,7,2,1,0,1,0,1,0,1,1,0,0,0,0,0,1,4,293,17,11,0
1,1,1,1,9,2,1,2,58,29,9,17,7,2,1,1,2,6,2,3,1,1,0,1,0,1,0,1,1,0,0,0,1,3,292,17,7,0
2,1,2,3,5,2,1,1,23,29,7,17,7,1,6,1,2,5,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,292,17,7,0
4,1,1,2,7,1,1,1,33,29,6,17,7,2,2,9,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,292,17,7,0
2,1,1,1,5,1,1,2,37,29,10,17,7,3,6,1,2,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,292,17,7,0
3,1,1,1,8,2,1,2,39,29,10,17,7,1,2,9,2,9,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,291,17,7,0
1,1,1,1,3,1,1,1,61,29,11,17,7,4,2,9,2,4,2,5,0,0,0,0,0,0,0,0,0,1,0,0,1,2,291,17,7,0
11,1,1,1,9,2,1,2,41,29,4,17,7,1,3,1,2,9,2,5,1,0,0,0,0,0,0,0,0,0,0,0,3,1,308,17,9,0
2,1,1,1,5,2,1,2,60,29,11,17,7,1,4,1,2,6,2,3,0,0,0,0,0,0,0,0,1,0,0,0,1,3,292,17,11,0
1,1,1,1,4,2,1,2,28,29,9,17,7,2,2,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,291,17,7,0
4,1,2,3,2,2,1,2,35,29,6,17,7,4,1,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,292,17,7,0
4,1,1,1,2,1,1,1,64,29,2,17,7,4,2,2,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,292,17,7,0
4,1,1,1,8,1,1,1,74,29,12,17,7,1,2,9,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,291,17,7,0
1,1,2,2,4,2,1,2,66,29,10,17,7,2,2,2,2,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,292,17,7,0
2,1,1,1,11,1,1,2,37,29,9,17,7,2,1,1,1,99,2,2,1,1,1,0,0,1,1,1,1,0,0,0,1,3,292,17,7,0
1,1,1,1,1,1,1,1,51,29,11,17,7,4,1,2,2,4,2,1,0,1,1,1,0,0,0,0,1,1,0,0,1,3,292,17,7,0
2,1,1,1,9,2,1,2,42,29,5,17,7,3,2,1,2,6,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,291,17,7,0
4,1,2,3,9,1,1,1,30,29,7,17,7,1,1,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,291,17,7,0
5,1,1,5,10,1,1,1,29,29,9,17,7,3,1,1,2,5,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,291,17,7,0
5,1,1,4,3,1,1,1,64,29,1,17,7,4,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,292,17,7,0
1,1,1,2,2,1,1,1,51,29,6,17,7,4,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,292,17,7,0
5,1,1,1,5,2,1,2,22,29,2,17,7,3,6,1,2,4,2,3,0,1,1,1,0,1,1,0,0,0,0,0,2,2,303,17,29,0
3,1,1,1,3,2,1,2,22,29,4,17,7,4,2,9,2,3,2,5,0,0,0,0,0,0,0,0,1,0,0,0,1,2,291,17,7,0
4,1,1,1,9,1,1,2,45,29,10,17,7,2,2,1,2,4,2,3,0,0,0,0,0,0,0,0,0,1,0,0,1,4,299,17,7,0
6,1,2,2,6,2,1,2,35,29,11,17,7,2,4,1,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,209,12,59,1
2,1,1,1,2,2,1,2,82,29,3,17,7,2,1,2,2,6,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,291,17,7,0
1,1,1,1,2,2,1,2,70,29,3,17,7,2,1,2,2,7,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,3,292,17,7,0
2,1,1,2,2,2,1,1,43,29,11,17,7,4,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,292,17,7,0
4,1,3,3,2,2,1,2,35,29,11,17,7,4,1,1,2,4,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,3,292,17,7,0
3,1,1,1,5,2,1,1,52,29,3,17,7,2,6,1,2,5,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,3,292,17,7,0
2,1,1,1,7,1,1,2,64,29,9,17,7,9,9,9,2,4,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,4,293,17,7,0
5,1,1,1,3,1,1,2,76,29,11,17,7,9,2,9,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,293,17,7,0
5,1,1,1,4,2,1,2,55,29,8,17,7,1,2,2,2,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,292,17,7,0
2,1,3,3,5,2,1,1,23,29,5,17,7,3,6,1,2,5,2,3,0,0,1,0,0,0,0,0,0,1,0,0,1,3,292,17,7,0
11,1,1,1,5,3,1,1,24,29,6,17,7,1,1,1,1,99,1,3,1,1,1,1,1,1,1,0,0,0,0,0,2,2,305,17,9,0
4,1,2,5,5,2,1,2,30,29,4,17,7,1,6,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,303,17,12,0
5,1,1,1,9,2,1,2,29,29,12,17,7,1,3,1,2,3,2,5,0,1,0,0,0,0,0,0,0,0,0,0,1,3,292,17,7,0
3,1,1,1,5,1,1,1,33,29,10,17,7,3,4,1,2,6,2,5,0,1,1,0,0,1,0,0,1,0,0,0,1,4,293,17,7,0
4,1,2,2,7,1,1,1,33,29,11,17,7,3,2,9,2,6,2,1,1,1,1,1,1,0,0,1,1,0,0,0,1,3,292,17,7,0
3,1,1,1,2,2,1,2,28,29,5,17,7,1,4,2,2,6,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,2,291,17,7,0
1,1,1,1,1,4,1,2,23,29,10,17,7,2,1,1,1,99,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,291,17,7,0
3,1,1,1,7,1,1,2,60,29,12,17,7,3,4,9,2,5,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4,299,17,7,0
3,1,1,1,5,1,1,1,43,29,11,17,7,1,6,1,2,6,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,3,292,17,11,0
2,1,1,1,7,2,1,2,82,29,10,17,7,9,2,9,2,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,291,17,7,0
1,1,1,1,9,2,1,2,70,29,3,17,7,2,2,1,2,3,2,5,1,1,1,1,1,1,1,1,1,0,0,0,1,3,292,17,7,0
4,1,2,3,5,1,1,1,32,29,6,17,7,2,5,1,1,99,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,203,12,35,1
1,1,2,3,3,2,1,1,32,29,5,17,8,3,2,9,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,294,17,8,0
4,2,2,3,10,2,1,1,36,29,12,17,8,1,3,1,2,6,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,294,17,18,0
1,1,1,3,3,2,1,1,32,29,1,17,8,3,2,9,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,294,17,8,0
2,1,2,3,10,1,1,2,44,29,10,17,8,3,1,1,1,99,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,3,295,17,8,0
1,1,3,3,9,1,1,2,63,29,6,17,8,1,2,1,2,4,2,5,0,1,1,0,0,0,0,0,0,0,0,0,1,2,294,17,8,0
2,1,1,1,5,1,1,2,21,29,11,17,8,1,6,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,294,17,8,0
4,2,1,3,10,2,1,1,36,29,7,17,8,1,3,1,2,6,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,294,17,18,0
