VIV_SEL,HOGAR,ND_TIPO,TD_TIPO,BPCOD,R_SEL,RESUL_H,SEXO,EDAD,AREAM_OCU,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_6,BP1_20,BP1_23,BP1_30,BP1_33,BP1_36_01,BP1_36_02,BP1_36_03,BP1_36_04,BP1_36_05,BP1_36_06,BP1_36_07,BP1_36_08,BP1_36_09,BP1_36_10,BP1_36_11,BP1_36_99,DOMINIO,ESTRATO,EST_DIS,CVE_ENT,CVE_MUN,CLUSTERS
5,1,1,2,4,2,1,2,29,29,5,17,8,1,2,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,296,17,8,0
1,1,1,1,4,2,1,1,32,29,1,17,8,4,2,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,294,17,8,0
1,1,1,1,4,1,1,2,45,29,7,17,8,1,2,2,2,6,2,1,0,1,1,1,0,0,0,1,1,0,0,0,1,2,294,17,8,0
3,1,1,1,10,1,1,2,53,29,4,17,8,1,1,1,2,3,2,5,0,0,0,0,0,0,0,0,0,0,1,0,1,2,294,17,8,0
1,1,2,3,9,1,1,2,63,29,4,17,8,2,2,1,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,294,17,8,0
2,1,3,3,10,1,1,2,44,29,3,17,8,2,1,1,1,99,1,3,0,0,0,1,1,1,0,0,0,0,0,0,1,3,295,17,8,0
3,1,2,2,3,4,1,1,18,29,8,17,8,3,2,9,2,4,2,1,0,1,1,1,0,0,0,1,1,0,0,0,1,2,294,17,8,0
4,1,1,1,6,3,1,2,35,29,6,17,8,1,1,2,2,5,2,1,1,1,1,1,1,0,0,0,1,0,0,0,1,4,296,17,8,0
1,1,1,3,9,1,1,2,63,29,3,17,8,1,2,1,2,6,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,294,17,8,0
3,1,1,1,4,1,1,2,53,29,6,17,8,3,2,1,2,6,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,294,17,8,0
4,1,1,2,2,6,1,1,18,29,8,17,8,2,1,2,2,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,294,17,8,0
1,1,1,1,9,2,1,1,32,29,7,17,8,2,2,1,2,6,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,2,294,17,8,0
4,1,1,2,5,2,1,1,34,29,1,17,8,2,1,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,294,17,8,0
4,1,2,2,2,6,1,1,18,29,9,17,8,3,1,2,2,8,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,294,17,8,0
4,1,1,1,3,6,1,1,18,29,2,17,8,3,2,9,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,294,17,8,0
2,1,1,2,4,1,1,1,49,29,2,17,8,3,2,1,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,294,17,8,0
2,3,1,2,5,2,1,2,23,29,8,17,8,2,1,1,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,294,17,8,0
5,1,2,2,4,2,1,2,29,29,11,17,8,2,2,2,2,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,296,17,8,0
2,3,2,2,5,2,1,2,23,29,12,17,8,3,1,1,2,7,2,5,1,1,1,1,1,1,1,1,1,0,0,0,1,2,294,17,8,0
4,1,1,2,4,6,1,1,18,29,5,17,8,1,2,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,294,17,8,0
3,1,1,2,10,1,1,1,41,29,12,17,8,2,4,1,2,4,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,4,296,17,8,0
4,1,1,1,10,6,1,1,18,29,12,17,8,3,2,1,2,1,2,2,0,0,0,1,0,1,0,0,1,0,0,0,1,2,294,17,8,0
2,2,1,2,4,1,1,2,22,29,2,17,8,3,2,1,2,8,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,294,17,8,0
2,3,1,2,3,2,1,2,23,29,3,17,8,3,2,9,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,294,17,8,0
5,1,1,2,7,1,1,1,56,29,7,17,8,2,4,9,2,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,295,17,8,0
3,1,1,1,4,2,1,2,33,29,2,17,8,2,2,2,2,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,294,17,8,0
2,1,1,2,4,1,1,2,63,29,6,17,8,4,2,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,294,17,8,0
2,2,2,2,4,1,1,2,22,29,11,17,8,3,2,2,2,6,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,294,17,8,0
3,1,2,2,10,1,1,1,41,29,12,17,8,2,4,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,296,17,8,0
5,1,1,1,5,1,1,2,42,29,2,17,8,1,6,1,2,4,2,1,0,1,1,0,0,0,0,0,0,0,0,0,1,3,295,17,8,0
5,1,1,1,9,2,1,1,36,29,9,17,8,2,4,1,2,9,1,5,0,1,1,1,0,0,0,0,0,0,0,0,1,2,297,17,29,0
5,1,1,1,4,1,1,1,56,29,11,17,8,3,2,2,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,295,17,8,0
3,2,1,1,1,1,1,2,62,29,3,17,8,4,1,2,2,6,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,2,294,17,8,0
15,1,1,1,5,1,1,2,25,29,11,17,8,2,6,1,2,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,205,12,55,1
1,1,1,1,7,1,1,2,68,29,7,17,8,9,4,9,2,4,2,1,0,0,1,1,0,0,0,1,1,0,0,0,1,3,292,17,7,0
5,1,1,1,2,2,1,2,36,29,7,17,8,1,1,2,2,4,2,1,0,1,1,1,0,0,0,1,1,0,0,0,1,2,294,17,8,0
5,1,2,2,5,2,1,2,29,29,12,17,8,2,5,1,2,4,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,4,296,17,8,0
1,1,1,2,2,2,1,1,32,29,2,17,8,3,1,2,2,4,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,294,17,8,0
2,3,2,2,3,2,1,2,23,29,9,17,8,3,2,9,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,294,17,8,0
2,1,2,2,5,1,1,2,36,29,6,17,8,2,6,1,2,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,292,17,7,0
4,1,2,2,5,2,1,1,34,29,3,17,8,3,6,1,2,4,2,5,1,1,1,1,1,1,1,1,1,0,0,0,1,2,294,17,8,0
3,1,1,2,2,1,1,1,41,29,5,17,8,1,1,2,2,4,1,3,9,9,9,9,9,9,9,9,9,9,9,9,1,4,296,17,8,0
4,2,2,2,5,2,1,1,36,29,9,17,8,1,6,1,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,294,17,18,0
4,2,3,3,10,2,1,1,36,29,12,17,8,3,2,1,2,6,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,294,17,18,0
5,1,1,1,9,1,1,2,68,29,7,17,8,1,2,1,2,4,2,5,1,1,1,1,0,1,1,1,1,0,0,0,1,2,294,17,8,0
5,1,2,2,7,1,1,1,56,29,7,17,8,2,4,9,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,295,17,8,0
4,1,2,2,8,6,1,1,18,29,8,17,8,3,2,9,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,294,17,8,0
1,1,1,1,8,1,1,1,37,29,12,17,8,2,2,9,2,3,2,1,0,0,1,0,0,1,1,1,1,0,0,0,1,4,296,17,8,0
3,1,1,2,3,4,1,1,18,29,3,17,8,3,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,294,17,8,0
5,1,1,1,2,1,1,1,54,29,10,17,8,3,1,2,2,9,2,1,1,1,1,0,0,0,0,0,1,0,0,0,1,2,294,17,8,0
2,1,1,1,1,1,1,1,49,29,9,17,8,2,1,2,1,99,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,294,17,8,0
1,1,2,2,3,1,1,2,47,29,7,17,8,4,2,9,2,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,294,17,8,0
3,1,1,1,4,1,1,1,46,29,2,17,8,3,2,1,1,99,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4,296,17,8,0
2,1,1,1,4,1,1,1,52,29,6,17,8,1,2,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,294,17,8,0
5,1,1,1,10,1,1,1,56,29,2,17,8,2,1,1,2,4,2,5,0,0,0,0,0,0,0,1,1,1,0,0,1,3,295,17,8,0
4,2,1,1,3,2,1,1,36,29,4,17,8,3,2,9,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,294,17,18,0
2,1,1,1,10,1,1,1,40,29,7,17,8,3,1,1,1,99,2,2,1,1,1,1,1,1,1,0,1,0,0,0,1,3,295,17,8,0
1,1,3,3,5,2,1,1,37,29,10,17,8,3,6,1,2,4,2,1,0,1,1,0,0,0,0,0,0,0,0,0,1,2,294,17,8,0
3,1,2,2,2,1,1,1,41,29,11,17,8,2,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,296,17,8,0
2,1,1,1,9,1,1,1,49,29,9,17,8,2,2,1,2,6,2,5,0,1,1,1,0,0,0,1,1,0,0,0,1,2,294,17,8,0
1,1,1,1,4,1,1,1,37,29,6,17,8,1,2,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,296,17,8,0
5,1,1,1,5,1,1,1,23,29,7,17,8,2,3,1,2,9,2,3,1,0,0,1,0,0,1,0,1,0,0,0,1,2,294,17,8,0
3,1,1,1,1,2,1,2,40,29,2,17,8,3,1,1,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,294,17,8,0
4,1,1,2,9,2,1,2,27,29,1,17,8,2,1,1,2,7,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,4,296,17,8,0
1,1,1,1,7,1,1,1,37,29,7,17,8,1,3,9,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,296,17,8,0
5,1,1,1,5,1,1,1,56,29,6,17,8,1,1,1,2,6,2,2,9,9,9,9,9,9,9,9,9,9,9,9,1,3,295,17,8,0
2,1,1,3,10,1,1,2,44,29,1,17,8,1,2,1,1,99,1,3,9,9,9,9,9,9,9,9,9,9,9,9,1,3,295,17,8,0
1,1,3,3,3,2,1,1,32,29,12,17,8,3,2,9,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,294,17,8,0
4,1,2,2,4,6,1,1,18,29,8,17,8,1,2,2,2,5,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,294,17,8,0
1,1,1,1,9,1,1,1,39,29,11,17,8,1,2,1,2,3,2,5,1,1,1,1,1,1,1,0,1,0,0,0,1,2,294,17,8,0
1,1,2,2,9,1,1,2,63,29,10,17,8,1,2,1,2,1,2,3,0,0,0,0,0,0,0,0,1,0,0,0,1,2,297,17,8,0
2,1,2,2,4,1,1,1,49,29,11,17,8,3,2,2,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,294,17,8,0
2,1,1,2,5,1,1,2,36,29,2,17,8,2,6,1,2,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,292,17,7,0
3,1,1,1,5,2,1,2,31,29,8,17,8,1,1,1,2,5,2,1,1,1,1,1,1,1,1,0,1,0,0,0,1,2,294,17,8,0
3,1,1,1,2,1,1,1,46,29,1,17,8,3,2,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,296,17,8,0
1,1,1,2,3,1,1,1,39,29,2,17,8,1,1,9,2,7,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,294,17,8,0
4,2,1,1,4,2,1,1,36,29,10,17,8,4,2,1,2,6,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,294,17,18,0
4,1,2,3,5,4,1,2,23,29,9,17,8,3,6,1,2,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,303,17,31,0
2,1,1,1,3,2,1,1,18,29,12,17,8,4,2,9,2,4,2,5,0,1,1,0,0,0,0,1,1,0,0,0,1,2,294,17,8,0
2,1,1,1,2,1,1,1,40,29,2,17,8,1,1,1,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,295,17,8,0
4,1,2,2,3,2,1,2,35,29,8,17,8,3,2,9,2,4,2,1,1,1,1,1,1,0,0,1,1,0,0,0,1,3,295,17,8,0
1,1,1,2,3,1,1,2,47,29,5,17,8,3,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,294,17,8,0
5,1,1,4,3,3,1,1,21,29,10,17,8,1,1,9,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,299,17,7,0
2,1,2,2,4,1,1,2,63,29,7,17,8,1,2,2,2,6,2,1,0,1,1,0,0,0,0,1,1,0,0,0,1,2,294,17,8,0
5,1,1,1,3,2,1,2,24,29,6,17,8,3,2,9,2,4,2,1,1,1,1,1,1,1,0,1,1,0,0,0,1,2,294,17,8,0
4,1,1,2,3,2,1,2,35,29,3,17,8,3,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,295,17,8,0
4,1,1,1,2,1,1,2,38,29,12,17,8,3,5,2,1,99,2,1,1,1,1,1,1,1,1,0,1,0,0,0,1,2,294,17,8,0
4,1,1,2,8,6,1,1,18,29,7,17,8,1,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,294,17,8,0
5,1,1,1,3,1,1,1,56,29,4,17,8,3,2,9,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,295,17,8,0
3,1,1,1,1,5,1,2,29,29,2,17,8,4,1,2,2,99,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,2,294,17,8,0
2,1,2,2,2,3,1,1,22,29,6,17,8,3,5,2,2,3,2,1,1,1,1,0,0,0,0,1,1,0,0,0,1,3,292,17,7,0
1,1,2,2,3,1,1,1,39,29,6,17,8,1,1,9,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,294,17,8,0
1,1,1,2,9,1,1,2,63,29,6,17,8,2,2,1,2,6,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,297,17,8,0
3,1,1,1,2,2,1,2,40,29,2,17,8,3,1,1,2,6,2,1,0,1,1,0,0,0,0,1,0,0,0,0,1,2,294,17,8,0
1,1,1,1,4,1,1,1,37,29,6,17,8,3,2,2,2,3,2,5,1,0,0,0,0,1,0,0,0,0,0,0,1,2,294,17,8,0
2,1,1,1,3,1,1,1,60,29,2,17,8,2,2,9,2,3,2,5,1,1,1,1,1,1,1,1,1,0,0,0,1,2,294,17,8,0
4,1,1,1,5,1,1,2,55,29,6,17,8,1,1,1,2,4,2,1,1,0,1,0,0,1,0,1,0,0,0,0,1,2,294,17,8,0
2,1,1,1,10,1,1,2,56,29,3,17,8,1,2,1,1,99,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,4,296,17,8,0
1,1,1,1,3,1,1,1,30,29,8,17,8,4,2,9,2,3,2,5,0,0,0,0,0,0,0,1,0,0,0,0,1,3,292,17,7,0
1,1,1,1,5,2,1,2,24,29,9,17,8,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,2,294,17,8,0
3,1,1,1,10,1,1,2,44,29,10,17,8,2,2,1,2,9,1,3,0,0,0,0,0,0,0,1,1,0,0,0,1,3,295,17,8,0
3,1,1,1,1,1,1,1,46,29,11,17,8,3,2,2,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,296,17,8,0
5,1,1,1,4,1,1,1,31,29,11,17,8,2,2,2,2,4,2,3,0,1,1,1,0,0,0,0,0,0,0,0,1,2,294,17,8,0
15,1,1,1,4,1,1,1,53,99,6,17,9,2,2,2,2,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,305,17,9,0
16,1,1,1,9,2,1,2,63,99,10,17,9,1,2,1,2,7,2,5,1,0,0,0,0,0,0,0,0,0,0,0,3,1,308,17,9,0
2,1,1,1,4,3,1,2,26,99,6,17,9,3,2,2,2,6,2,1,0,0,0,0,0,0,0,0,0,1,0,0,3,1,308,17,9,0
10,1,1,1,3,1,1,1,31,99,7,17,9,3,2,9,2,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,308,17,9,0
10,1,1,1,3,4,1,2,23,99,1,17,9,4,2,9,2,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,307,17,9,0
14,1,1,2,4,5,1,2,19,99,10,17,9,1,2,2,2,7,1,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,305,17,9,0
14,1,2,2,4,5,1,2,19,99,3,17,9,3,2,2,2,7,2,5,0,0,1,0,0,0,0,0,1,0,0,0,2,2,305,17,9,0
9,1,5,5,9,2,1,2,37,99,2,17,9,1,2,1,2,6,2,3,1,1,1,1,0,1,0,0,1,0,0,0,2,2,305,17,9,0
9,1,3,5,9,2,1,2,37,99,8,17,9,2,2,1,2,6,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,2,305,17,9,0
9,1,4,5,9,2,1,2,37,99,5,17,9,2,2,1,2,6,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,2,305,17,9,0
9,1,1,5,9,2,1,2,37,99,11,17,9,1,2,1,2,6,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,2,305,17,9,0
9,1,2,5,9,2,1,2,37,99,8,17,9,2,2,1,2,6,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,2,305,17,9,0
12,1,1,1,3,2,1,2,44,99,12,17,9,3,2,9,2,6,2,1,0,0,1,1,0,0,0,1,1,0,0,0,2,2,305,17,9,0
3,1,1,1,5,1,1,1,36,99,3,17,9,1,1,1,2,6,2,3,0,0,0,0,0,1,0,1,0,0,0,0,2,2,307,17,9,0
3,1,1,1,2,1,1,1,36,99,11,17,9,9,2,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,307,17,9,0
9,1,1,1,9,2,1,2,36,99,1,17,9,1,2,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,307,17,9,0
1,1,1,1,4,1,1,2,56,99,12,17,9,2,2,2,2,6,2,1,0,0,1,0,0,0,0,1,0,0,0,0,2,2,305,17,9,0
2,1,1,1,9,2,1,2,47,99,5,17,9,1,2,1,2,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,2,2,305,17,9,0
17,1,1,1,10,3,1,2,26,99,3,17,9,3,2,1,2,9,2,5,1,0,0,0,0,0,0,0,0,0,0,0,2,2,307,17,9,0
13,1,1,1,9,3,1,2,28,99,4,17,9,3,2,1,2,6,2,5,0,0,0,1,0,0,0,0,0,0,0,0,2,2,307,17,9,0
14,1,1,1,6,1,1,1,30,99,12,17,9,2,2,2,2,6,2,1,0,0,0,0,0,0,0,1,1,0,0,0,2,2,307,17,9,0
17,1,1,1,5,1,1,1,30,99,12,17,10,3,1,1,2,8,2,3,9,9,9,9,9,9,9,9,9,9,9,9,3,2,309,17,13,0
7,1,1,1,9,1,1,1,31,99,8,17,10,2,8,1,2,4,2,5,0,0,0,1,0,0,0,0,1,0,0,0,3,1,374,21,157,0
7,1,1,1,5,4,1,2,21,99,10,17,10,3,1,1,2,7,2,1,0,0,0,0,0,1,0,0,0,0,0,0,3,1,374,21,5,0
1,1,1,1,3,5,1,1,32,29,12,17,11,4,2,9,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,291,17,11,0
3,1,1,1,2,1,1,1,26,29,6,17,11,2,1,2,2,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,292,17,11,0
1,1,2,2,3,2,1,2,55,29,5,17,11,4,2,9,2,9,2,1,1,0,0,1,1,1,1,0,0,0,0,0,1,2,291,17,11,0
3,1,1,1,5,1,1,1,26,29,11,17,11,2,3,1,2,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,292,17,11,0
2,1,1,1,7,2,1,2,35,29,12,17,11,1,9,9,2,7,2,5,0,0,0,1,0,0,0,0,0,0,0,0,1,3,292,17,11,0
4,2,1,2,5,2,1,1,36,29,8,17,11,2,6,1,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,294,17,18,0
1,1,1,1,3,2,1,2,43,29,1,17,11,3,2,9,2,7,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,292,17,11,0
4,1,1,2,10,1,1,1,48,29,1,17,11,9,3,1,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,298,17,11,0
3,1,1,2,9,3,1,1,27,29,1,17,11,1,1,1,2,9,1,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,291,17,11,0
3,1,1,1,9,2,1,2,36,29,10,17,11,2,2,1,2,4,2,5,1,0,1,1,0,0,0,0,1,0,0,0,1,3,292,17,11,0
4,1,2,2,3,3,1,2,20,29,4,17,11,4,2,9,2,4,2,1,1,0,1,1,1,1,1,1,1,0,0,0,1,3,292,17,11,0
2,1,1,1,2,5,1,1,20,29,9,17,11,4,2,1,2,9,2,2,1,0,0,1,0,0,0,0,0,0,0,0,1,2,291,17,11,0
1,1,1,1,10,5,1,1,32,29,6,17,11,2,1,1,2,1,2,3,0,0,0,1,0,0,0,1,0,0,0,0,1,2,291,17,11,0
4,1,1,2,3,4,1,1,19,29,7,17,11,4,2,9,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,297,17,11,0
5,1,4,4,3,3,1,1,24,29,11,17,11,3,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,291,17,11,0
2,1,1,1,9,2,1,2,28,29,2,17,11,2,2,1,2,9,1,3,1,1,0,0,1,0,0,0,0,0,0,0,1,2,291,17,11,0
2,1,1,1,3,2,1,2,28,29,6,17,11,4,2,9,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,291,17,11,0
4,1,1,1,9,4,1,2,30,29,2,17,11,2,2,1,2,4,2,3,0,1,1,1,0,0,0,0,1,0,0,0,1,2,291,17,11,0
4,2,1,1,5,1,1,2,28,29,1,17,11,1,1,1,2,6,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1,3,292,17,11,0
1,1,1,2,5,3,1,1,21,29,11,17,11,3,3,1,1,99,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,291,17,11,0
1,1,1,2,3,2,1,2,55,29,10,17,11,4,2,9,2,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,291,17,11,0
1,1,1,1,4,2,1,2,41,29,12,17,11,2,2,2,2,4,2,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,291,17,11,0
3,1,1,3,3,3,1,1,27,29,12,17,11,3,1,9,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,291,17,11,0
5,1,2,2,2,3,1,1,24,29,9,17,11,3,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,291,17,11,0
5,1,3,3,5,4,1,1,24,29,5,17,11,2,1,1,2,4,2,1,0,1,0,1,0,0,0,0,1,0,0,0,1,2,291,17,11,0
2,1,2,2,3,3,1,2,18,29,11,17,11,1,2,9,2,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,291,17,11,0
4,1,1,2,3,3,1,2,20,29,10,17,11,4,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,292,17,11,0
3,1,1,5,5,3,1,1,27,29,12,17,11,4,3,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,291,17,11,0
4,1,2,2,3,4,1,1,19,29,6,17,11,4,2,9,2,4,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,2,297,17,11,0
4,1,1,1,2,2,1,2,36,29,6,17,11,4,1,2,1,99,2,1,0,1,0,0,0,0,0,1,1,0,0,0,1,3,292,17,11,0
3,1,2,2,9,3,1,1,27,29,10,17,11,2,2,2,2,9,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,291,17,11,0
5,1,1,1,7,2,1,2,36,29,10,17,11,1,4,9,2,4,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,3,292,17,11,0
2,1,3,3,9,1,1,1,52,29,3,17,11,1,3,1,2,6,2,3,1,0,1,0,0,0,0,0,1,0,0,0,1,3,292,17,11,0
3,1,3,5,5,3,1,1,27,29,4,17,11,3,3,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,291,17,11,0
5,1,3,4,3,3,1,1,24,29,6,17,11,3,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,291,17,11,0
5,1,1,1,3,1,1,1,38,29,12,17,11,3,2,9,2,3,2,5,1,0,0,0,1,0,0,0,0,0,0,0,1,2,291,17,11,0
4,1,1,1,3,2,1,2,65,29,12,17,11,2,2,9,2,3,2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,3,292,17,11,0
1,1,2,3,5,2,1,1,37,29,6,17,11,3,6,1,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,294,17,8,0
4,1,2,2,10,1,1,1,48,29,99,17,11,9,3,1,2,4,2,5,1,1,1,1,1,1,1,1,1,0,0,0,1,3,298,17,11,0
5,1,2,2,3,3,1,2,24,29,2,17,11,4,2,9,2,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,292,17,11,0
5,1,1,1,3,1,1,1,40,29,3,17,11,3,2,9,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,291,17,11,0
4,1,1,1,5,2,1,2,32,29,1,17,11,2,1,1,2,4,2,1,1,1,0,0,0,0,0,1,1,0,0,0,1,3,292,17,11,0
1,1,2,3,9,2,1,1,19,29,4,17,11,3,1,1,2,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,1,2,291,17,11,0
1,1,1,2,10,2,1,1,19,29,6,17,11,2,1,1,2,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,1,2,291,17,11,0
5,1,1,1,5,3,1,1,21,29,5,17,11,3,1,1,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,299,17,7,0
2,1,2,5,9,2,1,2,31,29,7,17,11,1,2,1,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,297,17,11,0
2,1,1,2,2,2,1,2,28,29,8,17,11,1,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,291,17,11,0
5,2,1,1,4,3,1,1,26,29,12,17,11,2,2,1,2,6,2,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,291,17,11,0
3,1,1,1,3,1,1,1,38,29,6,17,11,9,5,9,2,3,2,5,1,1,1,1,1,1,1,1,1,0,0,0,1,2,291,17,11,0
1,1,1,1,8,3,1,1,21,29,12,17,11,2,4,9,2,4,2,1,1,1,1,0,0,0,0,1,1,0,0,0,1,2,291,17,11,0
3,1,2,2,3,1,1,1,26,29,6,17,11,4,2,9,2,9,2,9,0,0,0,0,0,0,0,0,1,0,0,0,1,3,292,17,11,0
1,1,1,1,6,3,1,1,21,29,8,17,11,4,1,1,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,291,17,11,0
3,1,1,2,3,1,1,1,26,29,2,17,11,4,2,9,2,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,292,17,11,0
