VIV_SEL,HOGAR,ND_TIPO,TD_TIPO,BPCOD,R_SEL,AREAM_OCU,RESUL_H,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_6,BP1_20,BP1_23,BP1_30,BP1_33,FAC_DEL,DOM,EST,UPM,FAC_DEL_AM,CLUSTERS
6,1,1,1,3,1,1,1,6,15,31,1,2,1,2,6,2,5,730,1,104,5326,730,0
2,1,2,3,5,3,1,1,6,15,31,3,1,1,2,5,2,1,8010,1,104,5028,8025,2
2,1,2,2,5,1,1,1,12,15,31,2,1,1,2,5,2,3,2164,1,103,5302,2150,2
11,1,1,1,5,2,1,1,5,15,31,3,6,1,2,5,1,3,2832,3,102,5441,180,2
4,1,1,1,5,2,1,1,10,15,31,3,1,1,1,4,2,1,2592,1,104,5018,2592,2
5,1,1,2,3,2,1,1,2,15,31,3,1,1,2,5,1,2,1410,1,104,5279,1412,2
5,1,1,1,5,2,1,1,6,15,31,1,6,1,2,5,2,1,3296,1,104,5262,3300,2
4,1,2,2,3,1,1,1,2,15,31,3,2,1,2,4,2,5,1648,1,104,5262,1650,2
4,1,1,1,4,2,1,1,3,15,31,4,2,2,1,4,2,1,1296,1,104,5018,1296,2
1,1,1,1,3,1,1,1,6,15,31,3,1,1,2,4,2,1,1615,1,104,5168,1614,2
1,2,1,2,2,1,1,1,1,15,31,4,2,2,2,4,2,1,1366,1,104,5355,1367,2
2,1,1,3,5,3,1,1,2,15,31,3,1,1,2,3,2,1,8010,1,104,5028,8025,2
4,1,2,2,9,5,1,1,7,15,31,4,2,1,2,1,2,3,6408,1,104,5028,6420,2
3,1,3,3,5,1,1,1,12,15,31,4,1,1,2,5,2,5,3246,1,104,5202,3246,2
2,1,1,1,4,2,1,1,99,15,31,2,2,2,2,6,2,1,1595,1,104,5345,1593,2
4,1,1,1,5,4,1,1,6,15,31,1,6,1,2,4,2,1,7535,1,104,5214,7540,2
4,1,1,2,11,4,1,1,5,15,31,2,1,1,2,4,2,5,7535,1,104,5214,7540,2
4,1,1,2,3,1,1,1,1,15,31,4,2,1,2,3,2,1,1648,1,104,5262,1650,2
2,1,2,2,5,2,1,1,12,15,31,1,1,1,2,8,2,3,3230,1,104,5168,3228,2
1,1,1,1,4,3,1,1,7,15,31,1,2,1,2,1,2,1,1787,1,104,5244,1787,2
1,1,4,4,4,1,1,1,12,15,31,1,2,2,2,4,2,1,1615,1,104,5168,1614,2
1,1,1,1,10,3,1,1,4,15,31,3,2,1,2,4,2,3,5361,1,104,5244,5361,2
4,1,2,2,11,4,1,1,6,15,31,2,1,1,2,4,2,5,7535,1,104,5214,7540,2
5,1,2,3,2,1,1,1,4,15,31,4,2,1,2,5,2,1,1359,1,104,5097,1360,2
5,1,1,3,2,1,1,1,2,15,31,4,1,2,2,4,2,1,1359,1,104,5097,1360,2
4,1,1,1,9,1,1,1,6,15,31,2,2,1,2,4,2,5,4869,1,104,5202,4869,2
5,1,1,3,3,2,1,1,1,15,31,4,1,1,2,3,2,1,1549,1,104,5044,1550,2
5,1,2,3,3,2,1,1,2,15,31,2,2,1,2,3,2,1,1549,1,104,5044,1550,2
1,1,1,2,5,3,1,1,11,15,31,2,6,1,2,4,2,1,5361,1,104,5244,5361,2
3,1,3,3,5,2,1,1,12,15,31,2,1,1,2,4,2,5,3000,1,104,5372,3002,2
1,1,1,4,4,1,1,1,1,15,31,2,2,2,2,6,2,1,1615,1,104,5168,1614,2
7,1,1,2,5,1,1,1,5,15,31,4,6,1,2,4,2,3,1490,1,103,5180,1486,2
5,1,1,1,4,2,1,1,9,15,31,2,2,2,1,4,2,1,1296,1,104,5018,1296,2
1,1,2,2,5,3,1,1,2,15,31,1,6,1,2,7,2,1,5361,1,104,5244,5361,2
5,2,1,1,9,2,1,1,2,15,31,2,2,1,2,2,2,3,3000,1,104,5372,3002,2
2,1,1,1,5,3,1,1,5,15,31,2,6,1,2,4,2,1,4869,1,104,5202,4869,2
4,1,1,1,2,1,1,1,12,15,31,3,1,2,2,5,2,1,1623,1,104,5202,1623,2
4,1,1,1,5,1,1,1,6,15,31,2,1,1,2,6,2,1,2844,1,104,5309,2848,2
5,1,1,1,11,4,1,1,3,15,31,3,2,1,2,4,2,5,5688,1,104,5309,5696,2
8,1,1,1,11,1,1,1,11,15,31,2,1,1,2,3,2,2,4375,1,104,5061,4385,2
5,1,1,1,1,2,1,1,6,15,31,3,5,2,1,4,2,1,1500,1,104,5372,1501,2
5,1,3,3,3,2,1,1,9,15,31,4,2,1,2,3,2,1,1549,1,104,5044,1550,2
3,1,2,3,5,1,1,1,12,15,31,3,3,1,2,5,1,1,3246,1,104,5202,3246,2
1,1,3,4,4,1,1,1,5,15,31,1,2,2,2,7,2,1,1615,1,104,5168,1614,2
7,1,2,3,3,1,1,1,7,15,31,4,2,1,2,4,2,5,730,1,104,5326,730,0
7,1,3,3,3,1,1,1,11,15,31,4,2,1,2,6,2,5,730,1,104,5326,730,0
7,3,2,2,5,1,1,1,12,15,31,1,6,1,2,4,2,1,745,1,103,5180,743,0
7,3,1,2,5,1,1,1,10,15,31,1,6,1,2,1,1,1,745,1,103,5180,743,0
8,1,3,3,5,1,1,1,6,15,31,1,1,1,2,4,2,1,4375,1,104,5061,4385,2
1,1,1,2,3,3,1,1,9,15,31,3,2,1,2,4,2,1,1328,1,104,5231,1326,2
3,1,1,3,5,1,1,1,7,15,31,3,3,1,2,7,1,1,3246,1,104,5202,3246,2
1,1,1,1,3,3,1,1,9,15,31,3,2,1,2,4,2,5,1787,1,104,5244,1787,2
7,1,2,2,5,1,1,1,11,15,31,1,6,1,2,4,2,3,1490,1,103,5180,1486,2
6,1,1,1,5,4,1,1,6,15,31,1,6,1,2,4,2,1,2235,1,103,5180,2229,2
1,1,3,4,5,1,1,1,9,15,33,4,6,1,2,4,2,1,5690,1,104,5138,5695,2
12,1,3,3,10,3,1,1,1,15,33,2,2,1,2,1,2,3,2666,3,102,5442,180,2
1,1,1,2,5,4,1,1,9,15,33,2,6,1,2,4,2,1,2902,1,103,5338,2888,2
3,1,1,1,9,1,1,1,8,15,33,2,2,2,2,4,2,5,3590,1,104,5192,3588,2
4,1,1,2,5,2,1,1,9,15,33,2,6,1,2,6,2,1,3402,1,104,5020,3404,2
1,1,4,4,5,1,1,1,12,15,33,4,6,1,2,4,2,5,5690,1,104,5138,5695,2
1,1,1,1,2,3,1,1,3,15,33,4,1,2,1,4,2,1,241,2,161,8288,180,1
5,1,1,3,5,3,1,1,12,15,33,3,1,1,2,6,2,1,3315,1,104,5351,3312,2
3,1,1,2,5,3,1,1,4,15,33,1,6,1,1,4,2,1,6057,1,105,5339,6042,2
3,1,3,5,3,2,1,1,8,15,33,1,1,1,2,4,2,3,1451,1,103,5338,1444,2
5,1,2,2,2,2,1,1,2,15,33,9,1,2,2,7,2,1,1585,1,104,5315,1584,2
5,1,1,3,9,1,1,1,2,15,33,2,2,1,2,5,2,5,4038,1,105,5350,4032,2
2,1,3,3,5,3,1,1,11,15,33,1,6,1,2,6,2,1,5385,1,104,5192,5382,2
3,1,2,5,3,2,1,1,11,15,33,1,2,1,2,3,2,3,1451,1,103,5338,1444,2
5,1,2,3,3,2,1,1,2,15,33,4,2,1,2,6,2,1,1585,1,104,5315,1584,2
3,1,1,2,7,1,1,1,5,15,33,1,3,1,2,4,2,1,3208,1,104,5019,3206,2
5,1,2,3,5,2,1,1,7,15,33,2,1,1,2,5,1,1,4755,1,104,5315,4752,2
2,1,1,3,5,3,1,1,2,15,33,1,1,1,2,6,2,1,5385,1,104,5192,5382,2
2,1,2,3,5,2,1,1,6,15,33,4,1,1,2,1,2,3,3402,1,104,5020,3404,2
2,1,4,5,5,1,1,1,11,15,33,1,3,1,2,5,2,1,8534,1,105,5129,8520,2
5,1,2,2,3,1,1,1,11,15,33,4,8,1,2,7,2,1,1346,1,105,5350,1344,2
2,1,1,2,3,3,1,1,3,15,33,3,2,1,2,6,2,1,1795,1,104,5192,1794,2
3,1,1,5,3,2,1,1,12,15,33,2,1,1,2,4,2,3,1451,1,103,5338,1444,2
4,1,2,2,3,2,1,1,12,15,33,4,2,1,2,3,2,1,2149,1,104,5362,2149,2
1,1,1,2,5,1,1,1,9,15,33,2,6,1,2,4,2,1,6608,1,104,5303,6628,2
5,1,1,1,5,1,1,1,4,15,33,4,4,1,2,7,1,1,4038,1,105,5350,4032,2
3,1,1,1,1,2,1,1,3,15,33,4,1,2,1,4,2,1,1866,1,105,5280,1861,2
2,1,1,1,5,1,1,1,8,15,33,3,6,1,2,4,2,1,6656,1,105,5304,6640,2
2,1,1,3,10,1,1,1,10,15,33,2,1,1,1,4,2,2,3368,1,104,5221,3368,2
3,1,1,2,5,1,1,1,3,15,33,1,6,1,2,6,2,1,1105,1,104,5351,1104,2
5,1,2,4,5,2,1,1,4,15,33,1,1,1,1,4,2,3,2842,1,104,5198,2846,2
5,1,4,4,5,2,1,1,12,15,33,4,1,1,2,6,2,3,2842,1,104,5198,2846,2
4,1,1,1,7,1,1,1,3,15,33,2,4,1,2,5,2,1,6340,1,104,5315,6336,2
4,1,1,5,13,2,1,1,3,15,33,3,2,1,2,1,2,3,9222,1,104,5017,9228,2
15,1,1,1,5,2,1,1,5,15,33,3,6,1,2,6,2,3,456,3,87,4570,180,0
5,1,2,3,9,1,1,1,6,15,33,2,2,1,2,7,2,5,4038,1,105,5350,4032,2
5,1,1,1,4,2,1,1,11,15,33,3,2,2,2,6,2,1,1585,1,104,5315,1584,2
4,1,2,5,14,2,1,1,7,15,33,3,2,1,2,1,2,3,6455,1,104,5017,6460,2
5,1,3,4,5,2,1,1,9,15,33,2,6,1,2,6,2,1,2842,1,104,5198,2846,2
2,1,3,5,5,1,1,1,9,15,33,2,3,1,2,4,2,1,8534,1,105,5129,8520,2
4,1,4,5,14,2,1,1,9,15,33,3,2,1,2,1,2,3,6455,1,104,5017,6460,2
3,1,1,1,9,1,1,1,11,15,33,3,2,1,2,6,2,5,2900,1,104,5116,2906,2
5,2,1,2,9,1,1,1,3,15,33,2,2,1,2,4,2,3,2842,1,104,5198,2846,2
1,1,2,2,2,3,1,1,12,15,33,4,1,2,2,6,2,1,1638,1,105,5384,1636,2
5,1,1,1,9,3,1,1,7,15,33,3,2,1,2,7,2,5,8280,1,105,5135,8272,2
4,1,1,1,5,2,1,1,8,15,33,1,1,1,2,6,2,1,4350,1,104,5116,4359,2
1,1,2,3,5,3,1,1,3,15,33,1,6,1,2,4,2,1,6656,1,105,5304,6640,2
2,1,1,3,5,2,1,1,3,15,33,2,1,1,2,1,2,1,3402,1,104,5020,3404,2
15,1,1,1,1,2,1,1,7,15,33,2,1,1,1,4,2,1,1333,3,102,5442,180,0
5,1,3,3,3,2,1,1,5,15,33,4,2,1,2,7,2,1,1585,1,104,5315,1584,2
3,1,1,1,13,2,1,1,11,15,33,2,1,1,2,5,2,3,3304,1,104,5303,3314,2
4,1,5,5,11,2,1,1,4,15,33,1,2,1,2,1,2,2,5533,1,104,5017,5537,2
5,1,1,1,3,3,1,1,5,15,33,3,2,1,2,6,1,1,2070,1,105,5135,2068,2
4,1,4,5,13,2,1,1,10,15,33,3,2,1,2,1,2,3,9222,1,104,5017,9228,2
1,1,1,2,3,3,1,1,2,15,33,2,2,1,2,4,2,5,1664,1,105,5304,1660,2
4,1,1,1,5,2,1,1,12,15,33,1,6,1,2,6,2,1,12420,1,105,5135,12408,2
2,1,3,3,10,1,1,1,12,15,33,3,2,1,1,4,2,2,3368,1,104,5221,3368,2
3,1,1,1,4,1,1,1,12,15,33,9,2,2,2,4,2,1,787,1,104,5322,789,0
5,1,1,3,3,2,1,1,1,15,33,4,2,1,2,7,2,1,1585,1,104,5315,1584,2
3,1,2,2,5,1,1,1,8,15,33,2,6,1,2,6,2,1,1105,1,104,5351,1104,2
1,1,2,4,5,1,1,1,3,15,33,4,6,1,2,4,2,1,5690,1,104,5138,5695,2
2,1,1,4,5,4,1,1,2,15,33,2,6,1,2,6,2,1,6036,1,104,5174,6044,2
2,1,3,3,5,2,1,1,11,15,33,3,6,1,2,1,2,1,3402,1,104,5020,3404,2
4,1,2,5,13,2,1,1,6,15,33,3,2,1,2,1,2,3,9222,1,104,5017,9228,2
2,1,2,2,3,3,1,1,12,15,33,3,2,1,2,6,2,1,1795,1,104,5192,1794,2
3,1,1,1,4,2,1,1,3,15,33,2,2,2,2,4,2,1,1866,1,105,5280,1861,2
3,1,2,2,8,3,1,1,5,15,33,3,4,1,2,4,2,1,6730,1,105,5350,6720,2
3,1,1,1,3,2,1,1,1,15,33,3,4,1,2,6,2,5,1796,1,104,5292,1794,2
5,1,1,1,5,3,1,1,4,15,33,3,6,1,2,6,2,1,8280,1,105,5135,8272,2
4,1,3,4,5,1,1,1,8,15,33,3,1,1,2,9,2,1,2361,1,104,5322,2367,2
5,1,1,1,1,3,1,1,5,15,33,9,2,2,2,1,2,1,1604,1,104,5019,1603,2
1,1,2,2,5,1,1,1,12,15,33,1,6,1,2,5,2,1,3368,1,104,5221,3368,2
4,1,5,5,14,2,1,1,12,15,33,3,2,1,2,1,2,3,6455,1,104,5017,6460,2
2,1,1,1,1,2,1,1,2,15,33,1,1,1,2,6,2,1,1866,1,105,5280,1861,2
1,1,3,3,5,3,1,1,12,15,33,1,6,1,2,4,2,1,6656,1,105,5304,6640,2
5,1,1,1,1,1,1,1,8,15,33,1,1,1,1,4,2,1,1333,3,102,5442,180,0
5,1,3,3,5,3,1,1,12,15,33,1,6,1,2,6,2,1,3315,1,104,5351,3312,2
4,1,5,5,13,2,1,1,11,15,33,3,2,1,2,1,2,3,9222,1,104,5017,9228,2
3,1,1,2,9,3,1,1,1,15,33,2,2,1,2,1,1,3,6730,1,105,5350,6720,2
1,1,1,4,5,1,1,1,1,15,33,4,6,1,2,4,2,1,5690,1,104,5138,5695,2
4,1,1,1,5,1,1,1,5,15,33,1,6,1,2,9,2,3,3732,1,105,5280,3722,2
3,1,5,5,5,1,1,1,10,15,33,2,1,1,2,4,2,1,1662,1,105,5039,1657,2
12,1,4,4,5,2,1,1,12,15,33,3,5,1,2,6,2,1,447,3,211,10466,180,1
3,1,1,1,3,1,1,1,12,15,33,3,1,1,2,6,2,1,1450,1,104,5116,1453,2
1,1,1,2,5,1,1,1,3,15,33,1,6,1,2,4,2,1,4881,1,105,5081,4869,2
1,1,1,1,3,1,1,1,3,15,33,4,2,1,2,4,2,1,1652,1,104,5303,1657,2
1,1,1,1,2,2,1,1,11,15,33,1,1,2,2,4,2,1,960,1,105,5062,959,0
2,1,1,1,5,1,1,1,9,15,33,3,1,1,2,4,2,1,2902,1,103,5338,2888,2
1,1,2,2,5,4,1,1,2,15,33,3,6,1,2,4,2,1,2902,1,103,5338,2888,2
1,1,2,2,5,2,1,1,10,15,33,3,6,1,2,5,2,1,3812,1,104,5273,3812,2
2,1,2,3,5,3,1,1,6,15,33,3,6,1,2,8,2,1,5385,1,104,5192,5382,2
3,1,3,5,5,1,1,1,9,15,33,3,1,1,2,4,2,1,1662,1,105,5039,1657,2
5,1,1,1,1,3,1,1,5,15,33,1,1,2,1,4,2,1,1450,1,104,5116,1453,2
4,1,1,5,14,2,1,1,1,15,33,3,2,1,2,1,2,2,6455,1,104,5017,6460,2
4,1,1,1,5,1,1,1,3,15,33,2,6,1,2,8,2,3,1346,1,105,5350,1344,2
1,1,1,3,5,3,1,1,1,15,33,1,6,1,2,4,2,1,6656,1,105,5304,6640,2
4,1,1,1,5,1,1,1,9,15,33,1,6,1,2,6,2,1,4992,1,105,5304,4980,2
3,1,1,1,5,3,1,1,9,15,33,1,6,1,2,4,2,1,6447,1,104,5362,6447,2
2,1,1,1,5,1,1,1,5,15,33,3,1,1,2,4,2,1,3186,1,105,5393,3174,2
2,1,2,3,3,4,1,1,6,15,33,2,2,1,2,6,2,1,1509,1,104,5174,1511,2
2,1,1,3,3,4,1,1,2,15,33,4,2,1,2,6,2,1,1509,1,104,5174,1511,2
3,1,2,2,7,1,1,1,6,15,33,2,3,1,2,5,2,1,3208,1,104,5019,3206,2
3,1,1,1,2,2,1,1,9,15,33,4,1,2,2,4,2,1,1866,1,105,5280,1861,2
4,1,2,5,11,2,1,1,12,15,33,4,2,1,2,1,2,3,5533,1,104,5017,5537,2
3,1,2,2,9,3,1,1,3,15,33,2,2,1,2,1,2,3,6730,1,105,5350,6720,2
5,1,1,1,4,3,1,1,12,15,33,4,2,2,2,9,2,5,1105,1,104,5351,1104,2
3,1,5,5,3,2,1,1,3,15,33,3,2,1,2,4,2,3,1451,1,103,5338,1444,2
4,1,1,1,5,2,1,1,2,15,33,3,1,1,2,5,2,1,782,1,205,9676,180,1
5,1,1,1,3,1,1,1,4,15,33,4,2,1,2,4,2,1,1824,1,105,5182,1822,2
1,1,1,1,2,1,1,1,9,15,33,4,1,2,2,8,2,1,195,1,160,7793,194,1
5,1,3,3,2,1,1,1,2,15,33,4,1,2,2,6,2,1,1475,1,104,5080,1477,2
4,1,3,5,13,2,1,1,8,15,33,3,2,1,2,1,2,3,9222,1,104,5017,9228,2
1,1,1,2,5,1,1,1,9,15,33,1,6,1,2,5,2,1,3368,1,104,5221,3368,2
5,1,3,3,9,1,1,1,11,15,33,2,2,1,2,7,2,5,4038,1,105,5350,4032,2
3,1,1,2,8,3,1,1,1,15,33,3,4,1,2,4,2,1,6730,1,105,5350,6720,2
5,1,1,4,5,2,1,1,2,15,33,2,6,1,2,9,2,3,2842,1,104,5198,2846,2
4,1,1,1,5,3,1,1,8,15,33,3,1,1,1,4,1,1,4425,1,104,5080,4431,2
3,1,4,5,3,2,1,1,6,15,33,2,2,1,2,4,2,3,1451,1,103,5338,1444,2
2,1,1,1,3,2,1,1,6,15,33,4,2,1,2,3,2,1,1421,1,104,5198,1423,2
4,1,1,2,3,2,1,1,2,15,33,3,1,1,2,4,1,2,1537,1,104,5017,1538,2
5,1,1,2,3,1,1,1,8,15,33,4,8,1,2,6,2,1,1346,1,105,5350,1344,2
1,1,2,2,3,3,1,1,9,15,33,3,2,1,2,4,2,5,1664,1,105,5304,1660,2
4,1,1,4,5,1,1,1,11,15,33,3,6,1,2,6,2,1,2361,1,104,5322,2367,2
3,1,2,2,7,1,1,1,9,15,33,2,4,1,2,5,2,1,3935,1,104,5322,3945,2
5,1,2,2,5,2,1,1,2,15,33,3,1,1,2,4,2,1,3254,1,105,5081,3246,2
1,1,2,2,5,1,1,1,12,15,33,3,6,1,2,8,2,1,6608,1,104,5303,6628,2
4,1,3,5,14,2,1,1,8,15,33,3,2,1,2,1,2,3,6455,1,104,5017,6460,2
10,1,3,3,5,1,1,1,8,15,33,1,6,1,2,8,2,1,1574,1,104,5322,1578,2
2,1,3,3,3,4,1,1,8,15,33,4,2,1,2,6,2,1,1509,1,104,5174,1511,2
3,1,1,1,5,1,1,1,1,15,33,4,6,1,2,5,2,1,1751,1,104,5300,1750,2
1,1,4,4,5,1,1,1,12,15,33,3,6,1,2,1,2,1,2842,1,104,5198,2846,2
3,1,1,1,3,2,1,1,9,15,33,4,2,1,2,4,2,1,1866,1,105,5280,1861,2
1,1,1,1,5,7,1,1,3,15,33,3,1,1,2,6,2,1,10325,1,104,5080,10339,2
4,1,1,1,9,2,1,1,6,15,33,2,2,1,2,3,2,5,10745,1,104,5362,10745,2
5,1,1,1,2,1,1,1,2,15,33,3,1,2,2,4,2,1,1824,1,105,5182,1822,2
3,1,1,1,9,2,1,1,6,15,33,1,2,1,2,6,2,5,4881,1,105,5081,4869,2
1,1,1,1,5,3,1,1,4,15,33,3,1,1,2,6,2,1,4914,1,105,5384,4908,2
12,1,1,3,5,4,1,1,11,15,33,2,1,1,2,4,2,1,2100,2,85,4541,180,0
1,1,1,2,5,3,1,1,10,15,33,2,4,1,1,4,2,1,8700,1,104,5116,8718,2
5,1,1,1,1,1,1,1,4,15,33,4,1,2,1,4,1,1,1475,1,104,5080,1477,2
4,2,1,1,5,1,1,1,12,15,33,3,3,1,2,1,2,2,518,3,86,4445,180,0
2,1,2,3,10,1,1,1,11,15,33,2,1,1,1,4,2,2,3368,1,104,5221,3368,2
10,1,2,3,5,1,1,1,6,15,33,3,6,1,1,4,1,1,1574,1,104,5322,1578,2
3,1,1,1,5,1,1,1,6,15,33,3,6,1,2,4,2,1,2950,1,104,5080,2954,2
4,1,1,1,5,2,1,1,12,15,33,3,6,1,2,1,2,1,1882,1,104,5238,1886,2
1,1,3,3,2,2,1,1,11,15,33,4,1,2,2,5,2,1,1593,1,105,5115,1592,2
1,1,2,3,2,2,1,1,7,15,33,3,1,2,2,4,2,1,1593,1,105,5115,1592,2
3,1,2,5,5,1,1,1,9,15,33,1,6,1,2,4,2,1,1662,1,105,5039,1657,2
5,1,1,1,2,2,1,1,99,15,33,4,1,2,1,4,2,1,1421,1,104,5198,1423,2
5,1,1,1,1,1,1,1,8,15,33,2,1,2,1,4,2,1,1824,1,105,5182,1822,2
5,1,1,2,3,1,1,1,4,15,33,4,1,1,2,6,2,1,1475,1,104,5080,1477,2
4,1,1,1,1,2,1,1,1,15,33,2,1,2,1,4,2,1,1472,1,105,5343,1469,2
5,1,1,1,5,3,1,1,4,15,33,3,1,1,2,6,2,1,4350,1,104,5116,4359,2
5,2,2,2,9,1,1,1,1,15,33,2,2,1,2,4,2,3,2842,1,104,5198,2846,2
2,1,1,1,5,3,1,1,10,15,33,3,6,1,1,4,2,1,726,3,87,4593,180,0
4,1,3,5,11,2,1,1,9,15,33,3,2,1,2,1,2,2,5533,1,104,5017,5537,2
4,1,1,5,11,2,1,1,8,15,33,3,2,1,2,1,2,3,5533,1,104,5017,5537,2
4,1,4,4,5,1,1,1,10,15,33,3,1,1,2,5,2,1,2361,1,104,5322,2367,2
8,1,1,1,5,1,1,1,9,15,33,3,5,1,2,4,2,1,2244,1,105,5139,2241,2
4,1,2,4,5,1,1,1,6,15,33,3,6,1,2,8,2,1,2361,1,104,5322,2367,2
1,1,2,4,5,1,1,1,4,15,33,4,6,1,2,1,2,1,2842,1,104,5198,2846,2
5,1,2,3,5,3,1,1,12,15,33,1,6,1,2,6,2,1,3315,1,104,5351,3312,2
3,1,1,4,3,1,1,1,5,15,33,4,1,1,2,4,2,1,1662,1,105,5039,1657,2
4,1,1,1,2,3,1,1,5,15,33,4,1,2,2,6,2,1,1824,1,105,5182,1822,2
4,1,1,2,3,2,1,1,2,15,33,4,2,1,2,3,2,1,2149,1,104,5362,2149,2
5,1,1,3,5,2,1,1,2,15,33,1,6,1,2,5,2,1,4298,1,104,5362,4298,2
3,1,1,2,5,1,1,1,4,15,33,1,6,1,2,5,2,1,2944,1,105,5343,2938,2
1,1,2,2,5,1,1,1,11,15,33,2,6,1,2,4,2,1,7112,1,105,5129,7100,2
14,1,1,1,6,2,1,1,6,15,33,3,1,1,2,6,2,1,380,3,126,6389,180,1
2,1,1,1,1,4,1,1,3,15,33,4,1,1,2,6,2,1,1509,1,104,5174,1511,2
3,1,1,1,5,2,1,1,11,15,33,1,1,1,1,4,1,1,2920,1,105,5230,2914,2
4,1,2,2,5,2,1,1,10,15,33,2,6,1,2,6,2,1,3402,1,104,5020,3404,2
5,1,1,2,5,2,1,1,3,15,33,1,6,1,2,6,2,1,3018,1,104,5174,3022,2
4,1,2,2,5,2,1,1,4,15,33,1,1,1,2,6,2,1,10745,1,104,5362,10745,2
1,1,1,4,5,1,1,1,2,15,33,3,6,1,2,1,2,1,2842,1,104,5198,2846,2
4,1,4,5,11,2,1,1,10,15,33,4,2,1,2,1,2,2,5533,1,104,5017,5537,2
1,1,2,2,5,1,1,1,8,15,33,1,6,1,2,4,2,1,4881,1,105,5081,4869,2
5,1,2,2,3,1,1,1,10,15,33,4,1,1,2,6,2,1,1475,1,104,5080,1477,2
1,1,1,1,5,2,1,1,11,15,33,3,1,1,2,4,2,1,244,1,212,10252,240,1
3,1,2,2,5,1,1,1,10,15,33,3,6,1,2,6,2,1,4194,1,104,5227,4191,2
4,1,1,1,4,2,1,1,4,15,33,4,2,2,2,4,2,1,2149,1,104,5362,2149,2
2,1,1,3,5,2,1,1,3,15,33,2,5,1,2,4,2,1,4704,1,105,5388,4698,2
5,1,1,1,3,3,1,1,4,15,33,4,2,1,2,7,2,5,1460,1,105,5230,1457,2
1,1,2,2,5,3,1,1,3,15,33,3,1,1,2,4,2,1,8700,1,104,5116,8718,2
4,1,2,2,3,2,1,1,5,15,33,3,2,1,2,1,2,2,1537,1,104,5017,1538,2
1,1,1,1,1,2,1,1,2,15,33,2,7,2,1,4,2,3,1549,1,104,5105,1549,2
2,1,2,2,5,2,1,1,11,15,33,2,6,1,2,6,2,1,4140,1,105,5135,4136,2
3,1,1,1,7,2,1,1,10,15,33,2,4,1,2,4,2,5,3732,1,105,5280,3722,2
3,1,4,4,3,1,1,1,2,15,33,4,1,1,2,4,1,1,1662,1,105,5039,1657,2
2,1,1,1,3,1,1,1,8,15,33,4,2,1,2,7,2,5,1796,1,104,5292,1794,2
2,1,1,1,5,1,1,1,7,15,33,2,6,1,2,4,2,1,3570,1,106,5293,3576,2
2,1,2,2,2,2,1,1,2,15,33,2,1,2,2,6,2,1,1373,1,104,5275,1373,2
5,1,1,3,2,1,1,1,9,15,33,4,1,2,2,6,2,1,1475,1,104,5080,1477,2
3,1,1,1,1,1,1,1,2,15,33,1,1,2,1,4,2,1,1413,1,104,5199,1413,2
2,1,2,3,5,1,1,1,9,15,33,1,6,1,2,7,2,1,4038,1,105,5350,4032,2
1,1,1,1,2,7,1,1,2,15,33,3,1,2,2,6,2,1,1475,1,104,5080,1477,2
3,1,2,2,5,1,1,1,8,15,33,1,6,1,2,4,2,1,2944,1,105,5343,2938,2
4,2,1,2,5,1,1,1,8,15,33,3,1,1,2,7,2,1,1788,1,104,5151,1790,2
1,1,1,1,5,1,1,1,6,15,33,4,6,1,1,4,2,2,3804,1,104,5368,3806,2
10,1,1,3,5,1,1,1,2,15,33,1,6,1,2,8,2,1,1574,1,104,5322,1578,2
4,1,1,1,5,2,1,1,8,15,33,2,1,1,2,1,2,1,4539,1,104,5134,4542,2
1,1,1,1,5,1,1,1,9,15,33,3,1,1,2,6,2,1,9305,1,105,5239,9280,2
3,1,2,4,3,1,1,1,6,15,33,4,1,1,2,4,2,5,1662,1,105,5039,1657,2
5,1,3,3,5,2,1,1,4,15,33,1,6,1,2,8,2,1,4298,1,104,5362,4298,2
5,1,1,2,2,2,1,1,6,15,33,1,1,2,2,7,2,1,1585,1,104,5315,1584,2
3,1,1,2,5,1,1,1,4,15,33,3,6,1,2,4,2,1,4194,1,104,5227,4191,2
2,1,2,2,3,2,1,1,5,15,33,9,2,1,2,7,2,5,1413,1,104,5385,1413,2
1,1,1,1,10,3,1,1,12,15,33,2,5,1,2,4,2,5,8700,1,104,5116,8718,2
2,1,2,2,1,1,1,1,10,15,33,4,1,2,1,4,1,1,964,1,105,5098,961,0
3,1,1,1,5,3,1,1,2,15,33,2,1,1,2,4,2,1,6730,1,105,5350,6720,2
4,1,2,3,5,3,1,1,12,15,33,1,6,1,2,4,2,1,4660,1,105,5217,4670,2
2,1,3,3,5,2,1,1,12,15,33,2,5,1,2,4,2,5,4704,1,105,5388,4698,2
4,1,1,2,5,2,1,1,4,15,33,3,6,1,2,5,2,1,2944,1,105,5343,2938,2
1,1,1,1,5,2,1,1,11,15,33,2,6,1,2,4,2,1,3610,1,105,5030,3606,2
4,1,1,2,5,2,1,1,2,15,33,3,6,1,2,4,2,1,10745,1,104,5362,10745,2
4,1,1,1,5,3,1,1,2,15,33,2,1,1,2,4,2,1,5472,1,105,5182,5466,2
5,1,1,2,9,1,1,1,10,15,33,2,2,1,2,8,2,5,1882,1,104,5238,1886,2
5,1,1,2,5,2,1,1,2,15,33,3,1,1,1,4,2,1,3254,1,105,5081,3246,2
