VIV_SEL,HOGAR,ND_TIPO,TD_TIPO,BPCOD,R_SEL,AREAM_OCU,RESUL_H,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_6,BP1_20,BP1_23,BP1_30,BP1_33,FAC_DEL,DOM,EST,UPM,FAC_DEL_AM,CLUSTERS
7,1,3,3,9,2,1,1,9,15,23,2,2,2,2,8,2,5,7978,2,99,5427,180,2
4,1,3,3,9,2,1,1,7,15,23,2,2,2,2,7,2,5,2440,1,104,5042,2438,2
11,1,1,1,5,1,1,1,12,15,23,1,5,1,2,4,2,1,7978,2,99,5427,180,2
5,1,2,2,5,2,1,1,11,15,23,3,6,1,2,6,2,1,4880,1,104,5042,4876,2
7,1,1,1,10,2,1,1,7,15,23,3,2,1,2,7,2,5,7978,2,99,5427,180,2
3,1,1,1,4,1,1,1,12,15,23,2,2,2,2,8,2,1,3989,2,99,5427,180,2
4,1,1,2,6,3,1,1,10,15,24,2,5,1,2,4,2,1,4660,1,105,5217,4670,2
2,1,1,1,2,2,1,1,5,15,24,4,2,2,2,4,2,1,867,1,104,5337,868,0
8,1,2,5,5,3,1,1,7,15,24,1,6,1,2,4,2,1,2601,1,104,5337,2604,2
1,1,1,1,2,3,1,1,9,15,24,4,1,2,2,4,2,1,1717,1,105,5021,1712,2
11,1,3,3,5,1,1,1,7,15,24,1,6,1,2,5,2,1,4684,2,100,5432,180,2
11,1,1,1,12,1,1,1,7,15,24,1,7,1,1,4,2,3,4684,2,100,5432,180,2
9,1,3,3,5,1,1,1,12,15,24,3,6,1,2,6,2,1,2338,1,106,5130,2340,2
8,1,1,1,3,3,1,1,8,15,24,4,2,1,2,3,2,5,867,1,104,5337,868,0
8,1,1,1,1,3,1,1,4,15,24,4,1,2,1,4,2,1,867,1,104,5337,868,0
1,1,1,1,1,2,1,1,10,15,24,3,1,2,1,4,2,1,1360,1,60,3429,1350,0
2,1,1,1,5,3,1,1,3,15,24,3,6,1,2,4,1,1,2776,1,106,5072,2784,2
4,1,1,1,6,2,1,1,6,15,24,1,1,1,2,4,2,1,3642,1,106,5152,3646,2
9,1,1,3,5,1,1,1,1,15,24,3,6,1,2,6,2,1,2338,1,106,5130,2340,2
5,1,1,2,9,2,1,1,4,15,24,2,2,1,2,8,1,3,2601,1,104,5337,2604,2
4,1,1,1,3,2,1,1,6,15,24,1,1,1,2,4,2,1,867,1,104,5337,868,0
2,1,1,1,1,1,1,1,11,15,24,3,1,1,1,4,1,5,1407,1,104,5242,1407,2
8,1,1,1,2,3,1,1,3,15,24,4,1,2,2,4,2,1,867,1,104,5337,868,0
4,1,1,2,5,1,1,1,10,15,24,3,6,1,2,8,2,1,2874,1,105,5119,2866,2
3,1,1,1,3,3,1,1,5,15,24,4,2,1,2,3,2,5,1631,1,104,5173,1632,2
8,1,3,5,5,3,1,1,6,15,24,1,6,1,2,4,2,1,2601,1,104,5337,2604,2
1,1,1,1,7,1,1,1,7,15,24,2,4,1,1,4,2,1,1398,1,222,10518,1480,1
8,1,4,5,5,3,1,1,8,15,24,3,1,1,2,1,2,2,2601,1,104,5337,2604,2
8,1,5,5,5,3,1,1,11,15,24,1,6,1,2,4,2,1,2601,1,104,5337,2604,2
1,1,2,2,3,2,1,1,3,15,24,4,2,1,2,3,2,1,867,1,104,5337,868,0
4,1,1,1,2,2,1,1,2,15,24,2,1,2,2,3,2,1,867,1,104,5337,868,0
5,1,1,4,3,2,1,1,9,15,24,4,2,1,2,4,2,1,1631,1,104,5173,1632,2
5,1,2,2,9,2,1,1,4,15,24,2,2,1,2,8,1,5,2601,1,104,5337,2604,2
4,1,4,4,5,4,1,1,10,15,24,2,5,1,2,4,2,1,6230,1,104,5114,6235,2
8,1,1,5,5,3,1,1,12,15,24,1,6,1,2,4,2,1,2601,1,104,5337,2604,2
1,1,1,1,5,2,1,1,10,15,24,3,1,1,2,5,2,1,1734,1,104,5337,1736,2
3,1,1,1,11,1,1,1,12,15,24,2,1,1,2,3,2,5,2129,1,106,5271,2130,2
2,1,3,3,3,2,1,1,12,15,24,9,2,1,2,4,2,1,1631,1,104,5173,1632,2
2,1,1,3,3,2,1,1,7,15,24,3,1,1,2,3,2,1,1631,1,104,5173,1632,2
2,1,1,1,11,2,1,1,9,15,24,2,6,1,2,5,2,2,3963,1,104,5347,3966,2
5,1,2,4,3,2,1,1,11,15,24,4,2,1,2,4,2,1,1631,1,104,5173,1632,2
1,1,1,2,3,2,1,1,1,15,24,4,2,1,2,4,2,1,867,1,104,5337,868,0
4,1,1,1,11,2,1,1,7,15,24,4,1,1,2,4,2,2,3642,1,106,5152,3646,2
2,1,1,1,5,1,1,1,6,15,24,3,6,1,2,4,2,1,1821,1,106,5152,1823,2
2,1,1,1,13,2,1,1,4,15,24,3,6,1,2,8,2,3,2874,1,105,5119,2866,2
4,1,3,3,2,3,1,1,12,15,24,1,1,2,2,1,2,1,932,1,105,5217,934,0
5,1,1,2,5,2,1,1,8,15,24,1,6,1,2,6,2,1,4880,1,104,5042,4876,2
3,1,1,1,1,3,1,1,9,15,24,4,1,2,1,4,2,1,1631,1,104,5173,1632,2
5,1,4,4,3,2,1,1,12,15,24,4,2,1,2,4,2,1,1631,1,104,5173,1632,2
12,1,2,4,5,2,1,1,6,15,24,3,6,1,2,6,2,1,447,3,211,10466,180,1
2,1,2,3,3,2,1,1,9,15,24,9,2,1,2,4,2,1,1631,1,104,5173,1632,2
5,1,3,4,3,2,1,1,12,15,24,4,2,1,2,4,2,1,1631,1,104,5173,1632,2
3,1,1,1,5,1,1,1,9,15,25,3,6,1,2,9,2,1,244,2,209,10133,180,1
5,1,1,1,9,2,1,1,2,15,25,2,2,1,2,3,2,3,3204,1,104,5254,3198,2
2,1,1,1,9,1,1,1,9,15,25,2,5,2,2,9,2,1,850,1,106,5321,851,0
2,1,2,2,5,3,1,1,3,15,25,3,1,1,2,4,2,3,2916,1,61,3109,2904,2
3,1,2,2,9,1,1,1,12,15,25,2,8,1,2,3,2,5,3204,1,104,5254,3198,2
15,1,1,1,5,3,1,1,11,15,25,2,1,1,2,5,1,1,2331,2,100,5425,180,2
8,1,3,3,10,3,1,1,3,15,25,2,1,1,2,9,1,3,6861,2,100,5429,180,2
9,1,1,1,5,2,1,1,8,15,25,2,6,1,2,6,2,3,1554,2,100,5425,180,2
8,1,1,2,5,2,1,1,12,15,25,2,6,1,1,4,2,2,1554,2,100,5425,180,2
4,1,1,1,5,2,1,1,11,15,25,3,6,1,2,1,2,1,1700,1,106,5321,1702,2
3,1,1,1,3,2,1,1,7,15,25,4,2,1,2,3,2,1,777,2,100,5425,180,0
8,1,1,3,10,3,1,1,2,15,25,3,1,2,2,9,1,3,6861,2,100,5429,180,2
9,1,1,2,14,2,1,1,1,15,25,2,1,1,2,1,2,3,6861,2,100,5429,180,2
4,1,1,1,3,1,1,1,99,15,25,4,2,1,2,6,2,1,1252,1,104,5237,1251,2
2,1,1,1,2,2,1,1,3,15,25,4,2,1,2,5,2,1,1315,1,106,5248,1317,2
2,1,1,1,1,2,1,1,2,15,25,2,5,2,1,4,2,1,1315,1,106,5248,1317,2
19,1,1,1,5,1,1,1,7,15,25,2,1,1,2,4,2,1,378,2,117,6145,180,1
9,1,1,1,2,2,1,1,2,15,25,3,2,2,2,7,2,1,2287,2,100,5429,180,2
7,1,1,1,3,2,1,1,2,15,25,4,2,1,2,4,2,1,777,2,100,5425,180,0
2,1,1,1,3,2,1,1,10,15,25,3,2,1,2,8,2,1,1315,1,106,5248,1317,2
4,1,1,1,7,1,1,1,12,15,25,2,4,1,2,6,2,1,6456,1,62,3271,6436,2
5,1,1,1,4,3,1,1,10,15,25,3,2,2,2,5,2,1,2370,1,104,5319,2369,2
5,1,1,1,3,3,1,1,9,15,25,4,2,1,2,7,2,1,2370,1,104,5319,2369,2
5,1,2,2,11,4,1,1,11,15,25,3,1,1,2,4,2,2,4356,1,105,5112,4347,2
3,1,1,1,4,2,1,1,11,15,25,9,2,2,1,4,2,1,777,2,100,5425,180,0
13,1,1,1,5,3,1,1,8,15,25,2,3,1,1,4,2,3,2331,2,100,5425,180,2
4,1,1,1,3,2,1,1,2,15,25,3,1,1,2,6,2,1,1315,1,106,5248,1317,2
1,1,1,1,2,1,1,1,9,15,25,4,2,1,2,7,2,5,850,1,106,5321,851,0
2,2,1,1,3,1,1,1,3,15,25,2,4,1,2,6,2,9,2370,1,104,5319,2369,2
1,1,1,1,2,2,1,1,10,15,25,1,1,2,2,1,2,5,1405,1,60,3311,1407,0
4,1,1,1,9,1,1,1,11,15,25,2,2,1,2,7,2,3,1761,1,104,5332,1764,2
9,1,2,2,14,2,1,1,4,15,25,1,1,1,2,6,2,3,6861,2,100,5429,180,2
3,1,1,1,10,2,1,1,10,15,25,2,2,1,2,6,2,1,1554,2,100,5425,180,2
1,1,1,1,4,1,1,1,9,15,25,4,2,1,2,6,2,3,1402,1,104,5249,1401,2
19,2,1,1,5,2,1,1,11,15,25,2,6,1,2,1,2,3,4574,2,100,5429,180,2
5,1,1,1,9,2,1,1,99,15,25,9,2,1,2,4,2,3,4569,1,105,5166,4560,2
7,1,1,1,9,2,1,1,1,15,25,1,2,1,2,7,2,3,1554,2,100,5425,180,2
4,1,1,1,9,2,1,1,9,15,25,3,2,1,2,6,1,3,2630,1,106,5248,2634,2
1,1,1,3,5,1,1,1,2,15,25,1,1,1,2,6,2,2,3522,1,104,5332,3528,2
7,1,1,2,5,3,1,1,8,15,25,4,7,1,2,9,2,1,830,2,117,5819,180,1
1,1,1,1,11,1,1,1,2,15,25,3,1,1,2,6,2,3,3304,1,104,5073,3304,2
10,1,1,1,9,2,1,1,3,15,25,2,2,1,2,5,1,3,4574,2,100,5429,180,2
2,1,1,3,5,1,1,1,7,15,25,2,6,1,2,4,2,1,3146,1,105,5162,3142,2
2,1,1,1,9,1,1,1,99,15,25,2,2,1,2,6,2,3,13722,2,100,5429,180,2
8,1,2,3,10,3,1,1,3,15,25,2,1,1,2,9,1,3,6861,2,100,5429,180,2
4,1,1,1,10,2,1,1,6,15,25,2,1,1,2,6,2,3,2630,1,106,5248,2634,2
4,1,1,1,8,2,1,1,3,15,25,9,1,1,2,5,1,1,2630,1,106,5248,2634,2
10,1,1,1,1,2,1,1,1,15,25,3,5,2,1,4,2,1,2287,2,100,5429,180,2
13,1,1,1,5,2,1,1,7,15,25,2,1,1,2,9,2,3,4574,2,100,5429,180,2
16,1,1,3,3,1,1,1,3,15,25,2,4,1,2,6,2,1,1101,2,100,5422,180,0
14,1,1,2,5,1,1,1,8,15,25,2,6,1,2,5,2,1,638,3,148,7197,180,1
9,1,1,1,2,2,1,1,11,15,25,4,1,2,2,8,2,1,777,2,100,5425,180,0
4,2,1,1,9,2,1,1,2,15,25,3,2,1,2,7,2,5,1652,1,104,5073,1652,2
3,1,1,1,9,2,1,1,5,15,29,2,2,1,2,2,2,3,6300,1,104,5091,6304,2
3,1,1,1,5,2,1,1,12,15,29,1,1,1,2,7,2,3,2998,1,104,5267,2996,2
2,1,2,2,3,2,1,1,12,15,29,4,2,1,2,7,2,1,726,1,104,5185,726,0
4,1,1,1,2,3,1,1,6,15,29,4,1,2,2,6,2,1,1650,1,104,5126,1651,2
4,1,1,1,3,1,1,1,9,15,29,4,1,1,2,3,2,1,1499,1,104,5267,1498,2
1,1,2,2,3,2,1,1,12,15,29,2,1,1,2,1,2,5,1499,1,104,5267,1498,2
4,1,1,1,4,1,1,1,9,15,29,3,2,1,2,5,2,1,1575,1,104,5091,1576,2
2,1,2,3,5,2,1,1,5,15,29,3,1,1,2,7,2,1,7032,1,104,5144,7044,2
2,1,3,3,5,2,1,1,7,15,29,1,6,1,2,7,2,1,7032,1,104,5144,7044,2
1,1,1,2,2,4,1,1,2,15,29,4,1,2,2,3,2,1,1758,1,104,5144,1761,2
2,1,1,3,5,2,1,1,2,15,29,1,1,1,2,5,2,1,7032,1,104,5144,7044,2
2,1,3,3,3,2,1,1,11,15,29,4,2,1,2,4,2,1,1758,1,104,5144,1761,2
3,1,1,2,3,2,1,1,5,15,29,2,2,1,2,1,2,3,1650,1,104,5126,1651,2
6,1,5,5,13,4,1,1,2,15,29,4,8,1,1,4,2,2,468,3,211,10449,180,1
2,1,2,3,3,2,1,1,11,15,29,4,2,1,2,4,2,1,1758,1,104,5144,1761,2
6,1,4,5,13,4,1,1,3,15,29,4,8,1,1,4,2,2,468,3,211,10449,180,1
2,1,1,3,3,2,1,1,6,15,29,4,2,1,2,4,2,1,1758,1,104,5144,1761,2
3,1,1,1,5,2,1,1,12,15,29,2,1,1,2,5,2,1,2860,1,104,5285,2860,2
1,1,1,2,3,2,1,1,9,15,29,2,1,1,2,1,2,5,1499,1,104,5267,1498,2
1,1,1,2,5,4,1,1,7,15,29,3,1,1,2,4,2,1,15822,1,104,5144,15849,2
2,1,2,2,5,1,1,1,6,15,29,1,1,1,2,1,2,1,3104,1,104,5103,3106,2
4,2,2,2,2,2,1,1,6,15,29,1,1,2,2,4,2,1,1650,1,104,5126,1651,2
2,1,1,2,3,2,1,1,2,15,29,4,2,1,2,7,2,1,726,1,104,5185,726,0
3,1,1,1,2,2,1,1,7,15,29,4,2,2,2,3,2,1,1650,1,104,5126,1651,2
6,1,3,5,13,4,1,1,4,15,29,4,8,1,1,4,2,2,468,3,211,10449,180,1
3,1,2,4,9,2,1,1,4,15,29,2,2,1,2,7,2,5,3516,1,104,5144,3522,2
3,1,2,2,3,2,1,1,12,15,29,2,2,1,2,1,2,1,1650,1,104,5126,1651,2
3,1,1,4,9,2,1,1,1,15,29,1,2,1,2,7,2,3,3516,1,104,5144,3522,2
4,2,1,1,3,2,1,1,4,15,29,4,1,1,2,4,2,1,1650,1,104,5126,1651,2
6,1,1,5,13,4,1,1,6,15,29,4,8,1,1,4,2,2,468,3,211,10449,180,1
4,1,1,1,10,2,1,1,5,15,29,1,2,1,2,9,2,5,2364,1,104,5360,2362,2
3,1,2,2,10,1,1,1,7,15,29,2,2,1,2,4,2,3,2364,1,104,5360,2362,2
3,1,1,1,5,2,1,1,3,15,29,2,1,1,2,1,2,1,3516,1,104,5144,3522,2
1,1,1,1,5,2,1,1,7,15,29,1,1,1,2,4,2,1,4656,1,104,5103,4659,2
4,2,1,2,2,2,1,1,6,15,29,1,1,2,2,4,2,1,1650,1,104,5126,1651,2
4,1,1,1,3,1,1,1,6,15,29,3,1,1,2,6,2,1,1575,1,104,5091,1576,2
4,1,1,2,4,1,1,1,3,15,29,1,2,1,2,4,2,1,1758,1,104,5144,1761,2
2,1,1,2,5,1,1,1,5,15,29,3,1,1,2,4,2,1,3104,1,104,5103,3106,2
4,1,1,1,7,1,1,1,10,15,29,9,4,1,2,4,2,1,3516,1,104,5144,3522,2
4,1,2,2,4,1,1,1,3,15,29,2,2,1,2,4,2,3,1758,1,104,5144,1761,2
2,1,2,2,1,1,1,1,10,15,29,4,2,2,1,4,2,5,1552,1,104,5103,1553,2
1,1,2,2,5,4,1,1,1,15,29,3,1,1,2,4,2,1,15822,1,104,5144,15849,2
3,1,3,4,9,2,1,1,8,15,29,1,2,1,2,7,2,5,3516,1,104,5144,3522,2
4,1,1,1,1,2,1,1,9,15,29,1,1,2,1,4,1,1,1182,1,104,5360,1181,2
1,1,1,1,3,1,1,1,2,15,29,3,2,1,2,4,2,1,1182,1,104,5360,1181,2
6,1,2,5,13,4,1,1,5,15,29,4,8,1,1,4,2,2,468,3,211,10449,180,1
4,1,2,2,2,1,1,1,3,15,29,2,1,2,2,5,2,1,1758,1,104,5144,1761,2
1,1,2,2,2,4,1,1,5,15,29,4,1,2,2,4,2,1,1758,1,104,5144,1761,2
1,1,2,2,9,2,1,1,2,15,29,1,2,1,2,4,2,5,4656,1,104,5103,4659,2
3,1,4,4,9,2,1,1,8,15,29,1,2,1,2,1,2,5,3516,1,104,5144,3522,2
1,1,1,1,3,5,1,1,5,15,29,3,2,1,2,3,2,5,1575,1,104,5091,1576,2
1,1,1,2,9,2,1,1,8,15,29,1,2,1,2,99,2,5,4656,1,104,5103,4659,2
4,1,1,2,2,1,1,1,4,15,29,2,1,2,2,6,2,1,1758,1,104,5144,1761,2
4,1,1,1,2,2,1,1,9,15,29,2,1,2,2,4,2,1,1182,1,104,5360,1181,2
5,1,1,1,5,4,1,1,7,15,29,2,1,1,2,7,2,1,5460,1,104,5049,5460,2
4,1,1,1,5,3,1,1,11,15,29,1,3,1,1,4,2,1,3981,1,104,5251,3978,2
4,1,1,1,5,2,1,1,7,15,29,2,1,1,2,4,2,5,2364,1,104,5360,2362,2
4,1,1,1,3,2,1,1,2,15,29,4,2,1,2,4,2,5,1182,1,104,5360,1181,2
3,1,1,2,10,1,1,1,7,15,29,2,2,1,2,6,2,3,2364,1,104,5360,2362,2
4,2,1,1,4,2,1,1,7,15,29,4,2,2,2,6,2,1,1758,1,104,5144,1761,2
4,1,2,2,3,2,1,1,10,15,30,4,2,1,2,4,2,5,1140,1,104,5083,1139,2
5,1,1,2,3,1,1,1,11,15,30,4,2,1,2,6,2,1,1140,1,104,5083,1139,2
2,1,2,2,3,1,1,1,7,15,30,4,2,1,2,3,2,5,1140,1,104,5083,1139,2
4,1,1,1,5,6,1,1,4,15,30,3,1,1,2,6,2,2,4540,1,104,5184,4536,2
5,1,2,2,3,1,1,1,1,15,30,4,2,1,2,6,2,1,1140,1,104,5083,1139,2
4,1,2,2,3,4,1,1,10,15,30,4,2,1,2,3,2,1,1225,1,104,5015,1223,2
5,1,1,1,4,1,1,1,12,15,30,2,2,2,2,6,2,1,1140,1,104,5083,1139,2
3,1,1,1,1,1,1,1,4,15,30,3,1,2,1,4,2,1,1140,1,104,5083,1139,2
2,1,1,2,3,1,1,1,2,15,30,4,2,1,2,3,2,1,1135,1,104,5184,1134,2
2,1,2,2,3,1,1,1,3,15,30,4,2,1,2,4,2,1,1135,1,104,5184,1134,2
4,1,1,2,3,4,1,1,7,15,30,4,2,1,2,3,2,1,1225,1,104,5015,1223,2
4,1,1,2,3,2,1,1,4,15,30,4,2,1,2,4,2,5,1140,1,104,5083,1139,2
3,1,1,1,2,2,1,1,12,15,30,1,1,2,2,3,2,1,1225,1,104,5015,1223,2
2,1,1,2,3,1,1,1,2,15,30,4,2,1,2,3,2,5,1140,1,104,5083,1139,2
1,1,1,2,3,1,1,1,5,15,30,4,2,1,2,3,2,1,1225,1,104,5015,1223,2
1,1,1,1,4,1,1,1,9,15,30,4,2,2,2,9,2,5,1225,1,104,5015,1223,2
1,1,1,1,9,1,1,1,12,15,30,2,2,1,1,4,2,5,1225,1,104,5015,1223,2
3,1,1,1,3,2,1,1,8,15,30,4,2,1,2,3,2,5,1225,1,104,5015,1223,2
1,1,1,1,3,2,1,1,1,15,30,2,2,1,2,4,2,5,1140,1,104,5083,1139,2
4,1,1,1,3,6,1,1,3,15,30,4,2,1,2,3,2,1,1135,1,104,5184,1134,2
1,1,2,2,3,1,1,1,8,15,30,4,2,1,2,3,2,1,1225,1,104,5015,1223,2
4,1,1,1,5,2,1,1,12,15,31,3,3,1,1,4,2,1,3098,1,104,5044,3100,2
5,1,1,1,10,4,1,1,3,15,31,3,2,1,2,3,2,5,5688,1,104,5309,5696,2
2,1,1,2,5,1,1,1,6,15,31,3,6,1,2,4,2,1,2164,1,103,5302,2150,2
1,1,2,2,3,2,1,1,11,15,31,4,2,1,2,3,1,5,1330,1,103,5038,1321,2
3,1,2,3,4,1,1,1,5,15,31,2,2,2,2,1,2,3,1549,1,104,5044,1550,2
3,2,1,3,5,1,1,1,11,15,31,3,6,1,2,7,1,1,1366,1,104,5355,1367,2
2,2,2,2,11,2,1,1,9,15,31,2,1,1,2,4,2,2,3014,1,104,5214,3016,2
5,1,1,1,9,2,1,1,4,15,31,2,2,1,2,6,2,3,5109,1,104,5029,5109,2
4,1,2,2,9,3,1,1,11,15,31,1,2,1,2,5,2,3,7050,1,104,5279,7060,2
3,2,2,3,5,1,1,1,12,15,31,3,6,1,2,7,1,1,1366,1,104,5355,1367,2
5,1,1,2,5,1,1,1,6,15,31,1,1,1,2,4,2,1,5464,1,104,5355,5468,2
3,1,1,1,3,1,1,1,1,15,31,1,2,1,2,4,2,3,1549,1,104,5044,1550,2
2,1,1,1,5,1,1,1,12,15,31,1,6,1,2,6,2,1,4500,1,104,5372,4503,2
2,2,2,4,5,2,1,1,3,15,31,1,6,1,2,4,2,1,3014,1,104,5214,3016,2
4,1,3,3,2,3,1,1,11,15,31,4,2,2,2,5,2,1,1703,1,104,5029,1703,2
5,1,2,2,9,2,1,1,12,15,31,2,2,1,2,1,2,3,2625,1,104,5061,2631,2
3,2,3,3,5,1,1,1,12,15,31,3,6,1,2,7,2,1,1366,1,104,5355,1367,2
3,1,3,3,4,1,1,1,12,15,31,9,2,2,2,7,2,3,1549,1,104,5044,1550,2
2,2,2,2,10,2,1,1,10,15,31,3,1,1,2,4,2,2,3014,1,104,5214,3016,2
2,1,1,2,5,1,1,1,4,15,31,3,6,1,2,6,2,1,2820,1,104,5279,2824,2
8,1,2,3,5,1,1,1,5,15,31,1,1,1,2,4,2,1,4375,1,104,5061,4385,2
4,1,1,2,9,3,1,1,5,15,31,2,2,1,2,5,2,5,7050,1,104,5279,7060,2
3,1,3,3,5,1,1,1,12,15,31,3,6,1,2,1,2,3,1549,1,104,5044,1550,2
5,1,2,2,3,2,1,1,6,15,31,3,1,1,2,5,2,5,1410,1,104,5279,1412,2
3,1,2,3,5,1,1,1,9,15,31,1,1,1,2,1,2,1,1549,1,104,5044,1550,2
8,1,1,3,5,1,1,1,2,15,31,1,6,1,2,8,2,1,4375,1,104,5061,4385,2
4,1,2,3,2,3,1,1,10,15,31,4,2,2,2,4,2,1,1703,1,104,5029,1703,2
5,1,1,1,9,2,1,1,5,15,31,1,2,1,2,6,2,3,6000,1,104,5372,6004,2
2,1,1,3,3,1,1,1,3,15,31,4,2,1,2,4,2,1,1082,1,103,5302,1075,2
2,1,3,3,3,1,1,1,12,15,31,3,2,1,2,8,2,1,1082,1,103,5302,1075,2
5,1,1,1,4,2,1,1,1,15,31,1,2,2,2,1,2,1,1328,1,104,5231,1326,2
4,1,1,3,2,3,1,1,3,15,31,4,2,2,2,9,2,1,1703,1,104,5029,1703,2
2,2,2,2,14,1,1,1,5,15,31,2,1,1,1,4,2,3,1366,1,104,5355,1367,2
4,1,1,1,3,3,1,1,1,15,31,4,2,1,2,6,2,5,1410,1,104,5279,1412,2
5,1,1,2,9,2,1,1,12,15,31,2,2,1,2,4,2,3,2625,1,104,5061,2631,2
5,1,1,2,5,4,1,1,9,15,31,1,6,1,2,1,2,3,4328,1,103,5302,4300,2
5,1,1,1,2,2,1,1,12,15,31,2,5,2,2,4,2,1,1328,1,104,5231,1326,2
5,1,2,2,2,2,1,1,12,15,31,4,1,2,2,4,2,1,1549,1,104,5044,1550,2
5,1,1,2,2,2,1,1,6,15,31,4,1,2,2,4,2,1,1549,1,104,5044,1550,2
7,1,1,3,3,1,1,1,3,15,31,4,2,1,2,8,2,1,730,1,104,5326,730,0
3,1,1,1,5,2,1,1,8,15,31,1,6,1,2,6,2,3,3130,1,104,5086,3134,2
3,1,1,3,4,1,1,1,1,15,31,2,2,1,2,1,2,3,1549,1,104,5044,1550,2
2,1,1,1,9,1,1,1,9,15,31,4,2,1,2,6,2,3,2820,1,104,5279,2824,2
1,2,2,2,2,1,1,1,1,15,31,4,2,2,2,7,2,1,1366,1,104,5355,1367,2
2,1,1,1,4,1,1,1,12,15,31,2,2,2,2,6,2,1,1410,1,104,5279,1412,2
1,1,1,1,5,1,1,1,6,15,31,4,1,1,2,8,2,1,2718,1,104,5097,2720,2
1,1,2,2,3,3,1,1,10,15,31,3,2,1,2,4,2,5,1328,1,104,5231,1326,2
1,1,2,2,5,2,1,1,12,15,31,3,6,1,2,6,1,1,3990,1,103,5038,3963,2
1,1,1,2,2,1,1,1,3,15,31,4,2,2,2,6,2,1,1565,1,104,5086,1567,2
5,1,1,1,11,2,1,1,6,15,31,3,4,1,2,5,2,2,2820,1,104,5279,2824,2
5,1,1,1,3,2,1,1,1,15,31,4,2,1,2,6,2,1,1328,1,104,5231,1326,2
3,1,2,2,5,2,1,1,12,15,31,2,6,1,2,3,2,3,1490,1,103,5180,1486,2
2,1,1,1,5,1,1,1,1,15,31,1,6,1,2,4,2,1,3500,1,104,5061,3508,2
5,1,1,1,1,4,1,1,12,15,31,4,2,2,1,4,2,1,1082,1,103,5302,1075,2
2,1,1,1,4,1,1,1,11,15,31,4,2,1,2,9,2,1,1703,1,104,5029,1703,2
5,1,3,3,2,1,1,1,5,15,31,1,1,2,2,4,2,1,1359,1,104,5097,1360,2
3,1,1,1,3,2,1,1,1,15,31,3,2,1,2,3,2,5,1410,1,104,5279,1412,2
1,1,1,2,3,2,1,1,7,15,31,9,2,1,2,3,1,1,1330,1,103,5038,1321,2
1,1,1,1,12,2,1,1,11,15,31,2,1,1,2,1,2,3,2820,1,104,5279,2824,2
3,1,1,1,9,4,1,1,8,15,31,3,2,1,2,4,2,5,5436,1,104,5097,5440,2
2,1,3,3,5,3,1,1,10,15,31,4,1,1,2,4,2,1,8010,1,104,5028,8025,2
4,1,3,3,5,4,1,1,10,15,31,4,1,1,2,5,2,1,5956,1,104,5390,5964,2
2,2,1,4,5,2,1,1,3,15,31,1,6,1,2,1,2,2,3014,1,104,5214,3016,2
3,1,1,3,5,2,1,1,2,15,31,2,1,1,2,5,2,3,3000,1,104,5372,3002,2
5,1,2,2,5,4,1,1,4,15,31,1,6,1,2,1,2,3,4328,1,103,5302,4300,2
1,1,1,1,4,2,1,1,8,15,31,4,2,1,2,7,2,1,745,1,103,5180,743,0
5,1,1,1,3,3,1,1,6,15,31,3,2,1,2,3,2,5,1330,1,103,5038,1321,2
5,1,2,2,9,4,1,1,6,15,31,2,2,2,2,8,2,5,4328,1,103,5302,4300,2
2,2,1,1,3,2,1,1,2,15,31,4,2,1,2,3,2,5,1507,1,104,5214,1508,2
3,1,1,3,5,1,1,1,2,15,31,1,1,1,2,4,2,1,1549,1,104,5044,1550,2
4,1,1,1,9,2,1,1,5,15,31,2,2,2,2,99,1,5,2718,1,104,5097,2720,2
2,1,2,3,3,1,1,1,9,15,31,3,2,1,2,3,2,1,1082,1,103,5302,1075,2
5,1,1,1,5,1,1,1,7,15,31,2,6,1,2,6,2,3,6600,1,104,5126,6604,2
4,1,1,2,9,5,1,1,7,15,31,4,2,1,2,4,2,5,6408,1,104,5028,6420,2
2,1,1,1,5,2,1,1,12,15,31,3,1,1,2,7,2,1,3190,1,104,5345,3186,2
3,1,1,2,5,2,1,1,3,15,31,3,6,1,2,3,2,3,1490,1,103,5180,1486,2
1,2,1,1,5,2,1,1,7,15,31,1,6,1,2,6,2,3,1604,1,104,5068,1604,2
6,1,1,1,9,2,1,1,11,15,31,3,2,1,2,1,2,1,2406,1,104,5068,2406,2
3,1,1,1,5,4,1,1,6,15,31,3,1,1,2,8,2,1,6812,1,104,5029,6812,2
2,1,1,1,9,2,1,1,12,15,31,3,2,1,2,9,2,3,3230,1,104,5168,3228,2
1,1,1,2,5,2,1,1,12,15,31,3,6,1,2,4,2,1,3990,1,103,5038,3963,2
4,1,1,1,3,4,1,1,1,15,31,4,2,1,2,4,2,1,1507,1,104,5214,1508,2
5,1,1,2,9,4,1,1,11,15,31,2,2,2,2,6,2,3,4328,1,103,5302,4300,2
3,1,2,3,5,2,1,1,6,15,31,3,1,1,2,4,2,5,3000,1,104,5372,3002,2
1,1,2,2,2,1,1,1,5,15,31,4,2,2,2,6,2,1,1565,1,104,5086,1567,2
1,1,1,1,2,1,1,1,8,15,31,4,1,2,2,4,2,1,1366,1,104,5355,1367,2
4,1,1,1,5,1,1,1,6,15,31,1,5,1,2,4,2,1,4869,1,104,5202,4869,2
