VIV_SEL,HOGAR,ND_TIPO,TD_TIPO,BPCOD,R_SEL,AREAM_OCU,RESUL_H,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_6,BP1_20,BP1_23,BP1_30,BP1_33,FAC_DEL,DOM,EST,UPM,FAC_DEL_AM
2,1,1,1,6,1,9,1,1,8,19,3,5,1,1,4,2,3,363,1,56,2666,365
1,1,2,2,2,1,9,1,2,8,19,4,1,2,2,6,2,1,478,1,57,2778,470
2,1,1,1,2,1,9,1,2,8,19,3,1,2,2,3,2,1,442,1,57,2727,436
1,1,1,1,3,1,9,1,10,8,19,9,2,1,2,3,2,1,413,1,57,2733,403
2,1,1,1,5,1,9,1,7,8,19,2,1,1,2,4,2,1,423,1,57,2691,415
1,1,1,1,4,1,9,1,5,8,19,1,2,2,1,4,2,1,406,1,56,2687,403
4,1,1,1,2,1,9,1,1,8,19,9,1,2,2,6,2,1,402,1,57,2708,393
4,1,1,1,2,1,9,1,5,8,19,2,1,2,2,9,2,1,421,1,57,2655,411
4,1,1,1,2,2,9,1,1,8,19,4,1,1,2,5,2,1,513,1,58,2673,502
1,1,1,1,3,2,9,1,1,8,19,3,2,1,2,3,2,5,371,1,57,2730,362
3,1,1,2,2,2,9,1,9,8,19,1,4,2,2,4,2,1,473,1,58,2661,464
1,1,1,1,1,1,9,1,2,8,19,9,1,2,1,4,2,1,413,1,57,2733,403
1,1,1,1,2,1,9,1,9,8,19,2,5,2,2,3,2,1,371,1,57,2659,359
1,1,1,3,3,2,9,1,12,8,19,3,1,1,2,8,2,1,417,1,57,2761,409
3,1,1,2,2,1,9,1,9,8,19,1,5,2,2,4,2,3,370,1,56,2701,374
5,1,1,1,4,2,9,1,8,8,19,1,2,2,1,4,1,1,460,1,58,2653,446
1,1,3,3,3,2,9,1,4,8,19,2,1,1,2,8,2,1,417,1,57,2761,409
4,1,1,1,4,1,9,1,3,8,19,4,2,2,2,6,2,1,366,1,56,2690,367
5,1,1,1,1,1,9,1,2,8,19,3,1,1,1,4,2,1,451,1,57,2763,441
4,1,1,1,10,2,9,1,5,8,19,3,2,1,1,4,1,2,912,1,56,2656,932
3,1,1,1,2,1,9,1,6,8,19,3,1,2,2,4,2,1,442,1,57,2727,436
5,1,1,1,4,1,9,1,8,8,19,1,2,2,2,8,2,1,406,1,56,2687,403
3,1,2,2,4,1,9,1,6,8,19,2,2,1,2,1,2,1,459,1,58,2654,446
3,1,1,1,1,1,9,1,7,8,19,1,3,2,1,4,2,1,371,1,57,2730,362
3,1,1,1,4,1,9,1,11,8,19,2,2,1,2,6,2,1,442,1,57,2727,436
1,1,1,1,2,1,9,1,12,8,19,2,1,2,2,6,2,1,406,1,56,2687,403
5,1,1,1,4,2,9,1,1,8,19,4,2,2,2,6,2,1,426,1,58,2664,416
4,1,1,2,2,2,9,1,2,8,19,4,1,2,2,6,2,1,478,1,57,2778,470
2,1,1,1,7,1,9,1,11,8,19,3,4,1,1,4,2,5,770,1,58,2713,750
5,1,1,1,4,1,9,1,9,8,19,3,2,2,2,8,2,1,493,1,56,2705,499
3,1,1,1,2,2,9,1,11,8,19,3,1,2,2,9,2,1,314,1,56,2726,320
4,1,1,1,5,3,9,1,6,8,19,2,1,1,2,4,2,1,1218,1,57,2776,1194
1,1,1,1,1,1,9,1,3,8,19,3,1,2,1,4,1,1,401,1,56,2676,398
2,1,3,3,9,2,9,1,8,8,19,2,2,1,2,8,2,5,852,1,57,2738,830
5,1,1,1,1,3,9,1,7,8,19,3,5,2,1,4,2,5,389,1,57,2658,384
1,1,1,1,3,4,9,1,6,8,19,4,1,1,2,4,2,5,389,1,57,2658,384
2,1,1,1,10,2,9,1,5,8,19,3,2,1,2,1,2,3,856,1,57,2760,826
3,1,1,1,9,1,9,1,3,8,19,1,2,1,2,1,2,3,459,1,58,2654,446
4,1,1,1,4,1,9,1,7,8,19,1,2,2,2,4,2,5,380,1,58,2725,369
1,1,1,1,2,2,9,1,6,8,19,3,5,2,2,9,2,1,420,1,57,2672,406
2,1,2,2,2,2,9,1,2,8,19,4,1,2,2,3,2,1,428,1,57,2760,413
4,1,1,1,2,5,9,1,8,8,19,3,1,2,2,4,2,1,493,1,56,2705,499
4,1,1,2,7,1,9,1,4,8,19,1,4,1,2,9,2,1,960,1,58,2759,930
5,1,1,1,2,3,9,1,6,8,19,4,1,2,2,9,2,1,409,1,57,2682,403
4,1,4,4,10,1,9,1,8,8,19,2,1,1,2,4,2,3,1278,1,57,2738,1245
1,1,1,1,4,2,9,1,5,8,19,2,2,2,1,4,2,1,423,1,57,2691,415
4,1,1,1,5,1,9,1,12,8,19,3,1,1,2,6,2,1,376,1,57,2714,367
2,1,1,1,5,2,9,1,7,8,19,2,1,1,2,8,2,2,1484,1,57,2659,1436
1,1,3,3,2,1,9,1,11,8,19,4,4,1,2,6,2,3,434,1,57,2773,432
5,1,1,1,2,3,9,1,1,8,19,4,2,2,2,7,2,5,389,1,57,2658,384
2,1,1,1,9,2,9,1,12,8,19,3,2,1,2,3,2,3,2300,1,57,2671,2225
4,1,1,1,5,2,9,1,10,8,19,3,4,1,2,4,2,3,788,1,58,2706,768
3,1,1,1,2,3,9,1,8,8,19,4,1,1,1,4,2,1,385,1,57,2715,379
3,1,1,1,2,3,9,1,12,8,19,4,2,1,2,1,2,1,385,1,58,2713,375
3,1,1,1,10,1,9,1,11,8,19,3,1,1,2,3,2,5,1224,1,57,2712,1197
5,1,1,1,8,1,9,1,4,8,19,4,2,1,2,4,2,1,401,1,56,2676,398
5,1,1,1,9,2,9,1,1,8,19,2,2,1,1,4,2,3,666,1,57,2758,646
5,1,1,1,3,2,9,1,3,8,19,2,2,1,2,3,2,5,460,1,58,2653,446
3,1,1,2,4,1,9,1,11,8,19,2,2,1,2,1,2,5,459,1,58,2654,446
3,1,1,1,3,3,9,1,11,8,19,3,2,1,2,3,2,5,451,1,57,2763,441
4,1,1,1,9,2,9,1,5,8,19,2,2,1,2,3,2,5,770,1,57,2715,758
2,1,1,1,2,2,9,1,9,8,19,3,1,2,2,5,2,1,396,1,57,2662,390
1,1,1,1,4,1,9,1,2,8,19,2,2,2,1,4,2,1,418,1,57,2674,403
1,1,1,1,5,3,9,1,5,8,19,1,1,1,2,4,2,1,1824,1,56,2656,1864
1,1,1,1,2,1,9,1,3,8,19,4,1,2,1,4,2,1,418,1,57,2674,403
1,1,2,2,5,2,9,1,11,8,19,2,1,1,2,9,2,3,840,1,57,2672,812
4,1,1,1,3,1,9,1,2,8,19,1,2,1,2,9,2,1,426,1,57,2738,415
1,1,1,1,2,2,9,1,7,8,19,3,1,2,2,8,2,4,417,1,57,2761,409
3,1,2,2,2,1,9,1,1,8,19,2,5,2,2,4,2,1,370,1,56,2701,374
5,1,1,1,4,1,9,1,10,8,19,4,2,1,2,4,2,1,401,1,56,2676,398
4,1,1,1,8,1,9,1,10,8,19,9,1,1,1,4,2,1,428,1,57,2760,413
5,1,1,1,5,2,9,1,9,8,19,2,1,1,2,6,2,3,920,1,58,2653,892
5,1,1,1,2,1,9,1,7,8,19,4,2,1,1,4,2,1,625,1,58,2649,604
4,1,1,1,5,4,9,1,11,8,19,2,1,1,2,1,2,1,1652,1,57,2733,1612
1,1,1,1,2,1,9,1,2,8,19,3,4,2,2,3,2,1,478,1,58,2689,468
20,1,1,1,2,5,9,1,2,8,19,3,1,2,2,5,2,1,274,2,139,7130,180
2,1,1,1,7,2,9,1,7,8,19,3,4,1,2,4,2,5,1188,1,57,2662,1170
5,1,1,1,2,1,9,1,12,8,19,3,1,2,2,4,2,1,473,1,58,2661,464
1,1,1,1,1,1,9,1,9,8,19,4,3,2,1,4,2,1,337,1,57,2767,323
4,1,1,1,10,4,9,1,11,8,19,3,5,1,2,1,2,2,1652,1,57,2733,1612
19,1,1,1,15,2,9,1,9,8,19,2,1,1,2,1,2,3,758,3,55,2637,180
1,1,1,2,1,3,9,1,10,8,19,3,2,1,2,4,2,3,385,1,57,2650,375
5,1,1,1,1,1,9,1,7,8,19,9,1,2,1,4,2,3,360,1,57,2704,352
2,1,1,1,8,1,9,1,12,8,19,2,4,1,2,6,1,1,363,1,56,2666,365
5,1,1,1,3,1,9,1,4,8,19,3,2,1,2,3,2,5,401,1,56,2676,398
5,1,1,1,9,2,9,1,9,8,19,1,2,1,2,3,2,3,884,1,57,2727,872
1,1,1,1,1,2,9,1,6,8,19,4,1,1,1,4,1,1,390,1,57,2688,385
5,1,1,1,2,1,9,1,6,8,19,4,1,2,2,3,2,1,413,1,57,2733,403
10,1,1,1,6,1,9,1,4,8,19,3,5,1,2,4,1,1,798,3,55,2986,180
5,1,1,1,2,3,9,1,11,8,19,1,5,2,2,3,2,1,434,1,57,2773,432
2,1,1,1,10,1,9,1,9,8,19,2,2,1,2,1,2,3,1392,1,56,2641,1428
4,1,1,1,9,1,9,1,10,8,19,1,2,1,2,4,2,5,842,1,58,2657,814
1,1,1,1,3,1,9,1,11,8,19,9,4,1,2,6,2,1,434,1,57,2773,432
1,1,1,1,1,4,9,1,12,8,19,2,3,2,2,9,2,1,421,1,57,2655,411
19,1,1,1,2,2,9,1,3,8,19,1,5,2,2,4,2,1,403,2,53,2980,180
1,1,1,1,3,2,9,1,5,8,19,2,1,1,2,7,2,1,164,1,67,3540,161
4,1,2,2,7,1,9,1,5,8,19,9,4,1,2,9,2,1,960,1,58,2759,930
5,1,1,1,1,3,9,1,8,8,19,3,2,1,2,4,2,1,347,1,58,2748,334
3,1,1,1,2,2,9,1,9,8,19,9,5,2,2,4,2,1,422,1,58,2734,409
4,1,1,1,2,1,9,1,5,8,19,4,1,2,2,6,2,1,366,1,56,2690,367
5,1,1,1,13,1,9,1,11,8,19,1,2,1,2,1,1,3,1312,1,56,2762,1346
2,1,1,1,5,2,9,1,3,8,19,2,1,1,1,4,2,1,838,1,57,2774,820
4,1,1,1,9,4,9,1,1,8,19,2,2,1,2,3,2,5,1652,1,57,2733,1612
3,1,3,3,9,1,9,1,8,8,19,2,2,1,2,3,2,5,337,1,57,2767,323
2,1,1,1,2,1,9,1,6,8,19,2,1,2,2,6,2,1,418,1,57,2674,403
4,1,2,2,2,1,9,1,7,8,19,4,1,2,2,4,2,1,417,1,57,2761,409
1,1,1,1,4,2,9,1,2,8,19,4,2,2,2,8,2,1,417,1,57,2761,409
4,1,1,1,8,1,9,1,11,8,19,2,2,1,2,4,2,1,422,3,55,2985,180
4,1,1,1,2,1,9,1,3,8,19,3,5,2,2,6,2,1,460,1,58,2653,446
5,1,1,1,4,1,9,1,4,8,19,1,2,2,2,6,2,1,441,1,58,2768,431
3,1,1,1,2,3,9,1,6,8,19,4,1,2,2,9,2,1,395,1,57,2677,381
1,1,1,2,5,3,9,1,5,8,19,1,1,1,2,4,2,3,1540,1,57,2650,1500
4,1,2,2,2,2,9,1,6,8,19,4,1,2,2,6,2,1,422,1,58,2734,409
3,1,2,2,4,1,9,1,4,8,19,4,2,2,2,8,1,1,366,1,56,2690,367
1,1,1,1,9,1,9,1,8,8,19,1,2,1,2,8,2,5,569,1,58,2764,550
1,1,1,1,1,1,9,1,8,8,19,2,1,2,1,4,2,1,406,1,56,2687,403
1,1,1,1,9,2,9,1,11,8,19,2,2,1,2,7,2,5,812,1,56,2816,180
3,1,1,2,3,2,9,1,11,8,19,3,2,1,2,3,2,5,441,1,58,2646,425
2,1,1,1,2,2,9,1,6,8,19,1,1,1,1,4,2,1,419,1,57,2774,410
1,1,1,2,5,2,9,1,10,8,19,2,6,1,2,4,2,3,840,1,57,2672,812
1,1,1,1,3,1,9,1,9,8,19,3,1,1,2,3,2,3,418,1,57,2674,403
3,1,1,1,9,1,9,1,10,8,19,1,2,1,2,3,2,5,1224,1,57,2712,1197
4,1,2,2,7,1,9,1,99,8,19,9,4,1,2,9,2,1,920,1,58,2653,892
4,1,2,3,2,2,9,1,8,8,19,4,1,1,2,4,2,1,465,1,56,2651,477
1,1,2,2,1,3,9,1,2,8,19,3,2,1,2,1,1,3,385,1,57,2650,375
1,1,2,2,3,1,9,1,5,8,19,3,1,1,2,1,2,1,401,1,56,2676,398
1,1,1,1,8,1,9,1,11,8,19,1,2,1,2,4,2,1,820,1,58,2663,790
1,1,1,1,9,1,9,1,5,8,19,3,4,1,2,6,2,3,826,1,57,2733,806
2,1,1,1,9,3,9,1,12,8,19,2,3,1,2,7,1,5,1780,1,58,2675,1760
4,1,1,2,2,1,9,1,10,8,19,1,2,2,2,4,2,1,417,1,57,2761,409
1,1,1,2,3,1,9,1,9,8,19,3,1,1,2,4,2,1,401,1,56,2676,398
5,1,1,1,5,1,9,1,6,8,19,4,4,1,1,4,2,2,1250,1,58,2649,1208
1,1,1,1,5,1,9,1,99,8,19,2,1,1,2,6,2,3,826,1,57,2733,806
2,1,1,2,7,1,9,1,6,8,19,3,1,1,2,6,2,1,836,1,57,2674,806
4,1,1,2,7,1,9,1,9,8,19,9,4,1,2,9,2,1,920,1,58,2653,892
3,1,1,1,2,1,9,1,9,8,19,4,1,1,2,8,2,1,408,1,57,2712,399
1,1,1,2,2,1,9,1,2,8,19,4,1,2,2,6,2,1,478,1,57,2778,470
1,1,2,2,7,1,9,1,5,8,19,4,5,1,2,9,2,1,836,1,57,2674,806
3,1,1,3,9,1,9,1,6,8,19,2,2,1,2,3,2,5,337,1,57,2767,323
3,1,1,1,4,2,9,1,8,8,19,3,2,2,2,4,2,1,209,2,176,8783,180
4,1,1,1,10,2,9,1,5,8,19,3,5,1,2,1,2,5,1132,1,207,9753,940
4,1,3,4,10,1,9,1,6,8,19,2,1,1,2,4,1,3,1278,1,57,2738,1245
4,1,2,4,10,1,9,1,7,8,19,2,1,1,2,4,1,3,1278,1,57,2738,1245
4,1,2,2,4,1,9,1,8,8,19,2,2,1,2,3,2,5,426,1,57,2738,415
2,1,1,1,4,2,9,1,10,8,19,2,2,1,2,4,2,1,419,1,57,2774,410
1,1,1,1,4,1,9,1,10,8,19,4,2,2,2,6,2,1,434,1,57,2773,432
3,1,1,1,1,1,9,1,4,8,19,3,1,2,1,4,2,5,493,1,58,2670,479
2,1,2,2,7,1,9,1,2,8,19,4,6,1,2,6,2,1,836,1,57,2674,806
2,1,1,1,4,2,9,1,3,8,19,1,2,2,2,4,2,1,427,1,58,2652,422
3,1,1,2,5,2,9,1,7,8,19,2,5,1,2,4,2,1,770,1,57,2697,750
2,1,1,1,2,2,9,1,5,8,19,4,1,1,2,4,2,1,483,1,58,2751,473
3,1,1,1,9,1,9,1,8,8,19,1,2,1,2,5,2,5,1707,1,58,2764,1650
13,1,1,1,2,3,9,1,10,8,19,3,3,2,2,1,2,1,379,3,55,2637,180
4,1,1,1,2,1,9,1,12,8,19,4,1,2,2,3,2,1,401,1,56,2676,398
2,1,1,1,11,1,9,1,9,8,19,3,1,1,1,4,2,2,363,1,56,2666,365
5,1,1,1,3,1,9,1,11,8,19,1,1,1,2,5,2,5,441,1,58,2646,425
1,1,1,1,3,1,9,1,12,8,19,3,2,1,2,3,2,5,354,1,57,2775,342
2,1,1,2,3,4,9,1,8,8,19,4,2,1,2,8,2,1,503,1,56,2770,511
5,1,1,2,7,1,9,1,8,8,19,9,9,1,2,6,2,1,412,3,55,2989,180
1,1,1,1,5,2,9,1,9,8,19,3,3,1,1,4,2,3,938,1,58,2739,914
3,1,1,1,9,1,9,1,3,8,19,2,2,1,2,7,2,3,380,1,58,2725,369
4,1,1,1,2,4,9,1,7,8,19,3,1,1,2,1,2,1,413,1,57,2733,403
4,1,1,1,8,2,9,1,4,8,19,9,2,1,2,6,2,1,882,1,58,2768,862
5,1,2,3,9,1,9,1,7,8,19,2,2,1,2,9,2,3,363,1,57,2684,355
3,1,1,2,10,2,9,1,1,8,19,1,2,1,2,1,2,3,1395,1,56,2651,1431
2,1,1,1,2,2,9,1,1,8,19,3,1,2,2,7,2,1,422,3,55,2985,180
3,1,2,2,9,1,9,1,6,8,19,3,2,1,2,3,2,5,363,1,56,2743,366
4,1,1,2,2,2,9,1,4,8,19,4,1,2,2,6,2,1,422,1,58,2734,409
5,1,1,1,2,1,9,1,9,8,19,2,1,2,2,4,2,1,436,1,57,2943,180
4,1,1,4,10,1,9,1,7,8,19,3,1,1,2,4,1,3,1278,1,57,2738,1245
4,1,1,2,8,1,9,1,10,8,19,2,4,1,2,5,2,1,746,1,58,2643,716
4,1,1,2,4,1,9,1,6,8,19,3,2,1,2,3,2,5,426,1,57,2738,415
1,1,1,1,10,3,9,1,5,8,19,3,1,1,2,3,2,5,914,1,56,2769,922
4,1,1,1,2,2,9,1,9,8,19,3,1,2,2,3,2,1,469,1,58,2739,457
5,1,1,1,2,2,9,1,11,8,19,2,8,2,2,4,2,1,466,1,58,2794,180
5,1,1,1,4,1,9,1,1,8,19,1,2,2,1,4,2,1,427,1,58,2652,422
3,1,1,1,10,3,9,1,7,8,19,3,1,1,2,1,2,3,748,1,57,2700,724
1,1,3,3,2,1,9,1,3,8,19,1,3,2,2,3,2,1,377,1,58,2772,374
3,1,1,1,4,2,9,1,11,8,19,3,2,2,1,4,2,1,575,1,58,2686,564
1,1,2,2,2,3,9,1,11,8,19,4,2,2,2,4,2,1,385,1,57,2650,375
3,1,1,1,2,2,9,1,10,8,19,4,1,2,2,1,2,1,427,1,57,2740,415
4,1,2,2,8,1,9,1,11,8,19,2,4,1,2,5,2,1,746,1,58,2643,716
4,1,2,3,9,1,9,1,11,8,19,1,2,1,2,4,2,3,944,1,58,2692,914
4,1,1,1,1,1,9,1,5,8,19,2,1,1,1,4,2,1,363,1,56,2666,365
5,1,1,3,9,1,9,1,3,8,19,1,2,1,2,5,2,3,363,1,57,2684,355
1,1,2,3,2,1,9,1,11,8,19,3,5,2,2,6,2,1,434,1,57,2773,432
4,1,1,1,4,3,9,1,4,8,19,9,2,2,2,1,2,1,384,1,57,2702,383
1,1,3,3,9,2,9,1,5,8,19,1,2,1,2,3,2,3,944,1,58,2692,914
5,1,1,1,1,1,9,1,11,8,19,1,1,2,1,4,2,1,363,1,56,2666,365
5,1,1,1,11,1,9,1,10,8,19,3,1,1,2,4,2,2,882,1,58,2768,862
4,1,1,1,2,1,9,1,8,8,19,4,2,2,2,4,2,1,391,1,57,2750,382
1,1,2,3,9,2,9,1,10,8,19,1,2,1,2,3,2,3,944,1,58,2692,914
1,1,2,2,5,3,9,1,10,8,19,1,1,1,2,4,2,3,1540,1,57,2650,1500
3,1,2,3,9,1,9,1,5,8,19,3,2,1,2,3,2,5,337,1,57,2767,323
4,1,1,1,9,2,9,1,8,8,19,1,2,1,2,8,2,5,1584,1,57,2716,1552
3,1,1,1,11,1,9,1,12,8,19,3,2,1,2,1,2,3,436,1,57,2644,430
2,1,1,3,9,2,9,1,3,8,19,2,2,1,2,8,2,5,852,1,57,2738,830
5,1,1,1,9,2,9,1,10,8,19,1,2,1,2,7,2,3,644,1,57,2640,628
4,1,2,2,4,1,9,1,5,8,19,2,2,2,2,4,2,5,433,1,56,2683,439
5,1,1,2,5,2,9,1,7,8,19,2,1,1,2,3,2,4,806,1,56,2736,810
4,1,1,1,3,2,9,1,8,8,19,3,2,1,2,9,2,1,627,1,58,2703,608
4,1,3,3,2,2,9,1,10,8,19,4,1,1,2,4,2,1,465,1,56,2651,477
1,1,1,1,4,2,9,1,9,8,19,1,2,2,1,4,1,1,460,1,58,2722,447
5,1,1,3,4,2,9,1,9,8,19,1,2,2,2,4,1,1,396,1,57,2716,388
14,1,1,1,1,2,9,1,12,8,19,4,1,2,1,4,2,1,372,3,54,2992,180
1,1,1,2,1,3,9,1,3,8,19,3,1,2,1,4,1,1,228,1,56,2826,180
5,1,1,1,9,4,9,1,8,8,19,2,8,1,2,3,2,3,2008,1,58,2711,1968
5,1,2,2,6,4,9,1,10,8,19,9,5,2,2,9,2,1,2008,1,58,2711,1968
4,1,1,3,9,1,9,1,11,8,19,2,2,1,2,4,2,3,944,1,58,2692,914
5,1,1,1,7,1,9,1,1,8,19,2,4,1,2,7,1,1,1250,1,58,2649,1208
1,1,1,1,1,1,9,1,11,8,19,2,1,2,1,4,2,1,412,3,55,2989,180
2,1,1,1,3,2,9,1,2,8,19,1,1,1,2,4,2,5,419,1,57,2774,410
5,1,1,1,7,1,9,1,12,8,19,3,2,1,2,6,2,1,363,1,56,2666,365
5,1,1,1,6,2,9,1,9,8,19,3,1,1,1,4,2,1,1864,1,58,2794,180
3,1,1,1,2,3,9,1,3,8,19,3,1,2,2,5,2,1,523,1,58,2737,506
4,1,1,2,4,1,9,1,8,8,19,1,2,1,1,4,2,1,433,1,56,2683,439
2,1,2,2,3,1,9,1,7,8,19,3,2,1,2,4,2,5,421,1,57,2754,411
3,1,2,2,5,2,9,1,9,8,19,2,5,1,2,4,2,1,770,1,57,2697,750
3,1,1,1,2,1,9,1,12,8,19,2,5,2,2,4,2,1,445,1,57,2639,442
4,1,1,1,2,1,9,1,5,8,19,4,2,1,2,4,2,1,447,1,57,2647,439
1,1,1,1,9,1,9,1,12,8,19,1,3,1,2,7,2,5,778,1,57,2648,768
1,1,1,1,1,1,9,1,10,8,19,2,5,2,1,4,2,1,373,1,58,2643,358
5,1,1,1,10,3,9,1,4,8,19,2,2,1,2,3,2,5,1780,1,57,2639,1768
2,1,1,1,1,3,9,1,12,8,19,3,4,2,1,4,2,1,443,1,57,2724,436
5,1,2,2,3,3,9,1,8,8,19,1,1,1,2,3,2,5,503,1,56,2770,511
2,1,1,2,4,4,9,1,4,8,19,4,2,2,2,8,2,1,503,1,56,2770,511
2,1,1,1,9,1,9,1,4,8,19,1,3,1,2,8,2,3,914,1,56,2769,922
3,1,1,1,13,3,9,1,7,8,19,2,1,1,2,1,2,3,748,1,57,2700,724
2,1,1,2,2,2,9,1,5,8,19,4,1,2,1,4,2,1,428,1,57,2760,413
5,1,1,1,3,2,9,1,10,8,19,4,1,1,2,3,1,1,403,1,56,2736,405
5,1,2,2,5,2,9,1,7,8,19,2,1,1,2,3,2,1,806,1,56,2736,810
4,1,1,1,3,1,9,1,6,8,19,3,2,1,2,3,2,1,442,1,57,2694,424
3,1,1,1,4,2,9,1,5,8,19,2,2,1,2,4,1,1,434,1,57,2744,427
1,1,1,1,4,1,9,1,1,8,19,4,2,2,1,4,1,3,465,1,56,2651,477
1,1,1,2,2,3,9,1,12,8,19,4,2,2,2,4,2,1,385,1,57,2650,375
5,1,1,2,3,2,9,1,7,8,19,3,2,1,2,8,2,5,325,1,35,1762,180
3,1,1,2,2,1,9,1,11,8,19,1,2,2,2,3,2,1,355,1,57,2741,350
2,1,1,1,9,2,9,1,6,8,19,1,1,1,2,9,2,5,738,1,57,2667,718
1,1,1,3,2,1,9,1,5,8,19,2,5,2,2,6,2,1,434,1,57,2773,432
3,1,1,1,9,1,9,1,2,8,19,2,2,1,2,5,1,3,762,1,57,2757,734
5,1,1,1,5,1,9,1,3,8,19,1,4,1,2,4,2,1,433,1,56,2683,439
4,1,3,3,9,1,9,1,11,8,19,1,2,1,2,4,2,5,944,1,58,2692,914
3,1,1,1,1,3,9,1,8,8,19,3,4,2,1,4,2,1,374,1,57,2700,362
1,1,1,1,1,2,9,1,10,8,19,2,1,1,1,4,1,3,460,1,58,2722,447
5,1,2,2,9,4,9,1,4,8,19,2,2,1,2,3,2,5,1688,1,58,2734,1636
5,1,1,2,3,3,9,1,11,8,19,1,1,1,2,3,2,5,503,1,56,2770,511
1,1,1,3,9,2,9,1,12,8,19,1,2,1,2,3,2,3,944,1,58,2692,914
3,1,2,2,3,2,9,1,12,8,19,3,2,1,2,4,2,5,441,1,58,2646,425
5,1,1,1,7,1,9,1,3,8,19,2,4,1,2,4,1,5,441,1,58,2646,425
5,1,2,2,10,2,9,1,12,8,19,2,2,1,2,4,1,5,1624,1,57,2669,1580
5,1,1,1,2,1,9,1,6,8,19,3,1,2,2,6,2,1,412,3,55,2989,180
5,1,1,1,2,4,9,1,4,8,19,4,1,2,2,3,2,1,422,1,58,2734,409
5,1,1,1,4,1,9,1,6,8,19,1,2,1,2,4,2,3,433,1,56,2683,439
5,1,1,2,8,3,9,1,6,8,19,2,4,1,2,6,2,1,1780,1,57,2639,1768
5,1,1,2,7,3,9,1,3,8,19,1,2,1,2,5,2,3,1780,1,57,2639,1768
5,1,2,2,7,1,9,1,8,8,19,4,2,1,2,6,2,1,336,1,114,5769,180
4,1,1,1,4,1,9,1,11,8,19,4,2,2,2,4,2,1,395,1,57,2626,180
4,1,1,1,3,1,9,1,6,8,19,1,3,1,2,3,2,1,460,1,58,2653,446
3,1,1,2,4,2,9,1,6,8,19,1,2,2,2,6,2,1,374,1,57,2735,369
2,1,2,3,2,2,9,1,5,8,19,1,5,2,2,6,2,1,450,1,58,2685,444
3,1,1,2,9,1,9,1,10,8,19,2,2,1,2,3,2,5,363,1,56,2743,366
3,1,2,2,2,1,9,1,12,8,19,2,2,2,2,4,2,1,355,1,57,2741,350
1,1,1,1,10,2,9,1,6,8,19,3,2,1,2,4,1,3,876,1,58,2742,864
5,1,2,2,8,3,9,1,8,8,19,1,4,1,2,3,2,1,1780,1,57,2639,1768
3,1,1,1,5,2,9,1,6,8,19,1,1,1,2,9,2,5,1200,1,57,2780,1173
2,1,1,3,3,2,9,1,5,8,19,3,2,1,2,8,2,5,426,1,57,2738,415
2,1,1,1,10,1,9,1,4,8,19,2,2,1,2,6,1,3,363,1,56,2666,365
3,1,1,1,2,1,9,1,6,8,19,3,2,2,2,3,2,1,369,1,57,2667,359
1,1,1,1,9,1,9,1,7,8,19,1,2,1,2,4,2,1,406,1,57,2669,395
1,1,1,1,5,2,9,1,12,8,19,1,1,1,1,4,1,1,920,1,58,2722,894
2,1,1,1,4,1,9,1,12,8,19,1,2,2,2,4,2,1,363,1,57,2684,355
2,1,1,1,7,1,9,1,1,8,19,2,2,1,1,4,2,1,523,1,58,2737,506
3,1,1,1,1,1,9,1,7,8,19,4,1,1,2,9,1,5,348,1,57,2779,341
1,1,1,3,2,1,9,1,11,8,19,4,1,2,2,3,2,1,377,1,58,2772,374
2,1,1,1,2,1,9,1,6,8,19,4,1,2,2,6,2,1,464,1,56,2641,476
5,1,1,1,7,2,9,1,11,8,19,9,4,1,2,1,2,1,644,1,57,2640,628
5,1,1,1,3,1,9,1,8,8,19,2,1,1,2,4,2,1,398,1,57,2781,391
2,1,1,1,1,2,9,1,9,8,19,1,4,2,2,4,2,1,394,1,57,2746,386
1,1,1,1,9,2,9,1,5,8,19,3,2,1,2,7,2,3,1768,1,57,2745,1716
1,1,2,3,2,1,9,1,7,8,19,4,1,2,2,3,2,1,377,1,58,2772,374
4,1,1,1,4,1,9,1,2,8,19,1,2,2,2,4,2,1,400,1,57,2780,391
4,1,1,1,9,1,9,1,2,8,19,3,2,1,2,9,2,3,442,1,57,2745,429
5,1,1,1,5,5,9,1,10,8,19,3,1,1,2,4,2,1,2170,1,57,2744,2135
1,1,1,1,1,3,9,1,1,8,19,1,5,2,2,4,2,1,370,1,56,2701,374
2,1,1,1,9,2,9,1,10,8,19,2,2,1,1,4,2,3,936,1,58,2753,914
3,1,2,2,4,2,9,1,12,8,19,1,2,2,2,7,2,1,374,1,57,2735,369
5,1,2,2,7,1,9,1,3,8,19,9,9,1,2,6,2,1,412,3,55,2989,180
3,1,1,1,2,2,9,1,5,8,19,1,1,1,2,4,2,1,441,1,58,2646,425
5,1,1,1,2,2,9,1,9,8,19,1,1,2,2,5,2,1,575,1,58,2686,564
2,1,1,1,2,2,9,1,7,8,19,1,1,2,2,3,2,1,322,1,57,2640,314
5,1,1,2,10,2,9,1,10,8,19,1,2,1,1,4,1,2,1624,1,57,2669,1580
5,1,1,1,2,1,9,1,10,8,19,3,5,2,2,6,2,1,363,1,56,2666,365
2,1,2,3,9,2,9,1,6,8,19,2,2,1,2,8,2,5,852,1,57,2738,830
