VIV_SEL,HOGAR,ND_TIPO,TD_TIPO,BPCOD,R_SEL,AREAM_OCU,RESUL_H,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_6,BP1_20,BP1_23,BP1_30,BP1_33,FAC_DEL,DOM,EST,UPM,FAC_DEL_AM
5,1,1,1,3,1,27,1,11,18,17,1,1,1,2,5,2,1,136,1,129,6271,138
6,1,1,2,5,2,27,1,10,18,17,4,7,1,1,4,2,1,352,2,123,6358,180
1,1,2,2,4,2,27,1,4,18,17,1,2,1,2,5,2,1,163,1,128,6344,166
4,1,1,1,9,2,27,1,11,18,17,2,2,1,2,4,2,5,402,1,129,6299,412
2,1,1,1,3,2,27,1,12,18,17,2,2,1,2,7,2,3,211,1,127,6258,219
3,1,1,1,9,1,27,1,5,18,17,2,8,2,2,9,2,5,573,1,127,6353,585
4,1,1,2,9,1,27,1,99,18,17,1,2,1,2,6,2,3,513,1,128,6278,516
1,1,2,2,9,2,27,1,1,18,17,1,2,2,2,9,2,5,382,1,127,6353,390
2,1,1,1,9,1,27,1,8,18,17,3,2,2,2,3,2,5,549,1,128,6300,558
5,1,1,1,3,3,27,1,6,18,17,4,2,1,2,9,2,3,179,1,128,6264,183
2,1,2,2,3,4,27,1,2,18,17,3,2,1,2,4,2,1,185,1,129,6303,191
2,1,3,3,3,2,27,1,1,18,17,9,2,1,2,9,2,5,191,1,127,6353,195
4,1,2,2,3,1,27,1,9,18,17,4,2,1,2,6,2,1,174,1,128,6274,178
1,1,2,2,9,1,27,1,7,18,17,3,2,1,2,4,2,3,372,1,128,6301,378
5,1,2,2,8,1,27,1,5,18,17,1,3,1,2,5,1,1,272,1,129,6271,276
5,1,2,2,3,4,27,1,12,18,17,2,2,1,2,4,1,3,186,1,128,6301,189
2,1,1,1,4,2,27,1,12,18,17,4,2,2,2,6,2,1,207,1,127,6245,211
4,1,1,1,2,1,27,1,2,18,17,3,1,2,1,4,2,1,175,1,128,6243,178
1,1,5,5,9,2,27,1,11,18,17,1,2,1,2,7,2,3,364,1,128,6354,370
1,1,1,1,9,2,27,1,6,18,17,2,2,1,2,7,2,5,652,1,128,6344,664
11,1,1,2,2,2,27,1,8,18,17,2,1,2,2,3,2,1,187,3,126,6386,180
5,1,1,1,2,1,27,1,9,18,17,3,1,2,2,4,2,1,165,1,128,6230,169
3,1,1,2,9,4,27,1,12,18,17,2,1,1,2,9,2,3,660,1,128,6263,672
5,1,2,2,10,3,27,1,5,18,17,2,2,1,2,9,2,3,716,1,128,6264,732
1,1,2,5,9,2,27,1,12,18,17,1,2,1,2,7,2,3,364,1,128,6354,370
3,1,1,1,3,3,27,1,8,18,17,4,2,1,2,6,2,5,174,1,128,6274,178
3,1,1,3,3,2,27,1,6,18,17,3,2,1,2,4,2,1,190,1,128,6273,195
3,1,1,2,3,1,27,1,3,18,17,4,2,1,2,6,2,1,136,1,129,6271,138
3,1,1,1,8,1,27,1,7,18,17,2,2,1,2,6,2,1,272,1,129,6271,276
3,1,1,4,3,2,27,1,1,18,17,1,1,1,2,8,2,3,206,1,128,6246,212
5,1,1,1,5,3,27,1,1,18,17,3,7,1,2,1,2,1,633,1,127,6258,657
5,1,1,1,2,3,27,1,2,18,17,4,1,2,2,4,2,1,211,1,127,6258,219
4,1,1,1,2,1,27,1,3,18,17,4,2,2,2,4,2,1,147,1,128,6281,152
5,1,1,3,2,3,27,1,2,18,17,4,1,2,2,9,2,1,185,1,128,6226,189
5,1,2,3,2,3,27,1,2,18,17,4,1,2,2,9,2,1,185,1,128,6226,189
1,1,1,1,11,5,27,1,2,18,17,3,1,1,1,4,2,2,948,1,128,6352,978
14,1,4,5,9,2,27,1,3,18,17,1,2,1,2,9,2,5,320,2,123,6361,180
4,1,3,3,4,2,27,1,3,18,17,1,2,1,1,4,1,3,152,1,128,6355,156
1,1,1,5,9,2,27,1,12,18,17,2,2,1,2,7,2,3,364,1,128,6354,370
4,1,1,2,3,1,27,1,8,18,17,4,2,1,2,6,2,1,174,1,128,6274,178
4,1,1,1,6,1,27,1,3,18,17,4,2,2,2,6,2,1,174,1,128,6274,178
3,1,2,2,9,1,27,1,1,18,17,2,2,1,2,9,2,3,170,1,128,6325,172
4,1,2,2,9,1,27,1,6,18,17,1,2,1,2,3,2,5,202,1,127,6275,209
3,1,1,1,3,1,27,1,5,18,17,3,2,1,2,4,2,1,219,1,129,6290,225
16,1,1,1,4,2,27,1,3,18,17,1,2,2,1,4,2,1,220,3,126,6400,180
5,1,1,1,6,3,27,1,1,18,17,3,2,2,2,9,2,1,555,1,128,6226,567
1,1,1,1,10,1,27,1,5,18,17,2,1,1,1,4,2,3,342,1,128,6229,354
2,1,2,2,2,3,27,1,3,18,17,4,2,2,2,4,2,1,152,1,128,6355,156
4,1,1,1,2,1,27,1,12,18,17,1,4,2,2,9,2,1,163,1,128,6344,166
2,1,1,2,3,3,27,1,8,18,17,3,2,1,2,3,2,1,152,1,128,6355,156
3,1,2,2,3,1,27,1,9,18,17,4,2,1,2,5,2,1,171,1,128,6278,172
4,1,1,1,7,1,27,1,1,18,17,1,4,1,2,5,2,3,370,1,128,6226,378
4,1,1,4,3,2,27,1,8,18,17,4,2,1,2,9,2,1,152,1,128,6355,156
4,1,2,4,9,1,27,1,11,18,17,2,2,1,2,6,2,3,190,1,129,6248,193
3,1,1,1,2,2,27,1,2,18,17,2,2,2,2,6,2,1,68,2,16,834,180
4,1,2,2,7,2,27,1,5,18,17,1,4,1,2,6,1,1,716,1,128,6261,724
4,1,1,2,7,2,27,1,9,18,17,1,4,1,2,6,1,1,716,1,128,6261,724
4,1,2,3,8,2,27,1,6,18,17,1,4,1,2,6,2,1,716,1,128,6261,724
2,1,1,1,2,2,27,1,7,18,17,3,1,2,2,4,2,1,140,1,128,6256,144
5,1,3,3,2,3,27,1,11,18,17,4,1,2,2,9,2,1,185,1,128,6226,189
4,1,1,1,5,2,27,1,7,18,17,3,1,1,2,6,2,3,368,1,127,6313,372
1,1,1,1,3,2,27,1,1,18,17,3,2,1,2,9,2,5,173,1,128,6227,178
2,1,1,3,3,2,27,1,5,18,17,1,2,1,2,9,2,5,191,1,127,6353,195
1,1,1,3,3,2,27,1,8,18,17,4,1,1,2,6,2,1,145,1,128,6254,147
1,1,4,5,9,2,27,1,11,18,17,1,2,1,2,7,2,3,364,1,128,6354,370
2,1,1,1,4,1,27,1,7,18,17,2,2,1,1,4,2,3,173,1,128,6341,176
1,1,1,1,3,1,27,1,2,18,17,4,2,1,2,3,2,5,196,1,128,6308,201
14,1,1,5,9,2,27,1,12,18,17,1,2,1,2,9,2,5,320,2,123,6361,180
3,1,1,1,10,4,27,1,4,18,17,2,1,1,2,1,2,3,660,1,128,6263,672
14,1,2,5,9,2,27,1,11,18,17,3,2,1,2,9,2,5,320,2,123,6361,180
4,1,1,1,9,2,27,1,6,18,17,2,2,1,2,4,2,3,680,1,128,6325,688
1,1,2,3,6,1,27,1,3,18,17,9,2,2,2,4,2,3,176,1,129,6314,180
4,1,2,2,9,1,27,1,99,18,17,1,2,1,2,6,2,3,513,1,128,6278,516
2,1,1,1,3,1,27,1,4,18,17,2,3,1,2,4,2,1,173,1,128,6227,178
1,1,3,5,9,2,27,1,12,18,17,1,2,2,2,7,2,3,364,1,128,6354,370
1,1,1,2,4,2,27,1,4,18,17,1,2,1,2,5,1,1,163,1,128,6344,166
1,1,1,1,9,2,27,1,2,18,17,1,2,2,2,9,2,5,318,1,128,6356,322
2,1,1,2,7,1,27,1,9,18,17,1,4,1,2,6,2,1,280,1,127,6317,284
1,1,1,1,2,2,27,1,5,18,17,3,1,2,2,5,2,1,185,1,128,6233,188
1,1,3,3,3,2,27,1,8,18,17,4,1,1,2,6,2,1,145,1,128,6254,147
2,1,1,2,2,1,27,1,10,18,17,4,2,2,2,6,1,1,140,1,127,6317,142
2,1,1,1,11,1,27,1,11,18,17,2,1,1,1,4,2,2,346,1,128,6227,356
2,1,1,1,6,2,27,1,99,18,17,9,2,2,2,4,2,9,462,1,128,6225,471
2,1,2,2,2,1,27,1,10,18,17,4,2,2,2,6,2,1,140,1,127,6317,142
1,1,1,2,3,1,27,1,9,18,17,3,2,1,2,6,2,1,149,1,129,6332,151
18,1,1,1,5,1,27,1,3,18,17,2,7,1,2,3,2,5,440,3,126,6400,180
1,1,3,3,6,1,27,1,2,18,17,3,2,2,2,4,2,3,176,1,129,6314,180
1,1,1,3,6,1,27,1,8,18,17,2,2,2,2,4,2,3,176,1,129,6314,180
4,1,2,2,4,2,27,1,3,18,17,3,2,1,1,4,2,3,191,1,127,6235,194
5,1,2,2,2,1,27,1,3,18,17,3,1,2,2,4,2,1,186,1,128,6330,190
4,1,1,1,3,2,27,1,8,18,17,3,5,1,2,3,2,1,195,1,129,6295,198
1,1,1,2,3,2,27,1,11,18,17,4,2,1,2,4,2,1,154,1,128,6238,156
2,1,1,1,10,1,27,1,11,18,17,2,1,1,1,4,2,2,346,1,128,6227,356
4,1,2,4,3,2,27,1,6,18,17,4,2,1,2,9,2,3,152,1,128,6355,156
2,1,1,2,2,3,27,1,2,18,17,4,1,2,2,5,2,1,178,1,127,6255,182
2,1,2,2,3,3,27,1,8,18,17,3,2,1,2,7,2,3,152,1,128,6355,156
2,1,1,1,7,1,27,1,5,18,17,9,1,1,1,4,2,1,209,1,127,6224,214
3,1,2,2,9,1,27,1,7,18,17,1,2,1,2,3,2,3,800,1,127,6350,824
2,1,1,1,4,1,27,1,8,18,17,3,2,2,2,6,2,1,209,1,127,6224,214
3,1,1,1,5,1,27,1,3,18,17,1,1,1,2,4,2,3,804,1,129,6299,824
2,1,1,2,3,2,27,1,12,18,17,3,2,1,2,4,2,1,171,1,128,6278,172
3,1,1,2,3,1,27,1,6,18,17,4,2,1,2,5,2,1,171,1,128,6278,172
5,1,1,1,1,1,27,1,3,18,17,1,1,2,2,6,2,1,171,1,128,6278,172
4,2,2,3,9,3,27,1,4,18,17,2,2,2,2,6,2,3,615,1,127,6319,624
5,1,1,2,2,1,27,1,12,18,17,1,1,2,2,6,2,1,186,1,128,6330,190
4,1,1,1,2,1,27,1,10,18,17,3,1,2,2,4,2,1,185,1,128,6233,188
2,1,1,2,9,1,27,1,11,18,17,2,2,1,2,9,1,3,209,1,127,6224,214
3,1,1,2,2,1,27,1,11,18,17,1,4,2,2,6,2,1,133,1,127,6297,135
1,1,1,1,10,1,27,1,12,18,17,2,3,1,2,3,2,3,185,1,128,6226,189
5,1,2,2,9,1,27,1,6,18,17,1,2,1,2,7,2,3,121,1,128,6306,123
4,1,1,2,9,1,27,1,6,18,17,1,2,1,2,3,2,5,202,1,127,6275,209
2,1,1,1,3,1,27,1,7,18,17,9,2,1,2,9,2,5,217,1,127,6289,220
4,1,1,2,9,1,27,1,2,18,17,1,2,1,2,9,2,3,422,1,127,6258,438
1,1,1,1,2,2,27,1,4,18,17,4,1,2,2,4,2,1,147,1,128,6281,152
5,1,1,2,10,3,27,1,6,18,17,2,2,1,2,9,2,3,716,1,128,6264,732
5,1,1,1,3,1,27,1,5,18,17,1,1,1,2,4,2,1,186,1,128,6330,190
5,1,1,1,5,1,27,1,5,18,17,2,4,1,2,4,2,1,186,1,128,6330,190
2,1,1,1,6,1,27,1,7,18,17,4,2,2,2,6,2,1,280,1,127,6317,284
2,1,3,3,9,4,27,1,6,18,17,4,2,1,2,7,2,3,1015,1,128,6311,1035
1,1,1,1,10,1,27,1,8,18,17,1,2,1,2,3,2,5,370,1,127,6252,378
4,1,1,1,3,2,27,1,2,18,17,4,3,1,2,4,2,1,178,1,127,6255,182
4,1,1,1,3,4,27,1,12,18,17,4,2,1,1,4,2,1,228,1,129,6222,233
5,1,1,1,9,1,27,1,5,18,17,2,8,1,2,8,2,3,174,1,128,6296,177
2,1,1,1,5,2,27,1,11,18,17,2,1,1,2,7,2,1,678,1,127,6334,693
3,1,2,2,2,1,27,1,10,18,17,9,5,2,2,6,2,1,133,1,127,6297,135
5,2,2,2,3,2,27,1,1,18,17,3,2,1,2,3,2,5,209,1,127,6322,211
1,1,1,1,2,5,27,1,8,18,17,4,1,2,1,4,2,3,158,1,128,6352,163
4,1,1,1,8,1,27,1,6,18,17,2,4,1,2,4,2,1,452,1,127,6334,462
2,1,1,1,3,1,27,1,4,18,17,3,2,1,2,6,2,1,209,1,127,6224,214
4,1,2,2,9,1,27,1,10,18,17,3,1,1,2,9,2,5,422,1,127,6258,438
2,1,1,1,10,3,27,1,2,18,17,3,1,1,2,4,2,5,471,1,127,6345,486
2,1,2,2,7,1,27,1,9,18,17,2,3,1,2,6,2,1,280,1,127,6317,284
1,1,1,1,3,1,27,1,11,18,17,2,2,1,2,6,2,1,144,1,128,6276,147
5,1,1,1,7,1,27,1,6,18,17,2,4,1,1,4,2,1,217,1,127,6293,221
1,1,1,1,3,1,27,1,6,18,17,1,2,1,2,4,2,3,176,1,129,6314,180
5,1,1,2,8,1,27,1,5,18,17,1,2,1,1,4,2,1,121,1,128,6306,123
3,1,1,1,5,1,27,1,8,18,17,3,7,1,2,1,2,1,362,1,127,6316,372
5,1,2,2,8,1,27,1,1,18,17,1,4,1,2,4,2,1,121,1,128,6306,123
3,1,1,1,5,3,27,1,12,18,17,2,1,1,2,9,2,3,588,1,128,6308,603
1,1,1,1,2,1,27,1,4,18,17,4,1,2,2,6,2,1,149,1,129,6332,151
5,2,1,2,3,2,27,1,11,18,17,3,2,1,2,3,2,1,209,1,127,6322,211
5,1,1,1,2,2,27,1,6,18,17,4,1,2,2,4,2,1,144,1,128,6250,145
7,1,1,1,3,1,27,1,9,18,17,2,2,1,2,3,2,5,160,2,123,6361,180
5,1,1,1,3,1,27,1,9,18,17,2,2,1,2,3,2,1,169,1,129,6351,175
1,1,1,1,10,1,27,1,2,18,17,3,1,1,2,1,2,3,388,1,127,6232,398
17,1,2,2,11,3,27,1,10,18,17,2,1,1,2,4,2,2,732,3,125,6398,180
1,1,1,2,2,2,27,1,9,18,17,4,1,2,2,3,2,1,145,1,128,6254,147
4,1,2,2,8,4,27,1,12,18,17,1,4,1,1,4,1,1,456,1,129,6222,466
1,1,2,3,3,2,27,1,8,18,17,4,1,1,2,6,2,1,145,1,128,6254,147
4,1,1,1,10,4,27,1,1,18,17,3,1,1,1,4,2,5,456,1,129,6222,466
5,1,1,2,2,3,27,1,11,18,17,4,1,1,2,7,2,1,179,1,128,6264,183
4,1,1,2,8,4,27,1,12,18,17,1,4,1,1,4,1,1,456,1,129,6222,466
12,1,1,1,1,1,27,1,12,18,17,3,1,2,1,4,1,1,212,3,126,6381,180
4,1,2,3,4,2,27,1,10,18,17,4,2,1,2,3,2,3,152,1,128,6355,156
5,2,1,1,6,2,27,1,6,18,17,4,2,2,2,3,2,3,418,1,127,6322,422
2,1,1,1,1,1,27,1,9,18,17,4,1,2,1,4,2,1,147,1,128,6281,152
5,1,1,1,8,2,27,1,11,18,17,3,9,1,1,4,2,1,128,1,42,2092,126
2,2,1,1,9,1,27,1,11,18,17,1,2,1,2,4,2,3,175,1,128,6243,178
5,1,2,2,5,2,27,1,11,18,17,2,1,1,1,4,2,1,128,1,42,2092,126
4,1,1,3,4,2,27,1,11,18,17,1,2,2,2,2,2,3,152,1,128,6355,156
1,1,1,1,6,1,27,1,7,18,17,2,5,2,2,6,2,1,370,1,127,6252,378
11,1,1,1,9,3,27,1,9,18,17,2,2,2,2,4,2,3,1100,3,126,6400,180
4,1,3,4,3,2,27,1,4,18,17,4,2,1,2,9,2,5,152,1,128,6355,156
1,1,1,1,8,1,27,1,5,18,17,1,2,1,2,5,2,1,392,1,128,6308,402
2,1,1,1,9,3,27,1,6,18,17,1,2,1,1,4,1,3,456,1,128,6355,468
3,1,1,1,3,1,27,1,7,18,17,1,2,1,2,6,2,1,181,1,127,6316,186
5,1,2,2,2,3,27,1,6,18,17,1,1,1,2,7,2,1,179,1,128,6264,183
3,1,1,1,8,2,27,1,1,18,17,1,2,1,2,9,2,1,363,1,128,6306,369
1,1,1,1,1,2,27,1,4,18,17,1,3,1,2,1,2,3,207,1,127,6305,213
3,1,1,2,9,1,27,1,7,18,17,2,2,1,2,3,2,3,800,1,127,6350,824
2,1,2,2,3,2,27,1,3,18,17,3,2,1,2,4,2,1,171,1,128,6278,172
3,1,1,1,8,2,27,1,9,18,17,4,2,1,2,3,2,1,308,1,128,6349,316
4,1,1,2,4,2,27,1,10,18,17,1,2,2,2,7,1,3,191,1,127,6235,194
18,1,1,1,6,1,27,1,12,18,17,3,8,2,2,3,2,1,320,2,123,6361,180
3,1,1,1,1,2,27,1,99,18,17,4,1,2,1,4,2,1,178,1,127,6255,182
1,1,3,3,10,1,27,1,8,18,17,2,1,1,2,5,2,5,561,1,128,6221,576
4,1,1,2,3,2,27,1,6,18,17,4,2,1,2,4,2,3,149,1,129,6332,151
5,1,1,1,3,2,27,1,6,18,17,9,2,1,2,3,2,1,159,1,128,6356,161
1,1,1,1,2,1,27,1,8,18,17,3,1,2,2,5,2,1,187,1,128,6221,192
5,1,1,2,9,1,27,1,3,18,17,2,2,1,2,7,1,3,121,1,128,6306,123
4,1,1,1,9,2,27,1,2,18,17,1,1,1,1,4,1,1,298,1,129,6332,302
5,1,1,1,2,1,27,1,5,18,17,4,2,2,2,7,2,1,154,1,128,6349,158
5,1,1,1,9,2,27,1,1,18,17,2,3,1,2,2,1,3,308,1,128,6304,314
2,1,1,1,4,3,27,1,4,18,17,4,2,2,2,4,2,1,157,1,127,6345,162
2,4,1,1,4,2,27,1,6,18,17,2,2,1,2,3,2,4,206,1,127,6348,213
3,1,2,2,9,4,27,1,2,18,17,2,2,1,2,9,2,3,660,1,128,6263,672
3,1,1,2,9,1,27,1,11,18,17,2,2,1,2,4,2,5,358,1,128,6264,366
4,1,1,1,9,2,27,1,11,18,17,2,1,1,2,2,2,3,390,1,129,6295,396
1,1,1,1,6,2,27,1,8,18,17,3,4,2,1,4,2,1,308,1,128,6349,316
1,1,1,1,3,2,27,1,3,18,17,3,5,1,2,6,2,3,174,1,128,6296,177
2,1,1,2,2,3,27,1,10,18,17,4,2,2,2,4,2,1,152,1,128,6355,156
3,1,1,1,8,4,27,1,7,18,17,2,4,1,2,9,2,1,660,1,128,6263,672
4,2,1,3,9,3,27,1,6,18,17,1,2,2,2,6,2,3,615,1,127,6319,624
4,2,3,3,9,3,27,1,1,18,17,1,2,2,2,5,2,3,615,1,127,6319,624
5,1,2,3,3,1,27,1,10,18,17,2,2,1,2,4,2,5,152,1,128,6355,156
2,1,1,1,3,3,27,1,5,18,17,4,2,1,2,5,2,5,152,1,128,6240,154
4,1,2,2,8,3,27,1,7,18,17,2,2,1,2,6,2,1,516,1,129,6239,528
1,1,1,1,5,2,27,1,8,18,17,2,5,1,2,8,2,1,304,1,128,6240,308
5,1,1,1,5,2,27,1,11,18,17,3,1,1,1,4,1,3,318,1,128,6356,322
5,1,1,3,3,1,27,1,11,18,17,2,2,1,2,4,2,1,152,1,128,6355,156
2,1,2,3,9,4,27,1,5,18,17,2,2,1,2,7,2,3,1015,1,128,6311,1035
2,1,2,2,9,1,27,1,9,18,17,2,2,1,2,1,2,3,209,1,127,6224,214
5,1,2,2,6,1,27,1,3,18,17,9,2,2,2,4,2,1,344,1,129,6239,352
1,1,1,3,10,1,27,1,2,18,17,2,1,1,2,5,2,5,561,1,128,6221,576
4,1,2,2,3,2,27,1,7,18,17,4,2,1,2,4,2,3,149,1,129,6332,151
2,4,1,1,9,2,27,1,11,18,17,3,1,1,2,2,2,1,206,1,127,6348,213
9,1,1,1,11,3,27,1,11,18,17,2,1,1,2,5,2,2,660,3,126,6400,180
1,1,1,1,3,2,27,1,12,18,17,4,2,1,2,7,2,1,178,1,127,6255,182
18,1,1,1,11,1,27,1,6,18,17,2,1,1,1,4,1,2,382,3,126,6211,180
4,2,1,1,2,3,27,1,4,18,17,3,1,2,2,5,2,1,205,1,127,6319,208
4,1,1,1,9,2,27,1,10,18,17,1,2,1,2,1,2,3,304,1,128,6355,312
1,1,1,1,4,2,27,1,8,18,17,1,2,1,2,3,2,1,159,1,128,6356,161
5,1,2,2,3,2,27,1,3,18,17,4,2,1,2,3,2,5,140,1,127,6317,142
2,1,1,2,3,1,27,1,3,18,17,3,2,1,2,6,2,1,140,1,127,6317,142
1,1,2,2,3,1,27,1,3,18,17,3,2,1,2,6,2,2,149,1,129,6332,151
3,1,2,4,10,1,27,1,4,18,17,1,2,1,2,3,2,5,358,1,128,6264,366
1,1,2,3,10,1,27,1,4,18,17,2,1,1,2,5,2,5,561,1,128,6221,576
4,1,1,1,3,1,27,1,12,18,17,3,2,1,2,7,2,1,206,1,127,6333,210
5,1,1,1,7,1,27,1,6,18,17,2,1,1,1,4,2,4,394,1,127,6347,400
1,1,1,1,3,1,27,1,1,18,17,1,4,1,2,4,2,1,176,1,128,6318,182
2,1,2,2,2,3,27,1,6,18,17,4,1,2,2,5,2,1,178,1,127,6255,182
4,1,1,1,3,1,27,1,1,18,17,3,2,1,2,8,2,5,197,1,127,6347,200
5,1,1,2,6,1,27,1,2,18,17,4,2,2,2,6,2,3,344,1,129,6239,352
2,1,1,1,2,2,27,1,3,18,17,3,2,2,2,4,2,1,220,3,126,6400,180
5,1,1,2,3,2,27,1,11,18,17,4,2,1,2,3,2,5,140,1,127,6317,142
9,1,1,1,4,3,27,1,8,18,17,2,2,2,2,4,2,1,220,3,126,6400,180
17,1,1,2,11,3,27,1,9,18,17,3,5,1,2,5,2,2,732,3,125,6398,180
2,1,2,2,3,1,27,1,2,18,17,3,2,1,2,6,2,1,140,1,127,6317,142
5,1,1,1,3,2,27,1,1,18,17,3,2,1,2,4,2,1,144,1,128,6250,145
2,1,1,1,10,1,27,1,7,18,17,1,2,1,1,4,1,3,370,1,127,6252,378
5,1,3,3,3,1,27,1,3,18,17,2,2,1,2,4,2,1,152,1,128,6355,156
2,1,1,1,3,1,27,1,7,18,17,9,1,1,2,3,2,1,197,1,127,6347,200
4,1,1,4,3,2,27,1,12,18,17,4,2,1,2,6,1,2,184,1,127,6313,186
3,1,1,4,10,1,27,1,5,18,17,1,2,1,1,4,2,5,358,1,128,6264,366
4,2,1,1,8,3,27,1,11,18,17,2,2,1,2,5,2,1,615,1,127,6319,624
5,1,1,1,4,1,27,1,4,18,17,2,2,2,2,9,2,5,197,1,127,6347,200
3,1,3,4,10,1,27,1,3,18,17,1,2,1,2,3,2,5,358,1,128,6264,366
4,1,1,3,2,3,27,1,4,18,17,4,2,1,1,4,2,1,172,1,129,6239,176
5,1,1,1,10,1,27,1,7,18,17,3,1,1,2,4,2,3,288,1,128,6276,294
19,1,1,1,10,1,27,1,7,18,17,1,1,2,2,1,2,3,366,3,125,6398,180
1,1,2,2,3,2,27,1,4,18,17,4,2,1,2,7,2,1,154,1,128,6238,156
4,1,4,4,3,2,27,1,1,18,17,4,2,1,2,9,2,5,152,1,128,6355,156
4,1,3,4,3,2,27,1,8,18,17,2,2,1,2,6,2,2,184,1,127,6313,186
4,1,2,4,3,2,27,1,12,18,17,4,2,1,2,6,2,2,184,1,127,6313,186
4,1,4,4,3,2,27,1,6,18,17,3,2,1,2,6,1,3,184,1,127,6313,186
3,2,1,1,9,2,27,1,10,18,17,1,2,1,2,9,1,3,356,1,127,6312,368
1,1,1,1,3,2,27,1,12,18,17,1,2,1,2,4,2,3,197,1,127,6347,200
5,1,1,1,1,2,27,1,2,18,17,4,1,2,1,4,1,1,178,1,127,6312,184
3,1,2,2,9,1,27,1,9,18,17,1,2,1,2,4,2,5,358,1,128,6264,366
4,1,2,3,2,3,27,1,2,18,17,9,2,2,2,6,2,1,172,1,129,6239,176
3,1,1,1,2,1,27,1,3,18,17,4,2,2,2,4,2,1,152,1,128,6240,154
3,1,4,4,10,1,27,1,2,18,17,1,2,1,2,3,2,5,358,1,128,6264,366
3,1,1,1,1,3,27,1,12,18,17,9,4,2,1,4,2,4,191,1,127,6235,194
14,1,5,5,9,2,27,1,3,18,17,2,2,1,2,9,2,5,320,2,123,6361,180
5,1,1,2,6,1,27,1,3,18,17,1,1,2,2,4,2,1,286,1,127,6277,290
2,1,1,3,9,4,27,1,5,18,17,1,2,1,2,7,2,3,1015,1,128,6311,1035
1,1,2,2,2,2,27,1,10,18,17,4,1,2,2,8,1,1,145,1,128,6254,147
5,1,2,2,6,1,27,1,2,18,17,3,1,2,2,4,2,1,286,1,127,6277,290
1,1,1,1,4,1,27,1,11,18,17,3,2,1,2,6,2,3,144,1,128,6276,147
4,1,3,3,2,3,27,1,1,18,17,4,2,1,2,6,2,1,172,1,129,6239,176
4,1,1,2,8,3,27,1,12,18,17,2,4,1,2,6,2,1,516,1,129,6239,528
11,1,1,1,7,2,1,1,7,18,18,2,4,1,2,6,2,1,344,2,123,6209,180
11,1,1,1,15,2,1,1,4,18,18,2,3,2,2,9,2,3,344,2,123,6209,180
1,1,2,2,9,1,1,1,11,18,18,2,2,1,2,7,2,3,172,2,123,6209,180
3,1,2,4,10,1,1,1,12,18,18,1,2,1,2,4,2,1,344,2,123,6209,180
11,1,1,1,2,2,1,1,9,18,18,4,2,2,2,6,2,1,172,2,123,6209,180
14,1,1,1,10,1,1,1,11,18,18,2,3,1,2,4,2,3,172,2,123,6209,180
1,1,1,2,9,1,1,1,2,18,18,2,2,1,2,7,2,3,172,2,123,6209,180
11,1,1,1,10,2,1,1,7,18,18,1,3,2,2,9,2,3,344,2,123,6209,180
12,1,1,2,9,1,1,1,12,18,18,1,2,1,2,4,2,3,633,2,123,6377,180
12,1,2,2,9,1,1,1,11,18,18,2,2,1,2,4,2,3,633,2,123,6377,180
16,1,1,1,4,2,1,1,11,18,18,3,2,1,2,1,2,3,211,2,123,6377,180
20,1,1,1,9,2,1,1,11,18,18,2,2,1,2,8,1,3,422,2,123,6377,180
5,1,2,2,9,1,1,1,11,18,18,2,2,1,2,7,2,3,172,2,123,6209,180
10,1,1,1,9,1,1,1,11,18,18,1,2,1,2,9,1,3,172,2,123,6209,180
11,1,3,3,9,2,1,1,1,18,18,2,2,1,2,6,2,3,344,2,123,6209,180
17,1,1,1,9,1,1,1,99,18,18,1,2,1,2,6,2,3,176,2,123,6358,180
1,1,1,1,4,2,1,1,8,18,18,3,2,2,1,4,2,3,171,2,123,6368,180
1,1,1,1,9,2,1,1,1,18,18,1,2,1,2,4,2,5,342,2,123,6368,180
11,1,2,2,9,1,1,1,10,18,18,1,2,1,2,3,2,5,684,2,123,6368,180
8,1,1,1,2,1,1,1,7,18,18,3,1,2,2,6,2,1,211,2,123,6377,180
19,2,1,1,4,2,1,1,6,18,18,4,2,1,2,6,1,5,211,2,123,6377,180
3,1,1,4,10,1,1,1,12,18,18,1,2,1,2,4,2,1,344,2,123,6209,180
5,1,1,1,9,2,1,1,11,18,18,1,2,1,2,9,2,3,352,2,123,6358,180
6,1,1,2,1,2,1,1,8,18,18,1,1,2,1,4,1,1,176,2,123,6358,180
7,1,1,1,10,1,1,1,1,18,18,2,2,1,2,4,2,3,704,2,123,6358,180
10,1,1,1,2,1,1,1,11,18,18,1,1,2,1,4,1,1,171,2,123,6368,180
11,1,1,2,9,1,1,1,11,18,18,1,2,1,2,9,1,3,684,2,123,6368,180
14,1,1,3,9,1,1,1,99,18,18,1,2,1,2,3,2,3,342,2,123,6368,180
14,1,2,3,9,1,1,1,99,18,18,1,2,1,2,3,2,3,342,2,123,6368,180
14,1,3,3,9,1,1,1,99,18,18,1,2,1,2,7,2,3,342,2,123,6368,180
3,1,4,4,10,1,1,1,12,18,18,4,2,1,1,4,2,1,344,2,123,6209,180
5,1,1,2,9,1,1,1,2,18,18,2,2,1,2,7,2,3,172,2,123,6209,180
14,1,1,1,11,1,1,1,2,18,18,3,2,1,1,4,2,3,172,2,123,6209,180
