VIV_SEL,HOGAR,ND_TIPO,TD_TIPO,BPCOD,R_SEL,AREAM_OCU,RESUL_H,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_6,BP1_20,BP1_23,BP1_30,BP1_33,BP1_34,BP1_35,BP1_36_01,BP1_36_02,BP1_36_03,BP1_36_04,BP1_36_05,BP1_36_06,BP1_36_07,BP1_36_08,BP1_36_09,BP1_36_10,BP1_36_11,BP1_36_99,FAC_DEL,EST_DIS,UPM_DIS,DOMINIO,ESTRATO,FAC_DEL_AM,CLUSTERS
2,1,1,2,3,4,4,1,9,21,114,4,1,1,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,151,7238,1,2,458,0
4,1,2,2,3,1,4,1,7,21,114,3,2,1,2,4,2,1,200,0,0,0,0,1,0,0,0,1,0,0,0,0,373,151,7381,1,2,371,0
2,1,2,2,3,4,4,1,12,21,114,4,1,1,2,3,2,5,4853,227,0,0,0,0,0,0,0,1,1,0,0,0,485,151,7238,1,2,458,0
2,1,1,2,3,1,4,1,2,21,114,4,2,1,2,6,2,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,331,152,7297,1,3,343,0
1,1,1,1,3,1,4,1,5,21,114,4,2,1,2,4,2,5,4853,227,0,0,1,0,0,0,0,1,1,0,0,0,331,152,7297,1,3,343,0
5,1,1,5,3,3,4,1,6,21,114,3,2,1,2,6,2,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,319,151,7412,1,2,312,0
4,1,1,1,3,1,4,1,12,21,114,4,2,1,2,8,2,1,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,598,152,7346,1,3,575,0
4,1,1,1,3,2,4,1,3,21,114,4,2,1,2,5,2,1,300,0,1,0,0,0,0,0,0,1,0,0,0,0,489,151,7275,1,2,493,0
5,1,4,5,3,3,4,1,3,21,114,3,2,1,2,6,2,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,319,151,7412,1,2,312,0
3,1,1,1,11,1,4,1,5,21,114,3,1,1,2,5,1,2,0,0,1,0,1,1,0,0,0,0,1,0,0,0,690,152,7375,1,3,702,0
3,1,1,1,3,5,4,1,9,21,114,3,2,1,2,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474,152,7377,1,3,475,0
5,1,2,3,10,2,4,1,9,21,114,3,2,1,2,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,734,151,7349,1,2,756,0
1,1,1,1,3,3,4,1,6,21,114,4,2,1,2,1,2,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,506,152,7348,1,3,528,0
1,1,1,1,5,1,4,1,9,21,114,2,1,1,2,6,2,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,470,152,7292,1,3,488,0
5,1,2,2,3,1,4,1,11,21,114,4,2,1,2,7,2,1,400,0,0,1,0,1,0,0,0,0,0,0,0,0,422,151,7276,1,2,426,0
3,1,1,2,3,2,4,1,1,21,114,3,2,1,1,4,2,3,0,200,0,0,0,0,0,0,0,0,0,0,0,0,451,151,7277,1,2,465,0
3,1,1,1,3,7,4,1,1,21,114,4,2,1,2,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,151,7261,1,2,415,0
1,1,1,1,2,1,4,1,10,21,114,3,2,1,2,3,2,1,800,0,0,0,0,0,0,0,0,0,1,0,0,0,456,153,7378,1,4,461,0
1,1,1,1,2,1,4,1,11,21,114,3,2,1,2,3,2,1,2000,0,0,0,0,0,0,0,0,0,1,0,0,0,386,151,7392,1,2,410,0
2,1,2,3,3,1,4,1,5,21,114,3,2,1,2,4,2,1,300,0,0,0,0,0,0,0,0,0,0,0,0,0,538,151,7309,1,2,511,0
5,1,1,1,5,3,4,1,5,21,114,2,1,1,2,6,2,1,3000,0,0,0,0,0,0,1,0,1,0,0,0,0,1542,151,7467,1,2,1557,0
2,1,3,3,3,2,4,1,12,21,114,4,2,1,2,3,2,1,250,0,0,0,0,0,0,0,0,0,0,0,0,0,457,151,7287,1,2,471,0
3,1,2,2,10,2,4,1,10,21,114,4,2,1,2,6,2,5,4853,227,0,0,0,0,0,0,0,0,0,0,0,0,1176,151,7472,1,2,1125,0
12,1,1,1,5,1,4,1,6,21,114,2,1,1,2,4,2,3,5000,0,1,1,0,0,0,0,0,0,0,0,0,0,664,148,7626,3,1,0,0
2,1,1,1,2,2,4,1,12,21,114,2,1,2,2,4,2,1,800,0,0,0,0,0,0,0,0,0,0,0,0,0,439,152,7272,1,3,461,0
2,1,1,2,5,4,4,1,6,21,114,2,1,1,2,7,2,1,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,620,213,10627,1,3,608,0
3,1,1,1,3,1,4,1,11,21,114,3,2,1,2,5,2,1,500,0,0,0,0,1,0,0,0,0,0,0,0,0,561,151,7511,1,2,583,0
3,1,1,1,2,1,4,1,10,21,114,2,1,2,2,4,2,1,9000,0,0,0,0,0,0,0,0,0,1,0,0,0,393,153,7407,1,4,406,0
5,1,1,3,2,1,4,1,1,21,114,2,1,2,1,4,2,1,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,490,152,7295,1,3,480,0
4,1,1,1,9,2,4,1,9,21,114,2,8,1,2,9,1,1,3000,0,1,1,1,1,0,1,1,1,1,0,0,0,522,152,7408,1,3,548,0
3,1,1,1,3,3,4,1,10,21,114,4,2,1,2,3,2,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,484,152,7288,1,3,483,0
4,2,1,3,9,2,4,1,7,21,114,3,2,1,2,4,2,3,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,848,151,7312,1,2,856,0
5,1,1,1,3,2,4,1,6,21,114,4,2,1,2,5,2,1,200,0,0,0,0,0,0,0,0,1,1,0,0,0,457,151,7287,1,2,471,0
5,1,2,5,2,3,4,1,6,21,114,4,2,2,2,5,2,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,435,152,7244,1,3,450,0
5,1,4,5,2,3,4,1,11,21,114,2,1,2,2,5,2,1,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,435,152,7244,1,3,450,0
1,1,1,1,3,1,4,1,3,21,114,3,2,1,2,6,2,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,528,153,7263,1,4,546,0
4,1,1,1,3,2,4,1,2,21,114,1,2,1,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,152,7362,1,3,507,0
3,1,1,1,10,4,4,1,1,21,114,3,2,1,2,3,2,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2036,152,7362,1,3,2028,0
3,1,1,2,2,1,4,1,3,21,114,2,1,2,1,4,2,1,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,395,152,7285,1,3,416,0
2,1,1,1,2,2,4,1,99,21,114,2,4,2,2,4,2,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,428,152,7363,1,3,462,0
7,1,1,1,3,9,4,1,4,21,114,3,2,1,2,7,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,526,147,7451,2,2,0,0
4,1,2,2,5,3,4,1,12,21,114,2,6,1,2,7,2,1,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,1578,147,7451,2,2,0,0
1,1,1,1,2,1,4,1,4,21,114,3,1,2,2,7,2,1,2500,0,1,0,0,0,0,0,0,1,0,0,0,0,133,212,10577,1,2,131,0
2,1,1,5,3,2,4,1,1,21,114,3,1,1,2,6,2,1,700,0,0,0,0,0,0,0,0,0,0,0,0,0,6396,153,7301,1,4,6444,0
14,1,1,2,5,3,4,1,2,21,114,2,1,1,2,5,2,1,300,0,0,0,0,0,0,0,0,0,0,0,0,0,2104,147,7451,2,2,0,0
5,1,1,2,5,1,4,1,6,21,114,1,1,1,1,4,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,908,151,7313,1,2,884,0
5,1,1,1,3,1,4,1,1,21,114,3,2,1,2,5,2,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,89,28,1243,1,2,0,0
2,1,2,2,13,2,4,1,10,21,114,3,1,1,2,4,2,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,556,152,7221,1,3,582,0
2,1,1,1,2,2,4,1,10,21,114,1,1,2,1,4,2,1,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,431,151,7333,1,2,433,0
5,1,3,5,3,3,4,1,4,21,114,3,2,1,2,6,2,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,319,151,7412,1,2,312,0
3,1,1,1,5,1,4,1,1,21,114,3,6,1,2,4,2,1,800,0,0,0,0,0,0,0,0,0,0,0,0,0,844,151,7276,1,2,852,0
2,1,1,1,9,1,4,1,8,21,114,2,2,1,2,5,2,3,0,0,0,0,1,0,0,1,0,1,0,0,0,0,415,152,7234,1,3,423,0
1,1,3,3,2,3,4,1,12,21,114,2,1,2,1,4,2,1,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,528,151,7458,1,2,536,0
3,1,1,1,5,3,4,1,6,21,114,1,1,1,2,4,2,1,10000,0,1,1,1,1,0,1,0,1,0,0,0,0,2308,147,7453,2,2,0,0
3,1,3,3,9,2,4,1,10,21,114,2,2,1,2,6,2,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1239,152,7245,1,3,1239,0
1,1,1,1,4,1,4,1,7,21,114,1,2,2,2,6,2,1,6000,0,0,0,0,0,0,0,0,0,1,0,0,0,500,153,7228,1,4,518,0
1,1,1,1,3,2,4,1,10,21,114,3,2,1,2,6,2,1,400,0,0,0,0,0,0,0,0,0,0,0,0,0,429,152,7246,1,3,440,0
4,1,1,2,7,2,4,1,7,21,114,1,4,1,2,5,2,1,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,925,212,10458,1,2,840,0
7,1,1,1,5,5,4,1,10,21,114,2,6,1,2,7,2,1,1800,0,0,0,0,0,0,0,0,0,0,1,0,0,1244,147,7527,2,2,0,0
3,1,1,1,13,3,4,1,11,21,114,2,1,1,2,7,2,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1908,151,7302,1,2,1948,0
5,1,1,1,5,2,4,1,5,21,114,2,1,1,2,4,2,3,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,1062,151,7341,1,2,1070,0
1,1,1,1,4,3,4,1,6,21,114,4,2,1,2,7,2,5,4853,227,0,0,0,0,0,0,0,0,0,0,0,0,366,152,7214,1,3,362,0
1,1,1,1,3,3,4,1,9,21,114,4,2,1,2,4,2,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,366,152,7214,1,3,362,0
1,1,1,2,3,1,4,1,2,21,114,3,2,1,2,4,2,1,400,0,0,0,0,0,0,0,0,0,0,0,0,0,441,151,7367,1,2,436,0
1,1,1,3,3,3,4,1,4,21,114,3,2,1,2,4,2,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,445,152,7278,1,3,452,0
3,1,1,2,3,1,4,1,9,21,114,3,2,1,2,8,2,1,350,0,0,0,0,0,0,0,0,0,0,0,0,0,379,151,7380,1,2,381,0
3,1,1,1,7,1,4,1,7,21,114,1,4,1,2,3,2,1,500,0,0,0,1,1,0,0,0,1,1,0,0,0,930,152,7256,1,3,938,0
3,1,3,3,3,1,4,1,1,21,114,2,8,1,2,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,121,6027,1,3,237,0
4,1,2,2,2,2,4,1,12,21,114,2,1,2,2,3,2,1,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,457,151,7287,1,2,471,0
2,1,1,2,3,2,4,1,6,21,114,4,2,1,1,4,2,1,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,424,151,7312,1,2,428,0
1,1,1,2,2,1,4,1,5,21,114,2,1,2,2,4,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,528,152,7296,1,3,514,0
3,1,1,2,2,1,4,1,9,21,114,3,2,2,2,4,2,1,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,409,153,7582,1,4,423,0
5,1,3,3,3,4,4,1,1,21,114,3,2,1,2,5,2,1,700,0,0,0,0,0,0,0,0,0,0,0,0,0,465,152,7256,1,3,469,0
2,1,2,2,9,2,4,1,12,21,114,2,2,1,2,8,2,3,0,1000,0,1,1,0,0,0,1,0,1,0,0,0,860,152,7351,1,3,876,0
3,1,1,1,11,1,4,1,4,21,114,3,1,1,2,6,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,848,151,7312,1,2,856,0
3,1,1,2,2,2,4,1,2,21,114,1,1,2,2,4,2,1,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,439,152,7272,1,3,461,0
4,1,1,1,3,2,4,1,2,21,114,3,2,1,2,4,2,1,9999999,0,0,0,0,0,0,0,0,0,0,0,0,0,531,151,7409,1,2,537,1
7,1,2,2,6,6,4,1,12,21,114,1,3,1,2,4,2,1,300,0,0,0,1,0,0,0,0,0,0,0,0,0,854,209,10629,2,2,0,0
2,1,1,1,8,1,4,1,5,21,114,1,2,1,2,4,2,1,6000,0,0,0,0,1,0,0,0,1,0,0,0,0,369,151,7345,1,2,381,0
4,1,4,5,9,2,4,1,2,21,114,2,2,1,2,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1546,153,7410,1,4,1568,0
5,1,1,1,9,1,4,1,11,21,114,3,2,1,2,6,2,5,4853,227,0,0,0,0,0,0,0,1,0,0,0,0,1536,152,7344,1,3,1527,0
2,2,2,2,3,3,4,1,9,21,114,4,2,1,2,7,2,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,425,152,7274,1,3,428,0
5,1,1,1,2,1,4,1,1,21,114,2,1,2,2,4,2,1,500,0,0,0,0,0,0,0,0,0,1,0,0,0,461,152,7273,1,3,477,0
3,1,1,2,2,1,4,1,4,21,114,2,1,2,2,4,2,1,2000,400,0,0,0,0,0,0,0,0,0,0,0,0,372,152,7325,1,3,381,0
5,1,1,1,3,1,4,1,6,21,114,3,2,1,2,6,2,1,3000,0,0,0,0,0,0,0,0,1,0,0,0,0,425,152,7274,1,3,428,0
1,1,3,3,3,2,4,1,8,21,114,3,2,1,2,6,2,1,100,0,0,0,1,1,0,0,0,1,1,0,0,0,462,151,7326,1,2,457,0
4,1,1,1,2,1,4,1,1,21,114,4,1,2,2,4,2,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,598,152,7346,1,3,575,0
2,1,1,2,7,3,4,1,3,21,114,2,4,1,2,6,2,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1239,152,7245,1,3,1239,0
2,1,2,2,7,3,4,1,6,21,114,2,4,1,2,5,2,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1239,152,7245,1,3,1239,0
4,1,1,2,3,2,4,1,11,21,114,3,2,1,2,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463,151,7347,1,2,460,0
1,1,1,1,10,2,4,1,4,21,114,2,2,2,2,6,2,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1401,152,7260,1,3,1428,0
1,1,1,1,8,2,4,1,4,21,114,2,5,1,2,8,2,1,1200,0,1,0,1,0,0,0,0,1,1,0,0,0,1620,150,7414,1,1,1590,0
3,1,1,3,3,5,4,1,5,21,114,9,2,1,2,7,2,5,4853,227,0,0,0,0,0,0,0,0,0,0,0,0,327,152,7229,1,3,323,0
4,1,1,1,7,3,4,1,5,21,114,2,5,1,2,5,2,1,20000,0,1,0,1,0,1,0,0,1,0,0,0,0,1506,153,7308,1,4,1581,0
2,1,3,4,3,1,4,1,2,21,114,3,2,1,2,5,2,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,415,152,7234,1,3,423,0
1,1,1,1,5,3,4,1,10,21,114,2,6,1,2,4,2,1,900,0,0,0,0,0,0,0,0,0,0,0,0,0,1584,151,7458,1,2,1608,0
1,1,1,1,7,2,4,1,3,21,114,3,4,1,2,7,2,1,3000,0,0,0,1,0,0,0,0,0,0,0,0,0,216,214,10634,1,4,212,0
5,1,1,3,10,2,4,1,4,21,114,3,2,1,2,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,734,151,7349,1,2,756,0
15,1,1,1,2,3,4,1,11,21,114,2,1,2,2,1,2,3,500,0,0,0,0,1,0,0,0,0,0,0,0,0,200,211,10710,3,2,0,0
1,1,1,1,3,1,4,1,12,21,114,3,2,1,2,7,2,5,4853,227,0,0,0,0,0,0,0,0,0,0,0,0,174,212,10522,1,2,168,0
3,1,3,3,3,1,4,1,6,21,114,4,2,1,2,1,2,1,150,0,1,0,0,0,0,0,0,0,1,0,0,0,366,152,7214,1,3,362,0
4,1,1,1,3,4,4,1,2,21,114,3,2,1,2,4,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,425,151,7261,1,2,415,0
5,2,1,1,2,3,4,1,5,21,114,3,1,2,2,6,2,1,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,425,151,7261,1,2,415,0
4,1,2,2,3,2,4,1,12,21,114,3,2,1,2,6,2,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,494,152,7366,1,3,486,0
1,1,1,1,3,1,4,1,8,21,114,2,1,1,2,5,2,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,593,152,7530,1,3,602,0
2,1,1,1,5,3,4,1,1,21,114,3,6,1,2,8,2,1,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,1683,151,7511,1,2,1749,0
3,2,1,1,6,1,4,1,12,21,114,4,2,2,2,4,2,1,1200,0,1,0,0,0,0,0,0,0,0,0,0,0,435,152,7271,1,3,450,0
4,1,2,2,8,2,4,1,12,21,114,2,4,1,2,4,2,1,200,0,1,1,1,1,0,1,0,1,1,0,0,0,752,151,7404,1,2,758,0
1,1,1,1,3,1,4,1,6,21,114,3,2,1,2,3,2,1,800,0,0,0,0,0,0,0,0,0,0,0,0,0,373,151,7381,1,2,371,0
3,1,2,2,2,1,4,1,3,21,114,1,1,2,2,4,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,409,153,7582,1,4,423,0
3,1,1,2,7,1,4,1,9,21,114,3,4,1,2,4,2,5,4853,227,0,0,0,0,0,0,0,0,0,0,0,0,818,153,7582,1,4,846,0
3,1,1,1,2,1,4,1,5,21,114,3,2,2,2,5,2,1,1000,0,1,0,0,0,0,0,0,1,0,0,0,0,430,152,7351,1,3,438,0
4,1,1,1,5,1,4,1,6,21,114,2,1,1,2,7,2,1,1000,0,1,1,0,0,0,0,0,0,1,0,0,0,800,151,7342,1,2,820,0
5,1,1,1,2,1,4,1,5,21,114,3,1,2,2,4,2,1,1000,0,0,0,0,1,1,0,0,0,0,0,0,0,380,151,7470,1,2,379,0
1,1,1,1,2,2,4,1,12,21,114,2,1,2,2,4,2,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,433,152,7225,1,3,444,0
5,1,1,2,5,1,4,1,3,21,114,3,1,1,2,7,2,5,4853,227,0,0,0,0,0,0,0,0,0,0,0,0,430,152,7351,1,3,438,0
4,1,1,1,10,2,4,1,8,21,114,2,3,1,1,4,2,3,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1072,153,7279,1,4,1082,0
12,1,2,2,5,4,4,1,12,21,114,2,1,1,2,4,2,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,1328,147,7478,2,2,0,0
2,1,2,2,2,3,4,1,5,21,114,9,1,2,2,6,2,1,600,0,0,0,0,0,0,0,0,0,0,0,0,0,537,153,7237,1,4,538,0
4,1,1,2,10,2,4,1,2,21,114,1,1,1,2,99,2,5,4853,227,0,0,0,0,0,0,0,0,0,0,0,0,820,151,7219,1,2,808,0
5,1,2,2,3,2,4,1,11,21,114,4,2,1,2,8,2,1,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,528,152,7296,1,3,514,0
5,1,1,3,3,1,4,1,3,21,114,4,2,1,2,8,2,1,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,454,151,7313,1,2,442,0
1,1,1,2,3,3,4,1,2,21,114,4,2,1,2,9,2,3,300,0,0,0,0,0,0,0,0,0,0,0,0,0,290,152,7220,1,3,293,0
4,1,2,2,10,2,4,1,3,21,114,1,1,1,2,4,2,5,4853,227,0,0,0,0,0,0,0,0,0,0,1,0,820,151,7219,1,2,808,0
3,1,1,1,1,2,4,1,8,21,114,2,5,2,1,4,2,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,582,153,7496,1,4,601,0
2,1,1,2,13,2,4,1,2,21,114,3,1,1,2,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556,152,7221,1,3,582,0
5,1,1,2,9,2,4,1,10,21,114,2,2,1,2,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728,151,7352,1,2,742,0
1,1,1,1,7,2,4,1,12,21,114,1,4,1,1,4,1,1,8000,0,0,1,0,1,1,0,1,1,0,0,0,0,400,152,7374,1,3,397,0
1,1,2,3,3,1,4,1,11,21,114,3,2,1,2,4,2,5,4853,227,0,0,0,0,0,0,0,0,0,0,0,0,342,151,7291,1,2,361,0
4,1,2,2,3,3,4,1,5,21,114,3,2,1,2,4,2,1,1000,0,0,0,0,0,0,0,0,1,0,0,0,0,290,152,7220,1,3,293,0
4,1,2,2,3,2,4,1,12,21,114,3,2,1,2,3,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,463,151,7347,1,2,460,0
4,1,1,2,3,3,4,1,4,21,114,1,2,1,2,4,2,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,358,151,7327,1,2,369,0
2,1,1,1,2,1,4,1,2,21,114,1,1,2,2,4,2,1,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,538,151,7309,1,2,511,0
4,1,1,1,3,2,4,1,3,21,114,4,2,1,2,8,2,1,400,0,0,0,0,0,0,0,0,0,0,0,0,0,413,152,7245,1,3,413,0
2,1,2,3,3,2,4,1,5,21,114,3,2,1,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,151,7261,1,2,415,0
3,1,1,1,5,4,4,1,10,21,114,3,1,1,2,4,2,1,2500,0,0,0,1,0,0,0,0,0,0,0,0,0,1868,152,7260,1,3,1904,0
3,1,1,1,5,7,4,1,4,21,114,2,1,1,2,4,1,1,200,0,0,0,1,0,0,1,0,1,0,0,0,0,2550,151,7261,1,2,2490,0
17,1,1,1,8,1,4,1,12,21,114,2,3,1,1,4,1,1,30000,0,0,1,1,0,0,0,0,0,0,0,0,0,226,209,10552,2,2,0,0
1,1,2,2,3,2,4,1,4,21,114,3,2,1,2,4,2,1,500,0,1,1,1,1,1,1,1,1,1,0,0,0,366,151,7242,1,2,354,0
3,1,1,1,2,1,4,1,4,21,114,3,1,2,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,152,7315,1,3,448,0
5,1,1,1,3,2,4,1,4,21,114,3,2,1,2,7,2,1,600,0,0,0,0,0,0,0,0,0,1,0,0,0,425,151,7261,1,2,415,0
3,1,1,1,3,2,4,1,9,21,114,3,2,1,2,3,2,5,4853,227,0,0,0,0,0,0,0,1,0,0,0,0,494,152,7366,1,3,486,0
4,1,1,2,3,2,4,1,3,21,114,3,1,1,2,6,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,494,152,7366,1,3,486,0
4,1,2,2,2,1,4,1,11,21,114,4,1,2,2,4,2,1,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,514,151,7467,1,2,519,0
4,1,1,1,3,1,4,1,5,21,114,4,2,1,1,4,2,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,526,153,7581,1,4,543,0
4,1,2,3,11,3,4,1,5,21,114,1,1,1,1,4,2,2,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,1074,151,7327,1,2,1107,0
3,1,1,2,2,1,4,1,10,21,114,3,5,2,2,4,2,1,4500,20000,0,0,0,0,0,0,0,0,0,0,0,0,379,151,7380,1,2,381,0
3,1,1,1,9,1,4,1,5,21,114,1,2,1,2,8,2,3,0,0,1,1,1,1,0,1,0,1,1,0,0,0,758,151,7380,1,2,762,0
4,1,1,1,3,2,4,1,4,21,114,3,2,1,2,3,2,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,457,151,7287,1,2,471,0
5,1,1,2,5,1,4,1,9,21,114,1,1,1,2,6,2,2,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,408,212,10598,1,2,396,0
2,1,1,2,3,1,4,1,3,21,114,3,2,1,2,4,2,1,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,414,151,7216,1,2,419,0
2,1,1,1,2,3,4,1,6,21,114,1,1,2,2,4,2,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,561,151,7511,1,2,583,0
2,1,1,2,2,2,4,1,9,21,114,2,1,2,1,4,2,1,600,0,0,0,0,0,0,0,0,0,0,0,0,0,424,151,7312,1,2,428,0
4,1,2,3,3,1,4,1,6,21,114,2,2,1,2,7,2,5,4853,227,0,0,0,0,0,0,0,0,0,0,0,0,400,151,7342,1,2,410,0
5,1,1,1,5,4,4,1,5,21,114,2,1,1,2,5,2,1,300,0,1,1,1,1,0,0,0,1,1,0,0,0,1860,152,7256,1,3,1876,0
5,1,1,4,3,1,4,1,99,21,114,4,2,1,2,3,2,1,300,0,0,0,0,0,0,0,0,0,0,0,0,0,434,152,7284,1,3,449,0
2,1,2,5,2,2,4,1,3,21,114,1,4,2,2,6,2,1,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,533,153,7301,1,4,537,0
1,1,1,1,10,1,4,1,7,21,114,2,1,1,2,3,2,5,4853,227,1,0,1,0,0,1,0,0,1,0,0,0,381,151,7396,1,2,383,0
1,1,1,1,4,1,4,1,3,21,114,3,2,1,2,5,2,5,4853,227,0,0,0,0,0,0,0,0,0,0,0,0,381,151,7396,1,2,383,0
5,1,3,4,3,1,4,1,99,21,114,4,2,1,2,4,2,1,300,0,0,0,0,0,0,0,0,0,0,0,0,0,434,152,7284,1,3,449,0
5,1,4,4,3,1,4,1,99,21,114,4,2,1,2,4,2,1,350,0,0,0,0,0,0,0,0,0,0,0,0,0,434,152,7284,1,3,449,0
4,1,1,1,7,1,4,1,10,21,114,2,4,1,2,5,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1584,153,7263,1,4,1638,0
5,1,1,2,3,1,4,1,4,21,114,3,2,1,2,4,2,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,381,151,7396,1,2,383,0
4,1,1,3,2,3,4,1,1,21,114,1,1,2,2,6,2,3,900,0,0,0,0,0,0,0,0,0,0,0,0,0,526,147,7451,2,2,0,0
3,1,2,2,2,2,4,1,12,21,114,3,1,2,2,4,2,1,500,0,1,0,0,0,0,0,0,0,0,0,0,0,275,108,5791,2,2,0,0
5,1,1,3,3,1,4,1,1,21,114,4,2,1,2,4,2,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,428,152,7363,1,3,462,0
2,1,2,5,3,2,4,1,8,21,114,3,2,1,2,6,2,1,700,0,0,0,0,0,0,0,0,0,0,0,0,0,6396,153,7301,1,4,6444,0
3,1,1,1,5,2,4,1,4,21,114,3,5,1,1,4,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1164,153,7496,1,4,1202,0
3,1,1,1,9,2,4,1,5,21,114,2,8,1,2,4,2,5,4853,227,0,0,1,0,0,0,0,0,1,0,0,0,1164,153,7496,1,4,1202,0
5,1,2,2,8,3,4,1,1,21,114,2,5,1,2,4,2,1,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,531,214,10478,1,4,516,0
3,1,1,1,1,1,4,1,12,21,114,3,1,2,1,4,2,1,50000,0,0,0,0,0,0,0,0,1,0,0,0,0,693,153,7386,1,4,709,0
