VIV_SEL,HOGAR,R_SEL,BPCOD,ND_TIPO,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_6,BP1_7,BP1_8,BP1_20,BP1_21,BP1_28,BP1_33,EST,UPM,CIUDAD,DOM,FAC_DEL,CLUSTERS
6,1,2,2,2,9,8,37,4,1,2,1,1,2,4,2,1,298,2265,20,9,320,1
7,1,2,4,1,5,8,37,2,4,2,1,2,1,4,2,1,298,2265,20,9,638,1
8,1,5,2,1,10,8,37,2,1,2,1,1,2,7,2,1,298,2265,20,9,320,1
10,1,1,9,1,12,8,37,2,1,2,2,1,2,3,2,5,298,2265,20,9,326,1
10,1,1,9,2,11,8,37,2,1,2,2,1,2,3,2,5,298,2265,20,9,326,1
3,1,1,3,1,10,8,37,1,2,1,1,2,2,3,2,1,297,2266,20,9,320,1
3,1,1,3,2,2,8,37,2,2,2,1,1,2,3,2,1,297,2266,20,9,320,1
2,1,2,4,1,2,8,37,3,1,2,2,1,2,6,2,1,297,2267,20,9,595,1
3,1,3,1,1,6,8,37,9,2,2,1,1,1,4,2,1,297,2267,20,9,292,1
3,1,3,2,1,3,8,37,4,2,2,1,1,2,4,2,1,297,2267,20,9,292,1
4,1,2,4,1,8,8,37,2,9,2,1,1,2,4,2,3,297,2267,20,9,660,1
4,1,2,9,1,8,8,37,2,2,2,1,1,2,4,2,1,297,2267,20,9,660,1
4,1,2,4,2,7,8,37,3,1,2,1,1,2,4,2,3,297,2267,20,9,660,1
6,1,1,2,1,2,8,37,4,2,1,2,2,2,4,2,1,297,2267,20,9,292,1
6,1,1,4,1,9,8,37,3,1,2,2,1,2,4,2,3,297,2267,20,9,660,1
6,1,1,7,1,11,8,37,1,3,2,1,2,2,6,2,1,297,2267,20,9,660,1
7,1,1,9,1,11,8,37,3,1,2,1,1,1,4,2,3,297,2267,20,9,525,1
7,1,1,9,2,12,8,37,4,2,2,1,1,2,1,2,3,297,2267,20,9,525,1
9,1,1,2,1,8,8,37,4,2,2,1,1,2,4,2,1,297,2267,20,9,292,1
9,1,1,8,1,6,8,37,2,2,1,1,2,2,4,2,3,297,2267,20,9,1086,1
9,1,1,2,2,5,8,37,4,2,1,1,2,2,4,2,1,297,2267,20,9,292,1
3,1,1,3,1,9,8,37,1,2,2,1,1,2,5,2,1,299,2268,20,9,353,1
8,1,1,1,1,2,8,37,2,4,1,1,1,1,4,2,1,299,2268,20,9,353,1
8,1,1,3,1,4,8,37,4,2,1,1,1,1,4,2,1,299,2268,20,9,353,1
8,1,1,4,1,9,8,37,2,1,2,1,1,2,4,2,1,299,2268,20,9,719,1
8,1,1,10,1,7,8,37,3,3,2,1,1,2,4,2,2,299,2268,20,9,719,1
9,1,2,3,1,10,8,37,2,2,1,1,1,2,5,2,1,299,2268,20,9,353,1
9,1,2,3,2,5,8,37,1,2,2,1,1,2,4,2,1,299,2268,20,9,353,1
10,1,1,1,1,8,32,56,4,1,2,1,1,1,4,2,1,299,2268,20,9,353,1
1,1,1,2,1,5,8,37,2,1,2,1,1,2,4,2,1,298,2269,20,9,295,1
1,1,1,8,1,9,8,37,2,3,1,1,1,2,6,2,1,298,2269,20,9,684,1
5,1,1,4,1,12,8,37,2,1,2,2,1,2,4,2,1,298,2269,20,9,268,1
5,1,1,4,2,2,8,37,3,1,2,1,1,2,4,2,2,298,2269,20,9,268,1
5,1,1,4,3,1,8,37,2,1,2,1,1,2,4,2,1,298,2269,20,9,268,1
7,1,3,4,1,11,8,37,1,1,2,2,1,2,4,2,3,298,2269,20,9,1000,1
7,1,3,4,2,7,8,37,1,1,2,2,1,2,4,2,1,298,2269,20,9,1000,1
8,1,7,2,1,9,8,37,4,1,2,1,1,2,4,2,1,298,2269,20,9,295,1
1,1,4,1,1,5,8,37,9,2,2,1,1,1,4,2,1,297,2270,20,9,336,1
1,1,4,2,1,7,8,37,3,2,1,1,2,2,4,2,1,297,2270,20,9,336,1
2,1,1,1,1,12,8,37,1,1,2,1,1,1,4,2,1,297,2270,20,9,336,1
2,1,1,2,1,12,8,37,1,1,2,1,1,2,6,2,1,297,2270,20,9,336,1
2,1,1,3,1,1,8,37,1,2,2,1,1,2,5,2,1,297,2270,20,9,336,1
2,1,1,4,1,1,8,37,1,1,2,2,1,2,5,2,1,297,2270,20,9,684,1
3,1,2,8,1,11,8,37,2,2,1,1,2,2,3,2,3,297,2270,20,9,864,1
3,1,2,8,2,6,8,37,2,2,2,1,1,2,3,2,3,297,2270,20,9,864,1
3,1,2,8,3,4,8,37,2,2,2,1,1,2,3,2,3,297,2270,20,9,864,1
1,1,2,2,1,3,8,37,3,1,2,1,1,2,5,2,1,298,2271,20,9,410,1
1,1,2,4,1,10,8,37,3,1,2,2,1,2,5,2,1,298,2271,20,9,714,1
6,1,1,1,1,10,8,37,3,2,2,1,1,2,4,2,1,298,2271,20,9,410,1
6,1,1,2,1,12,8,37,3,1,2,1,1,2,4,2,1,298,2271,20,9,410,1
1,1,1,3,1,11,8,37,1,2,2,1,1,2,6,2,1,297,2272,20,9,335,1
4,1,2,4,1,10,8,37,2,1,2,1,1,1,4,2,1,297,2272,20,9,1387,1
4,1,2,4,2,4,8,37,3,1,2,1,1,2,3,2,1,297,2272,20,9,1387,1
4,1,2,4,3,2,8,37,3,1,2,1,1,2,3,2,1,297,2272,20,9,1387,1
5,1,3,6,1,10,8,37,1,1,1,2,1,2,7,2,1,297,2272,20,9,1040,1
6,1,1,9,1,3,8,37,2,1,2,1,1,2,9,2,2,297,2272,20,9,1162,1
6,1,1,10,1,3,8,37,2,1,2,1,1,2,1,2,2,297,2272,20,9,1162,1
7,1,2,2,1,10,8,37,4,1,2,1,1,2,3,2,1,297,2272,20,9,335,1
7,1,2,3,1,7,8,37,4,2,2,1,1,2,3,2,1,297,2272,20,9,335,1
10,1,1,4,1,6,8,37,2,1,2,2,1,2,7,2,1,297,2272,20,9,910,1
10,1,1,9,1,10,8,37,2,2,2,1,2,2,6,2,3,297,2272,20,9,910,1
1,1,1,1,1,12,8,37,2,1,9,1,1,1,4,2,1,299,2273,20,9,345,1
4,1,1,1,1,12,8,37,2,4,2,1,1,2,4,2,1,299,2273,20,9,345,1
4,1,1,2,1,12,8,37,3,2,2,1,1,2,6,2,1,299,2273,20,9,345,1
5,1,1,5,1,5,8,37,2,1,2,1,1,1,4,2,1,299,2273,20,9,627,1
1,1,1,3,1,12,8,37,3,2,1,2,2,2,4,2,1,297,2275,20,9,265,1
1,1,1,3,2,10,8,37,9,2,2,1,1,2,4,2,1,297,2275,20,9,265,1
5,1,2,1,1,3,8,37,2,1,2,1,1,1,4,2,1,298,2276,20,9,273,1
5,1,2,2,1,8,8,37,3,1,2,1,1,2,4,2,1,298,2276,20,9,273,1
5,1,2,2,2,4,8,37,3,1,2,1,1,2,4,2,1,298,2276,20,9,273,1
7,1,2,2,1,12,8,37,4,1,2,1,1,2,6,2,1,298,2276,20,9,273,1
7,1,2,4,1,1,8,37,1,4,2,1,1,2,4,2,1,298,2276,20,9,496,1
9,1,1,3,1,9,8,37,3,2,1,2,2,2,4,2,1,298,2276,20,9,273,1
2,1,4,3,1,6,8,37,1,2,2,1,1,2,4,2,1,297,2277,20,9,233,1
3,1,1,8,1,12,8,37,1,2,1,1,1,2,1,2,3,297,2277,20,9,357,1
5,1,2,2,1,12,8,37,2,2,1,2,1,2,4,2,1,297,2277,20,9,233,1
5,1,2,2,2,7,8,37,9,2,2,1,1,2,4,2,1,297,2277,20,9,233,1
5,1,2,2,3,6,8,37,9,2,2,1,1,2,4,2,1,297,2277,20,9,233,1
5,1,2,2,4,4,8,37,9,2,2,1,1,2,4,2,1,297,2277,20,9,233,1
7,1,1,3,1,12,8,37,1,2,1,2,1,1,4,2,1,297,2277,20,9,233,1
8,1,2,1,1,12,8,37,1,4,2,1,1,1,4,2,1,297,2277,20,9,233,1
8,1,2,2,1,10,8,37,2,4,1,1,1,1,4,2,1,297,2277,20,9,233,1
8,1,2,4,1,12,8,37,3,9,2,1,1,2,4,2,3,297,2277,20,9,526,1
8,1,2,9,1,12,8,37,3,2,2,1,1,2,4,2,5,297,2277,20,9,526,1
8,1,2,2,2,2,8,37,2,4,1,1,1,2,4,2,1,297,2277,20,9,233,1
8,1,2,4,2,12,8,37,2,9,2,1,1,2,4,2,3,297,2277,20,9,526,1
8,1,2,9,2,11,8,37,3,2,2,1,1,2,4,2,5,297,2277,20,9,526,1
8,1,2,4,3,12,8,37,1,1,2,1,1,2,4,2,1,297,2277,20,9,526,1
2,1,3,2,1,10,8,37,4,1,2,1,1,2,4,2,1,298,2278,20,9,312,1
4,1,2,5,1,10,8,37,2,4,1,1,2,1,4,2,1,298,2278,20,9,561,1
8,1,3,1,1,11,8,37,2,1,2,1,1,1,4,2,1,298,2278,20,9,312,1
8,1,3,8,1,10,8,37,3,2,1,2,1,2,4,2,3,298,2278,20,9,960,1
10,1,6,2,1,9,8,37,4,1,2,1,1,2,4,2,1,298,2278,20,9,312,1
10,1,6,2,2,7,8,37,4,1,2,1,1,2,4,2,1,298,2278,20,9,312,1
1,1,3,1,1,4,8,37,1,1,2,1,1,1,4,2,1,299,2279,20,9,383,1
6,1,1,2,1,11,8,37,9,1,2,1,1,1,4,2,1,299,2279,20,9,383,1
10,1,2,3,1,6,8,37,3,2,1,1,1,1,4,2,1,299,2279,20,9,383,1
1,1,1,8,1,11,8,37,3,4,1,1,1,2,4,2,1,297,2280,20,9,234,1
2,1,1,3,1,2,8,37,9,2,2,1,1,2,5,1,3,297,2280,20,9,276,1
3,1,6,4,1,2,8,37,4,1,2,2,1,2,4,2,5,297,2280,20,9,1148,1
6,1,3,2,1,6,8,37,4,1,2,1,1,2,4,2,1,297,2280,20,9,276,1
1,1,3,2,1,6,8,37,4,2,2,1,1,2,4,2,1,298,2281,20,9,347,1
1,1,3,8,1,10,8,37,1,4,1,1,1,2,4,2,1,298,2281,20,9,1208,1
1,1,3,2,2,11,8,37,4,2,2,1,1,2,4,2,1,298,2281,20,9,347,1
1,1,3,8,2,12,8,37,2,2,1,2,1,2,4,2,3,298,2281,20,9,1208,1
1,1,3,9,2,2,8,37,2,2,2,2,1,2,1,2,3,298,2281,20,9,1208,1
1,1,3,2,3,12,8,37,4,2,2,1,1,2,4,2,1,298,2281,20,9,347,1
1,1,3,8,3,12,8,37,9,3,1,1,1,2,4,2,1,298,2281,20,9,1208,1
1,1,3,9,3,1,8,37,1,2,2,1,1,2,1,2,3,298,2281,20,9,1208,1
2,1,1,1,1,4,8,37,3,1,2,1,1,1,4,2,1,298,2281,20,9,347,1
2,1,2,3,1,6,8,37,4,2,1,1,2,2,3,2,1,297,2282,20,9,266,1
5,1,1,3,1,5,8,37,4,2,1,1,2,2,4,2,1,297,2282,20,9,266,1
6,1,4,10,1,8,8,37,3,1,2,2,1,2,4,2,2,297,2282,20,9,1101,1
6,1,4,10,2,6,8,37,3,1,2,2,1,2,4,2,2,297,2282,20,9,1101,1
6,1,4,10,3,3,8,37,2,1,2,1,1,1,4,2,2,297,2282,20,9,1101,1
1,1,3,3,1,6,8,37,3,2,2,1,1,2,4,2,1,297,2283,20,9,206,1
6,1,4,1,1,11,8,37,4,2,2,1,1,1,4,1,1,297,2283,20,9,206,1
1,1,3,1,1,12,8,37,3,1,2,1,1,1,4,2,1,298,2284,20,9,249,1
1,1,3,2,1,10,8,37,1,1,2,1,1,2,4,2,1,298,2284,20,9,249,1
2,1,4,5,1,9,8,37,4,1,2,1,1,1,4,2,5,298,2284,20,9,702,1
3,1,2,5,1,11,8,37,1,1,2,1,1,2,4,2,1,298,2284,20,9,468,1
5,1,1,3,1,10,8,37,3,2,2,1,1,2,4,2,1,298,2284,20,9,249,1
7,1,1,3,1,12,8,37,4,2,1,1,1,2,4,2,1,298,2284,20,9,249,1
9,1,2,2,1,7,8,37,4,1,1,1,1,1,4,2,1,298,2284,20,9,249,1
9,1,2,3,1,7,8,37,4,2,1,1,1,1,4,2,1,298,2284,20,9,249,1
10,1,2,1,1,3,8,37,2,1,2,1,1,1,4,2,1,298,2284,20,9,249,1
10,1,2,5,1,8,8,37,1,1,2,1,1,1,4,2,4,298,2284,20,9,448,1
10,1,2,5,2,6,8,37,1,1,2,1,1,1,4,2,4,298,2284,20,9,448,1
1,1,4,1,1,1,8,37,3,1,2,1,1,1,4,2,1,297,2285,20,9,299,1
4,1,1,2,1,12,8,37,4,2,1,1,1,2,4,2,1,297,2285,20,9,299,1
4,1,1,3,1,6,8,37,1,2,1,2,1,2,4,2,1,297,2285,20,9,299,1
5,1,1,2,1,2,8,37,4,2,2,1,1,2,4,2,1,297,2285,20,9,299,1
1,1,2,2,1,6,8,37,3,1,2,1,1,2,4,2,1,299,2286,20,9,340,1
1,1,2,2,2,4,8,37,4,1,2,1,1,2,4,2,1,299,2286,20,9,340,1
5,1,1,2,1,12,8,37,2,1,2,1,1,2,4,2,1,299,2286,20,9,340,1
5,1,1,3,1,10,8,37,2,2,2,1,1,2,4,2,1,299,2286,20,9,340,1
5,1,1,2,2,11,8,37,4,1,2,1,1,2,4,2,1,299,2286,20,9,340,1
8,1,3,2,1,1,8,37,2,1,2,1,1,1,4,2,1,299,2286,20,9,340,1
1,1,2,2,1,11,8,37,4,2,1,1,2,2,1,2,1,297,2287,20,9,227,1
1,1,2,9,1,2,8,37,2,1,2,1,1,2,4,2,3,297,2287,20,9,769,1
1,1,2,2,2,9,8,37,4,2,1,1,2,2,1,2,1,297,2287,20,9,227,1
1,1,2,9,2,2,8,37,2,1,2,1,1,2,4,2,3,297,2287,20,9,769,1
3,1,1,1,1,6,8,37,2,2,1,1,1,1,4,2,2,297,2287,20,9,227,1
3,1,1,2,1,9,8,37,3,2,2,1,1,2,4,2,1,297,2287,20,9,227,1
3,1,1,3,1,5,8,37,2,2,2,1,1,1,4,2,1,297,2287,20,9,227,1
3,1,1,2,2,4,8,37,3,2,2,1,1,2,5,2,1,297,2287,20,9,227,1
9,1,1,1,1,5,8,37,3,2,1,2,2,2,99,2,1,297,2287,20,9,227,1
9,1,1,8,1,10,8,37,2,2,1,1,1,2,4,2,3,297,2287,20,9,527,1
9,1,1,8,2,10,8,37,3,2,1,2,1,2,4,2,3,297,2287,20,9,527,1
10,1,1,4,1,10,8,37,2,1,2,2,1,2,4,2,1,297,2287,20,9,193,1
1,1,4,10,1,9,8,37,3,1,2,2,1,2,4,2,3,297,2288,20,9,2011,1
8,1,2,3,1,10,8,37,3,2,1,1,2,2,4,2,1,297,2288,20,9,348,1
8,1,2,3,2,8,8,37,3,2,1,1,2,2,4,2,1,297,2288,20,9,348,1
9,1,2,1,1,6,8,37,2,1,2,1,1,1,4,2,1,297,2289,20,9,239,1
4,1,1,2,1,5,8,37,4,2,2,1,1,2,6,2,1,299,2290,20,9,386,1
4,1,1,2,2,6,8,37,4,2,2,1,1,2,4,2,1,299,2290,20,9,386,1
4,1,1,5,1,10,8,37,3,1,2,1,1,2,4,2,1,298,2291,20,9,286,1
4,1,1,5,2,8,8,37,4,1,2,1,1,2,4,2,1,298,2291,20,9,286,1
5,1,2,2,1,10,8,37,4,1,2,1,1,2,4,2,1,298,2291,20,9,303,1
2,1,1,3,1,4,8,37,2,2,2,1,1,1,4,2,1,299,2292,20,9,298,1
2,1,1,3,2,4,8,37,1,2,1,2,1,1,4,2,3,299,2292,20,9,298,1
4,1,1,2,1,7,8,37,2,1,2,1,1,2,4,2,1,299,2292,20,9,298,1
5,1,4,2,1,4,8,37,3,1,2,1,1,2,4,2,1,299,2292,20,9,298,1
7,1,1,10,1,10,8,37,2,1,2,1,1,2,4,2,3,299,2292,20,9,841,1
8,1,1,2,1,3,8,37,4,1,2,1,1,2,4,2,1,299,2292,20,9,298,1
8,1,1,2,2,6,8,37,4,1,2,1,1,2,4,1,1,299,2292,20,9,298,1
1,1,2,3,1,6,8,37,3,2,2,1,1,2,4,2,1,297,2293,20,9,226,1
1,1,2,8,1,2,8,37,2,2,1,2,1,2,4,2,3,297,2293,20,9,511,1
2,1,1,3,1,11,8,37,1,2,1,1,1,2,4,2,1,297,2293,20,9,226,1
5,1,2,2,1,12,8,37,3,2,1,1,2,2,4,2,1,297,2293,20,9,226,1
7,1,2,4,1,11,8,37,3,6,2,2,1,2,4,2,1,297,2293,20,9,387,1
10,1,3,4,1,11,8,37,3,1,2,1,1,2,4,2,1,297,2293,20,9,702,1
10,1,3,9,1,12,8,37,3,1,2,2,1,2,5,2,3,297,2293,20,9,702,1
10,1,3,4,2,8,8,37,2,1,2,2,1,2,4,2,2,297,2293,20,9,702,1
5,1,1,3,1,1,8,37,4,2,1,2,1,2,4,1,1,297,2294,20,9,206,1
5,1,1,4,1,9,8,37,3,1,2,2,1,1,4,2,1,297,2294,20,9,253,1
5,1,1,3,2,2,8,37,4,2,1,2,1,2,4,1,1,297,2294,20,9,206,1
3,1,1,9,1,4,8,37,2,2,2,2,2,2,99,2,3,299,2295,20,9,793,1
5,1,2,2,1,2,8,37,4,2,2,1,1,2,4,2,3,299,2295,20,9,280,1
10,1,2,7,1,12,8,37,2,4,2,2,2,2,4,1,1,299,2295,20,9,624,1
10,1,2,8,1,3,8,37,3,2,1,1,1,2,4,1,3,299,2295,20,9,624,1
1,1,2,5,1,12,8,37,4,1,2,1,1,2,4,2,1,298,2296,20,9,766,1
3,1,1,1,1,12,8,37,2,4,2,1,1,1,4,2,1,298,2296,20,9,293,1
4,1,2,8,1,10,8,37,2,2,2,1,1,1,4,2,3,298,2296,20,9,533,1
8,1,3,4,1,8,8,37,3,1,2,1,1,2,4,2,1,298,2296,20,9,1693,1
9,1,1,3,1,10,8,37,3,2,1,2,2,2,4,2,1,298,2296,20,9,293,1
1,1,1,5,1,10,8,37,4,1,2,1,1,2,4,2,1,298,2297,20,9,642,1
3,1,2,2,1,9,8,37,4,1,2,1,1,2,4,2,1,298,2297,20,9,252,1
4,1,6,1,1,7,8,37,3,4,2,1,1,1,4,2,1,298,2297,20,9,252,1
4,1,6,4,1,11,8,37,3,1,2,2,1,2,4,2,1,298,2297,20,9,1565,1
5,1,1,4,1,9,8,37,1,3,2,1,1,1,4,2,1,298,2297,20,9,703,1
5,1,1,8,1,10,8,37,2,2,1,1,2,2,4,2,3,298,2297,20,9,703,1
9,1,3,1,1,1,8,37,1,4,2,1,1,1,4,2,1,298,2297,20,9,252,1
9,1,3,2,1,5,8,37,2,4,2,1,1,2,3,2,1,298,2297,20,9,252,1
9,1,3,12,1,1,8,37,2,1,2,2,1,2,4,2,3,298,2297,20,9,877,1
3,1,2,8,1,9,8,37,2,2,1,2,1,2,6,2,3,297,2298,20,9,476,1
3,1,2,8,2,3,8,37,3,2,1,1,1,2,6,2,3,297,2298,20,9,476,1
6,1,2,6,1,6,8,37,9,4,2,1,1,2,9,2,1,297,2298,20,9,654,1
8,1,1,2,1,12,8,37,9,1,2,1,1,2,4,2,1,297,2298,20,9,273,1
9,1,1,4,1,6,8,37,3,1,2,1,1,2,4,2,3,297,2298,20,9,371,1
10,1,3,3,1,7,8,37,1,2,1,1,1,1,4,1,1,297,2298,20,9,273,1
3,1,1,1,1,99,8,37,2,1,2,1,1,1,4,2,1,299,2299,20,9,95,1
1,1,1,4,1,6,8,37,3,1,2,2,1,2,3,2,1,298,2300,20,9,408,1
5,1,1,2,1,12,8,37,2,1,2,1,1,2,4,2,1,298,2300,20,9,300,1
7,1,4,4,1,6,8,37,3,1,2,2,1,2,1,2,1,298,2300,20,9,932,1
10,1,1,8,1,12,8,37,2,2,2,1,1,2,1,2,3,298,2300,20,9,347,1
4,1,1,8,1,5,8,37,2,2,1,1,2,2,3,2,3,297,2301,20,9,597,1
10,1,2,2,1,6,8,37,1,1,2,1,1,2,3,2,1,297,2301,20,9,243,1
1,1,2,4,1,8,8,37,3,1,2,1,1,2,4,2,1,297,2302,20,9,1231,1
7,1,1,3,1,1,8,37,3,2,2,1,1,1,4,2,1,297,2302,20,9,355,1
7,1,1,3,2,3,8,37,3,2,2,1,1,1,4,2,1,297,2302,20,9,355,1
7,1,1,3,3,6,8,37,3,2,2,1,1,1,4,2,1,297,2302,20,9,355,1
7,1,1,3,4,8,8,37,3,2,2,1,1,2,4,2,1,297,2302,20,9,355,1
7,1,1,3,5,9,8,37,3,2,2,1,1,2,4,2,1,297,2302,20,9,355,1
1,1,1,8,1,7,8,37,4,2,1,1,2,2,8,2,3,298,2303,20,9,1000,1
3,1,2,1,1,6,8,37,4,1,2,1,1,1,4,2,1,298,2303,20,9,247,1
4,1,1,3,1,11,8,37,4,2,2,1,1,2,4,2,1,298,2303,20,9,247,1
8,1,1,5,1,1,8,37,2,4,1,1,1,2,5,1,1,298,2303,20,9,1342,1
8,1,1,8,1,2,8,37,2,4,1,1,1,1,4,2,3,298,2303,20,9,1342,1
8,1,1,8,2,9,8,37,1,4,1,1,1,1,4,2,3,298,2303,20,9,1342,1
2,1,1,2,1,11,8,37,4,1,2,1,1,2,4,2,1,297,2304,20,9,233,1
2,1,1,4,1,7,8,37,3,3,2,1,1,1,4,1,3,297,2304,20,9,539,1
3,1,2,8,1,6,8,37,2,2,1,2,2,2,3,2,3,297,2304,20,9,424,1
5,1,1,1,1,9,8,37,2,1,1,1,1,2,8,2,1,297,2304,20,9,233,1
6,1,2,8,1,3,8,37,1,2,1,2,2,2,1,2,3,297,2304,20,9,464,1
8,1,2,2,1,3,8,37,4,1,1,2,1,2,7,2,1,297,2304,20,9,233,1
8,1,2,4,1,3,8,37,3,1,2,2,1,2,4,2,3,297,2304,20,9,539,1
2,1,1,8,1,6,8,37,2,2,1,2,1,2,1,2,3,298,2305,20,9,881,1
3,1,1,2,1,3,8,37,3,1,2,1,1,2,3,2,1,298,2305,20,9,286,1
3,1,1,2,2,4,8,37,3,1,2,1,1,1,4,2,1,298,2305,20,9,286,1
5,1,1,1,1,12,8,37,3,1,2,1,1,2,4,2,1,298,2305,20,9,286,1
5,1,1,2,1,10,8,37,2,1,2,1,1,2,8,2,3,298,2305,20,9,286,1
5,1,1,5,1,10,8,19,2,4,1,1,1,2,8,1,3,298,2305,20,9,777,1
5,1,1,8,1,10,8,37,2,4,1,1,1,2,8,1,3,298,2305,20,9,777,1
5,1,1,2,2,9,8,37,3,1,2,1,1,2,8,2,1,298,2305,20,9,286,1
5,1,1,5,2,8,8,37,2,4,1,1,1,2,4,2,1,298,2305,20,9,777,1
7,1,1,1,1,6,8,37,2,1,1,2,1,2,4,2,1,298,2305,20,9,286,1
7,1,1,2,1,2,8,37,3,8,2,1,1,1,4,2,1,298,2305,20,9,286,1
3,1,1,2,1,11,8,37,4,1,2,1,1,2,5,2,1,299,2306,20,9,349,1
4,1,1,1,1,3,8,37,2,1,2,1,1,1,4,2,1,299,2306,20,9,349,1
9,1,2,2,1,12,8,37,4,1,2,1,1,2,4,2,1,299,2306,20,9,349,1
10,1,2,2,1,9,8,37,4,1,2,1,1,2,4,2,1,299,2306,20,9,349,1
3,1,2,2,1,11,8,37,4,1,2,1,1,2,4,2,1,298,2307,20,9,341,1
3,1,2,2,2,10,8,37,4,1,2,1,1,2,4,2,1,298,2307,20,9,341,1
6,1,2,1,1,11,8,37,9,1,2,1,1,1,4,2,1,298,2307,20,9,341,1
8,1,1,4,1,8,8,37,2,1,2,2,1,2,4,2,1,298,2307,20,9,680,1
9,1,2,2,1,9,8,37,2,2,2,1,1,2,4,2,1,298,2307,20,9,341,1
9,1,2,5,1,11,8,37,2,1,2,1,1,2,5,2,1,298,2307,20,9,544,1
9,1,1,3,1,2,8,37,4,2,1,1,2,2,4,2,1,297,2308,20,9,365,1
1,1,3,8,1,11,8,37,2,2,1,1,2,2,6,2,5,297,2309,20,9,619,1
3,1,1,3,1,6,8,37,2,2,2,1,1,2,6,2,1,297,2309,20,9,227,1
7,1,2,8,1,8,8,37,2,2,1,1,1,2,1,1,5,297,2309,20,9,584,1
8,1,1,2,1,6,8,37,4,1,2,1,1,2,4,2,1,297,2309,20,9,227,1
10,1,2,8,1,5,8,37,2,2,1,2,1,2,1,2,5,297,2309,20,9,389,1
1,1,2,2,1,11,8,37,3,2,2,1,1,2,4,2,1,299,2310,20,9,347,1
2,1,2,2,1,4,8,37,3,1,2,1,1,2,4,2,1,299,2310,20,9,347,1
3,1,2,4,1,6,8,37,2,1,2,2,2,2,4,2,3,299,2310,20,9,1209,1
3,1,2,4,2,8,8,37,3,9,2,2,1,2,4,2,3,299,2310,20,9,1209,1
4,1,3,4,1,3,8,37,2,1,2,1,1,2,1,2,1,299,2310,20,9,1262,1
4,1,3,4,2,9,8,37,2,1,2,2,1,2,1,2,3,299,2310,20,9,1262,1
5,1,2,2,1,6,8,37,2,1,2,1,1,1,4,2,3,299,2310,20,9,347,1
6,1,1,1,1,10,8,37,2,1,1,2,1,1,4,2,3,299,2310,20,9,347,1
8,1,1,2,1,9,8,37,3,1,2,1,1,2,4,2,5,299,2310,20,9,347,1
9,1,2,1,1,11,8,37,2,1,2,1,1,1,4,1,1,299,2310,20,9,347,1
9,1,2,3,1,3,8,37,2,2,2,1,1,2,4,2,1,299,2310,20,9,347,1
13,1,2,1,1,11,8,37,2,1,1,2,1,1,4,1,1,299,2310,20,9,347,1
13,1,2,3,1,12,8,37,1,2,2,1,1,2,4,2,1,299,2310,20,9,347,1
13,1,2,6,1,10,8,37,9,8,2,1,1,2,4,1,1,299,2310,20,9,831,1
15,1,1,2,1,3,8,37,3,2,2,1,1,2,4,2,1,299,2310,20,9,347,1
15,1,1,3,1,7,8,37,3,2,2,1,1,2,4,2,1,299,2310,20,9,347,1
15,1,1,4,1,11,8,37,3,1,2,2,1,2,4,2,1,299,2310,20,9,1756,1
15,1,1,2,2,8,8,37,3,2,2,1,1,2,4,2,1,299,2310,20,9,347,1
17,1,1,1,1,8,8,37,2,1,1,2,1,1,4,2,1,299,2310,20,9,347,1
20,1,1,2,1,5,8,37,1,4,2,1,1,2,4,2,1,299,2310,20,9,347,1
2,1,2,2,1,10,8,37,3,2,2,1,1,2,4,2,3,298,2311,20,9,273,1
3,1,3,9,1,8,8,37,3,2,2,2,2,2,1,2,3,298,2311,20,9,713,1
4,1,1,1,1,6,8,37,2,4,2,1,1,1,4,2,1,298,2311,20,9,273,1
5,1,2,4,1,9,8,37,2,1,2,1,1,2,1,2,1,298,2311,20,9,617,1
5,1,2,4,2,12,8,37,2,1,2,2,1,2,6,2,1,298,2311,20,9,617,1
6,1,1,2,1,5,8,37,4,2,2,1,1,2,4,2,1,298,2311,20,9,273,1
9,1,2,2,1,10,8,37,2,4,2,1,1,2,6,2,1,298,2311,20,9,273,1
9,1,2,2,2,10,8,37,2,4,2,1,1,2,4,2,1,298,2311,20,9,273,1
10,1,1,3,1,9,8,37,3,2,1,2,2,2,1,2,1,298,2311,20,9,273,1
10,1,1,4,1,5,8,37,3,1,2,2,1,2,1,2,1,298,2311,20,9,283,1
10,1,1,10,1,7,8,37,2,1,2,2,1,2,1,2,2,298,2311,20,9,283,1
10,1,1,4,2,1,8,37,2,1,2,2,1,2,1,2,1,298,2311,20,9,283,1
10,1,1,4,3,4,8,37,3,1,2,1,1,2,1,2,1,298,2311,20,9,283,1
10,1,1,4,4,6,8,37,3,1,2,2,1,2,1,2,1,298,2311,20,9,283,1
7,1,2,1,1,8,8,37,2,4,2,1,1,1,4,2,1,297,2312,20,9,179,1
8,1,1,4,1,8,8,37,3,1,2,2,1,2,3,2,1,297,2312,20,9,207,1
3,1,1,2,1,7,8,37,4,2,2,1,1,2,8,2,1,298,2313,20,9,262,1
4,1,3,2,1,6,8,37,4,1,2,1,1,2,5,2,1,298,2313,20,9,262,1
5,1,1,1,1,4,8,37,3,1,2,1,1,1,4,2,1,298,2313,20,9,262,1
7,1,2,1,1,12,8,37,2,4,2,1,1,1,4,2,1,298,2313,20,9,262,1
