VIV_SEL,HOGAR,R_SEL,BPCOD,ND_TIPO,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_6,BP1_7,BP1_8,BP1_20,BP1_21,BP1_28,BP1_33,EST,UPM,CIUDAD,DOM,FAC_DEL,CLUSTERS
7,1,2,4,1,10,8,37,2,1,2,2,1,2,4,2,1,298,2313,20,9,418,1
3,1,1,5,1,5,8,37,2,4,1,1,1,2,8,2,1,297,2314,20,9,177,1
6,1,1,8,1,11,8,37,3,2,1,1,2,2,3,2,3,297,2314,20,9,525,1
8,1,2,2,1,3,8,37,4,1,2,1,1,2,4,2,1,297,2314,20,9,206,1
8,1,2,8,1,6,8,37,2,2,1,1,2,2,4,2,3,297,2314,20,9,821,1
9,1,1,2,1,8,8,37,1,1,2,1,1,2,3,2,1,297,2314,20,9,206,1
9,1,1,8,1,10,8,37,2,2,1,2,2,2,3,2,3,297,2314,20,9,476,1
9,1,1,8,2,6,8,37,2,2,1,2,2,2,3,2,3,297,2314,20,9,476,1
10,1,2,1,1,1,8,37,1,1,1,2,2,1,4,2,1,297,2314,20,9,206,1
10,1,2,2,1,6,8,37,1,2,2,1,1,2,9,1,1,297,2314,20,9,206,1
10,1,2,8,1,2,8,37,2,2,1,1,2,2,3,2,3,297,2314,20,9,538,1
10,1,2,8,2,5,8,19,1,2,1,1,2,2,3,2,3,297,2314,20,9,538,1
1,1,2,1,1,2,8,37,3,2,2,1,1,1,4,2,1,299,2315,20,9,301,1
1,1,2,2,1,5,8,37,2,4,2,1,1,1,4,2,1,299,2315,20,9,301,1
4,1,2,8,1,3,8,37,1,2,1,1,2,2,8,2,3,299,2315,20,9,1020,1
5,1,1,1,1,8,8,37,1,2,2,1,1,2,4,2,1,299,2315,20,9,301,1
5,1,1,2,1,11,8,37,4,2,2,1,1,2,4,2,5,299,2315,20,9,301,1
5,1,1,8,1,8,8,37,1,4,1,1,1,2,4,2,1,299,2315,20,9,1218,1
6,1,1,8,1,8,8,37,2,2,1,2,2,2,6,2,3,299,2315,20,9,409,1
6,1,1,9,1,6,8,37,2,1,2,2,2,2,6,2,1,299,2315,20,9,409,1
7,1,2,4,1,7,8,37,2,1,2,1,1,2,6,2,5,299,2315,20,9,849,1
8,1,1,2,1,7,8,37,2,1,2,1,1,2,4,2,1,299,2315,20,9,301,1
8,1,1,4,1,8,8,37,2,3,2,1,2,2,4,2,1,299,2315,20,9,1391,1
9,1,1,2,1,3,8,37,2,2,2,1,1,2,4,2,1,299,2315,20,9,301,1
9,1,1,4,1,8,8,37,2,1,2,1,1,2,4,2,1,299,2315,20,9,1368,1
9,1,1,2,2,10,8,37,3,1,2,1,1,2,4,2,1,299,2315,20,9,301,1
2,1,2,1,1,10,8,37,2,1,2,1,1,1,4,2,1,298,2316,20,9,303,1
5,1,4,2,1,7,8,37,4,1,2,1,1,2,4,2,1,298,2316,20,9,303,1
7,1,1,2,1,10,8,37,3,1,2,1,1,2,4,2,1,298,2316,20,9,303,1
8,1,2,2,1,12,8,37,4,1,2,1,1,2,5,2,1,298,2316,20,9,303,1
9,1,3,1,1,4,8,37,2,1,2,1,1,1,4,2,1,298,2316,20,9,303,1
9,1,3,2,1,11,8,37,4,1,2,1,1,2,4,2,1,298,2316,20,9,303,1
10,1,4,1,1,8,8,37,2,1,2,1,1,1,4,2,1,298,2316,20,9,303,1
10,1,4,2,1,9,8,37,3,1,2,1,1,2,4,2,1,298,2316,20,9,303,1
10,1,4,1,2,3,8,37,1,1,2,1,1,1,4,2,1,298,2316,20,9,303,1
10,1,4,2,2,9,8,37,1,1,1,2,1,1,4,2,1,298,2316,20,9,303,1
1,1,1,3,1,4,8,37,2,2,1,1,1,2,4,2,1,298,2317,20,9,260,1
1,1,1,3,2,2,8,37,3,2,1,1,1,2,4,2,1,298,2317,20,9,260,1
4,1,3,2,1,7,8,37,2,1,2,1,1,1,4,2,1,298,2317,20,9,260,1
10,1,2,2,1,12,8,37,4,1,2,1,1,2,4,2,1,298,2317,20,9,260,1
2,1,3,1,1,9,8,37,2,1,2,1,1,1,4,1,1,299,2318,20,9,319,1
2,1,3,8,1,8,8,37,2,2,1,1,1,2,4,2,3,299,2318,20,9,954,1
2,1,3,1,2,11,8,37,1,1,2,1,1,2,4,1,1,299,2318,20,9,319,1
4,1,2,1,1,3,8,37,4,1,2,1,1,1,4,2,1,299,2318,20,9,319,1
5,1,2,1,1,1,8,37,2,1,1,2,1,1,4,2,3,299,2318,20,9,319,1
8,1,2,1,1,9,8,37,1,1,2,1,1,1,4,2,1,299,2318,20,9,319,1
5,1,1,4,1,11,8,37,2,1,2,2,1,2,1,2,1,297,2319,20,9,234,1
7,1,3,2,1,7,8,37,2,1,2,1,1,2,4,2,1,297,2320,20,9,220,1
9,1,2,1,1,10,8,37,2,1,2,1,1,1,4,2,1,297,2320,20,9,220,1
9,1,2,1,2,5,8,37,3,1,2,1,1,1,4,2,1,297,2320,20,9,220,1
3,1,1,4,1,6,8,37,1,1,2,1,1,2,4,2,1,297,2321,20,9,703,1
4,1,3,1,1,6,8,37,1,4,2,1,1,1,4,1,1,297,2321,20,9,286,1
9,1,2,8,1,7,8,37,2,2,1,1,1,2,1,1,5,297,2321,20,9,1322,1
10,1,1,7,1,6,8,37,2,8,2,1,1,2,7,2,1,297,2321,20,9,582,1
2,1,2,2,1,5,8,37,4,1,2,1,1,2,4,2,1,298,2322,20,9,328,1
7,1,2,2,1,12,8,37,4,1,2,1,1,2,8,2,1,298,2322,20,9,328,1
7,1,2,2,2,12,8,37,4,1,2,1,1,2,8,2,1,298,2322,20,9,328,1
2,1,2,8,1,5,8,37,2,2,1,2,2,2,4,2,5,297,2323,20,9,392,1
3,1,2,2,1,11,8,37,3,1,2,1,1,2,4,2,1,297,2323,20,9,191,1
7,1,2,1,1,3,8,37,2,2,2,1,1,1,4,2,1,297,2323,20,9,191,1
7,1,2,1,2,6,8,37,2,2,2,1,1,1,4,2,1,297,2323,20,9,191,1
2,1,2,1,1,3,8,37,1,1,2,1,1,1,4,1,1,298,2324,20,9,420,1
2,1,2,2,1,5,8,37,4,1,2,1,1,2,4,2,1,298,2324,20,9,420,1
2,1,2,8,1,2,8,37,2,2,1,2,1,2,4,2,1,298,2324,20,9,1098,1
2,1,2,2,2,6,8,37,4,1,2,1,1,2,4,2,1,298,2324,20,9,420,1
2,1,2,8,2,5,8,37,1,2,1,2,1,2,4,2,3,298,2324,20,9,1098,1
2,1,2,8,3,8,8,37,2,2,1,1,1,2,4,2,3,298,2324,20,9,1098,1
3,1,1,3,1,9,8,37,2,2,2,1,1,2,4,1,1,298,2324,20,9,420,1
5,1,1,1,1,12,8,37,2,4,2,1,1,1,4,1,1,298,2324,20,9,420,1
5,1,1,2,1,10,8,37,3,1,2,1,1,2,3,2,1,298,2324,20,9,420,1
8,1,3,3,1,6,8,37,2,2,1,2,1,2,3,2,3,298,2324,20,9,420,1
2,1,1,1,1,1,8,37,4,1,2,1,1,1,4,2,1,298,2325,20,9,318,1
2,1,1,2,1,6,8,37,3,1,2,1,1,2,4,2,1,298,2325,20,9,318,1
2,1,1,3,1,11,8,37,3,2,2,1,1,2,4,2,1,298,2325,20,9,318,1
2,1,1,9,1,1,8,37,2,2,2,2,1,2,7,2,5,298,2325,20,9,391,1
2,1,1,1,2,11,8,37,4,1,2,1,1,1,4,2,1,298,2325,20,9,318,1
2,1,1,2,2,10,8,37,4,1,2,1,1,2,4,2,1,298,2325,20,9,318,1
2,1,1,9,2,8,8,37,2,2,2,2,1,2,7,2,5,298,2325,20,9,391,1
3,1,2,8,1,8,8,37,2,8,1,1,1,2,5,2,3,298,2325,20,9,578,1
1,1,2,4,1,8,8,37,2,1,2,2,2,2,6,2,2,297,2326,20,9,536,1
2,1,2,4,1,9,8,37,2,6,2,2,1,2,4,2,3,297,2326,20,9,461,1
3,1,1,2,1,12,8,37,4,1,2,1,1,2,9,1,1,297,2326,20,9,269,1
3,1,1,5,1,12,8,37,4,6,1,1,1,2,9,1,1,297,2326,20,9,661,1
6,1,7,7,1,2,8,37,2,2,2,1,1,2,7,2,3,297,2326,20,9,2497,1
6,1,7,8,1,10,8,37,2,2,1,1,2,2,1,2,3,297,2326,20,9,2497,1
7,1,5,1,1,9,8,37,2,4,2,1,1,1,4,2,1,297,2326,20,9,269,1
10,1,2,8,1,7,8,37,3,2,1,1,2,2,4,2,3,297,2326,20,9,489,1
1,1,3,2,1,10,8,37,3,4,2,1,1,1,4,1,1,297,2327,20,9,206,1
1,1,3,3,1,11,8,37,3,2,2,1,1,1,4,1,1,297,2327,20,9,206,1
1,1,3,4,1,2,8,37,2,1,2,1,1,2,4,2,1,297,2327,20,9,640,1
1,1,3,9,1,12,8,37,4,1,2,1,1,2,1,2,3,297,2327,20,9,640,1
2,1,3,8,1,11,8,37,2,2,1,1,2,2,1,2,3,297,2327,20,9,952,1
5,1,1,1,1,12,8,37,4,1,2,1,1,2,6,1,3,297,2327,20,9,206,1
5,1,1,2,1,10,8,37,4,1,2,1,1,2,4,2,1,297,2327,20,9,206,1
5,1,1,2,2,6,8,37,4,1,2,1,1,2,4,2,1,297,2327,20,9,206,1
9,1,2,3,1,10,8,37,1,2,2,1,1,2,4,2,1,297,2327,20,9,206,1
9,1,2,8,1,7,8,37,2,2,1,1,2,2,3,2,3,297,2327,20,9,375,1
3,1,3,8,1,5,8,37,3,2,1,1,1,2,1,2,5,297,2328,20,9,558,1
8,1,3,2,1,4,8,37,4,2,1,1,2,2,7,2,1,297,2328,20,9,140,1
10,1,2,8,1,12,8,37,1,2,1,1,1,2,1,2,5,297,2328,20,9,447,1
2,1,1,2,1,5,8,37,1,1,1,2,1,2,2,1,1,299,2329,20,9,339,1
2,1,1,6,1,11,8,37,3,4,1,2,1,2,2,2,1,299,2329,20,9,1162,1
2,1,1,8,1,7,8,37,2,2,1,1,1,2,4,2,5,299,2329,20,9,1162,1
2,1,1,2,2,6,8,37,1,1,1,1,1,2,2,1,1,299,2329,20,9,339,1
1,1,1,3,1,11,8,37,1,2,2,1,1,2,4,2,1,297,2330,20,9,295,1
2,1,2,1,1,3,8,37,2,4,2,1,1,1,4,2,1,297,2330,20,9,295,1
4,1,2,4,1,6,8,37,4,1,2,1,1,2,1,2,3,297,2331,20,9,953,1
5,1,1,4,1,12,8,19,3,1,2,2,1,2,1,2,3,297,2331,20,9,487,1
8,1,2,1,1,8,8,37,4,1,2,1,1,1,4,2,1,297,2331,20,9,239,1
9,1,2,4,1,11,8,37,2,6,2,1,1,2,99,2,3,297,2331,20,9,449,1
10,1,2,3,1,12,8,37,3,2,2,1,1,2,1,2,1,297,2331,20,9,239,1
10,1,2,4,1,5,8,37,3,1,2,2,1,2,99,2,5,297,2331,20,9,540,1
10,1,2,3,2,11,8,37,3,2,2,1,1,2,1,2,1,297,2331,20,9,239,1
10,1,2,4,2,2,8,37,3,1,2,2,1,2,4,2,1,297,2331,20,9,540,1
10,1,3,8,1,10,8,37,1,2,1,2,2,2,9,2,5,297,2332,20,9,1112,1
1,1,2,2,1,10,8,37,2,4,2,1,1,2,4,2,1,297,2333,20,9,235,1
3,1,3,3,1,2,8,37,4,2,2,1,1,2,4,2,1,297,2333,20,9,235,1
3,1,3,8,1,8,8,37,2,2,1,1,2,2,6,2,3,297,2333,20,9,1448,1
3,1,3,3,2,7,8,37,4,2,1,1,1,2,4,2,1,297,2333,20,9,235,1
4,1,1,3,1,7,8,37,2,2,2,1,1,2,4,2,1,297,2333,20,9,235,1
4,1,1,4,1,2,8,37,1,6,2,1,1,2,4,2,1,297,2333,20,9,545,1
6,1,1,2,1,6,8,37,2,1,2,1,1,2,6,2,1,297,2333,20,9,235,1
6,1,1,3,1,9,8,37,1,2,1,1,2,2,7,2,1,297,2333,20,9,235,1
6,1,1,3,2,5,8,37,1,2,2,1,1,2,7,2,1,297,2333,20,9,235,1
6,1,1,3,3,2,8,37,1,2,2,1,1,2,4,2,1,297,2333,20,9,235,1
7,1,3,3,1,11,8,37,4,2,1,1,1,2,3,2,1,297,2333,20,9,235,1
8,1,3,2,1,5,8,37,2,1,2,1,1,2,4,2,1,297,2333,20,9,235,1
1,1,2,8,1,5,8,37,2,2,1,1,1,2,3,2,5,298,2334,20,9,404,1
2,1,1,8,1,4,8,37,2,2,1,2,2,2,1,2,5,298,2334,20,9,199,1
5,1,2,1,1,5,8,37,4,1,2,1,1,1,4,2,1,298,2334,20,9,232,1
5,1,2,8,1,3,8,37,2,2,1,1,2,2,4,2,5,298,2334,20,9,524,1
8,1,1,3,1,11,8,37,4,2,1,1,2,2,4,2,1,298,2334,20,9,232,1
8,1,1,4,1,12,8,37,2,6,2,1,1,2,4,2,5,298,2334,20,9,398,1
8,1,1,8,1,9,8,37,2,2,1,2,2,2,4,1,5,298,2334,20,9,398,1
9,1,1,3,1,7,8,37,3,2,1,1,2,2,5,2,1,298,2334,20,9,232,1
10,1,2,8,1,6,8,37,2,2,2,1,1,2,6,2,1,298,2334,20,9,356,1
2,1,1,1,1,12,8,37,4,1,2,1,1,1,4,2,1,297,2335,20,9,269,1
3,1,1,1,1,12,8,37,1,1,2,1,1,2,5,2,1,297,2335,20,9,269,1
8,1,1,8,1,5,8,37,2,2,1,2,2,2,4,2,5,297,2335,20,9,469,1
9,1,1,8,1,11,8,37,2,2,1,1,1,2,4,2,5,297,2335,20,9,622,1
10,1,2,1,1,11,8,37,2,1,2,1,1,1,4,2,1,297,2335,20,9,269,1
2,1,3,4,1,10,8,37,2,1,2,1,1,2,6,2,1,297,2336,20,9,671,1
3,1,1,4,1,6,8,37,3,6,2,1,1,2,5,2,1,297,2336,20,9,328,1
6,1,3,1,1,6,8,37,3,1,2,1,1,1,4,2,1,297,2336,20,9,162,1
7,1,1,3,1,4,8,37,4,2,1,1,1,2,6,2,1,297,2336,20,9,162,1
10,1,3,1,1,1,8,37,3,1,2,1,1,1,4,2,1,297,2336,20,9,162,1
1,1,5,4,1,12,8,37,2,4,2,1,1,2,4,1,1,298,2337,20,9,2407,1
2,1,1,2,1,12,8,37,4,1,2,1,1,1,4,2,1,298,2337,20,9,512,1
5,1,1,1,1,3,8,19,2,4,2,1,1,1,4,2,1,298,2337,20,9,512,1
8,1,3,2,1,10,8,37,4,1,2,1,1,2,4,1,1,298,2337,20,9,512,1
8,1,3,3,1,3,8,37,2,2,2,1,1,2,6,1,1,298,2337,20,9,512,1
10,1,1,8,1,4,8,37,2,3,1,1,1,2,6,2,1,298,2337,20,9,2086,1
4,1,1,1,1,11,8,37,2,4,2,1,1,1,4,2,1,297,2338,20,9,335,1
8,1,2,8,1,11,8,37,2,4,2,1,1,2,1,2,5,297,2338,20,9,630,1
9,1,3,2,1,12,8,37,3,1,2,1,1,2,6,2,1,297,2338,20,9,335,1
1,1,1,4,1,5,8,37,2,1,2,1,1,2,1,2,3,297,2339,20,9,387,1
3,1,2,1,1,6,8,37,4,4,2,1,1,2,5,2,1,297,2339,20,9,226,1
5,1,6,10,1,6,8,37,2,1,2,1,1,1,4,2,2,297,2339,20,9,702,1
8,1,1,2,1,6,8,37,4,1,2,1,1,2,6,2,1,297,2339,20,9,226,1
10,1,2,2,1,8,8,37,3,1,1,1,2,2,4,2,1,297,2339,20,9,226,1
10,1,2,2,2,7,8,37,3,1,1,1,2,2,4,2,1,297,2339,20,9,226,1
4,1,1,7,1,4,8,37,2,1,2,1,1,2,7,2,1,298,2340,20,9,120,1
7,1,1,3,1,8,8,37,1,2,2,1,1,2,6,1,1,298,2340,20,9,138,1
8,1,1,2,1,4,8,37,4,2,2,1,1,2,4,2,1,298,2340,20,9,138,1
10,1,2,8,1,11,8,37,2,4,1,1,1,2,6,1,5,298,2340,20,9,312,1
1,1,1,4,1,1,8,37,1,1,2,1,1,2,1,2,3,299,2341,20,9,571,1
1,1,1,8,1,7,8,37,2,2,2,1,1,2,4,2,5,299,2341,20,9,571,1
2,1,2,2,1,11,8,37,2,1,2,1,1,2,4,2,1,299,2341,20,9,314,1
4,1,1,8,1,12,8,37,3,2,1,1,2,2,1,2,5,299,2341,20,9,700,1
6,1,2,4,1,11,8,37,2,9,2,2,2,2,7,2,1,299,2341,20,9,481,1
10,1,1,2,1,8,8,19,2,4,2,1,1,2,5,2,1,299,2341,20,9,314,1
2,1,2,1,1,11,8,37,1,4,2,1,1,1,4,2,1,297,2342,20,9,227,1
2,1,2,2,1,8,8,37,1,1,2,1,1,2,4,2,1,297,2342,20,9,227,1
2,1,2,1,2,10,8,37,2,4,2,1,1,2,6,2,1,297,2342,20,9,227,1
3,1,1,4,1,11,8,37,1,1,2,2,1,2,4,2,1,297,2342,20,9,525,1
4,1,2,10,1,10,8,37,2,1,2,2,1,2,7,2,2,297,2342,20,9,452,1
5,1,1,4,1,5,8,37,3,1,2,2,1,2,3,2,1,297,2342,20,9,462,1
6,1,2,8,1,11,8,37,2,2,1,1,2,2,1,1,5,297,2342,20,9,362,1
8,1,5,2,1,7,8,37,3,1,2,1,1,2,3,2,1,297,2342,20,9,227,1
4,1,1,1,1,6,8,37,1,1,2,1,1,2,1,2,1,297,2343,20,9,306,1
5,1,5,1,1,8,8,37,3,3,2,1,1,1,4,1,1,297,2343,20,9,306,1
6,1,1,1,1,12,8,37,4,1,2,1,1,1,4,1,1,297,2343,20,9,306,1
8,1,2,1,1,1,8,37,4,1,1,1,2,1,4,2,1,297,2343,20,9,306,1
9,1,3,1,1,3,8,37,2,1,2,1,1,1,4,1,1,297,2343,20,9,306,1
2,1,2,8,1,6,8,37,1,2,1,2,2,2,1,2,3,297,2344,20,9,814,1
5,1,1,2,1,7,8,37,4,1,2,1,1,2,7,2,1,297,2344,20,9,255,1
5,1,1,9,1,12,8,37,3,1,2,2,1,2,1,2,3,297,2344,20,9,650,1
6,1,2,3,1,3,8,37,4,2,1,1,2,2,4,2,1,297,2344,20,9,255,1
6,1,2,9,1,9,8,37,3,1,2,1,1,2,5,2,3,297,2344,20,9,458,1
7,1,4,2,1,12,8,37,4,1,1,1,2,2,7,2,1,297,2344,20,9,255,1
7,1,4,4,1,3,8,37,3,6,2,2,1,2,6,2,1,297,2344,20,9,1439,1
7,1,4,9,1,10,8,37,2,1,2,1,1,2,6,1,3,297,2344,20,9,1439,1
7,1,4,10,1,10,8,37,3,1,2,1,1,2,6,1,2,297,2344,20,9,1439,1
8,1,2,4,1,1,8,37,3,1,2,2,1,2,6,2,1,297,2344,20,9,1017,1
9,1,1,8,1,6,8,37,2,4,1,2,1,2,1,2,3,297,2344,20,9,433,1
10,1,1,3,1,1,8,37,4,2,1,1,2,2,5,2,1,297,2344,20,9,255,1
10,1,1,3,2,2,8,37,1,2,2,1,1,2,5,2,1,297,2344,20,9,255,1
2,1,1,2,1,4,8,37,4,1,2,1,1,2,3,2,1,298,2345,20,9,413,1
2,1,1,4,1,6,8,37,2,1,2,2,1,2,4,2,1,298,2345,20,9,974,1
2,1,1,8,1,11,8,37,1,2,1,2,2,2,4,2,3,298,2345,20,9,974,1
8,1,1,8,1,9,8,37,2,2,1,1,2,2,3,1,5,298,2345,20,9,702,1
5,1,1,2,1,3,8,37,1,1,2,1,1,2,4,2,1,298,2346,20,9,348,1
5,1,1,2,2,3,8,37,1,8,2,1,1,2,4,2,1,298,2346,20,9,348,1
6,1,3,9,1,11,8,37,9,1,2,2,1,1,4,1,3,298,2346,20,9,982,1
10,1,2,3,1,5,8,37,1,2,2,1,1,2,6,2,1,298,2346,20,9,348,1
10,1,2,8,1,12,8,37,3,2,1,2,1,2,4,2,5,298,2346,20,9,833,1
2,1,2,1,1,7,8,37,4,2,2,1,1,1,4,2,1,298,2347,20,9,233,1
5,1,3,2,1,12,8,37,4,2,2,1,1,2,3,2,1,298,2347,20,9,233,1
3,1,2,4,1,11,8,37,1,1,2,1,1,2,4,2,1,298,2348,20,9,950,1
4,1,1,2,1,1,8,37,4,1,2,1,1,2,4,2,1,298,2348,20,9,273,1
4,1,1,3,1,9,8,37,1,2,2,1,1,2,4,2,1,298,2348,20,9,273,1
4,1,1,8,1,12,8,37,1,2,1,2,1,2,4,2,3,298,2348,20,9,631,1
5,1,3,2,1,1,8,37,1,8,2,1,1,2,4,1,1,298,2348,20,9,273,1
5,1,3,4,1,1,8,37,1,1,2,2,1,2,4,1,1,298,2348,20,9,848,1
5,1,3,8,1,2,8,37,3,1,1,1,1,2,4,2,3,298,2348,20,9,848,1
5,1,3,9,1,12,8,37,3,1,2,1,1,2,4,1,3,298,2348,20,9,848,1
5,1,3,8,2,2,8,37,2,2,1,2,1,2,4,2,3,298,2348,20,9,848,1
5,1,3,8,3,2,8,37,1,8,1,1,1,2,4,2,3,298,2348,20,9,848,1
6,1,3,2,1,5,8,37,3,2,2,1,1,2,4,2,1,298,2348,20,9,273,1
6,1,3,4,1,7,8,37,2,1,2,2,1,2,4,2,1,298,2348,20,9,925,1
6,1,3,8,1,7,8,37,2,2,1,1,1,2,4,2,1,298,2348,20,9,925,1
6,1,3,12,1,12,8,37,2,3,2,1,1,2,4,2,4,298,2348,20,9,925,1
6,1,3,8,2,6,8,37,2,2,1,1,1,2,4,2,3,298,2348,20,9,925,1
8,1,1,2,1,10,8,37,3,1,2,1,1,1,4,2,1,298,2348,20,9,273,1
8,1,1,3,1,11,8,37,2,2,2,1,1,2,9,2,1,298,2348,20,9,273,1
8,1,1,6,1,7,8,37,9,4,2,1,1,2,4,2,1,298,2348,20,9,1483,1
8,1,1,8,1,5,8,37,2,2,1,1,1,2,4,2,3,298,2348,20,9,1483,1
8,1,1,10,1,7,8,37,1,1,2,2,1,2,4,2,2,298,2348,20,9,1483,1
8,1,1,2,2,5,8,37,2,4,2,1,1,1,4,2,1,298,2348,20,9,273,1
8,1,1,3,2,3,8,37,2,2,2,1,1,2,9,2,1,298,2348,20,9,273,1
8,1,1,8,2,1,8,37,2,2,1,1,1,2,4,2,3,298,2348,20,9,1483,1
8,1,1,2,3,2,8,999,4,1,2,1,1,2,9,2,1,298,2348,20,9,273,1
8,1,1,3,3,3,8,37,2,2,2,1,1,1,4,2,1,298,2348,20,9,273,1
9,1,2,2,1,11,8,37,1,1,2,1,1,2,4,2,1,298,2348,20,9,273,1
9,1,2,8,1,6,8,37,2,2,1,1,1,2,4,2,3,298,2348,20,9,491,1
9,1,2,2,2,11,8,37,4,1,2,1,1,2,4,2,1,298,2348,20,9,273,1
10,1,2,8,1,2,8,37,2,2,1,1,1,1,4,2,3,298,2348,20,9,671,1
10,1,2,8,2,10,8,37,2,2,1,1,1,2,4,2,3,298,2348,20,9,671,1
10,1,2,8,3,9,8,37,2,2,1,1,1,2,4,2,3,298,2348,20,9,671,1
10,1,2,8,4,3,8,37,2,2,1,1,1,1,4,2,1,298,2348,20,9,671,1
10,1,2,8,5,5,8,37,2,2,1,1,1,2,4,2,3,298,2348,20,9,671,1
2,1,1,2,1,6,8,37,3,1,2,1,1,2,4,2,1,297,2349,20,9,267,1
2,1,1,8,1,5,8,37,3,2,1,1,2,2,1,2,3,297,2349,20,9,815,1
3,1,1,2,1,9,8,37,3,1,2,1,1,2,4,2,1,297,2349,20,9,267,1
3,1,1,3,1,6,8,37,4,2,1,1,2,2,4,2,1,297,2349,20,9,267,1
3,1,1,8,1,1,8,37,2,2,1,1,2,2,4,2,3,297,2349,20,9,620,1
7,1,2,3,1,7,8,37,1,2,2,1,1,2,4,2,1,297,2349,20,9,267,1
8,1,2,8,1,1,8,37,3,2,1,1,2,2,1,2,3,297,2349,20,9,426,1
10,1,2,9,1,9,8,37,3,2,2,1,2,2,1,2,3,297,2349,20,9,532,1
1,1,2,1,1,12,8,37,2,1,1,2,1,1,4,2,1,297,2350,20,9,306,1
1,1,2,2,1,12,8,37,2,1,1,2,1,2,1,2,1,297,2350,20,9,306,1
1,1,2,3,1,11,8,37,3,2,2,1,1,2,1,2,1,297,2350,20,9,306,1
1,1,2,6,1,6,8,37,2,4,2,1,1,2,1,2,1,297,2350,20,9,533,1
3,1,1,3,1,12,8,37,3,2,1,1,1,1,4,2,1,297,2350,20,9,306,1
4,1,1,1,1,10,8,37,3,1,1,2,1,2,6,2,2,297,2350,20,9,306,1
4,1,1,2,1,11,8,37,2,1,2,1,1,1,4,2,1,297,2350,20,9,306,1
4,1,1,3,1,11,8,37,2,2,2,1,1,1,4,2,1,297,2350,20,9,306,1
5,1,2,2,1,2,8,37,2,1,1,2,1,2,7,2,3,297,2350,20,9,306,1
5,1,2,10,1,12,8,37,2,1,2,2,1,2,7,1,2,297,2350,20,9,533,1
10,1,1,3,1,7,8,37,2,2,2,1,1,2,5,1,1,297,2350,20,9,306,1
1,1,1,1,1,9,8,37,4,1,1,1,2,2,6,2,1,299,2351,20,9,248,1
1,1,1,3,1,5,8,37,2,2,1,1,1,2,1,2,1,299,2351,20,9,248,1
2,1,1,2,1,6,8,37,1,4,2,1,1,2,5,2,1,299,2351,20,9,248,1
2,1,1,4,1,8,8,37,2,1,2,2,1,2,5,2,1,299,2351,20,9,674,1
2,1,1,7,1,10,8,37,2,1,2,2,2,2,5,2,1,299,2351,20,9,674,1
3,1,3,8,1,10,8,37,1,2,1,1,2,2,6,1,3,299,2351,20,9,1439,1
3,1,3,9,1,8,8,37,1,2,2,1,1,2,6,2,3,299,2351,20,9,1439,1
8,1,2,1,1,4,8,37,4,1,2,1,1,1,4,2,1,299,2351,20,9,248,1
10,1,2,8,1,5,8,37,2,2,1,1,2,2,4,2,3,299,2351,20,9,741,1
5,1,1,10,1,5,8,37,2,1,2,2,1,2,4,2,3,298,2352,20,9,390,1
9,1,1,2,1,12,8,37,2,1,1,2,1,2,2,2,1,298,2352,20,9,337,1
2,1,1,4,1,5,8,37,2,1,2,2,1,2,4,2,1,298,2353,20,9,627,1
2,1,1,4,2,11,8,37,1,1,2,2,1,2,4,2,1,298,2353,20,9,627,1
4,1,2,4,1,6,8,37,2,6,2,1,1,2,3,2,1,298,2353,20,9,564,1
4,1,1,3,1,3,8,37,9,2,2,1,1,2,4,2,1,297,2354,20,9,240,1
5,1,2,8,1,7,8,37,2,2,1,1,2,2,6,2,3,297,2354,20,9,418,1
7,1,1,4,1,5,8,37,3,6,2,1,1,2,4,2,1,297,2354,20,9,239,1
8,1,4,3,1,6,8,37,2,2,1,1,2,2,3,2,1,297,2354,20,9,240,1
3,1,1,4,1,7,8,37,2,1,2,1,1,1,4,2,1,298,2355,20,9,1094,1
7,1,2,4,1,4,8,37,3,1,2,2,1,2,6,2,3,298,2355,20,9,687,1
9,1,1,4,1,6,8,37,2,6,2,2,1,2,4,2,1,298,2355,20,9,1478,1
9,1,1,8,1,3,8,37,1,2,1,1,2,2,1,2,3,298,2355,20,9,1478,1
10,1,2,4,1,11,8,37,3,1,2,2,1,2,6,2,1,298,2355,20,9,729,1
1,1,1,2,1,7,8,37,4,1,2,1,1,2,4,2,1,297,2356,20,9,273,1
1,1,1,3,1,8,8,37,4,2,2,1,1,2,4,2,1,297,2356,20,9,273,1
7,1,2,3,1,6,8,37,2,2,2,1,1,2,6,2,1,297,2356,20,9,273,1
7,1,2,4,1,2,8,37,2,1,2,1,1,2,6,1,1,297,2356,20,9,633,1
7,1,2,10,1,8,8,37,2,1,2,1,1,2,6,1,2,297,2356,20,9,633,1
8,1,1,2,1,8,8,37,3,1,2,1,1,2,6,2,1,297,2356,20,9,273,1
10,1,1,8,1,8,8,37,2,2,1,1,2,2,1,2,3,297,2356,20,9,515,1
5,1,1,1,1,11,8,37,4,1,2,1,1,1,4,2,1,297,2357,20,9,212,1
6,1,2,1,1,12,8,37,3,1,1,1,1,1,4,2,1,297,2357,20,9,212,1
7,1,3,2,1,8,8,37,4,1,2,1,1,2,3,2,1,297,2357,20,9,212,1
8,1,2,1,1,4,8,37,1,1,2,1,1,1,4,2,1,297,2357,20,9,212,1
